source,target,value
Ahmedabad Junction,Jammu Tawi,1
Lucknow Junction,Pune Junction,1
Pune Junction,Lucknow Junction,1
Secunderabad Junction,Rajkot Junction,1
Rajkot Junction,Secunderabad Junction,1
Huzur Sahib Nanded,Sambalpur Junction,1
Sambalpur Junction,Huzur Sahib Nanded,1
Varanasi Junction,Mumbai Dadar Central,1
Mumbai Dadar Central,Varanasi Junction,1
Varanasi Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Varanasi Junction,1
New Delhi,New Jalpaiguri,1
Darbhanga Junction,Amritsar Junction,1
Amritsar Junction,Darbhanga Junction,1
New Jalpaiguri,New Delhi,1
New Delhi,Bilaspur Junction,1
Bilaspur Junction,New Delhi,1
Mumbai Lokmanya Tilak Terminus,Visakhapatnam Junction,1
Mumbai Lokmanya Tilak Terminus,Rae Bareli Junction,1
Rae Bareli Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Faizabad Junction,1
Faizabad Junction,Mumbai Lokmanya Tilak Terminus,1
Delhi Hazrat Nizamuddin,Pune Junction,1
Jabalpur Junction,Jammu Tawi,1
Jammu Tawi,Jabalpur Junction,1
Jammu Tawi,Rajendra Nagar Bihar,1
Rajendra Nagar Bihar,Jammu Tawi,1
Jammu Tawi,Muzaffarpur Junction,1
Muzaffarpur Junction,Jammu Tawi,1
Mumbai Lokmanya Tilak Terminus,Allahabad Junction,1
Allahabad Junction,Mumbai Lokmanya Tilak Terminus,1
Coimbatore Main Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Coimbatore Main Junction,1
Pune Junction,Delhi Hazrat Nizamuddin,1
Saharsa Junction,Amritsar Junction,1
Kolkata Howrah Junction,Kathgodam,1
Kathgodam,Kolkata Howrah Junction,1
Bangalore Yesvantpur Junction,Bhubaneswar,1
Bhubaneswar,Bangalore Yesvantpur Junction,1
Kolkata Chitpur,Old Delhi,1
Puri,Guwahati,1
Guwahati,Puri,1
Dibrugarh,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Dibrugarh,1
Bangalore City Junction,Puri,1
Puri,Bangalore City Junction,1
Varanasi Junction,Mumbai CST,1
Mumbai CST,Varanasi Junction,1
Amritsar Junction,Saharsa Junction,1
Kolkata Howrah Junction,Haridwar Junction,1
Haridwar Junction,Kolkata Howrah Junction,1
Pune Junction,Manduadih,1
Manduadih,Pune Junction,1
Ahmedabad Junction,Udhampur,1
Udhampur,Ahmedabad Junction,1
Indore Junction BG,Jammu Tawi,1
Jammu Tawi,Indore Junction BG,1
Old Delhi,Kolkata Howrah Junction,1
Secunderabad Junction,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Secunderabad Junction,1
Chhindwara Junction,Amritsar Junction,1
Bhubaneswar,Bangalore City Junction,1
Bangalore City Junction,Bhubaneswar,1
Mumbai Lokmanya Tilak Terminus,Sultanpur,1
Sultanpur,Mumbai Lokmanya Tilak Terminus,1
Old Delhi,Kolkata Chitpur,1
Ahmedabad Junction,Bangalore Yesvantpur Junction,1
Dehradun,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Dehradun,1
Amritsar Junction,Chhindwara Junction,1
Trivandrum Central,Hyderabad Deccan Nampally,1
Visakhapatnam Junction,Kollam Junction,1
Hyderabad Deccan Nampally,Trivandrum Central,1
Puri,Kamakhya,1
Kamakhya,Puri,1
Bangalore Yesvantpur Junction,Ahmedabad Junction,1
Mumbai Lokmanya Tilak Terminus,Partapgarh Junction,1
Partapgarh Junction,Mumbai Lokmanya Tilak Terminus,1
Hyderabad Deccan Nampally,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Hyderabad Deccan Nampally,1
Kolkata Shalimar,Haridwar Junction,1
Kolkata Santragachi Junction,Tirupati Main,1
Tirupati Main,Kolkata Santragachi Junction,1
Ernakulam Junction (South),Mumbai Lokmanya Tilak Terminus,1
Ahmedabad Junction,Varanasi Junction,1
Varanasi Junction,Ahmedabad Junction,1
Mumbai Lokmanya Tilak Terminus,Ernakulam Junction (South),1
Firozpur Cantt.,Dhanbad Junction,1
Dhanbad Junction,Firozpur Cantt.,1
Korba,Bangalore Yesvantpur Junction,1
Mumbai Lokmanya Tilak Terminus,Bareilly,1
Bareilly,Mumbai Lokmanya Tilak Terminus,1
Bangalore Yesvantpur Junction,Korba,1
Kolkata Shalimar,Tirupati Main,1
Tirupati Main,Kolkata Shalimar,1
Delhi Hazrat Nizamuddin,Raigarh,1
Raigarh,Delhi Hazrat Nizamuddin,1
Ajmer Junction,Kolkata Sealdah,1
Kolkata Sealdah,Ajmer Junction,1
Chennai Central,Haldia,1
Haldia,Chennai Central,1
Jammu Tawi,Barauni Junction,1
Barauni Junction,Jammu Tawi,1
Alipur Duar Junction,Old Delhi,1
Old Delhi,Alipur Duar Junction,1
Amritsar Junction,Jaynagar,1
Jaynagar,Amritsar Junction,1
Secunderabad Junction,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Secunderabad Junction,1
Kolkata Howrah Junction,Chennai Central,1
Chennai Central,Kolkata Howrah Junction,1
Secunderabad Junction,Jaipur Junction,1
Jaipur Junction,Secunderabad Junction,1
Hyderabad Deccan Nampally,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Hyderabad Deccan Nampally,1
Ajmer Junction,Ranchi Junction,1
Ranchi Junction,Ajmer Junction,1
Kalka,Mumbai Bandra Terminus,1
New Delhi,Hyderabad Deccan Nampally,1
Hyderabad Deccan Nampally,New Delhi,1
Gorakhpur Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Gorakhpur Junction,1
Dehradun,Okha,1
Okha,Dehradun,1
Dehradun,Mumbai Bandra Terminus,1
Mumbai Bandra Terminus,Dehradun,1
Secunderabad Junction,Porbandar,1
Pune Junction,Bhubaneswar,1
Bhubaneswar,Pune Junction,1
Porbandar,Secunderabad Junction,1
Madurai Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Madurai Junction,1
Mumbai Lokmanya Tilak Terminus,Hatia,1
Hatia,Mumbai Lokmanya Tilak Terminus,1
Dibrugarh,Jhajha,1
Jhajha,Dibrugarh,1
Hyderabad Deccan Nampally,Ajmer Junction,1
Ajmer Junction,Hyderabad Deccan Nampally,1
Rajendra Nagar Bihar,Mumbai CST,1
Mumbai CST,Rajendra Nagar Bihar,1
Mumbai Lokmanya Tilak Terminus,Rajendra Nagar Bihar,1
Rajendra Nagar Bihar,Mumbai Lokmanya Tilak Terminus,1
Bhubaneswar,New Delhi,1
New Delhi,Bhubaneswar,1
Valsad,Sonpur Junction,1
Sonpur Junction,Valsad,1
Kalka,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Kalka,1
Solapur Junction,Jaipur Junction,1
Jaipur Junction,Solapur Junction,1
Amritsar Junction,Tatanagar Junction,1
Tatanagar Junction,Amritsar Junction,1
Ahmedabad Junction,Muzaffarpur Junction,1
Muzaffarpur Junction,Ahmedabad Junction,1
Indore Junction BG,Kolkata Howrah Junction,1
Puri,Surat,1
Surat,Puri,1
Kolkata Howrah Junction,Indore Junction BG,1
Kolkata Howrah Junction,Sri Satya Sai Prasanthi Nilayam,1
Sri Satya Sai Prasanthi Nilayam,Kolkata Howrah Junction,1
Firozpur Cantt.,Mumbai Central,1
Pune Junction,Gorakhpur Junction,1
Gorakhpur Junction,Pune Junction,1
Haridwar Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Haridwar Junction,1
Patna Junction,Ahmedabad Junction,1
Ahmedabad Junction,Patna Junction,1
Mumbai Lokmanya Tilak Terminus,Chhapra Junction,1
Chhapra Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Central,Firozpur Cantt.,1
Pune Junction,Hatia,1
Hatia,Pune Junction,1
Patna Junction,Pune Junction,1
Pune Junction,Patna Junction,1
Mumbai Lokmanya Tilak Terminus,Bhubaneswar,1
Bhubaneswar,Mumbai Lokmanya Tilak Terminus,1
Kolkata Howrah Junction,Sainagar Shirdi,1
Mumbai Lokmanya Tilak Terminus,Muzaffarpur Junction,1
Muzaffarpur Junction,Mumbai Lokmanya Tilak Terminus,1
Sainagar Shirdi,Kolkata Howrah Junction,1
New Delhi,Puri,1
Ahmedabad Junction,Bangalore City Junction,1
Bangalore City Junction,Ahmedabad Junction,1
Kolkata Chitpur,Nangal Dam,1
Nangal Dam,Kolkata Chitpur,1
Puri,New Delhi,1
Trivandrum Central,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Trivandrum Central,1
Katihar Junction,Amritsar Junction,1
Amritsar Junction,Katihar Junction,1
Trivandrum Kochuveli,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Trivandrum Kochuveli,1
Kolkata Chitpur,Amritsar Junction,1
Amritsar Junction,Kolkata Chitpur,1
Ajmer Junction,Radhikapur,1
Kolkata Howrah Junction,Jodhpur Junction,1
Jodhpur Junction,Kolkata Howrah Junction,1
Ajmer Junction,KishanGanj,1
Patna Junction,Purna Junction,1
Purna Junction,Patna Junction,1
Amritsar Junction,Mumbai Bandra Terminus,1
Mumbai Bandra Terminus,Amritsar Junction,1
New Jalpaiguri,Amritsar Junction,1
Surat,Bhagalpur,1
Bhagalpur,Surat,1
Secunderabad Junction,Gorakhpur Junction,1
Gorakhpur Junction,Secunderabad Junction,1
Amritsar Junction,New Jalpaiguri,1
KishanGanj,Ajmer Junction,1
Secunderabad Junction,Patna Junction,1
Patna Junction,Secunderabad Junction,1
Mumbai Bandra Terminus,Gorakhpur Junction,1
Gorakhpur Junction,Mumbai Bandra Terminus,1
Patna Junction,Mumbai Bandra Terminus,1
Mumbai Bandra Terminus,Patna Junction,1
Puri,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Puri,1
Guwahati,Delhi Anand Vihar Terminus,1
Delhi Anand Vihar Terminus,Guwahati,1
Bikaner Junction,Kolkata Chitpur,1
Durg Junction,Jammu Tawi,1
Jammu Tawi,Durg Junction,1
New Delhi,Guwahati,1
Guwahati,New Delhi,1
Mumbai Lokmanya Tilak Terminus,Darbhanga Junction,1
Darbhanga Junction,Mumbai Lokmanya Tilak Terminus,1
Bikaner Junction,Kolkata Howrah Junction,1
Nagercoil Junction,Mumbai CST,1
Mumbai CST,Nagercoil Junction,1
Kolkata Chitpur,Bikaner Junction,1
Amritsar Junction,Mumbai Central,1
Mumbai Central,Amritsar Junction,1
Rameswaram,Bhubaneswar,1
Bhubaneswar,Rameswaram,1
Ahmedabad Junction,Chennai Central,1
Chennai Central,Ahmedabad Junction,1
Kolkata Sealdah,Amritsar Junction,1
Amritsar Junction,Kolkata Sealdah,1
Tatanagar Junction,Bangalore Yesvantpur Junction,1
Bangalore Yesvantpur Junction,Tatanagar Junction,1
Hatia,Bangalore Yesvantpur Junction,1
Bangalore Yesvantpur Junction,Hatia,1
Kolkata Howrah Junction,Puducherry,1
Puducherry,Kolkata Howrah Junction,1
Amritsar Junction,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Amritsar Junction,1
Delhi Hazrat Nizamuddin,Visakhapatnam Junction,1
Visakhapatnam Junction,Delhi Hazrat Nizamuddin,1
Shahu Maharaj Terminus,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Shahu Maharaj Terminus,1
Mumbai Lokmanya Tilak Terminus,Bhagalpur,1
Bhagalpur,Mumbai Lokmanya Tilak Terminus,1
Firozpur Cantt.,Mumbai CST,1
Mumbai CST,Firozpur Cantt.,1
Bhubaneswar,Mumbai CST,1
Mumbai CST,Bhubaneswar,1
Ajmer Junction,New Jalpaiguri,1
New Jalpaiguri,Ajmer Junction,1
Ahmedabad Junction,Darbhanga Junction,1
Darbhanga Junction,Ahmedabad Junction,1
Bangalore Yesvantpur Junction,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Bangalore Yesvantpur Junction,1
Mumbai CST,Trivandrum Central,1
Trivandrum Central,Mumbai CST,1
Pune Junction,Darbhanga Junction,1
Darbhanga Junction,Pune Junction,1
Mumbai Bandra Terminus,Jammu Tawi,1
Jammu Tawi,Mumbai Bandra Terminus,1
Kolkata Shalimar,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Kolkata Shalimar,1
Kolkata Howrah Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Kolkata Howrah Junction,1
Bangalore City Junction,Gandhidham Bg,1
Gandhidham Bg,Bangalore City Junction,1
Shri Ganganagar,Huzur Sahib Nanded,1
Huzur Sahib Nanded,Shri Ganganagar,1
Kolkata Howrah Junction,Mumbai CST,1
Mumbai CST,Kolkata Howrah Junction,1
Puri,Sainagar Shirdi,1
Chhapra Junction,Mumbai CST,1
Mumbai CST,Chhapra Junction,1
Kolkata Howrah Junction,Shri Ganganagar,1
Raxaul Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Raxaul Junction,1
Kolkata Chitpur,Jammu Tawi,1
Jammu Tawi,Kolkata Chitpur,1
Hapa,Jammu Tawi,1
Jammu Tawi,Hapa,1
Puri,Ahmedabad Junction,1
Ahmedabad Junction,Puri,1
Jamnagar,Jammu Tawi,1
Jammu Tawi,Jamnagar,1
Bilaspur Junction,Amritsar Junction,1
Ranchi Junction,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Ranchi Junction,1
Hyderabad Deccan Nampally,Darbhanga Junction,1
Darbhanga Junction,Hyderabad Deccan Nampally,1
Kolkata Howrah Junction,Pune Junction,1
Pune Junction,Kolkata Howrah Junction,1
Asansol Junction,Ahmedabad Junction,1
Ahmedabad Junction,Asansol Junction,1
Kolkata Howrah Junction,Jammu Tawi,1
Jammu Tawi,Kolkata Howrah Junction,1
Amritsar Junction,Bilaspur Junction,1
Tiruchirappalli Junction,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Tiruchirappalli Junction,1
Jammu Tawi,Tatanagar Junction,1
Tatanagar Junction,Jammu Tawi,1
Mumbai Dadar Central,Amritsar Junction,1
Amritsar Junction,Mumbai Dadar Central,1
Okha,Varanasi Junction,1
Varanasi Junction,Okha,1
Asansol Junction,Mumbai CST,1
Mumbai CST,Asansol Junction,1
Kakinada Town,Bhavnagar Terminus,1
Bhavnagar Terminus,Kakinada Town,1
Bilaspur Junction,Manmad Junction,1
Puri,Valsad,1
Valsad,Puri,1
Amritsar Junction,Huzur Sahib Nanded,1
Huzur Sahib Nanded,Amritsar Junction,1
Kolkata Howrah Junction,Ahmedabad Junction,1
Ahmedabad Junction,Kolkata Howrah Junction,1
Chennai Central,Lucknow,1
Lucknow Junction,Chennai Central,1
Kolkata Howrah Junction,Mysore Junction,1
Madgaon Junction,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Madgaon Junction,1
Shahu Maharaj Terminus,Gorakhpur Junction,1
Gorakhpur Junction,Shahu Maharaj Terminus,1
Mysore Junction,Kolkata Howrah Junction,1
Bikaner Junction,Secunderabad Junction,1
Secunderabad Junction,Bikaner Junction,1
Kolkata Chitpur,Ajmer Junction,1
Ajmer Junction,Kolkata Chitpur,1
Jodhpur Junction,Bangalore City Junction,1
Bangalore City Junction,Jodhpur Junction,1
Mumbai CST,Kanniyakumari,1
Surat,Muzaffarpur Junction,1
Kanniyakumari,Mumbai CST,1
Muzaffarpur Junction,Surat,1
Kolkata Sealdah,Udaipur City,1
Udaipur City,Kolkata Sealdah,1
Hubli Junction,Delhi Hazrat Nizamuddin,1
Vasco Da Gama,Kolkata Howrah Junction,1
Kolkata Howrah Junction,Vasco Da Gama,1
Muzaffarpur Junction,Mumbai Bandra Terminus,1
Mumbai Bandra Terminus,Muzaffarpur Junction,1
Bilaspur Junction,Ernakulam Junction (South),1
Ernakulam Junction (South),Bilaspur Junction,1
Jammu Tawi,Rourkela,1
Rourkela,Jammu Tawi,1
Jammu Tawi,Pune Junction,1
Chennai Central,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Chennai Central,1
Pune Junction,Jammu Tawi,1
Bangalore Yesvantpur Junction,Jodhpur Junction,1
New Delhi,Chennai Central,1
Chennai Central,New Delhi,1
Chennai Central,Jaipur Junction,1
Jaipur Junction,Chennai Central,1
Jodhpur Junction,Bangalore Yesvantpur Junction,1
Vasco Da Gama,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Vasco Da Gama,1
Kamakhya,Jaipur Junction,1
Jaipur Junction,Kamakhya,1
Bangalore Yesvantpur Junction,Ajmer Junction,1
Ajmer Junction,Bangalore Yesvantpur Junction,1
Coimbatore Main Junction,Rajkot Junction,1
Rajkot Junction,Coimbatore Main Junction,1
Chennai Central,New Jalpaiguri,1
New Jalpaiguri,Chennai Central,1
Delhi Hazrat Nizamuddin,Bangalore Yesvantpur Junction,1
Bangalore Yesvantpur Junction,Delhi Hazrat Nizamuddin,1
Gandhidham Bg,Puri,1
Puri,Gandhidham Bg,1
Mysore Junction,Ajmer Junction,1
Ajmer Junction,Mysore Junction,1
Bangalore City Junction,Delhi Hazrat Nizamuddin,1
Tirupati Main,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Tirupati Main,1
Gorakhpur Junction,Okha,1
Okha,Gorakhpur Junction,1
Bangalore Yesvantpur Junction,Delhi Sarai Rohilla,1
Delhi Sarai Rohilla,Bangalore Yesvantpur Junction,1
Guwahati,Bikaner Junction,1
Bikaner Junction,Guwahati,1
Chhapra Junction,Chennai Central,1
Chennai Central,Chhapra Junction,1
Chennai Egmore,Gaya Junction,1
Gaya Junction,Chennai Egmore,1
Guwahati,Jammu Tawi,1
Jammu Tawi,Guwahati,1
Jodhpur Junction,Chennai Egmore,1
Chennai Egmore,Jodhpur Junction,1
Tatanagar Junction,Alappuzha,1
Alappuzha,Tatanagar Junction,1
Haridwar Junction,Puri,1
Puri,Haridwar Junction,1
Delhi Hazrat Nizamuddin,Bangalore City Junction,1
New Delhi,Puducherry,1
Puducherry,New Delhi,1
Bangalore City Junction,New Delhi,1
New Delhi,Bangalore City Junction,1
Vasco Da Gama,Patna Junction,1
Patna Junction,Vasco Da Gama,1
Kolkata Howrah Junction,Kanniyakumari,1
Kanniyakumari,Kolkata Howrah Junction,1
Puri,Jodhpur Junction,1
Jodhpur Junction,Puri,1
Dibrugarh Town,New Delhi,1
New Delhi,Dibrugarh Town,1
Dibrugarh,New Delhi,1
Bangalore Yesvantpur Junction,Gorakhpur Junction,1
Muzaffarpur Junction,Porbandar,1
Porbandar,Muzaffarpur Junction,1
Bangalore Yesvantpur Junction,Bhagalpur,1
Guwahati,Barmer,1
Barmer,Guwahati,1
Gorakhpur Junction,Bangalore Yesvantpur Junction,1
Bhagalpur,Bangalore Yesvantpur Junction,1
New Delhi,Dibrugarh,1
Mysore Junction,Jaipur Junction,1
Jaipur Junction,Mysore Junction,1
Dehradun,Chennai Central,1
Chennai Central,Dehradun,1
Bilaspur Junction,Tirunelveli Junction,1
Tirunelveli Junction,Bilaspur Junction,1
Kolkata Howrah Junction,Gandhidham Bg,1
Chandigarh,Chennai Central,1
Gandhidham Bg,Kolkata Howrah Junction,1
Trivandrum Central,Korba,1
Korba,Trivandrum Central,1
Bangalore City Junction,Gorakhpur Junction,1
Lucknow,Bangalore Yesvantpur Junction,1
Madurai Junction,Dwarka,1
Alappuzha,Dhanbad Junction,1
Dhanbad Junction,Alappuzha,1
Gorakhpur Junction,Bangalore City Junction,1
Dwarka,Madurai Junction,1
Kolkata Howrah Junction,Porbandar,1
Porbandar,Kolkata Howrah Junction,1
Guwahati,Secunderabad Junction,1
Secunderabad Junction,Guwahati,1
Bangalore Yesvantpur Junction,Lucknow,1
Okha,Ernakulam Junction (South),1
Ernakulam Junction (South),Okha,1
Guwahati,Lalgarh Junction,1
Lalgarh Junction,Guwahati,1
Trivandrum Central,Kolkata Shalimar,1
Kolkata Shalimar,Trivandrum Central,1
Bhavnagar Terminus,Trivandrum Kochuveli,1
Trivandrum Kochuveli,Bhavnagar Terminus,1
Visakhapatnam Junction,Amritsar Junction,1
Amritsar Junction,Visakhapatnam Junction,1
Kolkata Shalimar,Nagercoil Junction,1
Nagercoil Junction,Kolkata Shalimar,1
Kolkata Howrah Junction,Okha,1
Okha,Kolkata Howrah Junction,1
Old Delhi,Dibrugarh,1
Dibrugarh,Old Delhi,1
Guwahati,Mumbai Lokmanya Tilak Terminus,1
Mumbai Lokmanya Tilak Terminus,Guwahati,1
Kamakhya,Mumbai Lokmanya Tilak Terminus,1
Delhi Hazrat Nizamuddin,Mysore Junction,1
Mysore Junction,Delhi Hazrat Nizamuddin,1
Gandhidham Bg,Nagercoil Junction,1
Nagercoil Junction,Gandhidham Bg,1
Trivandrum Central,Indore Junction BG,1
Indore Junction BG,Trivandrum Central,1
Porbandar,Kolkata Santragachi Junction,1
Kolkata Santragachi Junction,Porbandar,1
Dibrugarh,Chandigarh,1
Chandigarh,Dibrugarh Town,1
Mumbai Lokmanya Tilak Terminus,Kamakhya,1
Coimbatore Main Junction,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Coimbatore Main Junction,1
Madurai Junction,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Madurai Junction,1
Coimbatore Main Junction,Jaipur Junction,1
Jaipur Junction,Coimbatore Main Junction,1
Veraval,Trivandrum Central,1
Trivandrum Central,Veraval,1
Bangalore City Junction,Patna Junction,1
Patna Junction,Bangalore City Junction,1
Tirunelveli Junction,Hapa,1
Hapa,Tirunelveli Junction,1
Muzaffarpur Junction,Bangalore Yesvantpur Junction,1
Bangalore Yesvantpur Junction,Muzaffarpur Junction,1
Okha,Puri,1
Puri,Okha,1
Patna Junction,Ernakulam Junction (South),1
Ernakulam Junction (South),Patna Junction,1
Chennai Egmore,Guwahati,1
Varanasi Junction,Rameswaram,1
Guwahati,Chennai Egmore,1
Rameswaram,Varanasi Junction,1
Chennai Central,Jammu Tawi,1
Jammu Tawi,Chennai Central,1
Ernakulam Junction (South),Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Ernakulam Junction (South),1
Ernakulam Junction (South),Ajmer Junction,1
Ajmer Junction,Ernakulam Junction (South),1
Dibrugarh,Amritsar Junction,1
Amritsar Junction,Dibrugarh Town,1
Bangalore City Junction,Darbhanga Junction,1
Darbhanga Junction,Bangalore City Junction,1
Delhi Hazrat Nizamuddin,Kanniyakumari,1
Kanniyakumari,Delhi Hazrat Nizamuddin,1
Shahu Maharaj Terminus,Dhanbad Junction,1
Dhanbad Junction,Shahu Maharaj Terminus,1
Guwahati,Bangalore City Junction,1
Bangalore City Junction,Guwahati,1
Bikaner Junction,Trivandrum Kochuveli,1
Trivandrum Kochuveli,Bikaner Junction,1
Trivandrum Central,Delhi Hazrat Nizamuddin,1
Delhi Hazrat Nizamuddin,Trivandrum Central,1
Trivandrum Central,New Delhi,1
New Delhi,Trivandrum Central,1
Gandhidham Bg,Kamakhya,1
Kamakhya,Gandhidham Bg,1
Okha,Rameswaram,1
Rameswaram,Okha,1
Guwahati,Okha,1
Okha,Guwahati,1
Trivandrum Central,Gorakhpur Junction,1
Gorakhpur Junction,Trivandrum Central,1
Ernakulam Junction (South),Guwahati,1
Guwahati,Ernakulam Junction (South),1
Chennai Egmore,Dibrugarh,1
Dibrugarh,Chennai Egmore,1
Chandigarh,Trivandrum Kochuveli,1
Trivandrum Kochuveli,Chandigarh,1
Ernakulam Junction (South),Barauni Junction,1
Barauni Junction,Ernakulam Junction (South),1
Trivandrum Kochuveli,Dehradun,1
Dehradun,Trivandrum Kochuveli,1
Guwahati,Trivandrum Central,1
Trivandrum Central,Guwahati,1
Jammu Tawi,Tirunelveli Junction,1
Tirunelveli Junction,Jammu Tawi,1
Dibrugarh,Bangalore Yesvantpur Junction,1
Bangalore Yesvantpur Junction,Dibrugarh,1
Amritsar Junction,Trivandrum Kochuveli,1
Trivandrum Kochuveli,Amritsar Junction,1
Jammu Tawi,Mangalore Central,1
Mangalore Central,Jammu Tawi,1
Jammu Tawi,Kanniyakumari,1
Kanniyakumari,Jammu Tawi,1
Dibrugarh,Kanniyakumari,1
Kanniyakumari,Dibrugarh,1
Una,Nangal Dam,1
Salempur Junction,Barhaj Bazar,1
Barhaj Bazar,Salempur Junction,1
Bhatni Junction,Barhaj Bazar,1
Barhaj Bazar,Bhatni Junction,1
Narkatiaganj Junction,Bhikhna Thori,1
Bhikhna Thori,Narkatiaganj Junction,1
Hasanabad,Kolkata Sealdah,1
Bharuch Junction,Kavi,1
Tatanagar Junction,Gua,1
Tatanagar Junction,Badampahar,1
Bathua Bazar,Hajipur Junction,1
Gua,Tatanagar Junction,1
