AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
123,Biju Janata Dal,S18,3,BIKRAM KESHARI ARUKHA,76758,121,76879,48.56,Odisha,Bhanjanagar,0,158302,1,48.56476860684009,1,#03A31F,2019,BJD,Bhanjanagar,GEN,Ganjam,Kandhamal,Southern Division
123,Indian National Congress,S18,4,SANJAY KUMAR TRIPATHY,7063,6,7069,4.47,Odisha,Bhanjanagar,0,158302,3,4.465515281,0,#3498DB,2019,INC,Bhanjanagar,GEN,Ganjam,Kandhamal,Southern Division
123,Communist Party of India (Marxist-Leninist) Red Star,S18,5,PURNA CHANDRA PRADHAN,1170,0,1170,0.74,Odisha,Bhanjanagar,0,158302,6,0.7390936311606928,0,#004274,2019,CPI(M)(R),Bhanjanagar,GEN,Ganjam,Kandhamal,Southern Division
123,Independent,S18,6,BIRENDRA KUMAR GOUDA,1049,3,1052,0.66,Odisha,Bhanjanagar,0,158302,7,0.6645525640863665,0,#CEB58C,2019,IND,Bhanjanagar,GEN,Ganjam,Kandhamal,Southern Division
123,None of the Above,S18,7,NOTA,1441,0,1441,0.91,Odisha,Bhanjanagar,0,158302,5,0.9102854038483404,0,#DDD1CA,2019,NOTA,Bhanjanagar,GEN,Ganjam,Kandhamal,Southern Division
124,Bahujan Samaj Party,S18,1,KAILASH CHANDRA PATRO,2303,2,2305,1.44,Odisha,Polasara,0,159689,4,1.4434306683616278,0,#22409A,2019,BSP,Polasara,GEN,Ganjam,Aska,Southern Division
124,Bharatiya Janata Party,S18,2,GOKULA NANDA MALLIK,67402,322,67724,42.41,Odisha,Polasara,0,159689,2,42.40993431,1,#00A951,2019,BJP,Polasara,GEN,Ganjam,Aska,Southern Division
124,Biju Janata Dal,S18,3,SRIKANTA SAHU,80341,122,80463,50.39,Odisha,Polasara,0,159689,1,50.38731534420029,1,#03A31F,2019,BJD,Polasara,GEN,Ganjam,Aska,Southern Division
124,Indian National Congress,S18,4,HARI CHARAN SWAIN,3486,7,3493,2.19,Odisha,Polasara,0,159689,3,2.187376713,0,#3498DB,2019,INC,Polasara,GEN,Ganjam,Aska,Southern Division
124,All India Forward Bloc,S18,5,SAMARJIT MAHANTY,673,0,673,0.42,Odisha,Polasara,0,159689,10,0.4214441821290132,0,#004274,2019,AIFB,Polasara,GEN,Ganjam,Aska,Southern Division
124,Independent,S18,6,KEDAR NATH MAHARANA,714,2,716,0.45,Odisha,Polasara,0,159689,9,0.4483715221461716,0,#CEB58C,2019,IND,Polasara,GEN,Ganjam,Aska,Southern Division
124,Independent,S18,7,GOLAP SAHU,879,1,880,0.55,Odisha,Polasara,0,159689,7,0.5510711445371941,0,#CEB58C,2019,IND,Polasara,GEN,Ganjam,Aska,Southern Division
124,Independent,S18,8,PITABASA PRADHAN,1012,0,1012,0.63,Odisha,Polasara,0,159689,6,0.6337318162177733,0,#CEB58C,2019,IND,Polasara,GEN,Ganjam,Aska,Southern Division
124,Independent,S18,9,SHIBAPRASAD BISHOYI,858,0,858,0.54,Odisha,Polasara,0,159689,8,0.5372943659237643,0,#CEB58C,2019,IND,Polasara,GEN,Ganjam,Aska,Southern Division
124,None of the Above,S18,10,NOTA,1564,1,1565,0.98,Odisha,Polasara,0,159689,5,0.9800299331826235,0,#DDD1CA,2019,NOTA,Polasara,GEN,Ganjam,Aska,Southern Division
125,Indian National Congress,S18,1,BIJAYA KUMAR SAHU,5715,12,5727,3.9,Odisha,Kabisuryangar,0,146877,3,3.8991809473232704,0,#3498DB,2019,INC,Kabisuryanagar,GEN,Ganjam,Aska,Southern Division
125,Bharatiya Janata Party,S18,2,RANJAN POLAI,43138,181,43319,29.49,Odisha,Kabisuryangar,0,146877,2,29.49338562198302,1,#00A951,2019,BJP,Kabisuryanagar,GEN,Ganjam,Aska,Southern Division
125,Biju Janata Dal,S18,3,LATIKA PRADHAN,92213,134,92347,62.87,Odisha,Kabisuryangar,0,146877,1,62.87369703901904,1,#03A31F,2019,BJD,Kabisuryanagar,GEN,Ganjam,Aska,Southern Division
125,Independent,S18,4,ABANI KANTA BADAJENA,2828,0,2828,1.93,Odisha,Kabisuryangar,0,146877,4,1.9254205900174977,0,#CEB58C,2019,IND,Kabisuryanagar,GEN,Ganjam,Aska,Southern Division
125,None of the Above,S18,5,NOTA,2656,0,2656,1.81,Odisha,Kabisuryangar,0,146877,5,1.808315801657169,0,#DDD1CA,2019,NOTA,Kabisuryanagar,GEN,Ganjam,Aska,Southern Division
126,Bharatiya Janata Party,S18,1,BHARATI BEHERA,44317,243,44560,31.02,Odisha,Khalikote,0,143629,2,31.02437530025273,1,#00A951,2019,BJP,Khalikote,SC,Ganjam,Aska,Southern Division
126,Indian National Congress,S18,2,BHOKALI SETHI,6282,19,6301,4.39,Odisha,Khalikote,0,143629,3,4.3869970549123085,0,#3498DB,2019,INC,Khalikote,SC,Ganjam,Aska,Southern Division
126,Biju Janata Dal,S18,3,SURYAMANI BAIDYA,85955,150,86105,59.95,Odisha,Khalikote,0,143629,1,59.94959235251935,1,#03A31F,2019,BJD,Khalikote,SC,Ganjam,Aska,Southern Division
126,Hindusthan Nirman Dal,S18,4,MINA KUMARI TAHAL,1688,1,1689,1.18,Odisha,Khalikote,0,143629,5,1.175946361807156,0,#004274,2019,HND,Khalikote,SC,Ganjam,Aska,Southern Division
126,Samata Kranti Dal,S18,5,SUDARSAN JALLI,1411,1,1412,0.98,Odisha,Khalikote,0,143629,6,0.9830883735178828,0,#004274,2019,SKD,Khalikote,SC,Ganjam,Aska,Southern Division
126,Independent,S18,6,MANGARAJ BEHERA,1248,2,1250,0.87,Odisha,Khalikote,0,143629,7,0.8702977810887774,0,#CEB58C,2019,IND,Khalikote,SC,Ganjam,Aska,Southern Division
126,None of the Above,S18,7,NOTA,2309,3,2312,1.61,Odisha,Khalikote,0,143629,4,1.6097027759018026,0,#DDD1CA,2019,NOTA,Khalikote,SC,Ganjam,Aska,Southern Division
127,Communist Party of India,S18,1,PRADEEP KUMAR SETHY,12724,42,12766,8.59,Odisha,Chhatrapur,0,148633,3,8.588940544831901,0,#F27A67,2019,CPI,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Bharatiya Janata Party,S18,2,PRASANTA KUMAR KAR,53221,322,53543,36.02,Odisha,Chhatrapur,0,148633,2,36.02362866927264,1,#00A951,2019,BJP,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Bahujan Samaj Party,S18,3,RAMAHARI BEHERA,1704,11,1715,1.15,Odisha,Chhatrapur,0,148633,5,1.1538487415311538,0,#22409A,2019,BSP,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Biju Janata Dal,S18,4,SUBASH CHANDRA BEHERA,74437,157,74594,50.19,Odisha,Chhatrapur,0,148633,1,50.18670147275505,1,#03A31F,2019,BJD,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Rashtriya Indepndent Morcha,S18,5,NATABARA BEHERA,1323,1,1324,0.89,Odisha,Chhatrapur,0,148633,6,0.8907846844240511,0,#004274,2019,RIM,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Independent,S18,6,CHAITANYA PRADHAN,977,5,982,0.66,Odisha,Chhatrapur,0,148633,7,0.6606877342178386,0,#CEB58C,2019,IND,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Independent,S18,7,SASMITA KAR,952,3,955,0.64,Odisha,Chhatrapur,0,148633,9,0.6425221855173481,0,#CEB58C,2019,IND,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,Independent,S18,8,SURENDRA BEHERA,974,4,978,0.66,Odisha,Chhatrapur,0,148633,8,0.6579965418177659,0,#CEB58C,2019,IND,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
127,None of the Above,S18,9,NOTA,1772,4,1776,1.19,Odisha,Chhatrapur,0,148633,4,1.1948894256322622,0,#DDD1CA,2019,NOTA,Chhatrapur,SC,Ganjam,Berhampur,Southern Division
128,Bharatiya Janata Party,S18,1,DEBARAJ MOHANTY,39346,293,39639,32.9,Odisha,Aska,0,120489,2,32.89843886163882,1,#00A951,2019,BJP,Aska,GEN,Ganjam,Aska,Southern Division
128,Indian National Congress,S18,2,MANOJ KUMAR JENA,9262,23,9285,7.71,Odisha,Aska,0,120489,3,7.706097652067824,0,#3498DB,2019,INC,Aska,GEN,Ganjam,Aska,Southern Division
128,Biju Janata Dal,S18,3,MANJULA SWAIN,66752,120,66872,55.5,Odisha,Aska,0,120489,1,55.50050212052553,1,#03A31F,2019,BJD,Aska,GEN,Ganjam,Aska,Southern Division
128,Samata Kranti Dal,S18,4,SAMIRA SWAIN,1058,0,1058,0.88,Odisha,Aska,0,120489,5,0.8780884562076205,0,#004274,2019,SKD,Aska,GEN,Ganjam,Aska,Southern Division
128,Ambedkar National Congress,S18,5,SITARAM MOHINI,855,2,857,0.71,Odisha,Aska,0,120489,7,0.7112682485538099,0,#004274,2019,ANC,Aska,GEN,Ganjam,Aska,Southern Division
128,Independent,S18,6,RABINDRA MAHAPATRA,928,2,930,0.77,Odisha,Aska,0,120489,6,0.771854692,0,#CEB58C,2019,IND,Aska,GEN,Ganjam,Aska,Southern Division
128,None of the Above,S18,7,NOTA,1848,0,1848,1.53,Odisha,Aska,0,120489,4,1.533749968876827,0,#DDD1CA,2019,NOTA,Aska,GEN,Ganjam,Aska,Southern Division
129,Bharatiya Janata Party,S18,1,NILAMANI BISOYI,62333,172,62505,41.09,Odisha,Surada,0,152132,2,41.08603055241501,1,#00A951,2019,BJP,Surada,GEN,Ganjam,Aska,Southern Division
129,Biju Janata Dal,S18,2,PURNA CHANDRA SWAIN,76374,127,76501,50.29,Odisha,Surada,0,152132,1,50.28593589777298,1,#03A31F,2019,BJD,Surada,GEN,Ganjam,Aska,Southern Division
129,Indian National Congress,S18,3,SANGRAM KESHARI MOHANTY,7287,6,7293,4.79,Odisha,Surada,0,152132,3,4.793863224042279,0,#3498DB,2019,INC,Surada,GEN,Ganjam,Aska,Southern Division
129,Independent,S18,4,NIRAKARA NAYAK,1552,0,1552,1.02,Odisha,Surada,0,152132,5,1.0201666973417822,0,#CEB58C,2019,IND,Surada,GEN,Ganjam,Aska,Southern Division
129,Independent,S18,5,RAGHU NATH NAIK,1396,0,1396,0.92,Odisha,Surada,0,152132,6,0.9176241684852628,0,#CEB58C,2019,IND,Surada,GEN,Ganjam,Aska,Southern Division
129,None of the Above,S18,6,NOTA,2881,4,2885,1.9,Odisha,Surada,0,152132,4,1.896379459942681,0,#DDD1CA,2019,NOTA,Surada,GEN,Ganjam,Aska,Southern Division
130,Bahujan Samaj Party,S18,1,GARIBA NAIK,1376,2,1378,0.93,Odisha,Sanakhemundi,0,147845,6,0.9320572220907032,0,#22409A,2019,BSP,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
130,Biju Janata Dal,S18,2,NANDINI DEVI,51232,62,51294,34.69,Odisha,Sanakhemundi,0,147845,2,34.69444350502215,1,#03A31F,2019,BJD,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
130,Bharatiya Janata Party,S18,3,BIJAYA KUMAR SWAIN,15255,80,15335,10.37,Odisha,Sanakhemundi,0,147845,3,10.372349420000676,0,#00A951,2019,BJP,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
130,Indian National Congress,S18,4,RAMESH CHANDRA JENA,74862,159,75021,50.74,Odisha,Sanakhemundi,0,147845,1,50.74300787987419,1,#3498DB,2019,INC,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
130,Independent,S18,5,PRATAP CHANDRA PRADHAN,2052,0,2052,1.39,Odisha,Sanakhemundi,0,147845,5,1.3879400723730937,0,#CEB58C,2019,IND,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
130,None of the Above,S18,6,NOTA,2761,4,2765,1.87,Odisha,Sanakhemundi,0,147845,4,1.8702019006391828,0,#DDD1CA,2019,NOTA,Sanakhemundi,GEN,Ganjam,Aska,Southern Division
131,Biju Janata Dal,S18,1,NAVEEN PATNAIK,93909,156,94065,66.32,Odisha,Hinjili,0,141832,1,66.32142252806136,1,#03A31F,2019,BJD,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Bharatiya Janata Party,S18,2,PITAMBAR ACHARYA,33728,177,33905,23.91,Odisha,Hinjili,0,141832,2,23.905042585594224,1,#00A951,2019,BJP,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Bahujan Samaj Party,S18,3,BHASKAR CHOUDHURY,993,1,994,0.7,Odisha,Hinjili,0,141832,5,0.7008291499802584,0,#22409A,2019,BSP,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Indian National Congress,S18,4,SAMBHU PANIGRAHI,7252,13,7265,5.12,Odisha,Hinjili,0,141832,3,5.122257318517683,0,#3498DB,2019,INC,Hinjili,GEN,Ganjam,Aska,Southern Division
131,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,5,TIRUPATI DORA,918,0,918,0.65,Odisha,Hinjili,0,141832,6,0.6472446274465564,0,#004274,2019,SUCI,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Ambedkar National Congress,S18,6,RANJAN KUMAR APATA,688,0,688,0.49,Odisha,Hinjili,0,141832,10,0.4850809408314062,0,#004274,2019,ANC,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Independent,S18,7,BABULA SAHU,856,0,856,0.6,Odisha,Hinjili,0,141832,8,0.6035309380111682,0,#CEB58C,2019,IND,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Independent,S18,8,CIPADI LAKSHMI ACHARY,864,1,865,0.61,Odisha,Hinjili,0,141832,7,0.6098764735743697,0,#CEB58C,2019,IND,Hinjili,GEN,Ganjam,Aska,Southern Division
131,Independent,S18,9,SUKANTA KISHOR PANDA,773,0,773,0.55,Odisha,Hinjili,0,141832,9,0.5450109989283095,0,#CEB58C,2019,IND,Hinjili,GEN,Ganjam,Aska,Southern Division
131,None of the Above,S18,10,NOTA,1502,1,1503,1.06,Odisha,Hinjili,0,141832,4,1.0597044390546562,0,#DDD1CA,2019,NOTA,Hinjili,GEN,Ganjam,Aska,Southern Division
132,Indian National Congress,S18,1,S DHARMARAJ REDDY,10019,34,10053,7.45,Odisha,Gopalpur,0,134888,3,7.452849771662416,0,#3498DB,2019,INC,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,Biju Janata Dal,S18,2,D.PRADEEP KUMAR PANIGRAHY,61469,159,61628,45.69,Odisha,Gopalpur,0,134888,1,45.68827471680208,1,#03A31F,2019,BJD,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,Bharatiya Janata Party,S18,3,BIBHUTI BHUSAN JENA,58575,380,58955,43.71,Odisha,Gopalpur,0,134888,2,43.70663068619892,1,#00A951,2019,BJP,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,Ambedkar National Congress,S18,4,DURJYADHANA BEHERA,759,4,763,0.57,Odisha,Gopalpur,0,134888,6,0.565654469,0,#004274,2019,ANC,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,5,P. SIBA PRASAD REDDY,666,1,667,0.49,Odisha,Gopalpur,0,134888,7,0.4944843129114524,0,#004274,2019,SUCI,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,All India Forward Bloc,S18,6,SANTOSH KUMAR SAHU,593,0,593,0.44,Odisha,Gopalpur,0,134888,8,0.4396239843425657,0,#004274,2019,AIFB,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,Independent,S18,7,BISWA BIHARI BISHOYI,930,6,936,0.69,Odisha,Gopalpur,0,134888,5,0.6939090208172706,0,#CEB58C,2019,IND,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
132,None of the Above,S18,8,NOTA,1292,1,1293,0.96,Odisha,Gopalpur,0,134888,4,0.9585730383725758,0,#DDD1CA,2019,NOTA,Gopalpur,GEN,Ganjam,Berhampur,Southern Division
133,Bahujan Samaj Party,S18,1,ASHOK KUMAR SAHOO,456,3,459,0.39,Odisha,Berhampur,0,118929,6,0.3859445551547562,0,#22409A,2019,BSP,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Bharatiya Janata Party,S18,2,KANHU CHARAN PATI,32500,129,32629,27.44,Odisha,Berhampur,0,118929,2,27.43569692841948,1,#00A951,2019,BJP,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Biju Janata Dal,S18,3,BIKRAM KUMAR PANDA,67960,153,68113,57.27,Odisha,Berhampur,0,118929,1,57.27198580665775,1,#03A31F,2019,BJD,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Indian National Congress,S18,4,LINGARAJ CHOUDHURY,5367,14,5381,4.52,Odisha,Berhampur,0,118929,4,4.52454826,0,#3498DB,2019,INC,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Ambedkar National Congress,S18,5,GOBINDA CHANDRA SAHU,229,1,230,0.19,Odisha,Berhampur,0,118929,11,0.1933926964827754,0,#004274,2019,ANC,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,6,SIBANI SANKAR MISHRA,273,1,274,0.23,Odisha,Berhampur,0,118929,9,0.2303895601577411,0,#004274,2019,SUCI,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Independent,S18,7,ABANI KUMAR GAYA,330,2,332,0.28,Odisha,Berhampur,0,118929,7,0.2791581531838323,0,#CEB58C,2019,IND,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Independent,S18,8,JEEBANO PATRO,272,1,273,0.23,Odisha,Berhampur,0,118929,10,0.2295487223469464,0,#CEB58C,2019,IND,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Independent,S18,9,SIVA SHANKAR DAS,9810,11,9821,8.26,Odisha,Berhampur,0,118929,3,8.257868139814512,0,#CEB58C,2019,IND,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,Independent,S18,10,SUMIT PATRO,304,0,304,0.26,Odisha,Berhampur,0,118929,8,0.2556146944815815,0,#CEB58C,2019,IND,Berhampur,GEN,Ganjam,Berhampur,Southern Division
133,None of the Above,S18,11,NOTA,1109,4,1113,0.94,Odisha,Berhampur,0,118929,5,0.935852483,0,#DDD1CA,2019,NOTA,Berhampur,GEN,Ganjam,Berhampur,Southern Division
134,Bahujan Samaj Party,S18,1,PABITRA KUMAR TRIPATHY,1178,1,1179,0.86,Odisha,Digapahandi,0,137232,7,0.8591290661070304,0,#22409A,2019,BSP,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,Bharatiya Janata Party,S18,2,PINKY PRADHAN,34447,117,34564,25.19,Odisha,Digapahandi,0,137232,2,25.18654541214877,1,#00A951,2019,BJP,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,Indian National Congress,S18,3,PRAFULLA PANDA,17785,30,17815,12.98,Odisha,Digapahandi,0,137232,3,12.981666083712254,0,#3498DB,2019,INC,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,Biju Janata Dal,S18,4,SURJYA NARAYAN PATRO,74920,96,75016,54.66,Odisha,Digapahandi,0,137232,1,54.663635303719246,1,#03A31F,2019,BJD,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,Ambedkar National Congress,S18,5,BHAGABAN SAHU,1238,1,1239,0.9,Odisha,Digapahandi,0,137232,6,0.9028506470793984,0,#004274,2019,ANC,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,Independent,S18,6,UTTAM KUMAR PANIGRAHI,5225,9,5234,3.81,Odisha,Digapahandi,0,137232,4,3.8139792468228975,0,#CEB58C,2019,IND,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
134,None of the Above,S18,7,NOTA,2183,2,2185,1.59,Odisha,Digapahandi,0,137232,5,1.59219424,0,#DDD1CA,2019,NOTA,Digapahandi,GEN,Ganjam,Berhampur,Southern Division
135,Biju Janata Dal,S18,1,USHA DEVI,73248,105,73353,54.8,Odisha,Chikiti,0,133846,1,54.80402851,1,#03A31F,2019,BJD,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,Bharatiya Janata Party,S18,2,MANORANJAN DYAN SAMANTARA,52566,152,52718,39.39,Odisha,Chikiti,0,133846,2,39.38705676673192,1,#00A951,2019,BJP,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,Indian National Congress,S18,3,SUBAS RAUT,3737,10,3747,2.8,Odisha,Chikiti,0,133846,3,2.7994859764206623,0,#3498DB,2019,INC,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,Ambedkar National Congress,S18,4,PRAMODINI SAHOO,803,0,803,0.6,Odisha,Chikiti,0,133846,5,0.5999432183255383,0,#004274,2019,ANC,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,All India Forward Bloc,S18,5,BIBHUDHENDRA PADHI,561,3,564,0.42,Odisha,Chikiti,0,133846,8,0.4213797946894191,0,#004274,2019,AIFB,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,Independent,S18,6,SAROJ KUMAR PANDA,622,0,622,0.46,Odisha,Chikiti,0,133846,7,0.4647131778312389,0,#CEB58C,2019,IND,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,Independent,S18,7,SURENDRA MANDAL,684,0,684,0.51,Odisha,Chikiti,0,133846,6,0.51103507,0,#CEB58C,2019,IND,Chikiti,GEN,Ganjam,Berhampur,Southern Division
135,None of the Above,S18,8,NOTA,1353,2,1355,1.01,Odisha,Chikiti,0,133846,4,1.012357485468374,0,#DDD1CA,2019,NOTA,Chikiti,GEN,Ganjam,Berhampur,Southern Division
136,Indian National Congress,S18,1,Dasarathi Gomango,53696,9,53705,32.75,Odisha,Mohana,0,163971,1,32.752742863067255,1,#3498DB,2019,INC,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Biju Janata Dal,S18,2,Purnabasi Nayak,51337,14,51351,31.32,Odisha,Mohana,0,163971,2,31.31712314982528,1,#03A31F,2019,BJD,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Bharatiya Janata Party,S18,3,Prasanta Kumar Mallik,46148,28,46176,28.16,Odisha,Mohana,0,163971,3,28.16107726366248,1,#00A951,2019,BJP,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Bahujan Samaj Party,S18,4,Sudam Raita,2222,0,2222,1.36,Odisha,Mohana,0,163971,6,1.3551176732470986,0,#22409A,2019,BSP,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Independent,S18,5,Damodar Raito,1291,0,1291,0.79,Odisha,Mohana,0,163971,9,0.7873343457074726,0,#CEB58C,2019,IND,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Communist Party of India  (Marxist-Leninist)  (Liberation),S18,6,Jakub Karjee,1463,2,1465,0.89,Odisha,Mohana,0,163971,7,0.8934506711552652,0,#F27A67,2019,CPI(M)(L),Mohana,ST,Gajapati,Berhampur,Southern Division
136,Independent,S18,7,Amson Mallick,3422,1,3423,2.09,Odisha,Mohana,0,163971,4,2.0875642644126096,0,#CEB58C,2019,IND,Mohana,ST,Gajapati,Berhampur,Southern Division
136,Independent,S18,8,BHARAT PAIK,1440,0,1440,0.88,Odisha,Mohana,0,163971,8,0.8782040726713869,0,#CEB58C,2019,IND,Mohana,ST,Gajapati,Berhampur,Southern Division
136,None of the Above,S18,9,NOTA,2897,1,2898,1.77,Odisha,Mohana,0,163971,5,1.7673856962511665,0,#DDD1CA,2019,NOTA,Mohana,ST,Gajapati,Berhampur,Southern Division
137,Biju Janata Dal,S18,1,KALYANI GAJAPATHI,26611,34,26645,18.26,Odisha,Paralakhemundi,0,145927,3,18.25912956478239,1,#03A31F,2019,BJD,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Bahujan Samaj Party,S18,2,GOURI SANKAR MAHANANDIA,1133,0,1133,0.78,Odisha,Paralakhemundi,0,145927,7,0.7764156050628054,0,#22409A,2019,BSP,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Bharatiya Janata Party,S18,3,K. NARAYANA RAO,52273,142,52415,35.92,Odisha,Paralakhemundi,0,145927,1,35.918644253633666,1,#00A951,2019,BJP,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Indian National Congress,S18,4,K. SURYA RAO,24018,22,24040,16.47,Odisha,Paralakhemundi,0,145927,4,16.47399041986747,0,#3498DB,2019,INC,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Samata Kranti Dal,S18,5,Sunil Kumar Patnaik,1097,1,1098,0.75,Odisha,Paralakhemundi,0,145927,8,0.7524310100255607,0,#004274,2019,SKD,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Independent,S18,6,KEDAR SABAR,1572,0,1572,1.08,Odisha,Paralakhemundi,0,145927,6,1.0772509542442454,0,#CEB58C,2019,IND,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,Independent,S18,7,TIRUPATI PANIGRAHI,37030,50,37080,25.41,Odisha,Paralakhemundi,0,145927,2,25.409965256600906,1,#CEB58C,2019,IND,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
137,None of the Above,S18,8,NOTA,1942,2,1944,1.33,Odisha,Paralakhemundi,0,145927,5,1.332172936,0,#DDD1CA,2019,NOTA,Paralakhemundi,GEN,Gajapati,Berhampur,Southern Division
138,Bahujan Samaj Party,S18,1,Kailash Sabar,3919,5,3924,2.64,Odisha,Gunupur,0,148499,7,2.6424420366467114,0,#22409A,2019,BSP,Gunupur,ST,Rayagada,Koraput,Southern Division
138,Indian National Congress,S18,2,Purusottam Gomango,42522,47,42569,28.67,Odisha,Gunupur,0,148499,2,28.66618630428488,1,#3498DB,2019,INC,Gunupur,ST,Rayagada,Koraput,Southern Division
138,Biju Janata Dal,S18,3,Raghunath Gomango,48765,74,48839,32.89,Odisha,Gunupur,0,148499,1,32.88843695917144,1,#03A31F,2019,BJD,Gunupur,ST,Rayagada,Koraput,Southern Division
138,Bharatiya Janata Party,S18,4,SHISHIR GAMANG,16434,57,16491,11.11,Odisha,Gunupur,0,148499,4,11.10512528703897,0,#00A951,2019,BJP,Gunupur,ST,Rayagada,Koraput,Southern Division
138,Independent,S18,5,Trinath Gomango,26282,39,26321,17.72,Odisha,Gunupur,0,148499,3,17.724698482818066,1,#CEB58C,2019,IND,Gunupur,ST,Rayagada,Koraput,Southern Division
138,Independent,S18,6,RAMAMURTY MUTIKA,5674,10,5684,3.83,Odisha,Gunupur,0,148499,5,3.8276352029306593,0,#CEB58C,2019,IND,Gunupur,ST,Rayagada,Koraput,Southern Division
138,None of the Above,S18,7,NOTA,4670,1,4671,3.15,Odisha,Gunupur,0,148499,6,3.145475727109273,0,#DDD1CA,2019,NOTA,Gunupur,ST,Rayagada,Koraput,Southern Division
139,Biju Janata Dal,S18,1,Jagannath Saraka,66076,74,66150,38.27,Odisha,Bissam cuttack,0,172838,1,38.27283352,1,#03A31F,2019,BJD,Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
139,Bahujan Samaj Party,S18,2,JETENDRA JAKAKA,21522,31,21553,12.47,Odisha,Bissam cuttack,0,172838,4,12.470058667654104,0,#22409A,2019,BSP,Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
139,Indian National Congress,S18,3,Nilamadhaba Hikaka,52792,26,52818,30.56,Odisha,Bissam cuttack,0,172838,2,30.55925202,1,#3498DB,2019,INC,Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
