AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
81,Ambedkarite Party of India,S18,5,Gabhira Suna,1676,6,1682,0.98,Odisha,Narla,0,171139,7,0.9828268249785264,0,#004274,2019,API,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Communist Party of India  (Marxist-Leninist)  (Liberation),S18,6,Duryadhan Das,900,0,900,0.53,Odisha,Narla,0,171139,11,0.525888313,0,#F27A67,2019,CPI(M)(L),Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Bahujan Mukti Party,S18,7,Mahendra Dhangada Majhi,966,2,968,0.57,Odisha,Narla,0,171139,10,0.5656220966582719,0,#004274,2019,BMP,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Independent,S18,8,Kedar Nath Rana,3677,21,3698,2.16,Odisha,Narla,0,171139,6,2.160816646118068,0,#CEB58C,2019,IND,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Independent,S18,9,Durga Prasad Mohanty,21979,41,22020,12.87,Odisha,Narla,0,171139,4,12.86673405828011,0,#CEB58C,2019,IND,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Independent,S18,10,MANOJ KUMAR PATTANAYAK,5771,6,5777,3.38,Odisha,Narla,0,171139,5,3.3756186491682203,0,#CEB58C,2019,IND,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,None of the Above,S18,11,NOTA,1232,4,1236,0.72,Odisha,Narla,0,171139,9,0.7222199498653141,0,#DDD1CA,2019,NOTA,Narla,GEN,Kalahandi,Kalahandi,Southern Division
82,Bharatiya Janata Party,S18,1,KARENDRA MAJHI,25059,158,25217,22.91,Odisha,Baliguda,0,110070,3,22.90996638502771,1,#00A951,2019,BJP,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,Nationalist Congress Party,S18,2,KUNAL PRADHAN,1316,3,1319,1.2,Odisha,Baliguda,0,110070,6,1.198328336513128,0,#EAECF0,2019,NCP,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,Biju Janata Dal,S18,3,CHAKRAMANI KANHAR,43084,91,43175,39.23,Odisha,Baliguda,0,110070,1,39.22503861,1,#03A31F,2019,BJD,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,Indian National Congress,S18,4,SIMAN MALLICK,36149,116,36265,32.95,Odisha,Baliguda,0,110070,2,32.94721540837649,1,#3498DB,2019,INC,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,Bahujan Mukti Party,S18,5,JAYASINGH MALLICK,1562,4,1566,1.42,Odisha,Baliguda,0,110070,4,1.4227309893704008,0,#004274,2019,BMP,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,Hindusthan Nirman Dal,S18,6,SUSAMA KANHAR,1041,1,1042,0.95,Odisha,Baliguda,0,110070,7,0.946670301,0,#004274,2019,HND,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
82,None of the Above,S18,7,NOTA,1481,5,1486,1.35,Odisha,Baliguda,0,110070,5,1.3500499682020533,0,#DDD1CA,2019,NOTA,Baliguda,ST,Kandhamal,Kandhamal,Southern Division
83,Bharatiya Janata Party,S18,1,ARCHANA PRADHAN,35731,267,35998,26.11,Odisha,G. Udayagiri,0,137875,3,26.10915684496827,1,#00A951,2019,BJP,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Nationalist Congress Party,S18,2,ASISH MALLIK,1071,3,1074,0.78,Odisha,G. Udayagiri,0,137875,7,0.7789664551223935,0,#EAECF0,2019,NCP,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Indian National Congress,S18,3,SHYAMAGHANA PRADHAN,41864,113,41977,30.45,Odisha,G. Udayagiri,0,137875,2,30.44569356300997,1,#3498DB,2019,INC,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Biju Janata Dal,S18,4,SALUGA PRADHAN,53131,107,53238,38.61,Odisha,G. Udayagiri,0,137875,1,38.61323662737987,1,#03A31F,2019,BJD,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Independent,S18,5,PUSHARA KANHAR,1489,3,1492,1.08,Odisha,G. Udayagiri,0,137875,5,1.082139619220308,0,#CEB58C,2019,IND,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Independent,S18,6,PRATAP KUMAR PRADHAN,1237,1,1238,0.9,Odisha,G. Udayagiri,0,137875,6,0.8979147778785131,0,#CEB58C,2019,IND,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,Independent,S18,7,JACOB PRADHAN,1915,5,1920,1.39,Odisha,G. Udayagiri,0,137875,4,1.3925657298277423,0,#CEB58C,2019,IND,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
83,None of the Above,S18,8,NOTA,937,1,938,0.68,Odisha,G. Udayagiri,0,137875,8,0.6803263825929283,0,#DDD1CA,2019,NOTA,G. Udayagiri,ST,Kandhamal,Kandhamal,Southern Division
84,Biju Janata Dal,S18,1,Angada Kanhar,65466,98,65564,48.05,Odisha,Phulbani,0,136462,1,48.045609766821535,1,#03A31F,2019,BJD,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Indian National Congress,S18,2,Kishor Chandra Kanhar,23258,59,23317,17.09,Odisha,Phulbani,0,136462,3,17.08680804912723,1,#3498DB,2019,INC,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Bharatiya Janata Party,S18,3,Debanarayan Pradhan,40872,276,41148,30.15,Odisha,Phulbani,0,136462,2,30.153449311896352,1,#00A951,2019,BJP,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Independent,S18,4,Ananta Kanhar,942,0,942,0.69,Odisha,Phulbani,0,136462,7,0.6903020621125294,0,#CEB58C,2019,IND,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Independent,S18,5,Krushna Kanhar,749,0,749,0.55,Odisha,Phulbani,0,136462,8,0.5488707479005145,0,#CEB58C,2019,IND,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Independent,S18,6,Jagadish Pradhan,717,0,717,0.53,Odisha,Phulbani,0,136462,9,0.5254209963213202,0,#CEB58C,2019,IND,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Independent,S18,7,Nabina Chandra Kanhar,1364,2,1366,1,Odisha,Phulbani,0,136462,5,1.0010112705368528,0,#CEB58C,2019,IND,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,Independent,S18,8,Premasila Jhankar,1407,2,1409,1.03,Odisha,Phulbani,0,136462,4,1.0325218742213949,0,#CEB58C,2019,IND,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
84,None of the Above,S18,9,NOTA,1248,2,1250,0.92,Odisha,Phulbani,0,136462,6,0.9160059210622736,0,#DDD1CA,2019,NOTA,Phulbani,ST,Kandhamal,Kandhamal,Southern Division
85,Bharatiya Janata Party,S18,1,Kanhai Charan Danga,39247,202,39449,30.24,Odisha,Kantamal,0,130465,2,30.23722837542636,1,#00A951,2019,BJP,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,Indian National Congress,S18,2,Prasanta Kumar Sahu,13113,53,13166,10.09,Odisha,Kantamal,0,130465,4,10.091595447054766,0,#3498DB,2019,INC,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,Biju Janata Dal,S18,3,Mahidhar Rana,42985,114,43099,33.03,Odisha,Kantamal,0,130465,1,33.03491357835435,1,#03A31F,2019,BJD,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,Hindusthan Nirman Dal,S18,4,Manoranjan Kuanar,2255,0,2255,1.73,Odisha,Kantamal,0,130465,6,1.728432913041812,0,#004274,2019,HND,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,Independent,S18,5,Sesha Kumar Meher,28281,89,28370,21.75,Odisha,Kantamal,0,130465,3,21.74529567316905,1,#CEB58C,2019,IND,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,Independent,S18,6,Sudhansu Danga,3035,0,3035,2.33,Odisha,Kantamal,0,130465,5,2.326294408,0,#CEB58C,2019,IND,Kantamal,GEN,Boudh,Kandhamal,Southern Division
85,None of the Above,S18,7,NOTA,1089,2,1091,0.84,Odisha,Kantamal,0,130465,7,0.8362396044916262,0,#DDD1CA,2019,NOTA,Kantamal,GEN,Boudh,Kandhamal,Southern Division
86,Communist Party of India,S18,1,Abakash Sahoo,7111,8,7119,5.76,Odisha,Boudh,0,123498,3,5.764465821308847,0,#F27A67,2019,CPI,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,Nationalist Congress Party,S18,2,Kruttibas Palia,896,2,898,0.73,Odisha,Boudh,0,123498,7,0.7271372815754101,0,#EAECF0,2019,NCP,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,Biju Janata Dal,S18,3,Pradip Kumar Amat,61357,179,61536,49.83,Odisha,Boudh,0,123498,1,49.82752757129671,1,#03A31F,2019,BJD,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,Bharatiya Janata Party,S18,4,Susanta Kumar Pradhan,50835,253,51088,41.37,Odisha,Boudh,0,123498,2,41.367471538000615,1,#00A951,2019,BJP,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,"Proutist Bloc, India",S18,5,Kedarnath Sahoo,1039,0,1039,0.84,Odisha,Boudh,0,123498,4,0.8413091709987206,0,#004274,2019,Others,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,Independent,S18,6,Laxman Behera,910,0,910,0.74,Odisha,Boudh,0,123498,5,0.7368540381220748,0,#CEB58C,2019,IND,Boudh,GEN,Boudh,Kandhamal,Southern Division
86,None of the Above,S18,7,NOTA,902,6,908,0.74,Odisha,Boudh,0,123498,6,0.7352345786976308,0,#DDD1CA,2019,NOTA,Boudh,GEN,Boudh,Kandhamal,Southern Division
87,Biju Janata Dal,S18,1,DEBIPRASAD MISHRA,90483,81,90564,52.08,Odisha,Baramba,0,173887,1,52.082099294369335,1,#03A31F,2019,BJD,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Indian National Congress,S18,2,BOBBY MOHANTY,6206,18,6224,3.58,Odisha,Baramba,0,173887,3,3.5793360055668333,0,#3498DB,2019,INC,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Bharatiya Janata Party,S18,3,BIJAYA KUMAR DALABEHERA,72300,245,72545,41.72,Odisha,Baramba,0,173887,2,41.71962251347139,1,#00A951,2019,BJP,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Bahujan Samaj Party,S18,4,SUBAS KUMAR SAHOO,772,2,774,0.45,Odisha,Baramba,0,173887,5,0.4451166562192689,0,#22409A,2019,BSP,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,5,KISHORE KUMAR JENA,570,1,571,0.33,Odisha,Baramba,0,173887,7,0.3283741740325614,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,6,NITYANANDA KHATUA,468,0,468,0.27,Odisha,Baramba,0,173887,8,0.2691403037604881,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,7,PARESH KUMAR BEHERA,300,1,301,0.17,Odisha,Baramba,0,173887,11,0.1731009218630489,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,8,PRIYARANJAN PRATAPSINGH,381,2,383,0.22,Odisha,Baramba,0,173887,9,0.220257984,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,9,MANOJ KUMAR NANDA,367,0,367,0.21,Odisha,Baramba,0,173887,10,0.2110566057267075,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,Independent,S18,10,JUGAL KISHOR ROUT,575,0,575,0.33,Odisha,Baramba,0,173887,6,0.3306745185091467,0,#CEB58C,2019,IND,Baramba,GEN,Cuttack,Cuttack,Central Division
87,None of the Above,S18,11,NOTA,1114,1,1115,0.64,Odisha,Baramba,0,173887,4,0.6412210228481715,0,#DDD1CA,2019,NOTA,Baramba,GEN,Cuttack,Cuttack,Central Division
88,Indian National Congress,S18,1,Debasis Patnaik,50401,80,50481,31.43,Odisha,Banki,0,160635,2,31.42590344569988,1,#3498DB,2019,INC,Banki,GEN,Cuttack,Cuttack,Central Division
88,Biju Janata Dal,S18,2,Devi Ranjan Tripathy,74478,121,74599,46.44,Odisha,Banki,0,160635,1,46.440065988109694,1,#03A31F,2019,BJD,Banki,GEN,Cuttack,Cuttack,Central Division
88,Bharatiya Janata Party,S18,3,SUBHRANSU MOHAN PADHI,32403,138,32541,20.26,Odisha,Banki,0,160635,3,20.257727145391726,1,#00A951,2019,BJP,Banki,GEN,Cuttack,Cuttack,Central Division
88,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,4,Aravinda Behera,763,0,763,0.47,Odisha,Banki,0,160635,5,0.4749898838982787,0,#004274,2019,SUCI,Banki,GEN,Cuttack,Cuttack,Central Division
88,Rashtriya Indepndent Morcha,S18,5,Joginath Sahoo,654,1,655,0.41,Odisha,Banki,0,160635,6,0.4077567155352196,0,#004274,2019,RIM,Banki,GEN,Cuttack,Cuttack,Central Division
88,Independent,S18,6,Nalini Kumar Ray,302,0,302,0.19,Odisha,Banki,0,160635,8,0.1880038596818875,0,#CEB58C,2019,IND,Banki,GEN,Cuttack,Cuttack,Central Division
88,Independent,S18,7,Sangram Keshari Samanta Singhar,321,1,322,0.2,Odisha,Banki,0,160635,7,0.2004544464157873,0,#CEB58C,2019,IND,Banki,GEN,Cuttack,Cuttack,Central Division
88,None of the Above,S18,8,NOTA,970,2,972,0.61,Odisha,Banki,0,160635,4,0.605098515,0,#DDD1CA,2019,NOTA,Banki,GEN,Cuttack,Cuttack,Central Division
89,Indian National Congress,S18,1,UMA BALLAV RATH,10934,11,10945,6.74,Odisha,Athagarh,0,162475,3,6.7364209878442844,0,#3498DB,2019,INC,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Bharatiya Janata Party,S18,2,BRAJENDRA KUMAR RAY,39988,131,40119,24.69,Odisha,Athagarh,0,162475,2,24.692414217571933,1,#00A951,2019,BJP,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Biju Janata Dal,S18,3,RANENDRA PRATAP SWAIN,97956,158,98114,60.39,Odisha,Athagarh,0,162475,1,60.38713648253577,1,#03A31F,2019,BJD,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Bahujan Samaj Party,S18,4,SUBAS KUMAR SAHOO,572,0,572,0.35,Odisha,Athagarh,0,162475,6,0.3520541621787967,0,#22409A,2019,BSP,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Krupaa Party,S18,5,BISWAJIT SAHOO,258,1,259,0.16,Odisha,Athagarh,0,162475,10,0.1594091398676719,0,#004274,2019,KP,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Ambedkar National Congress,S18,6,MAHAMAD MUSTAK HUSSAIN,254,4,258,0.16,Odisha,Athagarh,0,162475,11,0.1587936605631635,0,#004274,2019,ANC,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Independent,S18,7,ABHAYA KUMAR BARIK,10289,12,10301,6.34,Odisha,Athagarh,0,162475,4,6.340052315740883,0,#CEB58C,2019,IND,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Independent,S18,8,ABHAYA KUMAR ROUT,291,1,292,0.18,Odisha,Athagarh,0,162475,9,0.1797199569164486,0,#CEB58C,2019,IND,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Independent,S18,9,RASHMI RANJAN PARIDA,390,1,391,0.24,Odisha,Athagarh,0,162475,7,0.2406524080627788,0,#CEB58C,2019,IND,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,Independent,S18,10,HRUDANANDA MOHAPATRA,328,0,328,0.2,Odisha,Athagarh,0,162475,8,0.2018772118787505,0,#CEB58C,2019,IND,Athgarh,GEN,Cuttack,Cuttack,Central Division
89,None of the Above,S18,11,NOTA,894,2,896,0.55,Odisha,Athagarh,0,162475,5,0.5514694568395138,0,#DDD1CA,2019,NOTA,Athgarh,GEN,Cuttack,Cuttack,Central Division
90,Biju Janata Dal,S18,1,Debashish Samantaray,46367,50,46417,34.71,Odisha,Barabati-Cuttack,0,133718,2,34.71260413706457,1,#03A31F,2019,BJD,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Indian National Congress,S18,2,Mohammed Moquim,50195,49,50244,37.57,Odisha,Barabati-Cuttack,0,133718,1,37.57459728682751,1,#3498DB,2019,INC,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Bharatiya Janata Party,S18,3,Samir Dey,33778,47,33825,25.3,Odisha,Barabati-Cuttack,0,133718,3,25.2957717,1,#00A951,2019,BJP,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Kalinga Sena,S18,4,Jaya Sankar Acharya,216,1,217,0.16,Odisha,Barabati-Cuttack,0,133718,8,0.1622818169580759,0,#004274,2019,KS,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,5,Priyadarsan Pavel,313,0,313,0.23,Odisha,Barabati-Cuttack,0,133718,6,0.2340746945063491,0,#004274,2019,SUCI,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Krupaa Party,S18,6,Biswanath Rout,165,0,165,0.12,Odisha,Barabati-Cuttack,0,133718,10,0.1233940082860946,0,#004274,2019,KP,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Akhil Bharat Hindu Mahasabha,S18,7,Seetal Kinner,210,0,210,0.16,Odisha,Barabati-Cuttack,0,133718,9,0.1570469196368477,0,#004274,2019,ABHM,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Aam Aadmi Party,S18,8,Shaikh Muntaqeem Buksh,267,1,268,0.2,Odisha,Barabati-Cuttack,0,133718,7,0.2004217831555961,0,#0080C0,2019,AAP,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,Independent,S18,9,Hemanta Behera,761,0,761,0.57,Odisha,Barabati-Cuttack,0,133718,5,0.5691081230649575,0,#CEB58C,2019,IND,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
90,None of the Above,S18,10,NOTA,1294,4,1298,0.97,Odisha,Barabati-Cuttack,0,133718,4,0.970699532,0,#DDD1CA,2019,NOTA,Barabati-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Indian National Congress,S18,1,Jagdish Chandra Mohanty,6750,11,6761,5.07,Odisha,Choudwar-Cuttack,0,133323,4,5.071143013583552,0,#3498DB,2019,INC,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Bahujan Samaj Party,S18,2,Naba Kishore Das,371,0,371,0.28,Odisha,Choudwar-Cuttack,0,133323,10,0.2782715660463686,0,#22409A,2019,BSP,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Bharatiya Janata Party,S18,3,Nayan Kishore Mohanty,43020,82,43102,32.33,Odisha,Choudwar-Cuttack,0,133323,2,32.32900549792609,1,#00A951,2019,BJP,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Biju Janata Dal,S18,4,Souvic Biswal,64610,76,64686,48.52,Odisha,Choudwar-Cuttack,0,133323,1,48.51826017,1,#03A31F,2019,BJD,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Hindusthan Nirman Dal,S18,5,Biswa Ranjan Jethy,350,0,350,0.26,Odisha,Choudwar-Cuttack,0,133323,11,0.2625203453267628,0,#004274,2019,HND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,6,Sasmita Mohanty,411,0,411,0.31,Odisha,Choudwar-Cuttack,0,133323,9,0.308273891,0,#004274,2019,SUCI,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Independent,S18,7,Deepak Kumar Barik,14642,10,14652,10.99,Odisha,Choudwar-Cuttack,0,133323,3,10.989851713507797,0,#CEB58C,2019,IND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Independent,S18,8,Prasna Kumari Nayak,247,0,247,0.19,Odisha,Choudwar-Cuttack,0,133323,12,0.185264358,0,#CEB58C,2019,IND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Independent,S18,9,Ranjeet Mallick,436,0,436,0.33,Odisha,Choudwar-Cuttack,0,133323,8,0.327025344,0,#CEB58C,2019,IND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Independent,S18,10,Subhendu Mohanty,585,0,585,0.44,Odisha,Choudwar-Cuttack,0,133323,6,0.4387840057604464,0,#CEB58C,2019,IND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,Independent,S18,11,Sameer Kumar Sahoo,532,0,532,0.4,Odisha,Choudwar-Cuttack,0,133323,7,0.3990309248966795,0,#CEB58C,2019,IND,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
91,None of the Above,S18,12,NOTA,1186,4,1190,0.89,Odisha,Choudwar-Cuttack,0,133323,5,0.8925691741109937,0,#DDD1CA,2019,NOTA,Choudwar-Cuttack,GEN,Cuttack,Cuttack,Central Division
92,Bharatiya Janata Party,S18,1,Chhabi Malik,66139,171,66310,37.84,Odisha,Niali,0,175224,2,37.84298954481121,1,#00A951,2019,BJP,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Biju Janata Dal,S18,2,Dr. Pramod Kumar Mallick,93907,106,94013,53.65,Odisha,Niali,0,175224,1,53.65303839656668,1,#03A31F,2019,BJD,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Indian National Congress,S18,3,Mamata Bhoi,12630,29,12659,7.22,Odisha,Niali,0,175224,3,7.224466967995252,0,#3498DB,2019,INC,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Bahujan Samaj Party,S18,4,Sudhir Kumar Nayak,472,0,472,0.27,Odisha,Niali,0,175224,5,0.2693694927635484,0,#22409A,2019,BSP,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Freethought Party of India,S18,5,Anil Kumar Behera,302,0,302,0.17,Odisha,Niali,0,175224,6,0.1723508195224398,0,#004274,2019,FPI,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,All India Forward Bloc,S18,6,Prakash Chandra Bhoi,297,0,297,0.17,Odisha,Niali,0,175224,7,0.1694973291329954,0,#004274,2019,AIFB,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Odisha Pragati Dal,S18,7,Sanatan Malik,194,0,194,0.11,Odisha,Niali,0,175224,9,0.1107154271104415,0,#004274,2019,OPD,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,Jai Prakash Janata Dal,S18,8,Samir Kumar Bhoi,279,0,279,0.16,Odisha,Niali,0,175224,8,0.1592247637309957,0,#004274,2019,Others,Niali,SC,Cuttack,Jagatsinghpur,Central Division
92,None of the Above,S18,9,NOTA,698,0,698,0.4,Odisha,Niali,0,175224,4,0.3983472583664338,0,#DDD1CA,2019,NOTA,Niali,SC,Cuttack,Jagatsinghpur,Central Division
93,Indian National Congress,S18,1,Abhishek Mahananda,6214,15,6229,4,Odisha,Cuttack Sadar,0,155799,3,3.998100116175329,0,#3498DB,2019,INC,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
93,Biju Janata Dal,S18,2,Chandra Sarathi Behera,86254,75,86329,55.41,Odisha,Cuttack Sadar,0,155799,1,55.41049685813131,1,#03A31F,2019,BJD,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
93,Bharatiya Janata Party,S18,3,Dilip Kumar Mallick,60128,122,60250,38.67,Odisha,Cuttack Sadar,0,155799,2,38.67162176907426,1,#00A951,2019,BJP,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
93,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,4,Paramananda Sethi,1147,2,1149,0.74,Odisha,Cuttack Sadar,0,155799,4,0.7374886873471588,0,#004274,2019,SUCI,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
93,Independent,S18,5,Rakesh Behera,688,6,694,0.45,Odisha,Cuttack Sadar,0,155799,6,0.4454457345682578,0,#CEB58C,2019,IND,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
93,None of the Above,S18,6,NOTA,1145,3,1148,0.74,Odisha,Cuttack Sadar,0,155799,5,0.7368468347036887,0,#DDD1CA,2019,NOTA,Cuttack Sadar,SC,Cuttack,Cuttack,Central Division
94,Bharatiya Janata Party,S18,1,PRAKASH CHANDRA BEHERA,71761,183,71944,38.86,Odisha,Salipur,0,185123,2,38.862810131642206,1,#00A951,2019,BJP,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Biju Janata Dal,S18,2,PRASANTA BEHERA,103978,176,104154,56.26,Odisha,Salipur,0,185123,1,56.26205279732935,1,#03A31F,2019,BJD,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Bahujan Samaj Party,S18,3,JASOBANTA JENA,741,3,744,0.4,Odisha,Salipur,0,185123,5,0.4018949563263344,0,#22409A,2019,BSP,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Indian National Congress,S18,4,RABINDRA NATH KAR,5506,14,5520,2.98,Odisha,Salipur,0,185123,3,2.9818012888728034,0,#3498DB,2019,INC,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Kalinga Sena,S18,5,BISHNU CHARAN DAS,324,0,324,0.18,Odisha,Salipur,0,185123,8,0.1750187713034036,0,#004274,2019,KS,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Ambedkar National Congress,S18,6,SHAIKH KAMILUDDIN AHEMAD,199,0,199,0.11,Odisha,Salipur,0,185123,10,0.1074960971894362,0,#004274,2019,ANC,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Samajwadi Party,S18,7,SUBRAT KUMAR LENKA,189,0,189,0.1,Odisha,Salipur,0,185123,11,0.1020942832603188,0,#0E6D37,2019,SP,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Independent,S18,8,JYOTIPRASAD PATI,662,0,662,0.36,Odisha,Salipur,0,185123,6,0.3576000821075717,0,#CEB58C,2019,IND,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Independent,S18,9,BIBHU PADARBINDA NAYAK,252,2,254,0.14,Odisha,Salipur,0,185123,9,0.1372060737995819,0,#CEB58C,2019,IND,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,Independent,S18,10,SAYAD MOHAMMAD FARZAN,370,0,370,0.2,Odisha,Salipur,0,185123,7,0.1998671153773437,0,#CEB58C,2019,IND,Salepur,GEN,Cuttack,Kendrapara,Central Division
94,None of the Above,S18,11,NOTA,761,2,763,0.41,Odisha,Salipur,0,185123,4,0.4121584027916574,0,#DDD1CA,2019,NOTA,Salepur,GEN,Cuttack,Kendrapara,Central Division
95,Indian National Congress,S18,1,DEBENDRA KUMAR SAHOO,14907,15,14922,7.47,Odisha,Mahanga,0,199626,3,7.474978209,0,#3498DB,2019,INC,Mahanga,GEN,Cuttack,Kendrapara,Central Division
95,Biju Janata Dal,S18,2,PRATAP JENA,105840,214,106054,53.13,Odisha,Mahanga,0,199626,1,53.12634626752026,1,#03A31F,2019,BJD,Mahanga,GEN,Cuttack,Kendrapara,Central Division
95,Bahujan Samaj Party,S18,3,BIJAYA KUMAR SAMAL,527,1,528,0.26,Odisha,Mahanga,0,199626,5,0.2644946049111839,0,#22409A,2019,BSP,Mahanga,GEN,Cuttack,Kendrapara,Central Division
