party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
JD(U),Begusarai,2004,50,GEN,#8064a2,,Rajiv Ranjan Singh,678667,1,M,Bihar,301562
RJD,Bettiah,2004,66,GEN,#999,,Raghunath Jha,569909,1,M,Bihar,211590
BJP,Bhagalpur,2004,51,GEN,#FB7B0D,,Sushil Kumar Modi,757287,1,M,Bihar,345151
JD(U),Bikramganj,2004,42,GEN,#8064a2,,Ajit Kumar Singh,733986,1,M,Bihar,305392
BJP,Buxar,2004,66,GEN,#FB7B0D,,Lalmuni Chaubey,649158,1,M,Bihar,205980
RJD,Chapra,2004,55,GEN,#999,,Lalu Prasad,446101,1,M,Bihar,228882
RJD,Darbhanga,2004,48,GEN,#999,,Md. Ali Ashraf Fatmi,762657,1,M,Bihar,427672
RJD,Gaya,2004,32,SC,#999,,Rajesh Kumar Manjhi,883403,1,M,Bihar,464829
RJD,Gopalganj,2004,44,GEN,#999,,Anirudh Prasad Alias Sadhu Yadav,694492,1,M,Bihar,336016
LJNSP,Hajipur,2004,57,SC,#999,,Ram Vilas Paswan,773597,1,M,Bihar,477495
RJD,Jahanabad,2004,57,GEN,#999,,Ganesh Prasad Singh,863843,1,M,Bihar,400063
RJD,Jhanjharpur,2004,53,GEN,#999,,Devendra Prasad Yadav,704243,1,M,Bihar,323400
BJP,Katihar,2004,61,GEN,#FB7B0D,,Nikhil Kumar Choudhary,704449,1,M,Bihar,288922
RJD,Khagaria,2004,58,GEN,#999,,Rabindra Ku. Rana,676017,1,M,Bihar,322440
RJD,Kishanganj,2004,62,GEN,#999,,Taslimuddin,813315,1,M,Bihar,420331
RJD,Madhepura,2004,55,GEN,#999,,Lalu Prasad,695674,1,M,Bihar,344301
INC,Madhubani,2004,47,GEN,#019733,,Dr. Shakeel Ahmad,695146,1,M,Bihar,328182
JD(U),Maharajganj,2004,49,GEN,#8064a2,,Prabhunath Singh,664434,1,M,Bihar,283506
RJD,Monghyr,2004,54,GEN,#999,,Jay Prakash Narayan Yadav,838216,1,M,Bihar,453286
RJD,Motihari,2004,41,GEN,#999,,Akhiles Prasad Singh,679090,1,M,Bihar,348596
JD(U),Muzaffarpur,2004,72,GEN,#8064a2,,George Fernandes,784096,1,M,Bihar,370127
JD(U),Nalanda,2004,52,GEN,#8064a2,,Nitish Kumar,895116,1,M,Bihar,471310
RJD,Nawada,2004,41,SC,#999,,Virchandra Paswan,1010037,1,M,Bihar,489992
RJD,Patna,2004,47,GEN,#999,,Ram Kripal Yadav,901616,1,M,Bihar,433853
BJP,Purnea,2004,44,GEN,#FB7B0D,,Uday Singh,709015,1,M,Bihar,244426
LJNSP,Rosera,2004,43,SC,#999,,Ram Chandra Paswan,713798,1,M,Bihar,394240
LJNSP,Saharsa,2004,31,GEN,#999,,Ranjeet Ranjan,738280,1,F,Bihar,350426
RJD,Samastipur,2004,35,GEN,#999,,Alok Kumar Mehta,864746,1,M,Bihar,437457
INC,Sasaram,2004,57,SC,#019733,,Mira Kumar,697268,1,F,Bihar,416673
RJD,Sheohar,2004,55,GEN,#999,,Sitaram Singh,666398,1,M,Bihar,303243
RJD,Sitamarhi,2004,56,GEN,#999,,Sitaram Yadav,690851,1,M,Bihar,326165
RJD,Siwan,2004,38,GEN,#999,,Mohammad Shahabuddin,637549,1,M,Bihar,317511
RJD,Vaishali,2004,57,GEN,#999,,Raghubansh Prasad Singh,748759,1,M,Bihar,361503
INC,Chandigarh,2004,55,GEN,#019733,,Pawan Kumar Bansal,268670,1,M,Chandigarh,139880
BJP,Bastar,2004,67,ST,#FB7B0D,,Baliram Kashyap,450425,1,M,Chhattisgarh,212893
BJP,Bilaspur,2004,52,SC,#FB7B0D,,Punnulal Mohle,621425,1,M,Chhattisgarh,324729
BJP,Durg,2004,57,GEN,#FB7B0D,,Tarachand Sahu,761815,1,M,Chhattisgarh,382757
BJP,Janjgir,2004,52,GEN,#FB7B0D,,Karuna Shukla,717698,1,F,Chhattisgarh,303655
BJP,Kanker,2004,47,ST,#FB7B0D,,Sohan Potai,553888,1,M,Chhattisgarh,274294
INC,Mahasamund,2004,57,ST,#019733,,Ajit Jogi,771432,1,M,Chhattisgarh,414647
BJP,Raigarh,2004,39,ST,#FB7B0D,,Vishnudeo Sai,648435,1,M,Chhattisgarh,329057
BJP,Raipur,2004,54,GEN,#FB7B0D,,Ramesh Bais,689517,1,M,Chhattisgarh,376029
BJP,Rajnandgaon,2004,37,GEN,#FB7B0D,,Pradeep Gandhi,665935,1,M,Chhattisgarh,314520
BJP,Sarangarh,2004,30,SC,#FB7B0D,,Guharam Ajgalle,587907,1,M,Chhattisgarh,242575
BJP,Sarguja,2004,65,ST,#FB7B0D,,Nand Kumar Sai,676699,1,M,Chhattisgarh,357108
BNP,Dadra & Nagar Haveli,2004,41,ST,#999,,Delkar Mohanbhai Sanjibhai,84703,1,M,Dadra & Nagar Haveli,34665
INC,Daman & Diu,2004,58,GEN,#019733,,Patel Dahyabhai Vallabhbhai,55591,1,M,Daman & Diu,27523
INC,Marmagoa,2004,55,GEN,#019733,,Alemao Churchil Braz,297678,1,M,Goa,164432
BJP,Panaji,2004,50,GEN,#FB7B0D,,Shripad Yesso Naik,254819,1,M,Goa,144842
BJP,Ahmedabad,2004,56,GEN,#FB7B0D,,Harin Pathak,548559,1,M,Gujarat,301853
INC,Amreli,2004,43,GEN,#019733,,Virjibhai Thummar,475646,1,M,Gujarat,220649
INC,Anand,2004,50,GEN,#019733,,Solanki Bharatsinh Madhavsinh,591240,1,M,Gujarat,307762
INC,Banaskantha,2004,73,GEN,#019733,,Chavda Harisinhaji Pratapsinhaji,642355,1,M,Gujarat,301148
BJP,Baroda,2004,52,GEN,#FB7B0D,,Jayaben Thakkar,652409,1,F,Gujarat,316089
BJP,Bhavnagar,2004,48,GEN,#FB7B0D,,Rana Rajendrasinh Ghanashyamsinh (Rajubhai Rana),444831,1,M,Gujarat,247336
BJP,Broach,2004,47,ST,#FB7B0D,,Vasava Mansukhbhai Dhanjibhai,680795,1,M,Gujarat,299630
INC,Bulsar,2004,39,ST,#019733,,Kishanbhai Vestabhai Patel,689982,1,M,Gujarat,321769
INC,Chhota Udaipur,2004,51,ST,#019733,,Naranbhai Rathwa,556516,1,M,Gujarat,246855
BJP,Dhandhuka,2004,55,SC,#FB7B0D,,Varma Ratilal Kalidas,516553,1,M,Gujarat,249322
BJP,Dohad,2004,40,ST,#FB7B0D,,Katara Babubhai Khimabhai,517845,1,M,Gujarat,228154
BJP,Gandhinagar,2004,76,GEN,#FB7B0D,,L. K. Advani,845576,1,M,Gujarat,516120
BJP,Godhra,2004,50,GEN,#FB7B0D,,Solanki Bhupendrasinh Prabhatsinh,537381,1,M,Gujarat,295550
INC,Jamnagar,2004,48,GEN,#019733,,Ahir Vikrambhai Arjanbhai Madam,433441,1,M,Gujarat,204468
INC,Junagadh,2004,49,GEN,#019733,,Barad Jasubhai Dhanabhai,658706,1,M,Gujarat,329712
INC,Kaira,2004,67,GEN,#019733,,Dinsha Patel,450929,1,M,Gujarat,244037
INC,Kapadvanj,2004,64,GEN,#019733,,Vaghela Shankersinh Laxmansinh,595314,1,M,Gujarat,320338
BJP,Kutch,2004,63,GEN,#FB7B0D,,Gadhavi Pushpadan Shambhudan,459043,1,M,Gujarat,221057
INC,Mandvi,2004,36,ST,#019733,,Chaudhary Tusharbhai Amarsinhbhai,644812,1,M,Gujarat,386592
INC,Mehsana,2004,70,GEN,#019733,,Jivabhai Ambalal Patel,695407,1,M,Gujarat,339643
BJP,Patan,2004,67,SC,#FB7B0D,,Kanodia Maheshkumar Mithabhai,538157,1,M,Gujarat,273970
BJP,Porbandar,2004,51,GEN,#FB7B0D,,Patel Harilal Madhavjibhai (Haribhai Patel),490480,1,M,Gujarat,229113
BJP,Rajkot,2004,49,GEN,#FB7B0D,,Dr. Kathiria Vallabhbhai Ramjibhai,538626,1,M,Gujarat,320604
INC,Sabarkantha,2004,59,GEN,#019733,,Madhusudan Mistry,654471,1,M,Gujarat,316483
BJP,Surat,2004,65,GEN,#FB7B0D,,Kashiram Rana,896276,1,M,Gujarat,508076
BJP,Surendranagar,2004,63,GEN,#FB7B0D,,Koli Patel Somabhai Gandabhai,455554,1,M,Gujarat,219872
INC,Ambala,2004,41,SC,#019733,,Selja,847725,1,F,Haryana,415264
INC,Bhiwani,2004,35,GEN,#019733,,Kuldeep Bishnoi,871144,1,M,Haryana,290936
INC,Faridabad,2004,48,GEN,#019733,,Avtar Singh Bhadana,844718,1,M,Haryana,357284
INC,Hissar,2004,51,GEN,#019733,,Jai Parkash,769851,1,M,Haryana,407210
INC,Karnal,2004,42,GEN,#019733,,Arvind Kumar Sharma,818927,1,M,Haryana,318948
INC,Kurukshetra,2004,34,GEN,#019733,,Naveen Jindal,850858,1,M,Haryana,362054
INC,Mahendragarh,2004,54,GEN,#019733,,Inderjit Singh,849305,1,M,Haryana,358714
INC,Rohtak,2004,54,GEN,#019733,,Bhupinder Singh,662049,1,M,Haryana,324235
INC,Sirsa,2004,66,SC,#019733,,Atma Singh Gill,841682,1,M,Haryana,349397
BJP,Sonepat,2004,54,GEN,#FB7B0D,,Kishan Singh Sangwan,737119,1,M,Haryana,233477
BJP,Hamirpur,2004,44,GEN,#FB7B0D,,Suresh Chandel,654102,1,M,Himachal Pradesh,313243
INC,Kangra,2004,59,GEN,#019733,,Chander Kumar,643177,1,M,Himachal Pradesh,314555
INC,Mandi,2004,47,GEN,#019733,,Pratibha Singh,669552,1,F,Himachal Pradesh,357623
INC,Simla,2004,63,SC,#019733,,Dhani Ram Shandil,528655,1,M,Himachal Pradesh,311182
JKPDP,Anantnag,2004,42,GEN,#999,,Mehbooba Mufti,150219,1,F,Jammu & Kashmir,74436
JKN,Baramulla,2004,54,GEN,#999,,Abdul Rashid Shaheen,334770,1,M,Jammu & Kashmir,127653
INC,Jammu,2004,51,GEN,#019733,,Madan Lal Sharma,821670,1,M,Jammu & Kashmir,319994
IND,Ladakh,2004,56,ST,#95b3d7,,Thupstan Chhewang,128931,1,M,Jammu & Kashmir,66839
JKN,Srinagar,2004,32,GEN,#999,,Omar Abdullah,195678,1,M,Jammu & Kashmir,98422
INC,Udhampur,2004,45,GEN,#019733,,Ch. Lal Singh,608074,1,M,Jammu & Kashmir,240872
RJD,Chatra,2004,45,GEN,#999,,Dhirendra Agarwal,435504,1,M,Jharkhand,121464
INC,Dhanbad,2004,62,GEN,#019733,,Chandra Shekhar Dubey,941478,1,M,Jharkhand,355499
JMM,Dumka,2004,59,ST,#999,,Shibu Soren,625118,1,M,Jharkhand,339542
JMM,Giridih,2004,52,GEN,#999,,Tek Lal Mahto,714378,1,M,Jharkhand,350255
INC,Godda,2004,52,GEN,#019733,,Furkan Ansari,831356,1,M,Jharkhand,373138
CPI,Hazaribagh,2004,60,GEN,#DE0000,,Bhubneshwar Prasad Mehta,705439,1,M,Jharkhand,356058
JMM,Jamshedpur,2004,38,GEN,#999,,Sunil Kumar Mahato,776519,1,M,Jharkhand,396056
INC,Khunti,2004,60,ST,#019733,,Sushila Kerketta,490772,1,F,Jharkhand,218158
BJP,Kodarma,2004,45,ST,#FB7B0D,,Babulal Marandi,825710,1,M,Jharkhand,366656
INC,Lohardaga,2004,57,ST,#019733,,Rameshwar Oraon,466464,1,M,Jharkhand,223920
RJD,Palamu,2004,35,SC,#999,,Manoj Kumar,641543,1,M,Jharkhand,206733
JMM,Rajmahal,2004,51,ST,#999,,Hemlal Murmu,691123,1,M,Jharkhand,226411
INC,Ranchi,2004,53,GEN,#019733,,Subodh Kant Sahay,695754,1,M,Jharkhand,284035
INC,Singhbhum,2004,80,ST,#019733,,Bagun Sumbrai,520155,1,M,Jharkhand,221343
BJP,Bagalkot,2004,52,GEN,#FB7B0D,,Gaddigoudar Parvatagouda Chandanagouda,868472,1,M,Karnataka,459451
BJP,Bangalore North,2004,61,GEN,#FB7B0D,,Dr. H.T. Sangliana,1156845,1,M,Karnataka,473502
BJP,Bangalore South,2004,44,GEN,#FB7B0D,,Ananth Kumar,800649,1,M,Karnataka,386682
BJP,Belgaum,2004,48,GEN,#FB7B0D,,Angadi Suresh Chanabasappa,893902,1,M,Karnataka,410843
BJP,Bellary,2004,41,GEN,#FB7B0D,,G. Karunakara Reddy,950328,1,M,Karnataka,318978
BJP,Bidar,2004,94,SC,#FB7B0D,,Ramchandra Veerappa,815792,1,M,Karnataka,312838
BJP,Bijapur,2004,41,GEN,#FB7B0D,,Basanagouda R Patil(Yatnal),789734,1,M,Karnataka,344905
JD(S),Chamarajanagar,2004,56,SC,#8064a2,,M. Shivanna,853214,1,M,Karnataka,316661
INC,Chikballapur,2004,77,GEN,#019733,,R.L. Jalappa,931128,1,M,Karnataka,376204
BJP,Chikkodi,2004,52,SC,#FB7B0D,,Jigajinagi Ramesh Chandappa,838005,1,M,Karnataka,379580
BJP,Chikmagalur,2004,76,GEN,#FB7B0D,,D. C. Srikantappa,819254,1,M,Karnataka,341391
INC,Chitradurga,2004,64,GEN,#019733,,N.Y. Hanumanthappa,918905,1,M,Karnataka,322609
BJP,Davangere,2004,52,GEN,#FB7B0D,,G.M. Siddeswara,910398,1,M,Karnataka,370499
BJP,Dharwad North,2004,42,GEN,#FB7B0D,,Pralhad Joshi,810552,1,M,Karnataka,385084
BJP,Dharwad South,2004,49,GEN,#FB7B0D,,Kunnur Manjunath Channappa,864810,1,M,Karnataka,442759
INC,Gulbarga,2004,59,GEN,#019733,,Iqbal Ahmed Saradgi,827894,1,M,Karnataka,312601
JD(S),Hassan,2004,71,GEN,#8064a2,,H. D. Devegowda,912195,1,M,Karnataka,462625
INC,Kanakapura,2004,37,GEN,#019733,,Tejashwini See Ramesh,1552416,1,F,Karnataka,584238
BJP,Kanara,2004,35,GEN,#FB7B0D,,Ananthkumar Hegde,833932,1,M,Karnataka,433174
INC,Kolar,2004,57,SC,#019733,,K.H. Muniyappa,909264,1,M,Karnataka,385582
INC,Koppal,2004,62,GEN,#019733,,K. Virupaxappa,894082,1,M,Karnataka,356158
INC,Mandya,2004,53,GEN,#019733,,Ambareesh M. H.,857564,1,M,Karnataka,411116
BJP,Mangalore,2004,51,GEN,#FB7B0D,,D. V. Sadananda Gowda,791572,1,M,Karnataka,384760
BJP,Mysore,2004,48,GEN,#FB7B0D,,C. H. Vijayashankar,957267,1,M,Karnataka,316442
INC,Raichur,2004,66,ST,#019733,,A.Venkatesh Naik,825096,1,M,Karnataka,289424
BJP,Shimoga,2004,71,GEN,#FB7B0D,,S. Bangarappa,887290,1,M,Karnataka,450097
BJP,Tumkur,2004,74,GEN,#FB7B0D,,S. Mallikarjunaiah,863743,1,M,Karnataka,303016
BJP,Udupi,2004,64,GEN,#FB7B0D,,Manorama Madhwaraj,780356,1,F,Karnataka,369627
CPI,Adoor,2004,36,SC,#DE0000,,Chengara Surendran,684434,1,M,Kerala,332216
CPM,Alappuzha,2004,39,GEN,#DE0000,,Dr. K. S. Manoj,730096,1,M,Kerala,335494
CPM,Badagara,2004,47,GEN,#DE0000,,P. Satheedevi,828533,1,F,Kerala,429294
JD(S),Calicut,2004,66,GEN,#8064a2,,M. P. Veerendra Kumar,781184,1,M,Kerala,340111
CPM,Chirayinkil,2004,76,GEN,#DE0000,,Varkala Radhakrishnan,669639,1,M,Kerala,313615
IND,Ernakulam,2004,56,GEN,#95b3d7,,Dr. Sebastian Paul,658916,1,M,Kerala,323042
KEC,Idukki,2004,49,GEN,#999,,K. Francis George,729426,1,M,Kerala,353905
CPM,Kannur,2004,36,GEN,#DE0000,,A. P. Abdullakutty,860998,1,M,Kerala,435058
CPM,Kasaragod,2004,59,GEN,#DE0000,,P. Karunakaran,901603,1,M,Kerala,437284
CPM,Kollam,2004,53,GEN,#DE0000,,P. Rajendran,705482,1,M,Kerala,355279
CPM,Kottayam,2004,48,GEN,#DE0000,,K. Suresh Kurup,705776,1,M,Kerala,341213
CPM,Manjeri,2004,66,GEN,#DE0000,,T. K. Hamza,907283,1,M,Kerala,426920
CPM,Mavelikara,2004,38,GEN,#DE0000,,C. S. Sujatha,644614,1,F,Kerala,278281
CPM,Mukundapuram,2004,68,GEN,#DE0000,,Lonappan Nambadan,723009,1,M,Kerala,375175
IFDP,Muvattupuzha,2004,53,GEN,#999,,P. C. Thomas (Pullolil),745871,1,M,Kerala,256411
CPM,Ottapalam,2004,39,SC,#DE0000,,S. Ajaya Kumar,806835,1,M,Kerala,395928
CPM,Palakkad,2004,45,GEN,#DE0000,,N. N. Krishnadas,820856,1,M,Kerala,375144
MUL,Ponnani,2004,65,GEN,#999,,E. Ahammed,730339,1,M,Kerala,354051
CPI,Thiruvananthapuram,2004,78,GEN,#DE0000,,P. K. Vasudevan Nair,763829,1,M,Kerala,286057
CPI,Thrissur,2004,65,GEN,#DE0000,,C. K. Chandrappan,687705,1,M,Kerala,320960
JD(U),Lakshadweep,2004,55,ST,#8064a2,,Dr. P. Pookunhikoya,31820,1,M,Lakshadweep,15597
BJP,Balaghat,2004,52,GEN,#FB7B0D,,Gauri Shankar Chaturbhuj Bisen,609321,1,M,Madhya Pradesh,193982
BJP,Betul,2004,68,GEN,#FB7B0D,,Khandelwal Vijay Kumar (Munni Bhaia),547702,1,M,Madhya Pradesh,288007
BJP,Bhind,2004,52,GEN,#FB7B0D,,Dr. Ramlakhan Singh,606358,1,M,Madhya Pradesh,234712
BJP,Bhopal,2004,73,GEN,#FB7B0D,,Kailash Joshi,858463,1,M,Madhya Pradesh,561563
INC,Chhindwara,2004,57,GEN,#019733,,Kamalnath,754637,1,M,Madhya Pradesh,308563
BJP,Damoh,2004,47,GEN,#FB7B0D,,Chandrabhan Bhaiya,591218,1,M,Madhya Pradesh,271869
BJP,Dhar,2004,50,ST,#FB7B0D,,Chhatar Singh Darbar,703372,1,M,Madhya Pradesh,345468
INC,Guna,2004,32,GEN,#019733,,Jyotiraditya Madhavrao Scindia,668393,1,M,Madhya Pradesh,333954
INC,Gwalior,2004,52,GEN,#019733,,Ramsevak Singh ( Babuji),564692,1,M,Madhya Pradesh,246467
BJP,Hoshangabad,2004,62,GEN,#FB7B0D,,Sartaj Singh,634343,1,M,Madhya Pradesh,354659
BJP,Indore,2004,61,GEN,#FB7B0D,,Sumitra Mahajan,854503,1,F,Madhya Pradesh,508107
BJP,Jabalpur,2004,42,GEN,#FB7B0D,,Rakesh Singh,571395,1,M,Madhya Pradesh,311646
INC,Jhabua,2004,55,ST,#019733,,Kantilal Bhuria,628903,1,M,Madhya Pradesh,322257
BJP,Khajuraho,2004,61,GEN,#FB7B0D,,"Dr. Ramkrishna Kushmariya "" Baba Jee """,772442,1,M,Madhya Pradesh,332458
BJP,Khandwa,2004,47,GEN,#FB7B0D,,Nand Kumar Singh Chauhan (Nandu Bhaiya),605295,1,M,Madhya Pradesh,336724
BJP,Khargone,2004,53,GEN,#FB7B0D,,Krishna Murari Moghe,652254,1,M,Madhya Pradesh,321762
BJP,Mandla,2004,42,ST,#FB7B0D,,Faggan Singh Kulaste,588269,1,M,Madhya Pradesh,238073
BJP,Mandsaur,2004,76,GEN,#FB7B0D,,Dr Laxminarayan Pandeya,776538,1,M,Madhya Pradesh,423478
BJP,Morena,2004,34,SC,#FB7B0D,,Ashok Chhaviram Argal,487443,1,M,Madhya Pradesh,261337
BJP,Rajgarh,2004,49,GEN,#FB7B0D,,Lakshman Singh,599229,1,M,Madhya Pradesh,283135
BJP,Rewa,2004,56,GEN,#FB7B0D,,Chandramani Tripathi,630747,1,M,Madhya Pradesh,232021
BJP,Sagar,2004,50,SC,#FB7B0D,,Virendra Kumar,479443,1,M,Madhya Pradesh,290974
BJP,Satna,2004,42,GEN,#FB7B0D,,Ganesh Singh,610602,1,M,Madhya Pradesh,239706
BJP,Seoni,2004,41,GEN,#FB7B0D,,Neeta Pateriya,599553,1,F,Madhya Pradesh,268195
BJP,Shahdol,2004,53,ST,#FB7B0D,,Dalpat Singh Paraste,509340,1,M,Madhya Pradesh,210034
BJP,Shajapur,2004,56,SC,#FB7B0D,,Thawarchand Gehlot,720241,1,M,Madhya Pradesh,424004
BJP,Sidhi,2004,45,ST,#FB7B0D,,Chandrapratap Singh,457209,1,M,Madhya Pradesh,210198
BJP,Ujjain,2004,58,SC,#FB7B0D,,Dr. Satyanarayan Jatiya,720780,1,M,Madhya Pradesh,369744
BJP,Vidisha,2004,45,GEN,#FB7B0D,,Shivraj Singh,656555,1,M,Madhya Pradesh,428030
NCP,Ahmednagar,2004,51,GEN,#999,,Gadakh Tukaram Gangadhar,687722,1,M,Maharashtra,362938
BJP,Akola,2004,43,GEN,#FB7B0D,,Dhotre Sanjay Shamrao,735372,1,M,Maharashtra,313323
SHS,Amravati,2004,48,GEN,#F05A00,,Anant Gudhe,676421,1,M,Maharashtra,203216
SHS,Aurangabad,2004,52,GEN,#F05A00,,Chandrakant Khaire,912571,1,M,Maharashtra,477900
NCP,Baramati,2004,63,GEN,#999,,Pawar Sharadchandra Govindrao,893331,1,M,Maharashtra,634555
NCP,Beed,2004,53,GEN,#999,,Jaisingrao Gaikwad Patil,884234,1,M,Maharashtra,425051
BJP,Bhandara,2004,37,GEN,#FB7B0D,,Patle Shishupal Natthu,680476,1,M,Maharashtra,277388
SHS,Buldhana,2004,56,SC,#F05A00,,Adsul Anandrao Vithoba,761264,1,M,Maharashtra,369975
BJP,Chandrapur,2004,49,GEN,#FB7B0D,,Ahir Hansraj Gangaram,841144,1,M,Maharashtra,366014
BJP,Chimur,2004,64,GEN,#FB7B0D,,Shivankar Mahadeorao Sukaji,775523,1,M,Maharashtra,336711
INC,Dahanu,2004,50,ST,#019733,,Shingada Damodar Barku,683353,1,M,Maharashtra,286004
INC,Dhule,2004,55,ST,#019733,,Chaure Bapu Hari,455571,1,M,Maharashtra,210714
BJP,Erandol,2004,64,GEN,#FB7B0D,,Annasaheb M. K. Patil,609800,1,M,Maharashtra,289559
NCP,Hingoli,2004,55,GEN,#999,,Suryakanta Patil,728325,1,F,Maharashtra,327944
NCP,Ichalkaranji,2004,39,GEN,#999,,Mane Nivedita Sambhajirao,791087,1,F,Maharashtra,422272
BJP,Jalgaon,2004,63,GEN,#FB7B0D,,Y. G. Mahajan (Sir),616969,1,M,Maharashtra,298865
BJP,Jalna,2004,49,GEN,#FB7B0D,,Danve Raosaheb Dadarao Patil,756365,1,M,Maharashtra,369630
NCP,Karad,2004,63,GEN,#999,,Patil Shriniwas Dadasaheb,714523,1,M,Maharashtra,436732
SHS,Khed,2004,48,GEN,#F05A00,,Adhalarao Patil Shivajirao,732045,1,M,Maharashtra,360501
INC,Kolaba,2004,75,GEN,#019733,,A. R. Antulay,793445,1,M,Maharashtra,312225
NCP,Kolhapur,2004,69,GEN,#999,,Mandlik Sadashivrao Dadoba,813344,1,M,Maharashtra,401922
INC,Kopargaon,2004,72,GEN,#019733,,E. V. Alias Balasaheb Vikhe Patil,668700,1,M,Maharashtra,356688
BJP,Latur,2004,47,GEN,#FB7B0D,,Patil Rupatai Diliprao Nilangekar,822355,1,F,Maharashtra,404500
BJP,Malegaon,2004,52,ST,#FB7B0D,,Harischandra Devram Chavan,590772,1,M,Maharashtra,218259
INC,Mumbai North,2004,41,GEN,#019733,,Govinda,1119342,1,M,Maharashtra,559763
INC,Mumbai North Central,2004,64,SC,#019733,,Eknath M. Gaikwad,514593,1,M,Maharashtra,256282
INC,Mumbai North East,2004,49,GEN,#019733,,Kamat Gurudas,925659,1,M,Maharashtra,493420
INC,Mumbai North West,2004,74,GEN,#019733,,Sunil Dutt,747687,1,M,Maharashtra,385755
INC,Mumbai South,2004,27,GEN,#019733,,Milind Murli Deora,274358,1,M,Maharashtra,137956
SHS,Mumbai South Central,2004,55,GEN,#F05A00,,Mohan Rawale,347972,1,M,Maharashtra,128536
INC,Nagpur,2004,55,GEN,#019733,,Vilas Muttemwar,792451,1,M,Maharashtra,373769
BJP,Nanded,2004,52,GEN,#FB7B0D,,D. B. Patil,800145,1,M,Maharashtra,361282
INC,Nandurbar,2004,67,ST,#019733,,Gavit Manikrao Hodlya,639907,1,M,Maharashtra,351911
NCP,Nashik,2004,43,GEN,#999,,Pingale Devidas Anandrao,656525,1,M,Maharashtra,307613
SHS,Osmanabad,2004,34,SC,#F05A00,,Narhire Kalpana Ramesh,637933,1,F,Maharashtra,294436
RPI,Pandharpur,2004,43,SC,#999,,Athawale Ramdas Bandu,689127,1,M,Maharashtra,347215
SHS,Parbhani,2004,46,GEN,#F05A00,,Tukaram Ganpatrao Renge Patil,675985,1,M,Maharashtra,339318
INC,Pune,2004,59,GEN,#019733,,Kalmadi Suresh,769018,1,M,Maharashtra,373774
SHS,Rajapur,2004,50,GEN,#F05A00,,Suresh Prabhakar Prabhu,480535,1,M,Maharashtra,264001
SHS,Ramtek,2004,42,GEN,#F05A00,,Mohite Subodh Baburao,647483,1,M,Maharashtra,276720
SHS,Ratnagiri,2004,52,GEN,#F05A00,,Anant Geete,560976,1,M,Maharashtra,334690
INC,Sangli,2004,56,GEN,#019733,,Patil Prakashbapu Vasantdada,692999,1,M,Maharashtra,305048
NCP,Satara,2004,66,GEN,#999,,Laxmanrao Pandurang Jadhav (Patil),675012,1,M,Maharashtra,281577
BJP,Sholapur,2004,46,GEN,#FB7B0D,,Deshmukh Subhash Sureshchandra,656801,1,M,Maharashtra,316188
SHS,Thane,2004,56,GEN,#F05A00,,Paranjape Prakash Vishvanath,1313252,1,M,Maharashtra,631414
BJP,Wardha,2004,42,GEN,#FB7B0D,,Wagmare Suresh Ganapat,626105,1,M,Maharashtra,269045
SHS,Washim,2004,29,GEN,#F05A00,,Gawali (Patil) Ku. Bhavana Pundlikrao,720723,1,F,Maharashtra,358682
BJP,Yavatmal,2004,50,GEN,#FB7B0D,,Rathod Harising Nasaru,663978,1,M,Maharashtra,298513
INC,Inner Manipur,2004,55,GEN,#019733,,Dr. Thokchom Meinya,416406,1,M,Manipur,154055
IND,Outer Manipur,2004,45,ST,#95b3d7,,Mani Charenamei,619151,1,M,Manipur,229634
INC,Shillong,2004,75,ST,#019733,,Paty Ripple Kyndiah,367780,1,M,Meghalaya,190058
AITC,Tura,2004,56,ST,#0C6965,,Purano Agitok Sangma,311113,1,M,Meghalaya,191938
MNF,Mizoram,2004,48,ST,#999,,Vanlalzawma,348546,1,M,Mizoram,182864
NPF,Nagaland,2004,40,ST,#999,,W. Wangyuh,954719,1,M,Nagaland,698128
INC,Chandni Chowk,2004,55,GEN,#019733,,Kapil Sibal,179007,1,M,Nct Of Delhi,127396
INC,Delhi Sadar,2004,60,GEN,#019733,,Jagdish Tytler,271544,1,M,Nct Of Delhi,140073
INC,East Delhi,2004,39,GEN,#019733,,Sandeep Dikshit,1190814,1,M,Nct Of Delhi,669527
INC,Karol Bagh,2004,49,SC,#019733,,Krishna Tirath,249185,1,F,Nct Of Delhi,138596
INC,New Delhi,2004,40,GEN,#019733,,Ajay Makan,202557,1,M,Nct Of Delhi,105415
INC,Outer Delhi,2004,58,GEN,#019733,,Sajjan Kumar,1553849,1,M,Nct Of Delhi,855543
BJP,South Delhi,2004,72,GEN,#FB7B0D,,Vijay Kumar Malhotra,478876,1,M,Nct Of Delhi,240654
BJD,Aska,2004,68,GEN,#000000,,Hari Har Swain,680381,1,M,Orissa,381526
BJP,Balasore,2004,50,GEN,#FB7B0D,,Mahamegha Bahan Aira Kharbela Swain,947569,1,M,Orissa,553087
INC,Berhampore,2004,54,GEN,#019733,,Chandra Sekhar Sahu,719379,1,M,Orissa,355973
BJD,Bhadrak,2004,64,SC,#000000,,Arjun Charan Sethi,932276,1,M,Orissa,489200
BJD,Bhubaneswar,2004,56,GEN,#000000,,Prasanna Kumar Patasani,853005,1,M,Orissa,437762
