party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
INC,Ganganagar Jhunjhunu,1951,,,#019733,758860,Panna Lal,662222,1,,Rajasthan,154079
INC,Jaipur,1951,,,#019733,397855,Daulat Mal,119094,1,,Rajasthan,49773
INC,Jaipur Sawaimadhopur,1951,,,#019733,382763,Ram Karan Joshi,122770,1,,Rajasthan,66197
IND,Jodhpur,1951,,,#95b3d7,402871,Hanwant Singh,177850,1,,Rajasthan,139833
RRP,Kotab Bundi,1951,,,#999,411738,Chandra Sen,93005,1,,Rajasthan,41715
INC,Kotah Jhalawar,1951,,,#019733,361030,Nemichand Kasilwal,94936,1,,Rajasthan,38518
IND,Nagaur Pali,1951,,,#95b3d7,383209,Gajadhar,200411,1,,Rajasthan,94105
RRP,Sikar,1951,,,#999,323013,Nand Lal,134158,1,,Rajasthan,52980
IND,Sirohi Pali,1951,,,#95b3d7,380210,Ajit Singh,159335,1,,Rajasthan,99925
INC,Tonk,1951,,,#019733,387328,Panna Lal Kaushik,129770,1,,Rajasthan,60980
INC,Udaipur,1951,,,#019733,368279,Balwant Singh,91944,1,,Rajasthan,37331
INC,Gohilwad,1951,,,#019733,310380,Mehta Balwantrai Gopalji,124240,1,,Saurashtra,80256
INC,Gohilwad Sorath,1951,,,#019733,288399,Shah Chimanlal Chakubhai,163639,1,,Saurashtra,118239
INC,Halar,1951,,,#019733,295369,Major Gen. M. S. Himatsinhji,0,1,,Saurashtra,0
INC,Madhya Saurashtra,1951,,,#019733,312441,Joshi Jethalal Harikrishna,139962,1,,Saurashtra,86003
INC,Sorath,1951,,,#019733,316584,Nathiwani Narendra,170901,1,,Saurashtra,123581
INC,Zalawad,1951,,,#019733,315707,Parikh Rasiklal Umedchand,163963,1,,Saurashtra,98033
IND,Alappuzha,1951,,,#95b3d7,349268,P. T. Punnose,275409,1,,Travancore Cochin,158430
IND,Chirayinkil,1951,,,#95b3d7,351642,V. Parameswaran Nair,233287,1,,Travancore Cochin,94771
INC,Crangannur,1951,,,#019733,348264,K. T. Achyuthan,239313,1,,Travancore Cochin,93216
INC,Ernakulam,1951,,,#019733,355060,A. M. Thomas,247832,1,,Travancore Cochin,103834
INC,Kottayam,1951,,,#019733,354046,C. P. Mathew,284961,1,,Travancore Cochin,170654
INC,Meenachil,1951,,,#019733,355235,P. T. Chacko,267829,1,,Travancore Cochin,130245
TTC,Nagercoil,1951,,,#999,343195,A. Nesamony,227904,1,,Travancore Cochin,115893
RSP,Quilon Cum Mavelikara,1951,,,#999,705598,Sreekantan Nair,1028391,1,,Travancore Cochin,220312
INC,Thiruvalla,1951,,,#019733,352821,Mathen C. P.,257600,1,,Travancore Cochin,153823
IND,Thiruvananthapuram,1951,,,#95b3d7,356512,Annie Mascarene,255044,1,,Travancore Cochin,116617
INC,Trichur,1951,,,#019733,338603,Iyyunni Chalakka,172906,1,,Travancore Cochin,70300
CPI,Tripura East,1951,,,#DE0000,179607,Dasaratha Deb,79520,1,,Tripura,42866
CPI,Tripura West,1951,,,#DE0000,150199,Birendra Chandra Dutt,77851,1,,Tripura,53592
INC,Agra District (East),1951,,,#019733,376255,Raghubir Singh,156403,1,,Uttar Pradesh,70154
INC,Agra District (West),1951,,,#019733,374135,Achal Singh Seth,177414,1,,Uttar Pradesh,102181
INC,Aligarh District,1951,,,#019733,772202,Nardeo Ji,744815,1,,Uttar Pradesh,206335
INC,Allahabad Distt (East) Cum Jaunpur Distt (West),1951,,,#019733,749750,Jawahar Lal Nehru,603022,1,,Uttar Pradesh,233571
INC,Allahabad Distt (West),1951,,,#019733,363930,Sri Prakasa,129771,1,,Uttar Pradesh,68708
INC,Almora District (North East),1951,,,#019733,373707,Devi Datt,100667,1,,Uttar Pradesh,54964
INC,Azamgarh District (East) Cum Ballia District (West),1951,,,#019733,383060,Algu Rai Shastri,153266,1,,Uttar Pradesh,47559
INC,Azamgarh District (West),1951,,,#019733,760755,Vishwa Nath,555502,1,,Uttar Pradesh,112449
INC,Bahraich District (East),1951,,,#019733,343647,Rafi Ahmad Kidwai,96028,1,,Uttar Pradesh,47624
INC,Bahraich District (West),1951,,,#019733,368993,Jogendra Singh,142131,1,,Uttar Pradesh,60298
IND,Ballia District (East),1951,,,#95b3d7,368287,Murli Manohar,126480,1,,Uttar Pradesh,47393
INC,Banaras District (Central),1951,,,#019733,359514,Raghunath Singh,162478,1,,Uttar Pradesh,78763
INC,Banaras District (East),1951,,,#019733,372480,Tribhuan Narain Singh,153123,1,,Uttar Pradesh,65446
INC,Banda District Cum Fatehpur District,1951,,,#019733,780133,Shive Dayal,356961,1,,Uttar Pradesh,87353
INC,Bareilly District (South),1951,,,#019733,379600,Satish Chandra,138758,1,,Uttar Pradesh,66740
INC,Basti District (North),1951,,,#019733,374224,Udai Shanker Dubey,172752,1,,Uttar Pradesh,128312
INC,Basti Distt Central (East) Cum Gorakhpur Distt (West),1951,,,#019733,730319,Ram Shanker Lal,498251,1,,Uttar Pradesh,193733
INC,Bijnor District (South),1951,,,#019733,381477,Nemi Saran,190669,1,,Uttar Pradesh,75018
INC,Budaun District (West),1951,,,#019733,354848,Badan Sing,131103,1,,Uttar Pradesh,71074
INC,Bulandshahr District,1951,,,#019733,770017,Balmiki Kanhaiya Lal,696063,1,,Uttar Pradesh,223717
INC,Dehra Dun Distt Cum Bijnor Distt (North West) Cum Saharanpur District (West),1951,,,#019733,373627,Mahavir Tyagi,191655,1,,Uttar Pradesh,122141
SP,Deoria District (East),1951,,,#B15928,360505,Ram Ji,127752,1,,Uttar Pradesh,62133
INC,Deoria District (South),1951,,,#019733,356039,Sarayu,119616,1,,Uttar Pradesh,53530
INC,Deoria District (West),1951,,,#019733,369077,Bishwa Nath,114804,1,,Uttar Pradesh,63325
INC,Etah Disctict North East Cum Budaun Distt (East),1951,,,#019733,352544,Raghubir Sahai,153239,1,,Uttar Pradesh,63147
INC,Etah District (Central),1951,,,#019733,365009,Rohan Lal Chaturvedi,168730,1,,Uttar Pradesh,68367
INC,Etah Distt (West) Cum Mainpuri Distt (West) Cum Mathura District (East),1951,,,#019733,361599,Digamber Singh,185634,1,,Uttar Pradesh,104536
INC,Faizabad Distt (North West),1951,,,#019733,718760,Panna Lal,526515,1,,Uttar Pradesh,130002
INC,Farrukhabad District (North),1951,,,#019733,407275,Mool Chand Dube,167836,1,,Uttar Pradesh,86024
INC,Garhwal Distt (East) Cum Moradabad Distt (North East),1951,,,#019733,347009,Bhaktadarshan,96529,1,,Uttar Pradesh,65994
IND,Garhwal Distt (West) Cum Tehri Garhwal Distt Cum Bijnor Distt (North),1951,,,#95b3d7,373418,Maharani Sahiba Kamlendu Mati Shah,135092,1,,Uttar Pradesh,68811
INC,Ghazipur District (West),1951,,,#019733,392667,Har Prasad,169758,1,,Uttar Pradesh,52809
SP,Ghazipur Distt (East) Cum Ballia District South (West),1951,,,#B15928,360946,Ram Nagina,117115,1,,Uttar Pradesh,44195
INC,Gonda District (East) Cum Basti District (West),1951,,,#019733,337344,Kesho Deo Malviya,117305,1,,Uttar Pradesh,68516
INC,Gonda District (North),1951,,,#019733,364459,Chowdhari Hyder Husain,164274,1,,Uttar Pradesh,82217
HMS,Gonda District (West),1951,,,#999,380009,Nayar Shakuntala,131240,1,,Uttar Pradesh,66330
INC,Gorakhpur District (Central),1951,,,#019733,388724,Dasrath Pd. Divedi,144643,1,,Uttar Pradesh,108898
INC,Gorakhpur District (North),1951,,,#019733,369306,Hari Shanker Prasad,120382,1,,Uttar Pradesh,67341
INC,Gorakhpur District (South),1951,,,#019733,342796,Sinhasan Singh,104695,1,,Uttar Pradesh,57450
INC,Hamirpur District,1951,,,#019733,336458,Mannu Lal Duvedi,128684,1,,Uttar Pradesh,42118
INC,Hardoi Distt (North West) Cum Farrukhabad Distt (East) Cum Shahjanpur Distt (South),1951,,,#019733,754683,Bashir Husain Zaidi,532687,1,,Uttar Pradesh,111883
INC,Jalaun Distt Cum Etawah Distt (West) Cum Jhansi Distt (North),1951,,,#019733,753180,Lotan Ram,584312,1,,Uttar Pradesh,151820
INC,Jaunpur District (East),1951,,,#019733,709849,Birbal Singh,563586,1,,Uttar Pradesh,177285
INC,Jhansi District (South),1951,,,#019733,359042,Dhulekar Raghunath,135532,1,,Uttar Pradesh,83714
INC,Kanpur District Central,1951,,,#019733,395486,Hari Har Nath Shastri,136821,1,,Uttar Pradesh,88812
INC,Kanpur District South Cum Etawah District,1951,,,#019733,376278,Bal Krishna Sharma,160257,1,,Uttar Pradesh,78355
INC,Kanpur Distt North Cum Farrukhabad Distt South,1951,,,#019733,365691,V. N. Tiwari,166635,1,,Uttar Pradesh,83859
INC,Lucknow District Central,1951,,,#019733,353447,Vijai Laxmi Pandit,148569,1,,Uttar Pradesh,102764
INC,Lucknow Distt Cum Bara Banki Distt,1951,,,#019733,730269,Ganga Devi,498095,1,,Uttar Pradesh,123427
INC,Mainpuri District (East),1951,,,#019733,340120,Badshah Gupta,139345,1,,Uttar Pradesh,61736
INC,Mathura District (West),1951,,,#019733,376706,Krishna Chandra,182335,1,,Uttar Pradesh,71235
INC,Meerut District (North East),1951,,,#019733,394599,Shah Nawaz Khan,209089,1,,Uttar Pradesh,125288
INC,Meerut District (South),1951,,,#019733,374338,Krishna Chandra Sharma,185764,1,,Uttar Pradesh,117256
INC,Meerut District (West),1951,,,#019733,357437,Khushi Ram Sharma,205243,1,,Uttar Pradesh,124601
INC,Mirzapur District Cum Banaras District (West),1951,,,#019733,720697,Rup Narain,517177,1,,Uttar Pradesh,135831
INC,Moradabad District,1951,,,#019733,387330,Hifzul Rehman,163085,1,,Uttar Pradesh,97863
INC,Moradabad District (West),1951,,,#019733,367788,Ram Saran,156871,1,,Uttar Pradesh,74644
INC,Muzaffarnagar District (South),1951,,,#019733,375540,Tripathi Hira Ballabh,199562,1,,Uttar Pradesh,103994
INC,Naini Tal Distt Cum Almora Distt (South West) Cum Bareilly Distt (North),1951,,,#019733,341976,C. D. Pande,129142,1,,Uttar Pradesh,74314
INC,Pilibhit Distt Cum Bareilly Distt (East),1951,,,#019733,328961,Mukund Lal Agarwala,128991,1,,Uttar Pradesh,55612
INC,Pratapgarh Distt (East),1951,,,#019733,362654,Munishwar Dutt Upadhyaya,122001,1,,Uttar Pradesh,77668
INC,Pratapgarh Distt (West) Cum Rae Bareli Distt (East),1951,,,#019733,696634,Feroze Gandhi,481131,1,,Uttar Pradesh,158569
INC,Rampur District Cum Bareilly District (West),1951,,,#019733,376635,Abul Kalam Azad,181607,1,,Uttar Pradesh,108180
INC,Saharanpur Distt (West) Cum Muzaffer Nagar Distt (North),1951,,,#019733,717483,Sunder Lal,711289,1,,Uttar Pradesh,253220
INC,Shajahanpur Distt (North) Cum Kheri Distt (East),1951,,,#019733,800993,Rameshwar Prasad Nevatia,479588,1,,Uttar Pradesh,126252
INC,Sitapur Distt Cum Kheri Distt (West),1951,,,#019733,772283,Pragi Lal,531924,1,,Uttar Pradesh,134275
INC,Sultanpur District (South),1951,,,#019733,362718,B. V. Keskar,136044,1,,Uttar Pradesh,74242
INC,Sultanpur Distt (North) Cum Faizabad Distt (South West),1951,,,#019733,377670,M. A. Kazmi,112311,1,,Uttar Pradesh,46091
INC,Unnao District Cum Rae Bareli Distt (West) Cum Hardoi District (South East),1951,,,#019733,744918,Vishamabher Daya L,504827,1,,Uttar Pradesh,168081
INC,Chhatarpur Datia Tikamgarh,1951,,,#019733,587455,Ram Sahai Tiwari,347010,1,,Vindhya Pradesh,82104
INC,Rewa,1951,,,#019733,284152,Rajbhan Singh,97630,1,,Vindhya Pradesh,26549
INC,Satna,1951,,,#019733,293454,Upadhiya S. D.,101641,1,,Vindhya Pradesh,48800
SP,Shahdol Sidhi,1951,,,#B15928,595865,Bhagwan Dutta Shastri,159557,1,,Vindhya Pradesh,62033
INC,Bankura,1951,,,#019733,719632,Jagannath Koley,565367,1,,West Bengal,108885
INC,Barrackpore,1951,,,#019733,365287,Das Ramananda,159207,1,,West Bengal,81585
CPI,Basirhat,1951,,,#DE0000,762830,Chakravartty Renu,626043,1,,West Bengal,172182
RSP,Berhampore,1951,,,#999,371621,Tridib Chaudhuri,178873,1,,West Bengal,82579
INC,Birbhum,1951,,,#019733,761831,Anil Kumar Chanda,503410,1,,West Bengal,116734
INC,Burdwan,1951,,,#019733,722434,Atulla Ghose,512219,1,,West Bengal,119987
CPI,Calcutta North East,1951,,,#DE0000,375515,Hirendra Nath Mukherjee,143132,1,,West Bengal,71970
RSP,Calcutta North West,1951,,,#999,382636,Meghnath Shah,139731,1,,West Bengal,74124
BJS,Calcutta South East,1951,,,#999,381486,Syama Prosad Mookerjee,144614,1,,West Bengal,65026
INC,Calcutta South West,1951,,,#019733,380061,Ashim Krishna Dutt,144065,1,,West Bengal,73634
INC,Contai,1951,,,#019733,375591,"Dass, Basanta Kumar",210471,1,,West Bengal,79809
CPI,Diamond Harbour,1951,,,#DE0000,730094,Basu Kamal,680143,1,,West Bengal,120982
CPI,Ghatal,1951,,,#DE0000,361187,Chowdhury Nikunja Behari,180379,1,,West Bengal,73435
HMS,Hooghly,1951,,,#999,385944,N. C. Chatterjee,198385,1,,West Bengal,71798
INC,Howrah,1951,,,#019733,378918,Santosh Kumar Dutta,178071,1,,West Bengal,60929
INC,Kalna Katwa,1951,,,#019733,377219,Jonab Abdus Sattar,185672,1,,West Bengal,72682
INC,Malda,1951,,,#019733,354919,Surendra Mohan Ghose,145601,1,,West Bengal,81666
BJS,Midnapore Jhargram,1951,,,#999,742739,Bandopadhyaya Durga Charan,569207,1,,West Bengal,151494
INC,Murshidabad,1951,,,#019733,380477,Muhammed Khuda Bukhsh,186684,1,,West Bengal,124892
INC,Nabadwip,1951,,,#019733,381812,Lakshmi Kanta Maitra,159025,1,,West Bengal,91464
INC,North Bengal,1951,,,#019733,931845,Upendra Nath Barman,862056,1,,West Bengal,177618
INC,Santipur,1951,,,#019733,371454,Arun Chandra Guha,160938,1,,West Bengal,80439
CPI,Serampore,1951,,,#DE0000,381914,Tusar Kanti Chattopadhyaya,190924,1,,West Bengal,77734
INC,Tamluk,1951,,,#019733,375461,"Samanta, Satish Chandra",255379,1,,West Bengal,101109
INC,Uluberia,1951,,,#019733,382085,Satyaban Roy,184939,1,,West Bengal,76719
INC,West Dinajpur,1951,,,#019733,365483,Susil Ranjan Chattopadhyay,149398,1,,West Bengal,88815
INC,Adilabad,1957,,,#019733,365889,K. Ashanna,176662,1,,Andhra Pradesh,91287
INC,Adoni,1957,,,#019733,393171,Pendekanti Venkata Subbaiah,117937,1,,Andhra Pradesh,83295
CPI,Anantapur,1957,,,#DE0000,423056,T. Nagi Reddy,194554,1,,Andhra Pradesh,98976
INC,Chittoor,1957,,,#019733,873993,M. Ananthasayanam Ayyangar,244210,1,,Andhra Pradesh,154817
INC,Cuddapah,1957,,,#019733,456005,V. Rami Reddy,197562,1,,Andhra Pradesh,101909
INC,Eluru,1957,,,#019733,418227,Kumari Mothey Veda Kumari,225340,1,,Andhra Pradesh,115280
INC,Golugonda,1957,,,#019733,820319,Missula Suryanarayana Murthy,493010,1,,Andhra Pradesh,84780
INC,Gudivada,1957,,,#019733,458205,Duggirala Balarama Krishnaiah,284126,1,,Andhra Pradesh,155873
INC,Guntur,1957,,,#019733,505891,K. Raghuramayya,267579,1,,Andhra Pradesh,158160
INC,Hindupur,1957,,,#019733,401230,K.V. Ramakrishna Reddy,109671,1,,Andhra Pradesh,66560
INC,Hyderabad,1957,,,#019733,283749,Vinayak Rao,116614,1,,Andhra Pradesh,77153
INC,Kakinada,1957,,,#019733,903182,B.S. Murthy,745933,1,,Andhra Pradesh,204319
INC,Karimnagar,1957,,,#019733,748201,M.R. Krishna,732963,1,,Andhra Pradesh,158820
PDF,Khammam,1957,,,#999,376471,Vittal Rao,240837,1,,Andhra Pradesh,106627
INC,Kurnool,1957,,,#019733,422547,Osman Ali Khan,103268,1,,Andhra Pradesh,81621
INC,Mahabubabad,1957,,,#019733,372879,E. Madhusudhan Rao,200672,1,,Andhra Pradesh,103964
INC,Mahabubnagar,1957,,,#019733,769063,J. Rameshwar Rao,646819,1,,Andhra Pradesh,189093
INC,Markapur,1957,,,#019733,438204,Chegireddi Bali Reddy,170026,1,,Andhra Pradesh,90883
INC,Masulipatnam,1957,,,#019733,438973,Mandali Venkata Krishna Rao,258626,1,,Andhra Pradesh,123242
INC,Medak,1957,,,#019733,378686,P. Hanmanth Rao,189121,1,,Andhra Pradesh,106511
PDF,Nalgonda,1957,,,#999,795291,D. Venkateswar Rao,859439,1,,Andhra Pradesh,241512
CPI,Narasapur,1957,,,#DE0000,457723,Uddaraju Ramam,260037,1,,Andhra Pradesh,134119
INC,Nellore,1957,,,#019733,879574,B. Anjanappa,621871,1,,Andhra Pradesh,220121
INC,Nizamabad,1957,,,#019733,402088,Harish Chandra Heda,183763,1,,Andhra Pradesh,110646
INC,Ongole,1957,,,#019733,477593,Ronda Narapa Reddy,248545,1,,Andhra Pradesh,136582
INC,Parvathipuram,1957,,,#019733,827104,B. Satyanarayana,494403,1,,Andhra Pradesh,126792
INC,Rajahmundry,1957,,,#019733,430056,D. Satyanarayana Raju,0,1,,Andhra Pradesh,0
IND,Rajampet,1957,,,#95b3d7,417694,S. Hussain Shah,0,1,,Andhra Pradesh,0
INC,Rajampet,1957,,,#019733,417694,T.N. Viswanath Reddy,0,1,,Andhra Pradesh,0
INC,Secunderabad,1957,,,#019733,341797,Ahmed Mohiuddin,147258,1,,Andhra Pradesh,98203
INC,Srikakulam,1957,,,#019733,416861,Boddepalli Rajagopala Rao,153238,1,,Andhra Pradesh,84797
INC,Tenali,1957,,,#019733,460055,N.G. Ranga,271205,1,,Andhra Pradesh,149811
INC,Vicarabad,1957,,,#019733,393492,Sangam Lakshmi Bai,0,1,,Andhra Pradesh,0
INC,Vijayawada,1957,,,#019733,406776,Komarraju Achamamba,239762,1,,Andhra Pradesh,116861
IND,Visakhapatnam,1957,,,#95b3d7,371425,Pusapati Vijayarama Gajapathi Raju,136779,1,,Andhra Pradesh,88563
INC,Warangal,1957,,,#019733,343246,Sadat Ali Khan,199543,1,,Andhra Pradesh,107249
IND,Autonomous Dists,1957,,,#95b3d7,393735,"Hynniewta, Hoover",117177,1,,Assam,58428
INC,Cachar,1957,,,#019733,729793,Tewari Dwarika Nath,393379,1,,Assam,219704
INC,Darrang,1957,,,#019733,309968,"Bhagavati, Bijoy Chandra",0,1,,Assam,0
PSP,Dhubri,1957,,,#999,369328,Ali Amjad,174713,1,,Assam,101303
INC,Dibrugarh,1957,,,#019733,346534,"Hazarika, Jogendra Nath",137398,1,,Assam,95238
PSP,Gauhati,1957,,,#999,420761,"Barua, Hem",240121,1,,Assam,143497
INC,Goalpara,1957,,,#019733,783396,"Debi, Rani Manjula",696041,1,,Assam,183974
INC,Jorhat,1957,,,#019733,373626,Ahmed Mofida,176442,1,,Assam,80028
INC,Nowgong,1957,,,#019733,392935,"Kataki, Liladhar",192740,1,,Assam,119002
INC,Sibsagar,1957,,,#019733,375283,"Borua, Profulla Chandra",164601,1,,Assam,92374
INC,Aurangabad,1957,,,#019733,355668,Satyendra Narain Singh,141292,1,,Bihar,89389
INC,Bagaha,1957,,,#019733,300750,Bibhuti Mishra,101822,1,,Bihar,56380
INC,Banka,1957,,,#019733,389809,Shakuntala Devi,154018,1,,Bihar,78857
INC,Barh,1957,,,#019733,356840,Tarkeshwari Devi,167987,1,,Bihar,78929
INC,Begusarai,1957,,,#019733,402037,Mathura Prasad Mishra,217368,1,,Bihar,113294
INC,Bhagalpur,1957,,,#019733,405868,Banarshi Prasad Jhunjhunwala,180611,1,,Bihar,93315
IND,Buxar,1957,,,#95b3d7,366736,Kamal Singh,171694,1,,Bihar,75441
INC,Champaran,1957,,,#019733,679590,Bipin Behari Verma,484364,1,,Bihar,187843
PSP,Chapra,1957,,,#999,389668,Rajendra Singh,166322,1,,Bihar,75994
CNSPJP,Chatra,1957,,,#999,341923,Vijaya Raje,127716,1,,Bihar,84234
INC,Darbhanga,1957,,,#019733,798390,Shree Narayan Dass,323395,1,,Bihar,157710
INC,Dhanbad,1957,,,#019733,420606,Prabhat Chanra Bose,139548,1,,Bihar,67095
JHP,Dumka,1957,,,#999,750384,Suresh Chandra Chudhury,582379,1,,Bihar,148888
INC,Gaya,1957,,,#019733,297223,Brajshwar Prasad,121012,1,,Bihar,57927
CNSPJP,Giridih,1957,,,#999,327591,Quazi S. A. Matin,126018,1,,Bihar,64602
INC,Gopalganj,1957,,,#019733,368473,Dr. Syed Mahmud,134227,1,,Bihar,83520
INC,Hajipur,1957,,,#019733,785053,Rajeshwar Patel,707039,1,,Bihar,163476
CNSPJP,Hazaribagh,1957,,,#999,340558,Lalita Rajya Lakshmi,115905,1,,Bihar,78486
INC,Jainagar,1957,,,#019733,419604,Shyam Nandan Mishra,178811,1,,Bihar,88936
INC,Jamshedpur,1957,,,#019733,399840,M.K. Ghosh,160822,1,,Bihar,57063
INC,Katihar,1957,,,#019733,376760,Awadhesh Kumar Singh,150894,1,,Bihar,78289
INC,Kesaria,1957,,,#019733,339047,Dwarkanath Tiwari,131716,1,,Bihar,69692
INC,Khagaria,1957,,,#019733,363573,Jiya Lal Mandal,205000,1,,Bihar,121677
INC,Kishanganj,1957,,,#019733,388648,Md. Tahir,143835,1,,Bihar,68949
JHP,Lohardaga,1957,,,#999,329578,Ignece Beck,114376,1,,Bihar,50185
INC,Madhubani,1957,,,#019733,405430,Anirudh Singh,174371,1,,Bihar,80675
INC,Maharajganj,1957,,,#019733,385849,Mahendra Nath Singh,147420,1,,Bihar,71718
INC,Monghyr,1957,,,#019733,658086,Banarsi Pd. Sinha,663987,1,,Bihar,168397
INC,Muzaffarpur,1957,,,#019733,375378,Shyam Nandan Sahay,181921,1,,Bihar,88998
INC,Nalanda,1957,,,#019733,350254,Kailash Pati Singh,161004,1,,Bihar,75835
INC,Nawada,1957,,,#019733,718269,Satyabhama Devi,535744,1,,Bihar,109255
INC,Palamu,1957,,,#019733,349569,Gajendra Pd. Sinha,115601,1,,Bihar,47202
INC,Patna,1957,,,#019733,322388,Sarangdhar Sinha,142554,1,,Bihar,75618
INC,Pupri,1957,,,#019733,390892,Digvijaya Narain Singh,207061,1,,Bihar,91894
INC,Purnea,1957,,,#019733,394634,Phani Gopal Sen Gupta,172563,1,,Bihar,89369
INC,Rajmahal,1957,,,#019733,372878,Paika Murmu,118640,1,,Bihar,55896
JHP,Ranchi East,1957,,,#999,336924,M.R.Masani,112864,1,,Bihar,39025
JHP,Ranchi West,1957,,,#999,386903,Jaipal Singh,231027,1,,Bihar,139197
INC,Saharsa,1957,,,#019733,714574,Lalit Narain Mishra,610961,1,,Bihar,144773
INC,Samastipur,1957,,,#019733,346226,Satya Narayan Sinha,166815,1,,Bihar,89266
INC,Sasaram,1957,,,#019733,741808,Ramsubhag Singh,352370,1,,Bihar,177130
INC,Shahabad,1957,,,#019733,376683,Baliram Bhagat,175177,1,,Bihar,99199
JHP,Singhbhum,1957,,,#999,397630,Shambhu Charan,139346,1,,Bihar,72246
PSP,Sitamarhi,1957,,,#999,417735,Acharya J. B. Kripalani,211523,1,,Bihar,125613
INC,Siwan,1957,,,#019733,378240,Jhulan Singh,138756,1,,Bihar,66147
IND,Ahmedabad,1957,,,#95b3d7,699036,Yagnik Indulal Kanaiyalal,942069,1,,Bombay,296565
IND,Ahmednagar,1957,,,#95b3d7,339802,Khadilakar Raghunath Keshav,163580,1,,Bombay,85265
INC,Akola,1957,,,#019733,779310,Khedkar Gopalrao Bajirao,971850,1,,Bombay,270093
INC,Amravati,1957,,,#019733,407788,Deshmukh Panjabrao Shamrao,256779,1,,Bombay,159874
INC,Anand,1957,,,#019733,420787,Patel Maniben Vallabbhai,283003,1,,Bombay,160216
INC,Aurangabad,1957,,,#019733,376048,Tirth Swami Ramanand,133713,1,,Bombay,76274
INC,Banaskantha,1957,,,#019733,344894,Chawda Akbarbhai Dalumiya,122033,1,,Bombay,66368
INC,Baramati,1957,,,#019733,334734,Jadhe Keshvrao Marutirao,147726,1,,Bombay,63364
INC,Baroda,1957,,,#019733,373878,Gaekwar Fatehsinhrao Pratapsinhrao,239276,1,,Bombay,151461
INC,Bhandara,1957,,,#019733,815989,Wasnik Balkrishna Ramchandra,872824,1,,Bombay,227373
INC,Bhir,1957,,,#019733,377932,Rakhamaji Dhondiba,124103,1,,Bombay,66013
CPI,Bombay City Central,1957,,,#DE0000,783116,Dange Shripad Amrit,1055732,1,,Bombay,323526
INC,Bombay City North,1957,,,#019733,455745,Krishna Menon Vengalil Krishnan,295675,1,,Bombay,171708
INC,Bombay City South,1957,,,#019733,354614,Patil Sadashiv Kanoji,226000,1,,Bombay,140365
INC,Broach,1957,,,#019733,345539,Bhat Chandrashankar Manishankar,218382,1,,Bombay,118054
INC,Buldhana,1957,,,#019733,385924,Rane Shioram Rango,246299,1,,Bombay,131914
INC,Bulsar,1957,,,#019733,389567,Patel Nanubhai Nichhabhai,247069,1,,Bombay,143321
INC,Chanda,1957,,,#019733,371606,Swami V. N.,217922,1,,Bombay,119949
BJS,Dhule,1957,,,#999,398872,Patil Uttamrao Laxman,222098,1,,Bombay,122232
INC,Dohad,1957,,,#019733,358134,Dindod Jaljibhai Koyabhai,170147,1,,Bombay,104555
PSP,East Khandesh,1957,,,#999,381999,Bharucha Naushir Cursetji,223946,1,,Bombay,124324
INC,Girnar,1957,,,#019733,352947,Shah Jayaben Vajubhai,166305,1,,Bombay,118220
INC,Gohilwad,1957,,,#019733,355030,Mehta Balvantrai Gopalji,145540,1,,Bombay,82582
INC,Halar,1957,,,#019733,344232,Hathi Jaisukhlal Lalshankar,120561,1,,Bombay,90914
INC,Jalna,1957,,,#019733,368408,Tyabji Saif Faiz,118898,1,,Bombay,76468
IND,Kaira,1957,,,#95b3d7,382298,Dabhi Thakorshri Fatesinhji Ratansinhji,245504,1,,Bombay,127646
PWP,Karad,1957,,,#999,348850,Chavan Dajisaheb Ramrao,238652,1,,Bombay,132310
SCF,Khed,1957,,,#999,363368,Salunke Balasaheb Dagaduji,169007,1,,Bombay,105065
PWP,Kolaba,1957,,,#999,332039,Raut Rajaram Balkrishna,178591,1,,Bombay,121033
SCF,Kolhapur,1957,,,#999,721836,Dige Shankarrao Khanderao,869244,1,,Bombay,269605
IND,Kopargaon,1957,,,#95b3d7,327295,Kamble Bapu Chandrasen,143573,1,,Bombay,92501
INC,Kutch,1957,,,#019733,352326,Bhavanji A. Khimji,150285,1,,Bombay,83688
INC,Madhya Saurashtra,1957,,,#019733,373121,Shah Manubhai Mansukhlal,145045,1,,Bombay,103906
PSP,Malegaon,1957,,,#999,375529,Jadhav Yadav Narayan,238079,1,,Bombay,139168
INC,Mandvi,1957,,,#019733,379317,Kedaria Chhaganlal Madaribhai,223157,1,,Bombay,150501
IND,Mehsana,1957,,,#95b3d7,379356,Patel Purshottamdas Rachhoddas,254689,1,,Bombay,175887
PWP,Miraj,1957,,,#999,370305,Patil Balwant Alias Balasaheb Pandurag,243605,1,,Bombay,130854
