pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
MOHANLALGANJ,10031,2014,Uttar Pradesh,Aam Aadmi Party,SUNIL GAUTAM,,,,,5,#999,1116588
MOHANLALGANJ,7412,2014,Uttar Pradesh,Independent,MAHESH KUMAR,,,,,6,#95b3d7,1116588
MOHANLALGANJ,6304,2014,Uttar Pradesh,Independent,REENA CHAUDHARY,,,,,7,#95b3d7,1116588
MOHANLALGANJ,5115,2014,Uttar Pradesh,All India Trinamool Congress,AMIT RAWAT,,,,,8,#0C6965,1116588
MOHANLALGANJ,4708,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,9,#999,1116588
MOHANLALGANJ,4280,2014,Uttar Pradesh,Indian National League,SANTOSH KUMAR DHARKAR,,,,,10,#999,1116588
MOHANLALGANJ,4214,2014,Uttar Pradesh,Independent,SHATROHANLAL RAWAT,,,,,11,#95b3d7,1116588
MOHANLALGANJ,2425,2014,Uttar Pradesh,Mahila Swabhiman Party,MEERA DEVI,,,,,12,#999,1116588
MOHANLALGANJ,2225,2014,Uttar Pradesh,Rashtriya Rashtrawadi Party,GAUTAM BHARTI,,,,,13,#999,1116588
MOHANLALGANJ,1826,2014,Uttar Pradesh,Republican Party of India (A),GOPAL KANAUJIYA,,,,,14,#999,1116588
MOHANLALGANJ,1782,2014,Uttar Pradesh,Naitik Party,MEENA RAWAT,,,,,15,#999,1116588
MOHANLALGANJ,1632,2014,Uttar Pradesh,Samtawadi Republican Party,BRIJLAL,,,,,16,#999,1116588
MOHANLALGANJ,1617,2014,Uttar Pradesh,Awami Samta Party,MAHENDRA KUMAR RAWAT,,,,,17,#999,1116588
MOHANLALGANJ,1494,2014,Uttar Pradesh,Manavtawadi Samaj Party,JAGDISH PRASAD GAUTAM,,,,,18,#999,1116588
MOHANLALGANJ,1427,2014,Uttar Pradesh,Peace Party,OM PRAKASH,,,,,19,#999,1116588
LUCKNOW,561106,2014,Uttar Pradesh,Bharatiya Janata Party,RAJ NATH SINGH,,,,,1,#FB7B0D,1033783
LUCKNOW,288357,2014,Uttar Pradesh,Indian National Congress,PROF. RITA BAHUGUNA JOSHI,,,,,2,#019733,1033783
LUCKNOW,64449,2014,Uttar Pradesh,Bahujan Samaj Party,NAKUL DUBEY,,,,,3,#77968E,1033783
LUCKNOW,56771,2014,Uttar Pradesh,Samajwadi Party,ABHISHEK MISRA,,,,,4,#B15928,1033783
LUCKNOW,41429,2014,Uttar Pradesh,Aam Aadmi Party,SYED JAVED AHMED JAFRI,,,,,5,#999,1033783
LUCKNOW,4596,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,6,#999,1033783
LUCKNOW,1901,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,SUMAN VERMA,,,,,7,#999,1033783
LUCKNOW,1486,2014,Uttar Pradesh,All India Trinamool Congress,MOHD. SARWAR MALIK,,,,,8,#0C6965,1033783
LUCKNOW,1174,2014,Uttar Pradesh,Bahujan Kranti Party (Marxwad-Ambedkarwad),SANJEEV MEHROTRA ALIAS PIKKU BHAI,,,,,9,#999,1033783
LUCKNOW,1100,2014,Uttar Pradesh,Independent,SYED ALI HUSAIN,,,,,10,#95b3d7,1033783
LUCKNOW,930,2014,Uttar Pradesh,Independent,ASOK PANDE,,,,,11,#95b3d7,1033783
LUCKNOW,851,2014,Uttar Pradesh,RASHTRIYA VIKLANG PARTY,SHISHU PAL YADAV,,,,,12,#999,1033783
LUCKNOW,849,2014,Uttar Pradesh,Lok Dal,SUNIL SINGH,,,,,13,#999,1033783
LUCKNOW,743,2014,Uttar Pradesh,Swarajya Party Of India,TARA PATKAR,,,,,14,#999,1033783
LUCKNOW,719,2014,Uttar Pradesh,Independent,SUBHASH CHANDRA LEHRI,,,,,15,#95b3d7,1033783
LUCKNOW,694,2014,Uttar Pradesh,Samyak Parivartan Party,HARI RAM ALIAS HARIBHAI PATEL,,,,,16,#999,1033783
LUCKNOW,661,2014,Uttar Pradesh,Independent,PADAM CHANDRA GUPTA,,,,,17,#95b3d7,1033783
LUCKNOW,607,2014,Uttar Pradesh,Independent,SHAILENDRA SINGH YADAV,,,,,18,#95b3d7,1033783
LUCKNOW,575,2014,Uttar Pradesh,Manavtawadi Samaj Party,VIJAY BAHADUR SINGH,,,,,19,#999,1033783
LUCKNOW,572,2014,Uttar Pradesh,Independent,MANOJ SINGH,,,,,20,#95b3d7,1033783
LUCKNOW,542,2014,Uttar Pradesh,Uttar Pradesh Republican Party,RADHA KRISHNAN,,,,,21,#999,1033783
LUCKNOW,523,2014,Uttar Pradesh,National Youth Party,RAJ KUMAR SINGH,,,,,22,#999,1033783
LUCKNOW,502,2014,Uttar Pradesh,Bharatiya Nav Kranti Party,RAMPHAL RAWAT,,,,,23,#999,1033783
LUCKNOW,445,2014,Uttar Pradesh,Rashtriya Krantikari Samajwadi Party,NAND KUMAR LODHI RAJPOOT,,,,,24,#999,1033783
LUCKNOW,441,2014,Uttar Pradesh,Independent,VINAY PRAKASH MISHRA,,,,,25,#95b3d7,1033783
LUCKNOW,391,2014,Uttar Pradesh,Independent,RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI,,,,,26,#95b3d7,1033783
LUCKNOW,389,2014,Uttar Pradesh,Independent,ADARSH SHASTRI,,,,,27,#95b3d7,1033783
LUCKNOW,361,2014,Uttar Pradesh,Nagrik Ekta Party,RABI DUBEY,,,,,28,#999,1033783
LUCKNOW,337,2014,Uttar Pradesh,Independent,YOGESH CHANDRA BHATT,,,,,29,#95b3d7,1033783
LUCKNOW,282,2014,Uttar Pradesh,Independent,GHANSHYAM SINGH,,,,,30,#95b3d7,1033783
RAE BARELI,526434,2014,Uttar Pradesh,Indian National Congress,SONIA GANDHI,,,,,1,#019733,825136
RAE BARELI,173721,2014,Uttar Pradesh,Bharatiya Janata Party,AJAY AGRAWAL,,,,,2,#FB7B0D,825136
RAE BARELI,63633,2014,Uttar Pradesh,Bahujan Samaj Party,PRAVESH SINGH,,,,,3,#77968E,825136
RAE BARELI,10383,2014,Uttar Pradesh,Aam Aadmi Party,ARCHANA SRIVASTAVA,,,,,4,#999,825136
RAE BARELI,7914,2014,Uttar Pradesh,Independent,SHAKIL AHAMAD,,,,,5,#95b3d7,825136
RAE BARELI,6688,2014,Uttar Pradesh,Independent,PRAMOD KUREEL,,,,,6,#95b3d7,825136
RAE BARELI,5409,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,7,#999,825136
RAE BARELI,5205,2014,Uttar Pradesh,Bahujan Mukti Party,KIRAN CHAUDHARI,,,,,8,#999,825136
RAE BARELI,4418,2014,Uttar Pradesh,Independent,MANGAL SAIN,,,,,9,#95b3d7,825136
RAE BARELI,3538,2014,Uttar Pradesh,Independent,SAHADAT ALI KHAN,,,,,10,#95b3d7,825136
RAE BARELI,3507,2014,Uttar Pradesh,All India Trinamool Congress,ANJU SINGH,,,,,11,#0C6965,825136
RAE BARELI,3330,2014,Uttar Pradesh,Manavtawadi Samaj Party,SURESH CHANDRA,,,,,12,#999,825136
RAE BARELI,2645,2014,Uttar Pradesh,Hindustan Krantikari Dal,KAILASH KUMAR,,,,,13,#999,825136
RAE BARELI,2108,2014,Uttar Pradesh,Lok Dal,SAHAR NAQVI,,,,,14,#999,825136
RAE BARELI,1661,2014,Uttar Pradesh,Samtawadi Republican Party,RATIRAM,,,,,15,#999,825136
RAE BARELI,1586,2014,Uttar Pradesh,VANCHITSAMAJ INSAAF PARTY,MOHAMMAD ASHRAF,,,,,16,#999,825136
RAE BARELI,1493,2014,Uttar Pradesh,Rashtriya Ahinsa Manch,SHIV SEWAK,,,,,17,#999,825136
RAE BARELI,1463,2014,Uttar Pradesh,Nehru Janhit Congress,JAWAHAR LAL,,,,,18,#999,825136
AMETHI,408651,2014,Uttar Pradesh,Indian National Congress,RAHUL GANDHI,,,,,1,#019733,874625
AMETHI,300748,2014,Uttar Pradesh,Bharatiya Janata Party,SMRITI ZUBIN IRANI,,,,,2,#FB7B0D,874625
AMETHI,57716,2014,Uttar Pradesh,Bahujan Samaj Party,DHARMENDRA PRATAP SINGH,,,,,3,#77968E,874625
AMETHI,25527,2014,Uttar Pradesh,Aam Aadmi Party,DR. KUMAR VISHVAS,,,,,4,#999,874625
AMETHI,6464,2014,Uttar Pradesh,VANCHITSAMAJ INSAAF PARTY,VEDPAL SHASATRI,,,,,5,#999,874625
AMETHI,6422,2014,Uttar Pradesh,Independent,RAMESH CHANDRA,,,,,6,#95b3d7,874625
AMETHI,5537,2014,Uttar Pradesh,Independent,SWAMINATH,,,,,7,#95b3d7,874625
AMETHI,5467,2014,Uttar Pradesh,Kisan Majdoor Berojgar Sangh,GOPAL SWAROOP GANDHI,,,,,8,#999,874625
AMETHI,4884,2014,Uttar Pradesh,Independent,TULSIRAM,,,,,9,#95b3d7,874625
AMETHI,4457,2014,Uttar Pradesh,Qaumi Ekta Dal,MOHD HASAN LAHRI,,,,,10,#999,874625
AMETHI,4109,2014,Uttar Pradesh,All India Trinamool Congress,CHHAYA SINGH,,,,,11,#0C6965,874625
AMETHI,3305,2014,Uttar Pradesh,Independent,UMAKANT,,,,,12,#95b3d7,874625
AMETHI,2845,2014,Uttar Pradesh,Independent,LAL BAHADUR,,,,,13,#95b3d7,874625
AMETHI,2726,2014,Uttar Pradesh,Independent,MITHILESH KUMARI,,,,,14,#95b3d7,874625
AMETHI,2546,2014,Uttar Pradesh,Communist Party of India (Marxist-Leninist) Red Star,VASDEO,,,,,15,#DE0000,874625
AMETHI,2454,2014,Uttar Pradesh,Independent,GIRIJA BAKS,,,,,16,#95b3d7,874625
AMETHI,2384,2014,Uttar Pradesh,Independent,RAM SAJIWAN,,,,,17,#95b3d7,874625
AMETHI,2345,2014,Uttar Pradesh,Independent,DWARIKA PRASAD,,,,,18,#95b3d7,874625
AMETHI,2289,2014,Uttar Pradesh,Independent,SHIV KUMAR,,,,,19,#95b3d7,874625
AMETHI,2201,2014,Uttar Pradesh,Independent,JITENDRA SINGH,,,,,20,#95b3d7,874625
AMETHI,2189,2014,Uttar Pradesh,Manavtawadi Samaj Party,RAMSIDDH YADAV,,,,,21,#999,874625
AMETHI,1871,2014,Uttar Pradesh,Pragatisheel Samaj Party,C L MAURYA,,,,,22,#999,874625
AMETHI,1784,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,23,#999,874625
AMETHI,1753,2014,Uttar Pradesh,Sanatan Sanskriti Raksha Dal,RADHE MOHAN,,,,,24,#999,874625
AMETHI,1617,2014,Uttar Pradesh,Bahujan Mukti Party,BABU LAL,,,,,25,#999,874625
AMETHI,1572,2014,Uttar Pradesh,Rashtriya Manav samman Party,RAM ASREY,,,,,26,#999,874625
AMETHI,1387,2014,Uttar Pradesh,Peace Party,ZAHIDA BEGAM,,,,,27,#999,874625
AMETHI,1307,2014,Uttar Pradesh,Independent,GANGESH KUMAR GUPTA,,,,,28,#95b3d7,874625
AMETHI,1299,2014,Uttar Pradesh,Independent,BHAGWAN DEEN,,,,,29,#95b3d7,874625
AMETHI,1255,2014,Uttar Pradesh,Independent,NARESH SINGH BHADAURIYA,,,,,30,#95b3d7,874625
AMETHI,1252,2014,Uttar Pradesh,Independent,SONAM KINNAR,,,,,31,#95b3d7,874625
AMETHI,1140,2014,Uttar Pradesh,Pragatisheel Manav Samaj Party,RAM NEWAJ,,,,,32,#999,874625
AMETHI,1064,2014,Uttar Pradesh,Most Backward Classes Of India,RAVI KUMAR,,,,,33,#999,874625
AMETHI,1043,2014,Uttar Pradesh,Independent,JAGAT SINGH CHAUDHARY,,,,,34,#95b3d7,874625
AMETHI,1015,2014,Uttar Pradesh,Independent,SANJAY KUMAR,,,,,35,#95b3d7,874625
SULTANPUR,410348,2014,Uttar Pradesh,Bharatiya Janata Party,FEROZE VARUN GANDHI,,,,,1,#FB7B0D,964981
SULTANPUR,231446,2014,Uttar Pradesh,Bahujan Samaj Party,PAWAN PANDEY,,,,,2,#77968E,964981
SULTANPUR,228144,2014,Uttar Pradesh,Samajwadi Party,SHAKEEL AHMED,,,,,3,#B15928,964981
SULTANPUR,41983,2014,Uttar Pradesh,Indian National Congress,AMEETA SINGH,,,,,4,#019733,964981
SULTANPUR,14021,2014,Uttar Pradesh,Independent,VARUN GANDHI,,,,,5,#95b3d7,964981
SULTANPUR,5835,2014,Uttar Pradesh,Aam Aadmi Party,SHAILENDRA PRATAP SINGH,,,,,6,#999,964981
SULTANPUR,5752,2014,Uttar Pradesh,Independent,BRIJESH KUMAR,,,,,7,#95b3d7,964981
SULTANPUR,5412,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,8,#999,964981
SULTANPUR,4630,2014,Uttar Pradesh,Independent,VIJAY,,,,,9,#95b3d7,964981
SULTANPUR,3804,2014,Uttar Pradesh,Suheldev Bhartiya Samaj Party,GIRISH LAL,,,,,10,#999,964981
SULTANPUR,3381,2014,Uttar Pradesh,Rastriya Insaaf Party,DR. NAFEES AHMAD,,,,,11,#999,964981
SULTANPUR,2737,2014,Uttar Pradesh,Pragatisheel Manav Samaj Party,PITAMBAR NISHAD,,,,,12,#999,964981
SULTANPUR,2363,2014,Uttar Pradesh,Apna Desh Party,SARTAJ KHAN,,,,,13,#999,964981
SULTANPUR,1887,2014,Uttar Pradesh,Bahujan Mukti Party,RAM MILAN,,,,,14,#999,964981
SULTANPUR,1637,2014,Uttar Pradesh,Qaumi Ekta Dal,MOHD SHAMIM,,,,,15,#999,964981
SULTANPUR,1601,2014,Uttar Pradesh,Most Backward Classes Of India,SHIV SHANKAR,,,,,16,#999,964981
PRATAPGARH,375789,2014,Uttar Pradesh,Apna Dal,KUWAR HARIVANSH SINGH,,,,,1,#999,894456
PRATAPGARH,207567,2014,Uttar Pradesh,Bahujan Samaj Party,ASIF NIZAMUDDIN SIDDIQUE,,,,,2,#77968E,894456
PRATAPGARH,138620,2014,Uttar Pradesh,Indian National Congress,RAJKUMARI RATNA SINGH,,,,,3,#019733,894456
PRATAPGARH,120107,2014,Uttar Pradesh,Samajwadi Party,PRAMOD KUMAR SINGH PATEL,,,,,4,#B15928,894456
PRATAPGARH,9983,2014,Uttar Pradesh,Aam Aadmi Party,"ASHOK SHUKLA "" SENANI""",,,,,5,#999,894456
PRATAPGARH,9098,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,6,#999,894456
PRATAPGARH,6309,2014,Uttar Pradesh,All India Trinamool Congress,SANTOSH KUMAR SINGH,,,,,7,#0C6965,894456
PRATAPGARH,5618,2014,Uttar Pradesh,Independent,HARIVANSH,,,,,8,#95b3d7,894456
PRATAPGARH,4207,2014,Uttar Pradesh,Bahujan Mukti Party,RAM SEWAK,,,,,9,#999,894456
PRATAPGARH,3342,2014,Uttar Pradesh,Independent,AJMAL KHAN,,,,,10,#95b3d7,894456
PRATAPGARH,3002,2014,Uttar Pradesh,Independent,KIRAN MISHRA,,,,,11,#95b3d7,894456
PRATAPGARH,2766,2014,Uttar Pradesh,Bhartiya Vanchitsamaj Party,NIRMALA DEVI,,,,,12,#999,894456
PRATAPGARH,2458,2014,Uttar Pradesh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SHESHNATH,,,,,13,#999,894456
PRATAPGARH,2160,2014,Uttar Pradesh,Janata Dal  (United),BAL KRISHNA,,,,,14,#8064a2,894456
PRATAPGARH,1859,2014,Uttar Pradesh,Shivsena,FOOLCHANDRA,,,,,15,#F05A00,894456
PRATAPGARH,1571,2014,Uttar Pradesh,Rashtriya Janshanti Party,RAJENDRA SHARMA,,,,,16,#999,894456
FARRUKHABAD,406195,2014,Uttar Pradesh,Bharatiya Janata Party,MUKESH RAJPUT,,,,,1,#FB7B0D,970677
FARRUKHABAD,255693,2014,Uttar Pradesh,Samajwadi Party,RAMESHWAR SINGH YADAV,,,,,2,#B15928,970677
FARRUKHABAD,114521,2014,Uttar Pradesh,Bahujan Samaj Party,JAIVEER SINGH,,,,,3,#77968E,970677
FARRUKHABAD,95543,2014,Uttar Pradesh,Indian National Congress,SALMAN KHURSHID,,,,,4,#019733,970677
FARRUKHABAD,58703,2014,Uttar Pradesh,Independent,SACHIN SINGH YADAV,,,,,5,#95b3d7,970677
FARRUKHABAD,4974,2014,Uttar Pradesh,Independent,RAM KISHORE DIWEDI,,,,,6,#95b3d7,970677
FARRUKHABAD,4659,2014,Uttar Pradesh,Independent,MALIKHAN SINGH ADVOCATE,,,,,7,#95b3d7,970677
FARRUKHABAD,2933,2014,Uttar Pradesh,Independent,KISHAN PAL SINGH,,,,,8,#95b3d7,970677
FARRUKHABAD,2655,2014,Uttar Pradesh,Peace Party,MO. TAMAJID,,,,,9,#999,970677
FARRUKHABAD,2420,2014,Uttar Pradesh,Independent,MUKESH RAJPUT,,,,,10,#95b3d7,970677
FARRUKHABAD,2254,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,ANJU,,,,,11,#999,970677
FARRUKHABAD,2140,2014,Uttar Pradesh,Independent,VIMLA DEVI,,,,,12,#95b3d7,970677
FARRUKHABAD,2107,2014,Uttar Pradesh,RASHTRIYA VIKLANG PARTY,KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT,,,,,13,#999,970677
FARRUKHABAD,2066,2014,Uttar Pradesh,Independent,ANSHU MAHAN,,,,,14,#95b3d7,970677
FARRUKHABAD,1986,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,15,#999,970677
FARRUKHABAD,1864,2014,Uttar Pradesh,Adarsh Rashtriya Vikas Party,DAYA SHANKAR,,,,,16,#999,970677
FARRUKHABAD,1857,2014,Uttar Pradesh,Aam Aadmi Party,TARIK PARVEZ,,,,,17,#999,970677
FARRUKHABAD,1809,2014,Uttar Pradesh,Independent,VRAHMA SARAN JATAV,,,,,18,#95b3d7,970677
FARRUKHABAD,1605,2014,Uttar Pradesh,Independent,ANURAG RAJPUT,,,,,19,#95b3d7,970677
FARRUKHABAD,1537,2014,Uttar Pradesh,Independent,IMAMUDDIN HUSAIN HUSAIN,,,,,20,#95b3d7,970677
FARRUKHABAD,1202,2014,Uttar Pradesh,Independent,ANOKHEY LAL,,,,,21,#95b3d7,970677
FARRUKHABAD,1013,2014,Uttar Pradesh,Independent,SURESH SARASWAT ALAIS ILLAYCHIWALA,,,,,22,#95b3d7,970677
FARRUKHABAD,941,2014,Uttar Pradesh,Bahujan Mukti Party,RAMNIWAS KATHERIA,,,,,23,#999,970677
ETAWAH,439646,2014,Uttar Pradesh,Bharatiya Janata Party,ASHOK KUMAR DOHAREY,,,,,1,#FB7B0D,939604
ETAWAH,266700,2014,Uttar Pradesh,Samajwadi Party,PREMDAS KATERIYA,,,,,2,#B15928,939604
ETAWAH,192804,2014,Uttar Pradesh,Bahujan Samaj Party,AJAY PAL SINGH JATAV,,,,,3,#77968E,939604
ETAWAH,13397,2014,Uttar Pradesh,Indian National Congress,HANS MUKHI KORI,,,,,4,#019733,939604
ETAWAH,6165,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,939604
ETAWAH,5923,2014,Uttar Pradesh,Aam Aadmi Party,UJIYARE LAL DOHARE,,,,,6,#999,939604
ETAWAH,4954,2014,Uttar Pradesh,Ambedkar Samaj Party,VINEET KUMAR GAUTAM,,,,,7,#999,939604
ETAWAH,3178,2014,Uttar Pradesh,Peace Party,DR MUKESH SINGH DOHARE,,,,,8,#999,939604
ETAWAH,2677,2014,Uttar Pradesh,Bahujan Mukti Party,HAR BILASH DOHERY,,,,,9,#999,939604
ETAWAH,2372,2014,Uttar Pradesh,Kisan Majdoor Berojgar Sangh,PREM CHANDRA,,,,,10,#999,939604
ETAWAH,1788,2014,Uttar Pradesh,Al-Hind Party,SIYA RAM PASWAN,,,,,11,#999,939604
KANNAUJ,489164,2014,Uttar Pradesh,Samajwadi Party,DIMPLE YADAV,,,,,1,#B15928,1114460
KANNAUJ,469257,2014,Uttar Pradesh,Bharatiya Janata Party,SUBRAT PATHAK,,,,,2,#FB7B0D,1114460
KANNAUJ,127785,2014,Uttar Pradesh,Bahujan Samaj Party,NIRMAL TIWARI,,,,,3,#77968E,1114460
KANNAUJ,7380,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,4,#999,1114460
KANNAUJ,5723,2014,Uttar Pradesh,Independent,RAKESH KUMAR TIWARI ADVOCATE,,,,,5,#95b3d7,1114460
KANNAUJ,4826,2014,Uttar Pradesh,Aam Aadmi Party,IMRAN BIN ZAFAR,,,,,6,#999,1114460
KANNAUJ,2891,2014,Uttar Pradesh,Independent,MUHAR SINGH AMVADI,,,,,7,#95b3d7,1114460
KANNAUJ,2567,2014,Uttar Pradesh,Independent,SANJAY SHAKYA,,,,,8,#95b3d7,1114460
KANNAUJ,1282,2014,Uttar Pradesh,Rashtriya Kranti Party,GANGA CHARAN,,,,,9,#999,1114460
KANNAUJ,964,2014,Uttar Pradesh,Independent,PRADEEP KUMAR,,,,,10,#95b3d7,1114460
KANNAUJ,927,2014,Uttar Pradesh,Peace Party,SUBODH KUMAR,,,,,11,#999,1114460
KANNAUJ,888,2014,Uttar Pradesh,Bahujan Mukti Party,SURENDRA NATH,,,,,12,#999,1114460
KANNAUJ,806,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,PUSHPA DEVI,,,,,13,#999,1114460
KANPUR,474712,2014,Uttar Pradesh,Bharatiya Janata Party,DR.MURLI MANOHAR JOSHI,,,,,1,#FB7B0D,835079
KANPUR,251766,2014,Uttar Pradesh,Indian National Congress,SRIPRAKASH JAISWAL,,,,,2,#019733,835079
KANPUR,53218,2014,Uttar Pradesh,Bahujan Samaj Party,SALEEM AHMAD,,,,,3,#77968E,835079
KANPUR,25723,2014,Uttar Pradesh,Samajwadi Party,SURENDRA MOHAN AGARWAL,,,,,4,#B15928,835079
KANPUR,11925,2014,Uttar Pradesh,Aam Aadmi Party,MAHMOOD HUSAIN RAHMANI,,,,,5,#999,835079
KANPUR,3005,2014,Uttar Pradesh,Independent,KISHOR BAJPAI,,,,,6,#95b3d7,835079
KANPUR,2350,2014,Uttar Pradesh,Independent,PREM CHANDRA PANDEY,,,,,7,#95b3d7,835079
KANPUR,2278,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,8,#999,835079
KANPUR,1701,2014,Uttar Pradesh,All India Trinamool Congress,ANIL AWASTHI,,,,,9,#0C6965,835079
KANPUR,1398,2014,Uttar Pradesh,Independent,ASHOK PASWAN ADVOCATE,,,,,10,#95b3d7,835079
KANPUR,1069,2014,Uttar Pradesh,Independent,MUZAFFAR HUSAIN KHAN,,,,,11,#95b3d7,835079
KANPUR,929,2014,Uttar Pradesh,Independent,VISHWANATH KATARIA,,,,,12,#95b3d7,835079
KANPUR,723,2014,Uttar Pradesh,Swarajya Party Of India,VINAYAK RAO TOPE,,,,,13,#999,835079
KANPUR,683,2014,Uttar Pradesh,Akhil Bharatiya Rajarya Sabha,HIMMAT LAL,,,,,14,#999,835079
KANPUR,665,2014,Uttar Pradesh,Independent,BETALAL DIWAKAR,,,,,15,#95b3d7,835079
KANPUR,580,2014,Uttar Pradesh,Nav Bharat Democratic Party,DR.NIKHIL GUPTA,,,,,16,#999,835079
KANPUR,475,2014,Uttar Pradesh,Independent,KUMARI SARASWATI,,,,,17,#95b3d7,835079
KANPUR,433,2014,Uttar Pradesh,Parivartan Samaj Party,RAMESH KUMAR GUPTA,,,,,18,#999,835079
KANPUR,425,2014,Uttar Pradesh,Rashtrawadi Samaj Party,MOHAMMAD.ATEEQ,,,,,19,#999,835079
KANPUR,364,2014,Uttar Pradesh,Peace Party,MOHD.NASIR KHAN,,,,,20,#999,835079
KANPUR,361,2014,Uttar Pradesh,Nagrik Ekta Party,ANAND MEHROTRA,,,,,21,#999,835079
KANPUR,296,2014,Uttar Pradesh,Akhil Bharatiya Ashok Sena,DEVENDRA KUMAR SHARMA,,,,,22,#999,835079
AKBARPUR,481584,2014,Uttar Pradesh,Bharatiya Janata Party,DEVENDRA SINGH @ BHOLE SINGH,,,,,1,#FB7B0D,971375
AKBARPUR,202587,2014,Uttar Pradesh,Bahujan Samaj Party,ANIL SHUKLA WARSI,,,,,2,#77968E,971375
AKBARPUR,147002,2014,Uttar Pradesh,Samajwadi Party,LAL SINGH TOMAR,,,,,3,#B15928,971375
AKBARPUR,96827,2014,Uttar Pradesh,Indian National Congress,RAJARAM PAL,,,,,4,#019733,971375
AKBARPUR,7914,2014,Uttar Pradesh,Aam Aadmi Party,ARVIND KUMAR,,,,,5,#999,971375
AKBARPUR,5432,2014,Uttar Pradesh,Independent,BHARTI DEVI PASI ADVOCATE,,,,,6,#95b3d7,971375
AKBARPUR,5331,2014,Uttar Pradesh,Independent,MUNNI DEVI,,,,,7,#95b3d7,971375
AKBARPUR,4285,2014,Uttar Pradesh,Independent,VIJAY KUMAR SHARMA,,,,,8,#95b3d7,971375
AKBARPUR,3948,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,9,#999,971375
AKBARPUR,3403,2014,Uttar Pradesh,Independent,RAM SEVAK,,,,,10,#95b3d7,971375
AKBARPUR,2754,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,RAMENDRA SINGH TOMAR,,,,,11,#999,971375
AKBARPUR,2259,2014,Uttar Pradesh,Independent,NEERAJ KUMAR ADVOCATE,,,,,12,#95b3d7,971375
AKBARPUR,1890,2014,Uttar Pradesh,Janvadi Party(Socialist),AMAR SINGH,,,,,13,#999,971375
AKBARPUR,1853,2014,Uttar Pradesh,Independent,ASHOK YADAV,,,,,14,#95b3d7,971375
AKBARPUR,1350,2014,Uttar Pradesh,Peace Party,RAMA KANT VERMA,,,,,15,#999,971375
AKBARPUR,1037,2014,Uttar Pradesh,Bahujan Mukti Party,JASWANT SINGH,,,,,16,#999,971375
AKBARPUR,799,2014,Uttar Pradesh,Samtawadi Republican Party,DR. BAJARANG PRATAP SONKAR,,,,,17,#999,971375
AKBARPUR,597,2014,Uttar Pradesh,Al-Hind Party,DR. OMKAR NATH KATIYAR,,,,,18,#999,971375
AKBARPUR,523,2014,Uttar Pradesh,Janata Dal  (United),GOPI RAMAN,,,,,19,#8064a2,971375
JALAUN,548631,2014,Uttar Pradesh,Bharatiya Janata Party,BHANU PRATAP SINGH VERMA,,,,,1,#FB7B0D,1109166
JALAUN,261429,2014,Uttar Pradesh,Bahujan Samaj Party,BRIJLAL KHABRI,,,,,2,#77968E,1109166
JALAUN,180921,2014,Uttar Pradesh,Samajwadi Party,GHANSHAYAM ANURAGI,,,,,3,#B15928,1109166
JALAUN,82903,2014,Uttar Pradesh,Indian National Congress,VIJAY CHAUDHARI,,,,,4,#019733,1109166
JALAUN,10291,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1109166
JALAUN,4944,2014,Uttar Pradesh,Bahujan Mukti Party,RAMNARAYAN,,,,,6,#999,1109166
JALAUN,4761,2014,Uttar Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),RAM SINGH,,,,,7,#DE0000,1109166
JALAUN,4561,2014,Uttar Pradesh,Bharatiya Republican Paksha,MANOJ KUMAR,,,,,8,#999,1109166
JALAUN,3337,2014,Uttar Pradesh,Aam Aadmi Party,DALCHANDRA ANURAGI,,,,,9,#999,1109166
JALAUN,2816,2014,Uttar Pradesh,Peace Party,RAJKUMAR,,,,,10,#999,1109166
JALAUN,2525,2014,Uttar Pradesh,Al-Hind Party,GANGASINGH,,,,,11,#999,1109166
JALAUN,2047,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,JAYRAM,,,,,12,#999,1109166
JHANSI,575889,2014,Uttar Pradesh,Bharatiya Janata Party,UMA BHARATI,,,,,1,#FB7B0D,1320804
JHANSI,385422,2014,Uttar Pradesh,Samajwadi Party,DR. CHANDRAPAL SINGH YADAV,,,,,2,#B15928,1320804
