pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
JHANSI,213792,2014,Uttar Pradesh,Bahujan Samaj Party,ANURADHA SHARMA,,,,,3,#77968E,1320804
JHANSI,84089,2014,Uttar Pradesh,Indian National Congress,PRADEEP JAIN 'ADITYA',,,,,4,#019733,1320804
JHANSI,13959,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1320804
JHANSI,11443,2014,Uttar Pradesh,Independent,RAM KUMAR 'ANK SHASTRI',,,,,6,#95b3d7,1320804
JHANSI,8600,2014,Uttar Pradesh,Independent,RAJENDRA KUMAR,,,,,7,#95b3d7,1320804
JHANSI,5536,2014,Uttar Pradesh,Aam Aadmi Party,ARCHANA,,,,,8,#999,1320804
JHANSI,4522,2014,Uttar Pradesh,Independent,RACHNA SHARMA,,,,,9,#95b3d7,1320804
JHANSI,4215,2014,Uttar Pradesh,Rashtriya Sarvajan Party,NARESH KUMAR,,,,,10,#999,1320804
JHANSI,2727,2014,Uttar Pradesh,Independent,DILSHAD AHMAD,,,,,11,#95b3d7,1320804
JHANSI,2605,2014,Uttar Pradesh,Independent,TULA RAM,,,,,12,#95b3d7,1320804
JHANSI,2121,2014,Uttar Pradesh,Shivsena,SUNIL MASSEY,,,,,13,#F05A00,1320804
JHANSI,2036,2014,Uttar Pradesh,Independent,KULDEEP KUMAR,,,,,14,#95b3d7,1320804
JHANSI,2029,2014,Uttar Pradesh,Akhil Rashtrawadi Party,CHINTAMANI,,,,,15,#999,1320804
JHANSI,1819,2014,Uttar Pradesh,Peace Party,MAULANA MOHAMMAD,,,,,16,#999,1320804
BANDA,342066,2014,Uttar Pradesh,Bharatiya Janata Party,BHAIRON PRASAD MISHRA,,,,,1,#FB7B0D,858326
BANDA,226278,2014,Uttar Pradesh,Bahujan Samaj Party,R. K. SINGH PATEL,,,,,2,#77968E,858326
BANDA,189730,2014,Uttar Pradesh,Samajwadi Party,BAL KUMAR PATEL ALIAS RAJKUMAR,,,,,3,#B15928,858326
BANDA,36650,2014,Uttar Pradesh,Indian National Congress,VIVEK KUMAR SINGH,,,,,4,#019733,858326
BANDA,15156,2014,Uttar Pradesh,Communist Party of India,RAMCHANDRA SARAS,,,,,5,#DE0000,858326
BANDA,13824,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,6,#999,858326
BANDA,7140,2014,Uttar Pradesh,Independent,VIJAY PRAKASH,,,,,7,#95b3d7,858326
BANDA,6439,2014,Uttar Pradesh,Aam Aadmi Party,AMAR SINGH RATHAUR,,,,,8,#999,858326
BANDA,5115,2014,Uttar Pradesh,Independent,NARENDRA KUMAR SHRIVASTAVA,,,,,9,#95b3d7,858326
BANDA,4755,2014,Uttar Pradesh,Bahujan Mukti Party,VISHVAMBHAR NATH,,,,,10,#999,858326
BANDA,3201,2014,Uttar Pradesh,Peace Party,MO. SAGEER,,,,,11,#999,858326
BANDA,2931,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,SUSHEELA SINGH,,,,,12,#999,858326
BANDA,2605,2014,Uttar Pradesh,Bharatiya Kisan Sena Loktantrik,PRABHAKAR PRASAD,,,,,13,#999,858326
BANDA,2436,2014,Uttar Pradesh,Janata Dal  (United),PAPPU YADAV,,,,,14,#8064a2,858326
FATEHPUR,485994,2014,Uttar Pradesh,Bharatiya Janata Party,NIRANJAN JYOTI,,,,,1,#FB7B0D,1056688
FATEHPUR,298788,2014,Uttar Pradesh,Bahujan Samaj Party,AFZAL SIDDIQUI,,,,,2,#77968E,1056688
FATEHPUR,179724,2014,Uttar Pradesh,Samajwadi Party,RAKESH SACHAN,,,,,3,#B15928,1056688
FATEHPUR,46588,2014,Uttar Pradesh,Indian National Congress,USHA MAURYA,,,,,4,#019733,1056688
FATEHPUR,11607,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1056688
FATEHPUR,7578,2014,Uttar Pradesh,All India Trinamool Congress,RAMKRISHNA TRIPATHI,,,,,6,#0C6965,1056688
FATEHPUR,5838,2014,Uttar Pradesh,Independent,SRIDEVI,,,,,7,#95b3d7,1056688
FATEHPUR,5448,2014,Uttar Pradesh,Independent,RANJANA KAKKAR,,,,,8,#95b3d7,1056688
FATEHPUR,3029,2014,Uttar Pradesh,Samtawadi Republican Party,ASHOK MISHRA,,,,,9,#999,1056688
FATEHPUR,2498,2014,Uttar Pradesh,Independent,CHANDRABHAN SINGH,,,,,10,#95b3d7,1056688
FATEHPUR,2454,2014,Uttar Pradesh,Aam Aadmi Party,ZAINUL ABDIN,,,,,11,#999,1056688
FATEHPUR,2173,2014,Uttar Pradesh,Bahujan Mukti Party,RAMLOCHAN SEN,,,,,12,#999,1056688
FATEHPUR,1967,2014,Uttar Pradesh,Independent,ARVIND KUMAR,,,,,13,#95b3d7,1056688
FATEHPUR,1657,2014,Uttar Pradesh,Nav Bharat Democratic Party,MOHAMMAD JAVED,,,,,14,#999,1056688
FATEHPUR,1345,2014,Uttar Pradesh,Pragatisheel Manav Samaj Party,RUKMINI DEVI NISHAD,,,,,15,#999,1056688
KAUSHAMBI,331593,2014,Uttar Pradesh,Bharatiya Janata Party,VINOD KUMAR SONKAR,,,,,1,#FB7B0D,910038
KAUSHAMBI,288746,2014,Uttar Pradesh,Samajwadi Party,SHAILENDRA KUMAR,,,,,2,#B15928,910038
KAUSHAMBI,201196,2014,Uttar Pradesh,Bahujan Samaj Party,SURESH PASI,,,,,3,#77968E,910038
KAUSHAMBI,31904,2014,Uttar Pradesh,Indian National Congress,MAHENDRA KUMAR,,,,,4,#019733,910038
KAUSHAMBI,15155,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,910038
KAUSHAMBI,9180,2014,Uttar Pradesh,Independent,MOHAN LAL,,,,,6,#95b3d7,910038
KAUSHAMBI,7341,2014,Uttar Pradesh,Bahujan Mukti Party,SHRIPAL,,,,,7,#999,910038
KAUSHAMBI,6548,2014,Uttar Pradesh,Rashtriya Samanta Dal,MALTI DEVI,,,,,8,#999,910038
KAUSHAMBI,6386,2014,Uttar Pradesh,Lok Dal,RAJENDRA SONKAR,,,,,9,#999,910038
KAUSHAMBI,4957,2014,Uttar Pradesh,Independent,BEENA RANI,,,,,10,#95b3d7,910038
KAUSHAMBI,3692,2014,Uttar Pradesh,Aam Aadmi Party,SWARNALATA SUMAN,,,,,11,#999,910038
KAUSHAMBI,3340,2014,Uttar Pradesh,Independent,CHHEDDOO,,,,,12,#95b3d7,910038
PHULPUR,503564,2014,Uttar Pradesh,Bharatiya Janata Party,KESHAV PRASAD MAURYA,,,,,1,#FB7B0D,960341
PHULPUR,195256,2014,Uttar Pradesh,Samajwadi Party,DHARAM RAJ SINGH PATEL,,,,,2,#B15928,960341
PHULPUR,163710,2014,Uttar Pradesh,Bahujan Samaj Party,KAPIL MUNI KARWARIYA,,,,,3,#77968E,960341
PHULPUR,58127,2014,Uttar Pradesh,Indian National Congress,MOHD. KAIF,,,,,4,#019733,960341
PHULPUR,8424,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,960341
PHULPUR,7384,2014,Uttar Pradesh,Aam Aadmi Party,SHIMALA SHRI,,,,,6,#999,960341
PHULPUR,5652,2014,Uttar Pradesh,Independent,MILAN MUKERJEE,,,,,7,#95b3d7,960341
PHULPUR,3392,2014,Uttar Pradesh,Independent,ZIAOUL HAQUE,,,,,8,#95b3d7,960341
PHULPUR,3114,2014,Uttar Pradesh,Independent,MITHILESH KUMAR,,,,,9,#95b3d7,960341
PHULPUR,2706,2014,Uttar Pradesh,Nationalist Congress Party,GYANENDRA KUMAR SRIVASTAVA (GYANI BHAI),,,,,10,#999,960341
PHULPUR,2187,2014,Uttar Pradesh,Independent,DR. NEERAJ,,,,,11,#95b3d7,960341
PHULPUR,1585,2014,Uttar Pradesh,Lok Dal,SURENDRA KUMAR MISHRA,,,,,12,#999,960341
PHULPUR,1521,2014,Uttar Pradesh,Rashtriya Bandhutwa Party,GANESHJI TRIPATHI,,,,,13,#999,960341
PHULPUR,1306,2014,Uttar Pradesh,Bahujan Mukti Party,NATHU RAM BOUDHA,,,,,14,#999,960341
PHULPUR,1302,2014,Uttar Pradesh,Qaumi Ekta Dal,PARVEZ ASHFAQUE SIDDIQUI,,,,,15,#999,960341
PHULPUR,1111,2014,Uttar Pradesh,Rashtriya Garib Dal,DAKKHINI PRASAD KUSHWAHA,,,,,16,#999,960341
ALLAHABAD,313772,2014,Uttar Pradesh,Bharatiya Janata Party,SHYAMA CHARAN GUPTA,,,,,1,#FB7B0D,891582
ALLAHABAD,251763,2014,Uttar Pradesh,Samajwadi Party,KUNWAR REWATI RAMAN SINGH ALIAS MANI,,,,,2,#B15928,891582
ALLAHABAD,162073,2014,Uttar Pradesh,Bahujan Samaj Party,KESHRI DEVI,,,,,3,#77968E,891582
ALLAHABAD,102453,2014,Uttar Pradesh,Indian National Congress,NAND GOPAL GUPTA NANDI,,,,,4,#019733,891582
ALLAHABAD,8321,2014,Uttar Pradesh,Independent,DRAUPADI DEVI,,,,,5,#95b3d7,891582
ALLAHABAD,6439,2014,Uttar Pradesh,Aam Aadmi Party,ADARSH SHASTRI,,,,,6,#999,891582
ALLAHABAD,4426,2014,Uttar Pradesh,Qaumi Ekta Dal,MOHD. AMEEN AZHAR ANSARI,,,,,7,#999,891582
ALLAHABAD,4323,2014,Uttar Pradesh,Independent,SHIV PRASAD AGRAHARI,,,,,8,#95b3d7,891582
ALLAHABAD,4190,2014,Uttar Pradesh,Bahujan Mukti Party,MAHENDRA KUMAR,,,,,9,#999,891582
ALLAHABAD,3744,2014,Uttar Pradesh,Independent,PARMANAND,,,,,10,#95b3d7,891582
ALLAHABAD,3621,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,11,#999,891582
ALLAHABAD,3388,2014,Uttar Pradesh,Independent,AJEET KUMAR,,,,,12,#95b3d7,891582
ALLAHABAD,3315,2014,Uttar Pradesh,Naitik Party,SANJAY ROBINSON,,,,,13,#999,891582
ALLAHABAD,2593,2014,Uttar Pradesh,Independent,SHYAM CHARAN,,,,,14,#95b3d7,891582
ALLAHABAD,2332,2014,Uttar Pradesh,Rashtriya Ulama Council,WAHID ALI ALIAS WAJID ALI,,,,,15,#999,891582
ALLAHABAD,2181,2014,Uttar Pradesh,Pragatisheel Samaj Party,NISTHA DEV MAURYA,,,,,16,#999,891582
ALLAHABAD,2115,2014,Uttar Pradesh,Sanatan Sanskriti Raksha Dal,SHYAM SUNDAR DAS,,,,,17,#999,891582
ALLAHABAD,1928,2014,Uttar Pradesh,Independent,HANSRAJ,,,,,18,#95b3d7,891582
ALLAHABAD,1730,2014,Uttar Pradesh,Kalyankari Jantantrik Party,RAJENDRA PRASAD,,,,,19,#999,891582
ALLAHABAD,1711,2014,Uttar Pradesh,Independent,HIRA LAL,,,,,20,#95b3d7,891582
ALLAHABAD,1438,2014,Uttar Pradesh,Independent,BRIJESH KUMAR,,,,,21,#95b3d7,891582
ALLAHABAD,1293,2014,Uttar Pradesh,Bhartiya Shakti Chetna Party,GAYTRI PRASAD,,,,,22,#999,891582
ALLAHABAD,1221,2014,Uttar Pradesh,Bharatiya Kisan Sena Loktantrik,CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI (ADVOCATE),,,,,23,#999,891582
ALLAHABAD,1212,2014,Uttar Pradesh,Independent,SHAILENDRA KUMAR PRAJAPATI,,,,,24,#95b3d7,891582
BARABANKI,454214,2014,Uttar Pradesh,Bharatiya Janata Party,PRIYANKA SINGH RAWAT,,,,,1,#FB7B0D,1068168
BARABANKI,242336,2014,Uttar Pradesh,Indian National Congress,P. L. PUNIA,,,,,2,#019733,1068168
BARABANKI,167150,2014,Uttar Pradesh,Bahujan Samaj Party,KAMLA PRASAD RAWAT,,,,,3,#77968E,1068168
BARABANKI,159284,2014,Uttar Pradesh,Samajwadi Party,RAJRANI RAWAT,,,,,4,#B15928,1068168
BARABANKI,8726,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1068168
BARABANKI,7980,2014,Uttar Pradesh,Peace Party,RAJESH KUMAR VIDYARTHI,,,,,6,#999,1068168
BARABANKI,7136,2014,Uttar Pradesh,Independent,KHANJAN LAL,,,,,7,#95b3d7,1068168
BARABANKI,3836,2014,Uttar Pradesh,Independent,MAHESH,,,,,8,#95b3d7,1068168
BARABANKI,3261,2014,Uttar Pradesh,Shivsena,KISHAN LAL,,,,,9,#F05A00,1068168
BARABANKI,3126,2014,Uttar Pradesh,Aam Aadmi Party,DINESH CHANDRA GAUTAM,,,,,10,#999,1068168
BARABANKI,3038,2014,Uttar Pradesh,Independent,ABHILAKH RAWAT,,,,,11,#95b3d7,1068168
BARABANKI,2560,2014,Uttar Pradesh,Indian National League,P. C. KUREEL,,,,,12,#999,1068168
BARABANKI,2171,2014,Uttar Pradesh,Bahujan Mukti Party,MEDI LAL,,,,,13,#999,1068168
BARABANKI,2035,2014,Uttar Pradesh,Manavtawadi Samaj Party,BABU LAL,,,,,14,#999,1068168
BARABANKI,1315,2014,Uttar Pradesh,Naitik Party,NITIN SINGH,,,,,15,#999,1068168
FAIZABAD,491761,2014,Uttar Pradesh,Bharatiya Janata Party,LALLU SINGH,,,,,1,#FB7B0D,1022716
FAIZABAD,208986,2014,Uttar Pradesh,Samajwadi Party,MITRASEN YADAV,,,,,2,#B15928,1022716
FAIZABAD,141827,2014,Uttar Pradesh,Bahujan Samaj Party,JITENDRA KUMAR SINGH (BABLU BHAIYA),,,,,3,#77968E,1022716
FAIZABAD,129917,2014,Uttar Pradesh,Indian National Congress,NIRMAL KHATRI,,,,,4,#019733,1022716
FAIZABAD,11537,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1022716
FAIZABAD,9055,2014,Uttar Pradesh,Indian Savarn Samaj Party,RADHIKA PRASAD,,,,,6,#999,1022716
FAIZABAD,6308,2014,Uttar Pradesh,Moulik Adhikar Party,RAM JANAM,,,,,7,#999,1022716
FAIZABAD,5963,2014,Uttar Pradesh,Peace Party,MAKASUD ALI,,,,,8,#999,1022716
FAIZABAD,5702,2014,Uttar Pradesh,Lokpriya Samaj Party,JAI RAM SINGH JAI,,,,,9,#999,1022716
FAIZABAD,4795,2014,Uttar Pradesh,Aam Aadmi Party,MAYURI TIWARI,,,,,10,#999,1022716
FAIZABAD,4187,2014,Uttar Pradesh,Naitik Party,SHAILENDRA KUMAR SHUKLA,,,,,11,#999,1022716
FAIZABAD,2678,2014,Uttar Pradesh,Rashtriya Ulama Council,NASREEN BANO,,,,,12,#999,1022716
AMBEDKAR NAGAR,432104,2014,Uttar Pradesh,Bharatiya Janata Party,HARI OM PANDEY,,,,,1,#FB7B0D,1034404
AMBEDKAR NAGAR,292675,2014,Uttar Pradesh,Bahujan Samaj Party,RAKESH PANDEY,,,,,2,#77968E,1034404
AMBEDKAR NAGAR,234467,2014,Uttar Pradesh,Samajwadi Party,RAM MURTI VERMA,,,,,3,#B15928,1034404
AMBEDKAR NAGAR,22775,2014,Uttar Pradesh,Indian National Congress,ASHOK SINGH,,,,,4,#019733,1034404
AMBEDKAR NAGAR,7694,2014,Uttar Pradesh,Moulik Adhikar Party,SURESH KUMAR BAUDDH,,,,,5,#999,1034404
AMBEDKAR NAGAR,7422,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,6,#999,1034404
AMBEDKAR NAGAR,7040,2014,Uttar Pradesh,Independent,TIGER RAMNIHOR PATEL,,,,,7,#95b3d7,1034404
AMBEDKAR NAGAR,6896,2014,Uttar Pradesh,Bahujan Mukti Party,J.S. KASHYAP(JAHAR SINGH KASHYAP),,,,,8,#999,1034404
AMBEDKAR NAGAR,5792,2014,Uttar Pradesh,Suheldev Bhartiya Samaj Party,GOPAL NISHAD,,,,,9,#999,1034404
AMBEDKAR NAGAR,4707,2014,Uttar Pradesh,Independent,VINOD KUMAR TIWARI,,,,,10,#95b3d7,1034404
AMBEDKAR NAGAR,4138,2014,Uttar Pradesh,Most Backward Classes Of India,SREERAM,,,,,11,#999,1034404
AMBEDKAR NAGAR,3025,2014,Uttar Pradesh,Aam Aadmi Party,BRIJESH KUMAR,,,,,12,#999,1034404
AMBEDKAR NAGAR,2590,2014,Uttar Pradesh,Adarsh Rashtriya Vikas Party,SURENDRA KUMAR,,,,,13,#999,1034404
AMBEDKAR NAGAR,1942,2014,Uttar Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),BALMUKUND DHURIYA,,,,,14,#DE0000,1034404
AMBEDKAR NAGAR,1137,2014,Uttar Pradesh,Samyak Parivartan Party,RAM BAHAL VERMA,,,,,15,#999,1034404
BAHRAICH,432392,2014,Uttar Pradesh,Bharatiya Janata Party,SADHVI SAVITRI BAI FOOLE,,,,,1,#FB7B0D,934263
BAHRAICH,336747,2014,Uttar Pradesh,Samajwadi Party,SHABBIR AHMAD,,,,,2,#B15928,934263
BAHRAICH,96904,2014,Uttar Pradesh,Bahujan Samaj Party,DR.VIJAY KUMAR,,,,,3,#77968E,934263
BAHRAICH,24421,2014,Uttar Pradesh,Indian National Congress,"""COMANDO"" KAMAL KISHOR",,,,,4,#019733,934263
BAHRAICH,13498,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,934263
BAHRAICH,8319,2014,Uttar Pradesh,Aam Aadmi Party,JAGAT RAM,,,,,6,#999,934263
BAHRAICH,5826,2014,Uttar Pradesh,Independent,RAM NARESH,,,,,7,#95b3d7,934263
BAHRAICH,5735,2014,Uttar Pradesh,Jai Hind Samaj Party,RAMASHANKER GOND,,,,,8,#999,934263
BAHRAICH,4026,2014,Uttar Pradesh,Ambedkar National Congress,HIRA LAL RAO,,,,,9,#999,934263
BAHRAICH,3719,2014,Uttar Pradesh,Bahujan Mukti Party,VINOD KUMAR,,,,,10,#999,934263
BAHRAICH,2676,2014,Uttar Pradesh,Lok Dal,MADHAV,,,,,11,#999,934263
KAISERGANJ,381500,2014,Uttar Pradesh,Bharatiya Janata Party,BRIJ BHUSAN SHARAN SINGH,,,,,1,#FB7B0D,943357
KAISERGANJ,303282,2014,Uttar Pradesh,Samajwadi Party,VINOD KUMAR ALIAS  PANDIT SINGH,,,,,2,#B15928,943357
KAISERGANJ,146726,2014,Uttar Pradesh,Bahujan Samaj Party,KRISHNA KUMAR OJHA,,,,,3,#77968E,943357
KAISERGANJ,57401,2014,Uttar Pradesh,Indian National Congress,MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP,,,,,4,#019733,943357
KAISERGANJ,11853,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,943357
KAISERGANJ,11366,2014,Uttar Pradesh,Independent,RAMPHER  ALIAS  CHUNTI,,,,,6,#95b3d7,943357
KAISERGANJ,5849,2014,Uttar Pradesh,Samyak Parivartan Party,GOVIND PRASAD,,,,,7,#999,943357
KAISERGANJ,5245,2014,Uttar Pradesh,Independent,MUNNI,,,,,8,#95b3d7,943357
KAISERGANJ,3905,2014,Uttar Pradesh,Independent,JAMEER AHMAD,,,,,9,#95b3d7,943357
KAISERGANJ,3867,2014,Uttar Pradesh,Independent,PRAHLAD  NATH MISHRA,,,,,10,#95b3d7,943357
KAISERGANJ,3710,2014,Uttar Pradesh,Aam Aadmi Party,RIZWAN AHMAD,,,,,11,#999,943357
KAISERGANJ,3246,2014,Uttar Pradesh,Independent,NISHANT KANCHAN,,,,,12,#95b3d7,943357
KAISERGANJ,2119,2014,Uttar Pradesh,All India Peoples' Front (Radical),NIHALUDDIN AHAMAD,,,,,13,#999,943357
KAISERGANJ,1822,2014,Uttar Pradesh,Lok Dal,CHAMAN LAL KASAUNDHAN,,,,,14,#999,943357
KAISERGANJ,1466,2014,Uttar Pradesh,Communist Party of India (Marxist-Leninist) Red Star,NIRHU,,,,,15,#DE0000,943357
SHRAWASTI,345964,2014,Uttar Pradesh,Bharatiya Janata Party,DADDAN MISHRA,,,,,1,#FB7B0D,979638
SHRAWASTI,260051,2014,Uttar Pradesh,Samajwadi Party,ATIQ AHMAD,,,,,2,#B15928,979638
SHRAWASTI,194890,2014,Uttar Pradesh,Bahujan Samaj Party,LAL JI VERMA,,,,,3,#77968E,979638
SHRAWASTI,101817,2014,Uttar Pradesh,Peace Party,RIZWAN ZAHEER,,,,,4,#999,979638
SHRAWASTI,20006,2014,Uttar Pradesh,Indian National Congress,VINAY KUMAR PANDEY 'VINNU',,,,,5,#019733,979638
SHRAWASTI,14587,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,6,#999,979638
SHRAWASTI,10083,2014,Uttar Pradesh,Independent,ARUN KUMAR,,,,,7,#95b3d7,979638
SHRAWASTI,6278,2014,Uttar Pradesh,Independent,RAM ADHAR,,,,,8,#95b3d7,979638
SHRAWASTI,5542,2014,Uttar Pradesh,Independent,VIJAY KUMAR,,,,,9,#95b3d7,979638
SHRAWASTI,4489,2014,Uttar Pradesh,Jan Sevak Party,PRAKSH CHANDRA MISHRA,,,,,10,#999,979638
SHRAWASTI,3730,2014,Uttar Pradesh,Independent,ARJUN YADAV,,,,,11,#95b3d7,979638
SHRAWASTI,3474,2014,Uttar Pradesh,Independent,TEJ BAHADUR,,,,,12,#95b3d7,979638
SHRAWASTI,3188,2014,Uttar Pradesh,Samyak Parivartan Party,SAXEN,,,,,13,#999,979638
SHRAWASTI,2961,2014,Uttar Pradesh,Jan Shakti Ekta Party,RAM SUDHI,,,,,14,#999,979638
SHRAWASTI,2578,2014,Uttar Pradesh,Aam Aadmi Party,RATNESH,,,,,15,#999,979638
GONDA,359643,2014,Uttar Pradesh,Bharatiya Janata Party,KIRTI VARDHAN SINGH,,,,,1,#FB7B0D,873732
GONDA,199227,2014,Uttar Pradesh,Samajwadi Party,NANDITA SHUKLA,,,,,2,#B15928,873732
GONDA,116178,2014,Uttar Pradesh,Bahujan Samaj Party,AKBAR AHMAD DUMPY,,,,,3,#77968E,873732
GONDA,102254,2014,Uttar Pradesh,Indian National Congress,BENI PRASAD VERMA,,,,,4,#019733,873732
GONDA,42744,2014,Uttar Pradesh,Peace Party,MASOOD ALAM KHAN,,,,,5,#999,873732
GONDA,18450,2014,Uttar Pradesh,Communist Party of India,OM PRAKASH,,,,,6,#DE0000,873732
GONDA,7988,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,7,#999,873732
GONDA,5374,2014,Uttar Pradesh,Independent,TILAK RAM,,,,,8,#95b3d7,873732
GONDA,4748,2014,Uttar Pradesh,Shivsena,SATYA PRAKASH,,,,,9,#F05A00,873732
GONDA,3358,2014,Uttar Pradesh,Aam Aadmi Party,MASHOOQ AHMAD,,,,,10,#999,873732
GONDA,3200,2014,Uttar Pradesh,Bahujan Mukti Party,AJAY  KUMAR  PRABHAKAR,,,,,11,#999,873732
GONDA,2555,2014,Uttar Pradesh,Janvadi Party(Socialist),MAHESH KUMAR,,,,,12,#999,873732
GONDA,2395,2014,Uttar Pradesh,Independent,BRIJNANDAN TIWARI,,,,,13,#95b3d7,873732
GONDA,2199,2014,Uttar Pradesh,Socialist Party (India),RAJESH  KUMAR  MAURYA,,,,,14,#999,873732
GONDA,1900,2014,Uttar Pradesh,Most Backward Classes Of India,PREM KUMAR,,,,,15,#999,873732
GONDA,1519,2014,Uttar Pradesh,Samyak Parivartan Party,RAJENDRA PRASAD,,,,,16,#999,873732
DOMARIYAGANJ,298845,2014,Uttar Pradesh,Bharatiya Janata Party,JAGDAMBIKA PAL,,,,,1,#FB7B0D,935027
DOMARIYAGANJ,195257,2014,Uttar Pradesh,Bahujan Samaj Party,MUHAMMAD MUQEEM,,,,,2,#77968E,935027
DOMARIYAGANJ,174778,2014,Uttar Pradesh,Samajwadi Party,MATA PRASAD PANDEY,,,,,3,#B15928,935027
DOMARIYAGANJ,99242,2014,Uttar Pradesh,Peace Party,DR. MOHD. AYUB,,,,,4,#999,935027
DOMARIYAGANJ,88117,2014,Uttar Pradesh,Indian National Congress,VASUNDHARA,,,,,5,#019733,935027
DOMARIYAGANJ,10952,2014,Uttar Pradesh,Independent,MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,,,,,6,#95b3d7,935027
DOMARIYAGANJ,9529,2014,Uttar Pradesh,Bahujan Mukti Party,ARJUN SINGH,,,,,7,#999,935027
DOMARIYAGANJ,9372,2014,Uttar Pradesh,Aam Janata Party,DR. SATYENDRA  NATH PANDEY,,,,,8,#999,935027
DOMARIYAGANJ,7762,2014,Uttar Pradesh,Independent,RAM UGRAH,,,,,9,#95b3d7,935027
DOMARIYAGANJ,7159,2014,Uttar Pradesh,Nationalist Congress Party,HAMIDULLAH CHAUDHARY,,,,,10,#999,935027
DOMARIYAGANJ,6775,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,11,#999,935027
DOMARIYAGANJ,5521,2014,Uttar Pradesh,Swaraj (J),PINGLE PRASAD,,,,,12,#999,935027
DOMARIYAGANJ,5123,2014,Uttar Pradesh,Independent,DIWAKAR PRASAD,,,,,13,#95b3d7,935027
DOMARIYAGANJ,4939,2014,Uttar Pradesh,Independent,KALI RAM,,,,,14,#95b3d7,935027
DOMARIYAGANJ,3238,2014,Uttar Pradesh,Bharatiya Rashtriya Bahujan Samaj Vikas Party,SANTRAM,,,,,15,#999,935027
DOMARIYAGANJ,3174,2014,Uttar Pradesh,Aam Aadmi Party,BADRE ALAM,,,,,16,#999,935027
DOMARIYAGANJ,2709,2014,Uttar Pradesh,Suheldev Bhartiya Samaj Party,MANOJ KUMAR,,,,,17,#999,935027
DOMARIYAGANJ,2535,2014,Uttar Pradesh,Samyak Parivartan Party,RAVI KUMAR,,,,,18,#999,935027
BASTI,357680,2014,Uttar Pradesh,Bharatiya Janata Party,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,,,,,1,#FB7B0D,1048534
BASTI,324118,2014,Uttar Pradesh,Samajwadi Party,"BRIJ KISHOR SINGH ""DIMPAL""",,,,,2,#B15928,1048534
BASTI,283747,2014,Uttar Pradesh,Bahujan Samaj Party,RAM PRASAD CHAUDHARY,,,,,3,#77968E,1048534
BASTI,27673,2014,Uttar Pradesh,Indian National Congress,AMBIKA SINGH,,,,,4,#019733,1048534
BASTI,10168,2014,Uttar Pradesh,None of the Above,None of the Above,,,,,5,#999,1048534
BASTI,8407,2014,Uttar Pradesh,Aam Aadmi Party,ANAND RAJPAL,,,,,6,#999,1048534
BASTI,8172,2014,Uttar Pradesh,Peace Party,PURUSHOTTAM PANDEY,,,,,7,#999,1048534
BASTI,7063,2014,Uttar Pradesh,Suheldev Bhartiya Samaj Party,SHIVPOOJAN RAJBHAR,,,,,8,#999,1048534
BASTI,4823,2014,Uttar Pradesh,Independent,KRISHNA  KUMAR UPADHYAY ADVOCATE,,,,,9,#95b3d7,1048534
BASTI,4521,2014,Uttar Pradesh,Independent,RAM SHANKAR GUPTA,,,,,10,#95b3d7,1048534
BASTI,3587,2014,Uttar Pradesh,Independent,ARUN KUMAR,,,,,11,#95b3d7,1048534
BASTI,3532,2014,Uttar Pradesh,Bahujan Sangharsh Party (Kanshiram),BHAGWANDAS,,,,,12,#999,1048534
BASTI,2803,2014,Uttar Pradesh,Bahujan Mukti Party,RAM KARAN ALIAS R.K. GAUTAM,,,,,13,#999,1048534
BASTI,2240,2014,Uttar Pradesh,Janvadi Party(Socialist),SITA RAM,,,,,14,#999,1048534
SANT KABIR NAGAR,348892,2014,Uttar Pradesh,Bharatiya Janata Party,SHARAD TRIPATHI,,,,,1,#FB7B0D,1011649
SANT KABIR NAGAR,250914,2014,Uttar Pradesh,Bahujan Samaj Party,BHISM SHANKAR ALIAS KUSHAL TIWARI,,,,,2,#77968E,1011649
SANT KABIR NAGAR,240169,2014,Uttar Pradesh,Samajwadi Party,BHAL CHANDRA YADAV,,,,,3,#B15928,1011649
