age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#019733,759154,MAHAJAN YADAV SHIVRAM,INC,JALGAON,451845,1,M,MAHARASHTRA,231537,1984
,,#019733,781442,BALASAHEB RAMRAO PAWAR,INC,JALNA,394625,1,M,MAHARASHTRA,186318,1984
,,#019733,758980,CHAVAN PREMALABAI DAJISAHEB,INC,KARAD,417120,1,F,MAHARASHTRA,346579,1984
,,#019733,693984,RAMKRISHNA MORE,INC,KHED,440451,1,M,MAHARASHTRA,219413,1984
,,#999,706929,D. B. PATIL,PWP,KOLABA,456618,1,M,MAHARASHTRA,211194,1984
,,#019733,737957,GAIKWAD UDAYSINGRAO NANASAHEB,INC,KOLHAPUR,424923,1,M,MAHARASHTRA,277603,1984
,,#019733,669507,VIKHE EKNATHRAO ALIAS BALESAHEB VITHALRAO,INC,KOPARGAON,378438,1,M,MAHARASHTRA,217982,1984
,,#019733,754786,PATIL SHIVRAJ VISHWANATH,INC,LATUR,531815,1,M,MAHARASHTRA,289466,1984
,,#019733,705668,BHOYE SITARAM SAYAJI,INC,MALEGAON,384231,1,M,MAHARASHTRA,202424,1984
,,#019733,845805,BANWARILAL BHAGWANDAS PUROHIT,INC,NAGPUR,554354,1,M,MAHARASHTRA,293739,1984
,,#019733,820467,CHAVAN SHANKARRAO BHURAO,INC,NANDED,511356,1,M,MAHARASHTRA,306026,1984
,,#019733,689376,GAVIT MANIKRAO HOLDYA,INC,NANDURBAR,386045,1,M,MAHARASHTRA,254327,1984
,,#019733,791519,MANE MURLIDHAR PANDURANG,INC,NASHIK,437177,1,M,MAHARASHTRA,197428,1984
,,#019733,680500,ARVIND TULSHIRAMJI KAMBLE,INC,OSMANABAD,396649,1,M,MAHARASHTRA,210727,1984
,,#019733,785735,THORAT SANDIPAN BHAGWAN,INC,PANDHARPUR,472272,1,M,MAHARASHTRA,269989,1984
,,#019733,713367,YADAV RAMRAO NARAYANRAO,INC,PARBHANI,382899,1,M,MAHARASHTRA,212958,1984
,,#019733,788975,GADIL VITHALRAO NARHARI,INC,PUNE,515541,1,M,MAHARASHTRA,311278,1984
,,#999,612195,MADHU DANDAVATE,JNP,RAJAPUR,377215,1,M,MAHARASHTRA,182034,1984
,,#019733,705819,NARSIMHA RAO P. V.,INC,RAMTEK,447579,1,M,MAHARASHTRA,290905,1984
,,#019733,617107,HUSEN DALWAI,INC,RATNAGIRI,382140,1,M,MAHARASHTRA,167859,1984
,,#019733,717441,PATIL PRAKASH VASANTRAO,INC,SANGLI,466711,1,M,MAHARASHTRA,304202,1984
,,#019733,712736,BHOSALE PRATAPRAO BABURAO,INC,SATARA,461882,1,M,MAHARASHTRA,270110,1984
,,#019733,663152,KUCHAN GANGADHAR SINRAMAPPA,INC,SHOLAPUR,419646,1,M,MAHARASHTRA,258050,1984
,,#019733,975995,GHOPAL SHANTARAM GOPAL,INC,THANE,559696,1,M,MAHARASHTRA,328709,1984
,,#019733,723787,SATHE VASANT PURUSHOTTAM,INC,WARDHA,499127,1,M,MAHARASHTRA,244390,1984
,,#019733,686573,GHULAM NABI AZAD,INC,WASHIM,467887,1,M,MAHARASHTRA,197822,1984
,,#019733,711775,PATIL UTTAMRAO DEORAO,INC,YAVATMAL,432116,1,M,MAHARASHTRA,274957,1984
,,#019733,514101,N.TOMBI SINGH,INC,INNER MANIPUR,427757,1,M,MANIPUR,104091,1984
,,#019733,499970,MEIJINLUNG,INC,OUTER MANIPUR,413455,1,M,MANIPUR,189911,1984
,,#019733,469793,G.G.SWELL,INC,SHILLONG,255855,1,M,MEGHALAYA,142638,1984
,,#019733,281490,PURNO AGITOK SANGMA,INC,TURA,143509,1,M,MEGHALAYA,106628,1984
,,#019733,594062,CHINGWANG,INC,NAGALAND,388464,1,M,NAGALAND,251101,1984
,,#019733,283849,JAI PARKASH AGARWAL,INC,CHANDNI CHOWK,201701,1,M,NCT OF DELHI,122069,1984
,,#019733,367575,JAGDISH TYTLER,INC,DELHI SADAR,250108,1,M,NCT OF DELHI,155333,1984
,,#019733,832324,H.K.L.BHAGAT,INC,EAST DELHI,501822,1,M,NCT OF DELHI,386150,1984
,,#019733,331628,SUNDERWATI NAWAL PRABHAKAR,INC,KAROL BAGH,220064,1,F,NCT OF DELHI,151416,1984
,,#019733,304123,KRSIHAN CHANDRA PANT,INC,NEW DELHI,194413,1,M,NCT OF DELHI,131932,1984
,,#019733,854302,BHARAT SINGH,INC,OUTER DELHI,502376,1,M,NCT OF DELHI,365454,1984
,,#019733,522980,LALIT MAKEN,INC,SOUTH DELHI,353499,1,M,NCT OF DELHI,215898,1984
,,#019733,768077,SOMNATH RATH,INC,ASKA,401994,1,M,ORISSA,244253,1984
,,#019733,736899,CHINTAMANI JENA,INC,BALASORE,485051,1,M,ORISSA,274294,1984
,,#019733,710421,R.JAGANNATH RAO,INC,BERHAMPORE,347004,1,M,ORISSA,235466,1984
,,#019733,736023,ANANTA PRASAD SETHI,INC,BHADRAK,462916,1,M,ORISSA,256854,1984
,,#019733,732752,CHINTAMONI PANIGRAHI,INC,BHUBANESWAR,395730,1,M,ORISSA,237716,1984
,,#019733,647765,NITYANAND MISRA,INC,BOLANGIR,350334,1,M,ORISSA,184386,1984
,,#019733,755436,JAYANTI PATTANIK,INC,CUTTACK,475977,1,F,ORISSA,263960,1984
,,#019733,732492,SRIBALLAV PANIGRAHI,INC,DEOGARH,385954,1,M,ORISSA,215256,1984
,,#019733,696446,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR,INC,DHENKANAL,406581,1,M,ORISSA,295754,1984
,,#019733,778255,LAKSHMAN MALLICK,INC,JAGATSINGHPUR,546508,1,M,ORISSA,263352,1984
,,#019733,721932,ANADI CHARAN DAS,INC,JAJPUR,466415,1,M,ORISSA,252316,1984
,,#019733,631264,JAGANNATH PATNAIK,INC,KALAHANDI,325486,1,M,ORISSA,154941,1984
,,#999,733910,BIJAYANANDA PATTNAIK,JNP,KENDRAPARA,509596,1,M,ORISSA,255506,1984
,,#019733,678101,HARINDER SOREN,INC,KEONJHAR,314113,1,M,ORISSA,181169,1984
,,#019733,679722,GRIDHAR GOMANGO,INC,KORAPUT,225785,1,M,ORISSA,154713,1984
,,#019733,630339,SIDHALAL MURMU,INC,MAYURBHANJ,300437,1,M,ORISSA,175013,1984
,,#019733,647780,KHAGAPATI PRADHANI,INC,NOWRANGPUR,240875,1,M,ORISSA,172305,1984
,,#019733,730571,RADHA KANTA DIGAL,INC,PHULBANI,350934,1,M,ORISSA,227667,1984
,,#019733,737702,BRAJAMOHAN MOHENTY,INC,PURI,454749,1,M,ORISSA,239019,1984
,,#019733,779089,KRUPASINDHU BHOI,INC,SAMBALPUR,411458,1,M,ORISSA,249662,1984
,,#019733,678480,MAURICE KUJUR,INC,SUNDARGARH,309010,1,M,ORISSA,176107,1984
,,#019733,381366,P.SHAMMUGAM,INC,PUDUCHERRY,270781,1,M,PUDUCHERRY,159376,1984
,,#019733,742253,VISHNU KUMAR MODI,INC,AJMER,429593,1,M,RAJASTHAN,216173,1984
,,#019733,751298,RAM SINGH YADEV,INC,ALWAR,413456,1,M,RAJASTHAN,199910,1984
,,#019733,733798,PRABHULAL RAWAT,INC,BANSWARA,394453,1,M,RAJASTHAN,199308,1984
,,#019733,910267,VIRDHI CHAND,INC,BARMER,486863,1,M,RAJASTHAN,220658,1984
,,#019733,739563,LALA RAM KEN,INC,BAYANA,325115,1,M,RAJASTHAN,156708,1984
,,#019733,715907,K.NATWAR SINGH,INC,BHARATPUR,448534,1,M,RAJASTHAN,187305,1984
,,#019733,779185,GIRDHARI LAL VYAS,INC,BHILWARA,402854,1,M,RAJASTHAN,250254,1984
,,#019733,1005582,MANPHOOL SINGH,INC,BIKANER,545651,1,M,RAJASTHAN,280090,1984
,,#019733,803392,NIRMLA KUMARI,INC,CHITTORGARH,427257,1,F,RAJASTHAN,226717,1984
,,#019733,831213,MOHAR SINGH,INC,CHURU,497929,1,M,RAJASTHAN,255348,1984
,,#019733,801509,RAJESH PILOT,INC,DAUSA,454682,1,M,RAJASTHAN,245246,1984
,,#019733,829728,BIRBAL,INC,GANGANAGAR,443467,1,M,RAJASTHAN,282573,1984
,,#019733,871295,NAWAL KISHORE SHARMA,INC,JAIPUR,502493,1,M,RAJASTHAN,280436,1984
,,#019733,835714,BUTA SINGH,INC,JALORE,423767,1,M,RAJASTHAN,281627,1984
,,#019733,700480,JUJHARSINGH,INC,JHALAWAR,389301,1,M,RAJASTHAN,212489,1984
,,#019733,887702,MOHD. AYUB KHAN,INC,JHUN JHUNU,552712,1,M,RAJASTHAN,261152,1984
,,#019733,855909,ASHOK GEHLOT,INC,JODHPUR,461230,1,M,RAJASTHAN,282066,1984
,,#019733,721248,SHANTI KUMAR DHARIWAL,INC,KOTA,435429,1,M,RAJASTHAN,230375,1984
,,#019733,839812,RAM NIWAS,INC,NAGAUR,543005,1,M,RAJASTHAN,219961,1984
,,#019733,768806,MOOL CHAND DAGA,INC,PALI,425196,1,M,RAJASTHAN,188274,1984
,,#019733,716391,ALKHA RAM,INC,SALUMBER,352714,1,M,RAJASTHAN,185000,1984
,,#019733,803663,RAM KUMAR,INC,SAWAI MADHOPUR,416190,1,M,RAJASTHAN,248422,1984
,,#019733,882753,BAL RAM,INC,SIKAR,556851,1,M,RAJASTHAN,292132,1984
,,#019733,765205,BANWARI LAL,INC,TONK,410931,1,M,RAJASTHAN,231678,1984
,,#019733,824612,INDUBALA SUKHADIA,INC,UDAIPUR,448584,1,F,RAJASTHAN,264214,1984
,,#95b3d7,149256,NAR BHADUR BHANDARI,IND,SIKKIM,82646,1,M,SIKKIM,56614,1984
,,#019733,757665,R. JEEVARATHINAM,INC,ARAKKONAM,560559,1,M,TAMIL NADU,292606,1984
,,#999,737434,S. JAGATHRAKSHAKAN,ADK,CHENGALPATTU,549896,1,M,TAMIL NADU,297415,1984
,,#019733,734012,VALLALPERUMAN P.,INC,CHIDAMBARAM,538893,1,M,TAMIL NADU,329892,1984
,,#019733,902773,KUPPUSWAMY C. K.,INC,COIMBATORE,615365,1,M,TAMIL NADU,355525,1984
,,#019733,733050,VENKATESAN P.R.S.,INC,CUDDALORE,535105,1,M,TAMIL NADU,327393,1984
,,#999,780371,M. THAMBI DURIAI,ADK,DHARMAPURI,526456,1,M,TAMIL NADU,333427,1984
,,#999,813821,K.R. NATARAJAN,ADK,DINDIGUL,555997,1,M,TAMIL NADU,343571,1984
,,#999,733501,KHOLANDAIVELU P.,ADK,GOBICHETTIPALAYAM,524523,1,M,TAMIL NADU,338243,1984
,,#019733,817972,MURUGAIAH A. R.,INC,KARUR,604929,1,M,TAMIL NADU,413533,1984
,,#019733,724417,K. RAMAMURTHI,INC,KRISHNAGIRI,470922,1,M,TAMIL NADU,304854,1984
,,#800000,862989,KALANIDHI A.,DMK,MADRAS CENTRAL,539119,1,M,TAMIL NADU,313848,1984
,,#800000,991099,N.V.N.SOMU,DMK,MADRAS NORTH,501827,1,M,TAMIL NADU,261941,1984
,,#019733,1018795,VYJAYANTHIMALA,INC,MADRAS SOUTH,647851,1,F,TAMIL NADU,336353,1984
,,#019733,856315,SUBBURAMAN A.G.,INC,MADURAI,583444,1,M,TAMIL NADU,365948,1984
,,#019733,721157,PAKEER MOHAMED E.S.M.,INC,MAYILADUTHURAI,556859,1,M,TAMIL NADU,335033,1984
,,#999,755903,"MAHALINGAM, M.",ADK,NAGAPATTINAM,602911,1,M,TAMIL NADU,300912,1984
,,#019733,720980,N. DENNIS,INC,NAGERCOIL,470589,1,M,TAMIL NADU,235365,1984
,,#019733,827733,R.PRABHU,INC,NILGIRIS,566742,1,M,TAMIL NADU,341824,1984
,,#019733,810013,SENAPATHY GOUNDER A.,INC,PALANI,572693,1,M,TAMIL NADU,408104,1984
,,#999,742190,S. THANGARAJU,ADK,PERAMBALUR,551432,1,M,TAMIL NADU,350549,1984
,,#999,801476,SELVENDRAN P.,ADK,PERIYAKULAM,554704,1,M,TAMIL NADU,348903,1984
,,#999,768435,ANNA NAMBI R.,ADK,POLLACHI,546970,1,M,TAMIL NADU,324200,1984
,,#019733,806752,SUNDARARAJ N.,INC,PUDUKKOTTAI,623559,1,M,TAMIL NADU,426717,1984
,,#019733,810454,V. RAJESHWARAN,INC,RAMANATHAPURAM,538082,1,M,TAMIL NADU,274922,1984
,,#019733,789509,DEVARAJAN B.,INC,RASIPURAM,533146,1,M,TAMIL NADU,367276,1984
,,#019733,766792,RANGARAJAN KUMAR MANGALAM,INC,SALEM,519863,1,M,TAMIL NADU,359819,1984
,,#019733,784016,P. CHIDAMBARAM,INC,SIVAGANGA,553792,1,M,TAMIL NADU,377160,1984
,,#999,838018,N. SOUNDARARAJAN,ADK,SIVAKASI,603034,1,M,TAMIL NADU,323786,1984
,,#019733,787638,MARAGATHAM CHANDRASEKHAR,INC,SRIPERUMBUDUR,558437,1,F,TAMIL NADU,332468,1984
,,#019733,735912,M. ARUNACHALAM,INC,TENKASI,529467,1,M,TAMIL NADU,360517,1984
,,#019733,725425,SINGARAVADIVEL,INC,THANJAVUR,553470,1,M,TAMIL NADU,306351,1984
,,#019733,737933,S.S. ERAMASAMY PADAYATCHI,INC,TINDIVANAM,520155,1,M,TAMIL NADU,356127,1984
,,#019733,749008,K.T. KOSALRAM,INC,TIRUCHENDUR,484579,1,M,TAMIL NADU,345381,1984
,,#999,998164,KANNAN P.,ADK,TIRUCHENGODE,700269,1,M,TAMIL NADU,426648,1984
,,#019733,795398,ADAIKALARAJ,INC,TIRUCHIRAPPALLI,581882,1,M,TAMIL NADU,337786,1984
,,#999,757930,M.R. JANARDHANAN,ADK,TIRUNELVELI,515091,1,M,TAMIL NADU,296897,1984
,,#019733,751122,JAYAMOHAN A.,INC,TIRUPPATTUR,536372,1,M,TAMIL NADU,298159,1984
,,#019733,763132,BALARAMAN L.,INC,VANDAVASI,547642,1,M,TAMIL NADU,341267,1984
,,#999,748776,A.C. SHANMUGAM,ADK,VELLORE,537377,1,M,TAMIL NADU,284416,1984
,,#DE0000,586885,BAJU BAN RIYAN,CPM,TRIPURA EAST,440901,1,M,TRIPURA,231023,1984
,,#DE0000,622082,AJOY BISWAS,CPM,TRIPURA WEST,477259,1,M,TRIPURA,232339,1984
,,#019733,639657,NIHAL SINGH,INC,AGRA,342057,1,M,UTTAR PRADESH,147473,1984
,,#019733,756377,RAM PIYARE SUMAN,INC,AKBARPUR,434460,1,M,UTTAR PRADESH,194148,1984
,,#019733,735424,USHA RANI,INC,ALIGARH,398208,1,F,UTTAR PRADESH,216329,1984
,,#019733,777652,AMITABH BACHCHAN,INC,ALLAHABAD,436120,1,M,UTTAR PRADESH,297461,1984
,,#019733,670370,HARISH CHANDRA SINGH,INC,ALMORA,302012,1,M,UTTAR PRADESH,185006,1984
,,#019733,740782,RAJIV GANDHI,INC,AMETHI,436263,1,M,UTTAR PRADESH,365041,1984
,,#019733,702442,RAM PAL SINGH,INC,AMROHA,455698,1,M,UTTAR PRADESH,181642,1984
,,#019733,656877,KALYAN SINGH SOLANKI,INC,AONLA,319206,1,M,UTTAR PRADESH,117327,1984
,,#019733,760683,SANTOSH KUMAR SINGH,INC,AZAMGARH,418008,1,M,UTTAR PRADESH,170051,1984
,,#999,754811,CHARAN SINGH,LKD,BAGHPAT,471814,1,M,UTTAR PRADESH,253463,1984
,,#019733,762567,ARIF MOHAMMAD KHAN,INC,BAHRAICH,353231,1,M,UTTAR PRADESH,178621,1984
,,#019733,795336,JAGANNATH CHOWDHARI,INC,BALLIA,429646,1,M,UTTAR PRADESH,225984,1984
,,#019733,753870,DEEP NARAIN VAN MAHANTH,INC,BALRAMPUR,397774,1,M,UTTAR PRADESH,128207,1984
,,#019733,708382,BHISM DEO DUBEY,INC,BANDA,378132,1,M,UTTAR PRADESH,142085,1984
,,#019733,771602,MAHAVIR PRASAD,INC,BANSGAON,369830,1,M,UTTAR PRADESH,232747,1984
,,#019733,692717,KAMLA PRASAD,INC,BARA BANKI,380210,1,M,UTTAR PRADESH,202790,1984
,,#019733,646148,ABIDA AHMAD,INC,BAREILLY,341322,1,F,UTTAR PRADESH,156904,1984
,,#019733,753818,RAM AWADH PRASAD,INC,BASTI,337717,1,M,UTTAR PRADESH,227397,1984
,,#019733,725760,GIRDHAR LAL,INC,BIJNOR,386008,1,M,UTTAR PRADESH,219185,1984
,,#019733,735505,JAGDISH AWASTHI,INC,BILHAUR,428402,1,M,UTTAR PRADESH,234466,1984
,,#019733,675019,SALEEM IQBAL SHERWANI,INC,BUDAUN,411597,1,M,UTTAR PRADESH,183524,1984
,,#019733,711066,KR. SURENDRA PAL,INC,BULANDSHAHR,401555,1,M,UTTAR PRADESH,228039,1984
,,#019733,759882,BIHARI LAL SHAILESH,INC,CHAIL,319433,1,M,UTTAR PRADESH,150306,1984
,,#019733,770457,CHANDA TRIPATI,INC,CHANDAULI,448575,1,F,UTTAR PRADESH,201516,1984
,,#019733,793421,RAJMANGAL PANDEY,INC,DEORIA,430279,1,M,UTTAR PRADESH,239708,1984
,,#019733,783353,KAZI JALIL ABBASI,INC,DOMARIAGANJ,437316,1,M,UTTAR PRADESH,226388,1984
,,#999,655413,MUHAMMAD MEHFOOJ ALI KHAN ALIAS PYAREY MAIN,LKD,ETAH,350403,1,M,UTTAR PRADESH,110627,1984
,,#019733,722895,RAGHURAJ SINGH,INC,ETAWAH,428220,1,M,UTTAR PRADESH,184404,1984
,,#019733,723860,NIRMAL KHATRI,INC,FAIZABAD,388508,1,M,UTTAR PRADESH,173152,1984
,,#019733,774883,KHURSHED ALAM KHAN,INC,FARRUKHABAD,451359,1,M,UTTAR PRADESH,236892,1984
,,#019733,752578,HARI KRISHNA SHASTRI,INC,FATEHPUR,374482,1,M,UTTAR PRADESH,208578,1984
,,#019733,717338,GANGA RAM,INC,FIROZABAD,336998,1,M,UTTAR PRADESH,161079,1984
,,#019733,662209,CHANDRA MOHAN SINGH,INC,GARHWAL,342251,1,M,UTTAR PRADESH,207451,1984
,,#019733,728540,ASKARAN,INC,GHATAMPUR,364037,1,M,UTTAR PRADESH,177975,1984
,,#019733,798528,ZAINUL BASHER,INC,GHAZIPUR,459287,1,M,UTTAR PRADESH,167194,1984
,,#019733,771606,RAJ KUMAR,INC,GHOSI,412859,1,M,UTTAR PRADESH,160102,1984
,,#019733,759335,ANAND SINGH ALIAS ANNU BHAIYA,INC,GONDA,385104,1,M,UTTAR PRADESH,260112,1984
,,#019733,700548,MADAN PANDEY,INC,GORAKHPUR,374203,1,M,UTTAR PRADESH,191020,1984
,,#019733,672800,SWAMI PRASAD SINGH,INC,HAMIRPUR,379394,1,M,UTTAR PRADESH,199460,1984
,,#019733,768575,KEDAR NATH,INC,HAPUR,453122,1,M,UTTAR PRADESH,254823,1984
,,#019733,722243,KINDAR LAL,INC,HARDOI,365421,1,M,UTTAR PRADESH,195088,1984
,,#019733,692463,SUNDER LAL,INC,HARDWAR,442724,1,M,UTTAR PRADESH,253892,1984
,,#019733,744969,PURAN CHAND,INC,HATHRAS,371544,1,M,UTTAR PRADESH,165387,1984
,,#019733,732228,LACHHI RAM,INC,JALAUN,374740,1,M,UTTAR PRADESH,170510,1984
,,#019733,687471,KAILASH CHANDRA YADAV,INC,JALESAR,383572,1,M,UTTAR PRADESH,149004,1984
,,#019733,760090,KAMALA PRASAD SINGH,INC,JAUNPUR,431951,1,M,UTTAR PRADESH,201311,1984
,,#019733,773224,SUJAN SINGH BUNDELA,INC,JHANSI,460729,1,M,UTTAR PRADESH,245029,1984
,,#019733,702980,AKHTAR HASAN,INC,KAIRANA,447137,1,M,UTTAR PRADESH,236904,1984
,,#019733,724076,RANA VIR SINGH,INC,KAISERGANJ,338436,1,M,UTTAR PRADESH,179948,1984
,,#019733,746090,SHEILA DIXIT,INC,KANNAUJ,481675,1,F,UTTAR PRADESH,199621,1984
,,#019733,672538,NARESH CHANDRA CHATURVEDI,INC,KANPUR,376216,1,M,UTTAR PRADESH,214160,1984
,,#019733,782374,CHANDRA SHEKHAR,INC,KHALILABAD,456093,1,M,UTTAR PRADESH,227083,1984
,,#019733,769692,USHA KUMARI,INC,KHERI,387267,1,F,UTTAR PRADESH,279573,1984
,,#019733,714153,VEER SEN,INC,KHURJA,362749,1,M,UTTAR PRADESH,212932,1984
,,#019733,826179,RAMDHAN,INC,LALGANJ,416816,1,M,UTTAR PRADESH,218963,1984
,,#019733,754460,SHEILA KAUL,INC,LUCKNOW,304058,1,F,UTTAR PRADESH,169260,1984
,,#019733,770722,SRIPATI,INC,MACHHLISHAHR,401680,1,M,UTTAR PRADESH,179140,1984
,,#019733,715620,JITENDRA SINGH,INC,MAHARAJGANJ,445862,1,M,UTTAR PRADESH,208692,1984
,,#019733,708050,BALRAM SINGH YADAV,INC,MAINPURI,427855,1,M,UTTAR PRADESH,214322,1984
,,#019733,727822,MANVENDRA SINGH,INC,MATHURA,448564,1,M,UTTAR PRADESH,263248,1984
,,#019733,744181,MOHSINA KIDWAI,INC,MEERUT,473109,1,F,UTTAR PRADESH,238236,1984
,,#019733,781816,UMA KANT MISHRA,INC,MIRZAPUR,403971,1,M,UTTAR PRADESH,149606,1984
,,#019733,722288,SANKATA PRASAD,INC,MISRIKH,366858,1,M,UTTAR PRADESH,237741,1984
,,#019733,698491,JAGANNATH PD.,INC,MOHANLALGANJ,341689,1,M,UTTAR PRADESH,189704,1984
,,#019733,670189,HAFIZ MOHD. SIDDIQUE,INC,MORADABAD,397672,1,M,UTTAR PRADESH,116942,1984
,,#019733,713140,DHARAM VIR SINGH,INC,MUZAFFARNAGAR,476513,1,M,UTTAR PRADESH,242751,1984
,,#019733,681281,SATENDRA CHANDRA,INC,NAINITAL,426013,1,M,UTTAR PRADESH,274557,1984
,,#019733,776630,CHANDRA PRATAP NARAIN SINGH,INC,PADRAUNA,396675,1,M,UTTAR PRADESH,189209,1984
,,#019733,756590,RAM PUJAN PATEL,INC,PHULPUR,450838,1,M,UTTAR PRADESH,242538,1984
,,#019733,712701,BHANU PRATAP SINGH,INC,PILIBHIT,436694,1,M,UTTAR PRADESH,278803,1984
,,#019733,751774,RAJA DINESH SINGH,INC,PRATAPGARH,390044,1,M,UTTAR PRADESH,279354,1984
,,#019733,770192,ARUN KUMAR NEHRU,INC,RAE BARELI,448143,1,M,UTTAR PRADESH,314028,1984
,,#019733,752171,ZULFIQUAR ALI KHAN,INC,RAMPUR,482733,1,M,UTTAR PRADESH,242209,1984
,,#019733,804364,RAM PYARE,INC,ROBERTSGANJ,379528,1,M,UTTAR PRADESH,189588,1984
,,#019733,740467,YASHPAL SINGH,INC,SAHARANPUR,521955,1,M,UTTAR PRADESH,277339,1984
,,#019733,802047,RAM SMUJHAWAN,INC,SAIDPUR,378120,1,M,UTTAR PRADESH,174291,1984
,,#019733,814874,RAM NAGINA MISRA,INC,SALEMPUR,383143,1,M,UTTAR PRADESH,152231,1984
,,#019733,666568,SHANTI DEVI,INC,SAMBHAL,340543,1,F,UTTAR PRADESH,124175,1984
,,#019733,725078,DHARAMGAJ SINGH,INC,SHAHABAD,388901,1,M,UTTAR PRADESH,186182,1984
,,#019733,726495,JITENDRA PRASAD,INC,SHAHJAHANPUR,437303,1,M,UTTAR PRADESH,220912,1984
,,#019733,729112,RAJENDRA KUMARI,INC,SITAPUR,369569,1,F,UTTAR PRADESH,185722,1984
,,#019733,758038,RAJ KARAN SINGH,INC,SULTANPUR,402822,1,M,UTTAR PRADESH,219682,1984
,,#019733,665741,BRAHMA DUTT,INC,TEHRI GARHWAL,320667,1,M,UTTAR PRADESH,203883,1984
,,#019733,715790,ZIAURRAHMAN ANSARI,INC,UNNAO,410357,1,M,UTTAR PRADESH,215433,1984
,,#019733,684495,SHYAM LAL YADAVA,INC,VARANASI,368112,1,M,UTTAR PRADESH,153076,1984
,,#999,736742,PIJUS TIRKEY,RSP,ALIPURDUARS,536181,1,M,WEST BENGAL,278358,1984
,,#DE0000,768645,ANIL BASU,CPM,ARAMBAGH,649912,1,M,WEST BENGAL,327786,1984
,,#019733,893685,ANADA GOPAL MUKHERJEE,INC,ASANSOL,605628,1,M,WEST BENGAL,334212,1984
,,#999,768931,PALAS BARMAN,RSP,BALURGHAT,616530,1,M,WEST BENGAL,317141,1984
,,#DE0000,771050,ACHARIA BASUDEB,CPM,BANKURA,551500,1,M,WEST BENGAL,268136,1984
,,#019733,839673,TARUN KANTI GHOSH,INC,BARASAT,693855,1,M,WEST BENGAL,343184,1984
,,#019733,778226,DEBI GHOSAL,INC,BARRACKPORE,604376,1,M,WEST BENGAL,323483,1984
,,#DE0000,754765,INDRAJIT GUPTA,CPI,BASIRHAT,607779,1,M,WEST BENGAL,315444,1984
,,#019733,867180,ATISH CHANDRA SINHA,INC,BERHAMPORE,652616,1,M,WEST BENGAL,317011,1984
,,#DE0000,751344,GADAHAR SAHA,CPM,BIRBHUM,552778,1,M,WEST BENGAL,278155,1984
,,#DE0000,752853,SARADISH ROY,CPM,BOLPUR,576737,1,M,WEST BENGAL,317749,1984
,,#DE0000,840465,SUDHIR RAY,CPM,BURDWAN,685114,1,M,WEST BENGAL,366547,1984
,,#019733,709568,AJIT KUMAR PANJA,INC,CALCUTTA NORTH EAST,497876,1,M,WEST BENGAL,284324,1984
,,#019733,598108,ASHOK KUMAR SEN,INC,CALCUTTA NORTH WEST,378221,1,M,WEST BENGAL,242982,1984
,,#019733,803022,BHOLA NATH SEN,INC,CALCUTTA SOUTH,570566,1,M,WEST BENGAL,324823,1984
,,#019733,697117,PHULRENU GUHA,INC,CONTAI,557365,1,F,WEST BENGAL,282065,1984
,,#999,777024,AMAR ROY PRODHAN,FBL,COOCH BEHAR,650717,1,M,WEST BENGAL,345160,1984
,,#DE0000,824564,ANANDA PRASAD PATHAK,CPM,DARJEELING,544977,1,M,WEST BENGAL,228679,1984
,,#DE0000,795313,AMAL DATTA,CPM,DIAMOND HARBOUR,586029,1,M,WEST BENGAL,281271,1984
,,#019733,1005879,ASUTOSH LAW,INC,DUM DUM,761265,1,M,WEST BENGAL,381984,1984
,,#DE0000,828869,PURNA CHANDRA MALIK,CPM,DURGAPUR,630608,1,M,WEST BENGAL,334688,1984
,,#019733,774719,INDUMATI BHATTACHARYYA,INC,HOOGHLY,634706,1,F,WEST BENGAL,320436,1984
,,#019733,899038,PRIYA RANJAN DAS MUNSHI,INC,HOWRAH,677347,1,M,WEST BENGAL,381216,1984
,,#019733,871732,MAMATA BANERJEE,INC,JADAVPUR,651905,1,F,WEST BENGAL,331618,1984
,,#DE0000,747874,MANIK SANYAL,CPM,JALPAIGURI,565704,1,M,WEST BENGAL,285619,1984
,,#DE0000,774538,ABEDIN ZAINAL,CPM,JANGIPUR,586736,1,M,WEST BENGAL,283977,1984
,,#DE0000,746406,MOTILAL HANSDA,CPM,JHARGRAM,575366,1,M,WEST BENGAL,290454,1984
,,#999,762924,SANT KUMAR MANDAL,RSP,JOYNAGAR,598555,1,M,WEST BENGAL,264406,1984
,,#DE0000,800536,SAIFUDDIN CHOWDHURY,CPM,KATWA,649052,1,M,WEST BENGAL,346251,1984
,,#DE0000,730764,RENU PADA DAS,CPM,KRISHNANAGAR,598263,1,M,WEST BENGAL,294657,1984
,,#019733,716971,ABU BARKAT ATAUL GHANI KHAN CHOUDHURY,INC,MALDA,587355,1,M,WEST BENGAL,304963,1984
,,#019733,734234,MANORANJAN HALDER,INC,MATHURAPUR,590776,1,M,WEST BENGAL,282343,1984
,,#DE0000,761479,NARAYAN CHOUBEY,CPI,MIDNAPORE,599292,1,M,WEST BENGAL,318511,1984
,,#DE0000,806154,SYED MUSUDAL HOSSAIN,CPM,MURSHIDABAD,672829,1,M,WEST BENGAL,316571,1984
