#,AC_NAME,AC_NO,Deposit Threshold,EVM Votes,Migrant Votes,Migrant Votes ,NAME,O.S.N.,party_code,Polled_Votes,Postal Votes,Rank,ST_CD,ST_NAME,State-code,VOTES,Vote %,YEAR,color_code,PARTY,polled_votes,vote_percent
11,Chandrapur,13,0,,,,FIRAJ  PATHAN,,Bahujan Mukti Party,1109743,,11,S13,Maharashtra,S13,4341,0.39117165,2014,#363636,BMP,1109743,0.39
12,Chandrapur,13,0,,,,QURESHI M. EKHALAK M. YUSUF,,Socialist Party (India),1109743,,12,S13,Maharashtra,S13,4176,0.376303342,2014,#363636,SP,1109743,0.38
13,Chandrapur,13,0,,,,KARTIK GAJANAN KODAPE,,Independent,1109743,,13,S13,Maharashtra,S13,3879,0.349540389,2014,#CEB58C,IND,1109743,0.35
14,Chandrapur,13,0,,,,NITIN VASANT POHANE,,Lok Bharati,1109743,,14,S13,Maharashtra,S13,3772,0.339898517,2014,,,1109743,0.34
15,Chandrapur,13,0,,,,PANKAJKUMAR  SHARMA,,All India Trinamool Congress,1109743,,15,S13,Maharashtra,S13,3216,0.289796827,2014,#00FF00,AITC,1109743,0.29
16,Chandrapur,13,0,,,,GHAYWAN ROSHAN JAMBUWANTRAO,,Republican Paksha (Khoripa),1109743,,16,S13,Maharashtra,S13,2736,0.246543569,2014,#363636,Rp(K),1109743,0.25
17,Chandrapur,13,0,,,,ATUL ASHOK MUNGINWAR,,Independent,1109743,,17,S13,Maharashtra,S13,2693,0.242668798,2014,#CEB58C,IND,1109743,0.24
18,Chandrapur,13,0,,,,SIDDHARTH  RAUT,,Prabuddha Republican Party,1109743,,18,S13,Maharashtra,S13,2188,0.197162767,2014,#363636,PRP,1109743,0.2
19,Chandrapur,13,0,,,,SANJAY NILKANTH GAWANDE,,Independent,1109743,,19,S13,Maharashtra,S13,2167,0.195270436,2014,#CEB58C,IND,1109743,0.2
8,Chandrapur,13,0,,,,None of the Above,,None of the Above,1109743,,8,S13,Maharashtra,S13,8257,0.744046144,2014,#DDD1CA,NOTA,1109743,0.74
1,Yavatmal-Washim,14,1,,,,GAWALI BHAVANA PUNDLIKRAO,,Shivsena,1032949,,1,S13,Maharashtra,S13,477905,46.26607896,2014,#FD6A1D,SS,1032949,46.27
2,Yavatmal-Washim,14,1,,,,ADV.SHIVAJIRAO SHIVARAMJI MOGHE,,Indian National Congress,1032949,,2,S13,Maharashtra,S13,384089,37.18373318,2014,#3498DB,INC,1032949,37.18
3,Yavatmal-Washim,14,0,,,,RATHOD BALIRAM PARASHRAM,,Bahujan Samaj Party,1032949,,3,S13,Maharashtra,S13,48981,4.74186044,2014,#22409A,BSP,1032949,4.74
4,Yavatmal-Washim,14,0,,,,RAJU OR BHARATRAJE UDDHAORAO PATIL,,Maharashtra Navnirman sena,1032949,,4,S13,Maharashtra,S13,26194,2.535846397,2014,#363636,MNS,1032949,2.54
5,Yavatmal-Washim,14,0,,,,RATHOD MOHAN MALLU,,Bharipa Bahujan Mahasangh,1032949,,5,S13,Maharashtra,S13,22143,2.143668274,2014,#363636,BBM,1032949,2.14
6,Yavatmal-Washim,14,0,,,,GAIKAWAD RAJENDRA VITTHAL,,Independent,1032949,,6,S13,Maharashtra,S13,7482,0.724333922,2014,#CEB58C,IND,1032949,0.72
7,Yavatmal-Washim,14,0,,,,ULHAS VASRAMJI JADHAO,,Independent,1032949,,7,S13,Maharashtra,S13,7166,0.693741898,2014,#CEB58C,IND,1032949,0.69
8,Yavatmal-Washim,14,0,,,,RATHOD NARESH FULSING,,Aam Aadmi Party,1032949,,8,S13,Maharashtra,S13,6423,0.621811919,2014,#0080C0,AAP,1032949,0.62
9,Yavatmal-Washim,14,0,,,,ABRAR AHMAD MAHMUD KHAN,,Welfare Party Of India,1032949,,9,S13,Maharashtra,S13,5672,0.549107458,2014,#363636,WPI,1032949,0.55
11,Yavatmal-Washim,14,0,,,,DHOTE JAMBUWANTRAO BAPURAO,,All India Forward Bloc,1032949,,11,S13,Maharashtra,S13,4708,0.455782425,2014,#363636,AIFB,1032949,0.46
12,Yavatmal-Washim,14,0,,,,RATHOD INDUWAR KASHIRAM,,Bahujan Mukti Party,1032949,,12,S13,Maharashtra,S13,4627,0.447940799,2014,#363636,BMP,1032949,0.45
13,Yavatmal-Washim,14,0,,,,SUDHAKAR NAMDEORAO GHAYAWAN,,Republican Party of India (Khobragade),1032949,,13,S13,Maharashtra,S13,3602,0.348710343,2014,#363636,RPI(K),1032949,0.35
14,Yavatmal-Washim,14,0,,,,NARESH MAHADEORAO GUGHANE,,Independent,1032949,,14,S13,Maharashtra,S13,3422,0.331284507,2014,#CEB58C,IND,1032949,0.33
15,Yavatmal-Washim,14,0,,,,AHMAD PARVEZ IQBAL AHMAD NUR MOHAMMAD,,Samajwadi Party,1032949,,15,S13,Maharashtra,S13,3262,0.315794875,2014,#0E6D37,SP,1032949,0.32
16,Yavatmal-Washim,14,0,,,,PRAKASH RAGHUNATH RAUT,,Independent,1032949,,16,S13,Maharashtra,S13,2514,0.243380845,2014,#CEB58C,IND,1032949,0.24
17,Yavatmal-Washim,14,0,,,,GURNULE RAMESH VITHOBA,,Independent,1032949,,17,S13,Maharashtra,S13,2484,0.240476539,2014,#CEB58C,IND,1032949,0.24
18,Yavatmal-Washim,14,0,,,,SAWAKE RAMKRUSHNA PUNDLIKRAO,,Communist Party of India (Marxist-Leninist) Red Star,1032949,,18,S13,Maharashtra,S13,2193,0.21230477,2014,#363636,CPI(M)(L),1032949,0.21
19,Yavatmal-Washim,14,0,,,,CHAVAN VINOD NARAYAN,,Independent,1032949,,19,S13,Maharashtra,S13,2177,0.210755807,2014,#CEB58C,IND,1032949,0.21
20,Yavatmal-Washim,14,0,,,,SHAIKH JABBAR SHAIKH USUF,,Independent,1032949,,20,S13,Maharashtra,S13,2172,0.210271756,2014,#CEB58C,IND,1032949,0.21
21,Yavatmal-Washim,14,0,,,,SURESH RAJARAM MUKHMALE,,Maharashtra Vikas Aghadi,1032949,,21,S13,Maharashtra,S13,2130,0.206205727,2014,,,1032949,0.21
22,Yavatmal-Washim,14,0,,,,RAGHUNATH SHANKARRAO SHELKE,,Ambedkarist Republican Party,1032949,,22,S13,Maharashtra,S13,1911,0.185004294,2014,#363636,ARP,1032949,0.19
23,Yavatmal-Washim,14,0,,,,PRASHANT PANDHARINATH SURVE,,Independent,1032949,,23,S13,Maharashtra,S13,1558,0.150830293,2014,#CEB58C,IND,1032949,0.15
24,Yavatmal-Washim,14,0,,,,KAMBLE UTTAM BHAGAJI,,Prabuddha Republican Party,1032949,,24,S13,Maharashtra,S13,1402,0.135727901,2014,#363636,PRP,1032949,0.14
25,Yavatmal-Washim,14,0,,,,SHYAMKUMAR BAPURAO LOKHANDE,,Independent,1032949,,25,S13,Maharashtra,S13,1218,0.117914824,2014,#CEB58C,IND,1032949,0.12
26,Yavatmal-Washim,14,0,,,,MESHRAM DNYANESHWAR TUKARAM,,Independent,1032949,,26,S13,Maharashtra,S13,1036,0.100295368,2014,#CEB58C,IND,1032949,0.1
27,Yavatmal-Washim,14,0,,,,PATIL UPENDRA BABARAO,,Independent,1032949,,27,S13,Maharashtra,S13,895,0.08664513,2014,#CEB58C,IND,1032949,0.09
10,Yavatmal-Washim,14,0,,,,None of the Above,,None of the Above,1032949,,10,S13,Maharashtra,S13,5583,0.54049135,2014,#DDD1CA,NOTA,1032949,0.54
1,Hingoli,15,1,,,,RAJEEV SHANKARRAO SATAV,,Indian National Congress,1051164,,1,S13,Maharashtra,S13,467397,44.4647077,2014,#3498DB,INC,1051164,44.46
2,Hingoli,15,1,,,,WANKHEDE SUBHASH BAPURAO,,Shivsena,1051164,,2,S13,Maharashtra,S13,465765,44.30945124,2014,#FD6A1D,SS,1051164,44.31
3,Hingoli,15,0,,,,JADHAV CHUNNILAL MOHAN,,Bahujan Samaj Party,1051164,,3,S13,Maharashtra,S13,25145,2.39211008,2014,#22409A,BSP,1051164,2.39
4,Hingoli,15,0,,,,D.B.NAIK,,Communist Party of India  (Marxist),1051164,,4,S13,Maharashtra,S13,14986,1.425657652,2014,#F27A67,CPI(M),1051164,1.43
5,Hingoli,15,0,,,,UTTAMRAO PANDURANG RATHOD,,Bahujan Mukti Party,1051164,,5,S13,Maharashtra,S13,9770,0.929445833,2014,#363636,BMP,1051164,0.93
6,Hingoli,15,0,,,,RAMRAO HARISING RATHOD,,Bharipa Bahujan Mahasangh,1051164,,6,S13,Maharashtra,S13,9577,0.911085235,2014,#363636,BBM,1051164,0.91
7,Hingoli,15,0,,,,DHABE UTTAM MAROTI,,Independent,1051164,,7,S13,Maharashtra,S13,7878,0.74945489,2014,#CEB58C,IND,1051164,0.75
8,Hingoli,15,0,,,,WANKHEDE SUBHASH NAGORAO,,Janata Dal  (United),1051164,,8,S13,Maharashtra,S13,6284,0.597813472,2014,#228B22,JD(U),1051164,0.6
9,Hingoli,15,0,,,,WANKHEDE SUBHASH,,Independent,1051164,,9,S13,Maharashtra,S13,6157,0.585731627,2014,#CEB58C,IND,1051164,0.59
10,Hingoli,15,0,,,,SATAV ATMARAM RAGHOJI,,Independent,1051164,,10,S13,Maharashtra,S13,5000,0.47566317,2014,#CEB58C,IND,1051164,0.48
11,Hingoli,15,0,,,,PRINCIPAL DR.VITHAL NAMDEORAO KADAM,,Aam Aadmi Party,1051164,,11,S13,Maharashtra,S13,3729,0.354749592,2014,#0080C0,AAP,1051164,0.35
12,Hingoli,15,0,,,,SATAV RAJU SHANKAR,,Independent,1051164,,12,S13,Maharashtra,S13,3522,0.335057137,2014,#CEB58C,IND,1051164,0.34
13,Hingoli,15,0,,,,DEVJI GANGARAM ASOLE,,Independent,1051164,,13,S13,Maharashtra,S13,3165,0.301094786,2014,#CEB58C,IND,1051164,0.3
15,Hingoli,15,0,,,,SHAIKH NAYEEM SHAIKH LAL,,Samajwadi Party,1051164,,15,S13,Maharashtra,S13,2514,0.239163442,2014,#0E6D37,SP,1051164,0.24
16,Hingoli,15,0,,,,BHAROSE ANANT RAMRAO,,Independent,1051164,,16,S13,Maharashtra,S13,2506,0.238402381,2014,#CEB58C,IND,1051164,0.24
17,Hingoli,15,0,,,,GHUNNAR PRAKASH VITTHALRAO,,Independent,1051164,,17,S13,Maharashtra,S13,2497,0.237546187,2014,#CEB58C,IND,1051164,0.24
18,Hingoli,15,0,,,,DESHMUKH BALASAHEB DESAI,,Independent,1051164,,18,S13,Maharashtra,S13,2154,0.204915693,2014,#CEB58C,IND,1051164,0.2
19,Hingoli,15,0,,,,UTTAM RATHOD,,Independent,1051164,,19,S13,Maharashtra,S13,2147,0.204249765,2014,#CEB58C,IND,1051164,0.2
20,Hingoli,15,0,,,,NAIKWADE DIGAMBAR GUNAJI,,Independent,1051164,,20,S13,Maharashtra,S13,2049,0.194926767,2014,#CEB58C,IND,1051164,0.19
21,Hingoli,15,0,,,,DESAI PANDURANG DEVRAO,,Janata Dal  (Secular),1051164,,21,S13,Maharashtra,S13,1675,0.159347162,2014,#00923F,JD(S),1051164,0.16
22,Hingoli,15,0,,,,SANTOSH NAMDEORAO SAGNE,,Awami Vikas Party,1051164,,22,S13,Maharashtra,S13,1526,0.145172399,2014,,,1051164,0.15
23,Hingoli,15,0,,,,SURAJ VISHWANATH KONDARWAD,,Independent,1051164,,23,S13,Maharashtra,S13,1322,0.125765342,2014,#CEB58C,IND,1051164,0.13
24,Hingoli,15,0,,,,SURYAWANSHI ASHOK BHAGWANRAO,,Independent,1051164,,24,S13,Maharashtra,S13,1292,0.122911363,2014,#CEB58C,IND,1051164,0.12
14,Hingoli,15,0,,,,None of the Above,,None of the Above,1051164,,14,S13,Maharashtra,S13,3107,0.295577094,2014,#DDD1CA,NOTA,1051164,0.3
1,Nanded,16,1,,,,ASHOK SHANKARRAO CHAVAN,,Indian National Congress,1013350,,1,S13,Maharashtra,S13,493075,48.65791681,2014,#3498DB,INC,1013350,48.66
2,Nanded,16,1,,,,D. B. PATIL,,Bharatiya Janata Party,1013350,,2,S13,Maharashtra,S13,411620,40.61972665,2014,#ff7f0e,BJP,1013350,40.62
3,Nanded,16,0,,,,RAJRATNA AMBEDKAR,,Bahujan Mukti Party,1013350,,3,S13,Maharashtra,S13,28447,2.807223565,2014,#363636,BMP,1013350,2.81
4,Nanded,16,0,,,,DR. HANSRAJ DADARAOJI VAIDYA,,Bahujan Samaj Party,1013350,,4,S13,Maharashtra,S13,22809,2.250851137,2014,#22409A,BSP,1013350,2.25
5,Nanded,16,0,,,,FEROZ KHAN GAZI,,Independent,1013350,,5,S13,Maharashtra,S13,8088,0.798144767,2014,#CEB58C,IND,1013350,0.8
6,Nanded,16,0,,,,PANJABRAO SHRIHARI WADJE PATIL,,Independent,1013350,,6,S13,Maharashtra,S13,5825,0.574826072,2014,#CEB58C,IND,1013350,0.57
7,Nanded,16,0,,,,BOCHARE SHANKAR MAHADJI,,Independent,1013350,,7,S13,Maharashtra,S13,5694,0.561898653,2014,#CEB58C,IND,1013350,0.56
8,Nanded,16,0,,,,MOHD. MAROOF AB. RAUF,,Independent,1013350,,8,S13,Maharashtra,S13,4771,0.470814625,2014,#CEB58C,IND,1013350,0.47
9,Nanded,16,0,,,,RAMCHANDRA GYANOBA SAWANT,,Bharipa Bahujan Mahasangh,1013350,,9,S13,Maharashtra,S13,4206,0.415058963,2014,#363636,BBM,1013350,0.42
10,Nanded,16,0,,,,GRANTHI NARENDRASINGH ANMOLSINGH,,Aam Aadmi Party,1013350,,10,S13,Maharashtra,S13,3397,0.33522475,2014,#0080C0,AAP,1013350,0.34
12,Nanded,16,0,,,,RAMCHANDRA GANGARAM  BHARANDE,,Independent,1013350,,12,S13,Maharashtra,S13,3067,0.302659496,2014,#CEB58C,IND,1013350,0.3
13,Nanded,16,0,,,,DATTARAM BALAJI SURWANSHI,,Independent,1013350,,13,S13,Maharashtra,S13,2882,0.284403217,2014,#CEB58C,IND,1013350,0.28
14,Nanded,16,0,,,,PATHAN ZAFAR ALIKHAN MEHMOOD ALIKHAN,,Independent,1013350,,14,S13,Maharashtra,S13,1993,0.196674397,2014,#CEB58C,IND,1013350,0.2
15,Nanded,16,0,,,,GHUNNAR PRAKASH VITHALRAO,,Independent,1013350,,15,S13,Maharashtra,S13,1753,0.172990576,2014,#CEB58C,IND,1013350,0.17
16,Nanded,16,0,,,,SHINDE BALAJI VISHWANATHRAO,,Samajwadi Party,1013350,,16,S13,Maharashtra,S13,1724,0.170128781,2014,#0E6D37,SP,1013350,0.17
17,Nanded,16,0,,,,SONTAKKE LAXMAN KISHAN,,Independent,1013350,,17,S13,Maharashtra,S13,1667,0.164503873,2014,#CEB58C,IND,1013350,0.16
18,Nanded,16,0,,,,ALTAF AHMED IQBAL AHMED,,Indian Union Muslim League,1013350,,18,S13,Maharashtra,S13,1547,0.152661963,2014,#014BC6,IUML,1013350,0.15
19,Nanded,16,0,,,,HANMANTE VIJAY CHANDRAO,,Independent,1013350,,19,S13,Maharashtra,S13,1479,0.145951547,2014,#CEB58C,IND,1013350,0.15
20,Nanded,16,0,,,,ADV. DHONDOPANT NAGORAO HANUMANTE,,Independent,1013350,,20,S13,Maharashtra,S13,1473,0.145359451,2014,#CEB58C,IND,1013350,0.15
21,Nanded,16,0,,,,SAYYED TANVEER SAYYADHAMAJA,,Majlis Bachao Tahreek,1013350,,21,S13,Maharashtra,S13,1288,0.127103173,2014,,,1013350,0.13
22,Nanded,16,0,,,,ADV. DEELIP PRABHAKARRAO KULKARNI (PHULWALKAR),,Independent,1013350,,22,S13,Maharashtra,S13,1285,0.126807125,2014,#CEB58C,IND,1013350,0.13
23,Nanded,16,0,,,,SHAIKH AFZALUDDIN AZEEMUDDIN,,Lok Bharati,1013350,,23,S13,Maharashtra,S13,1065,0.105096956,2014,,,1013350,0.11
24,Nanded,16,0,,,,VENUGOPAL SHASTRI TUMULURI S/O RAMKRISHNA,,Independent,1013350,,24,S13,Maharashtra,S13,1040,0.102629891,2014,#CEB58C,IND,1013350,0.1
11,Nanded,16,0,,,,None of the Above,,None of the Above,1013350,,11,S13,Maharashtra,S13,3155,0.311343563,2014,#DDD1CA,NOTA,1013350,0.31
1,Parbhani,17,1,,,,JADHAV SANJAY (BANDU) HARIBHAU,,Shivsena,1162233,,1,S13,Maharashtra,S13,578455,49.77100117,2014,#FD6A1D,SS,1162233,49.77
2,Parbhani,17,1,,,,BHAMBALE VIJAY MANIKRAO,,Nationalist Congress Party,1162233,,2,S13,Maharashtra,S13,451300,38.83042385,2014,#EAECF0,NCP,1162233,38.83
3,Parbhani,17,0,,,,GULMIR KHAN,,Bahujan Samaj Party,1162233,,3,S13,Maharashtra,S13,33716,2.900967362,2014,#22409A,BSP,1162233,2.9
5,Parbhani,17,0,,,,COMRADE RAJAN KSHIRSAGAR,,Communist Party of India,1162233,,5,S13,Maharashtra,S13,12404,1.067255877,2014,#F27A67,CPI,1162233,1.07
6,Parbhani,17,0,,,,NISAR SUBHAN KHAN PATHAN,,Independent,1162233,,6,S13,Maharashtra,S13,12341,1.061835277,2014,#CEB58C,IND,1162233,1.06
7,Parbhani,17,0,,,,MD. ILIYAS MD. AMIR MANIYAR,,Bharipa Bahujan Mahasangh,1162233,,7,S13,Maharashtra,S13,8006,0.688846385,2014,#363636,BBM,1162233,0.69
8,Parbhani,17,0,,,,COMRED BHISE GANPAT DEVRAO,,Independent,1162233,,8,S13,Maharashtra,S13,7251,0.623885228,2014,#CEB58C,IND,1162233,0.62
9,Parbhani,17,0,,,,UDHAV RANGRAO PAWAR (PATIL),,Independent,1162233,,9,S13,Maharashtra,S13,6154,0.529497958,2014,#CEB58C,IND,1162233,0.53
10,Parbhani,17,0,,,,BABAN (ANNA) MULEY,,Bahujan Mukti Party,1162233,,10,S13,Maharashtra,S13,5836,0.502136835,2014,#363636,BMP,1162233,0.5
11,Parbhani,17,0,,,,ADV. AJAY SITARAM KARANDE PATIL,,Samajwadi Party,1162233,,11,S13,Maharashtra,S13,5507,0.473829258,2014,#0E6D37,SP,1162233,0.47
12,Parbhani,17,0,,,,KAJALE PRADIP MAHADEV,,Independent,1162233,,12,S13,Maharashtra,S13,4781,0.411363298,2014,#CEB58C,IND,1162233,0.41
13,Parbhani,17,0,,,,SALMA SHRINIWAS KULKARNI,,Aam Aadmi Party,1162233,,13,S13,Maharashtra,S13,4449,0.382797597,2014,#0080C0,AAP,1162233,0.38
14,Parbhani,17,0,,,,PRAMOD MAROTI PANDITKAR,,Independent,1162233,,14,S13,Maharashtra,S13,4103,0.353027319,2014,#CEB58C,IND,1162233,0.35
15,Parbhani,17,0,,,,RAMRAO DHANSING RATHOD SIR NIRANKARI,,Independent,1162233,,15,S13,Maharashtra,S13,3120,0.268448753,2014,#CEB58C,IND,1162233,0.27
16,Parbhani,17,0,,,,SK. SALEEM,,Majlis Bachao Tahreek,1162233,,16,S13,Maharashtra,S13,2947,0.253563614,2014,,,1162233,0.25
17,Parbhani,17,0,,,,SAYED ABDUL RAHIM,,Welfare Party Of India,1162233,,17,S13,Maharashtra,S13,2492,0.214414838,2014,#363636,WPI,1162233,0.21
18,Parbhani,17,0,,,,ASHOK BABARAO (AMBHORE) DUDHGAONKAR,,Ambedkar National Congress,1162233,,18,S13,Maharashtra,S13,1869,0.160811128,2014,#363636,ANC,1162233,0.16
4,Parbhani,17,0,,,,None of the Above,,None of the Above,1162233,,4,S13,Maharashtra,S13,17502,1.505894257,2014,#DDD1CA,NOTA,1162233,1.51
1,Jalna,18,1,,,,DANVE RAOSAHEB DADARAO,,Bharatiya Janata Party,1066259,,1,S13,Maharashtra,S13,591428,55.46757401,2014,#ff7f0e,BJP,1066259,55.47
2,Jalna,18,1,,,,AUTADE VILAS KESHAVRAO,,Indian National Congress,1066259,,2,S13,Maharashtra,S13,384630,36.07284909,2014,#3498DB,INC,1066259,36.07
3,Jalna,18,0,,,,DR. WANKHEDE SHARADCHANDRA GANAPATRAO,,Bahujan Samaj Party,1066259,,3,S13,Maharashtra,S13,23719,2.224506429,2014,#22409A,BSP,1066259,2.22
4,Jalna,18,0,,,,M. JAVED A. WAHAB,,Independent,1066259,,4,S13,Maharashtra,S13,7704,0.72252614,2014,#CEB58C,IND,1066259,0.72
5,Jalna,18,0,,,,NADE DNYANESHWAR DAGDUJI,,Independent,1066259,,5,S13,Maharashtra,S13,6953,0.652092972,2014,#CEB58C,IND,1066259,0.65
6,Jalna,18,0,,,,BABASAHEB PATIL SHINDE,,Independent,1066259,,6,S13,Maharashtra,S13,6547,0.614015919,2014,#CEB58C,IND,1066259,0.61
7,Jalna,18,0,,,,DILIP DATTA MHASKE,,Aam Aadmi Party,1066259,,7,S13,Maharashtra,S13,4622,0.43347817,2014,#0080C0,AAP,1066259,0.43
8,Jalna,18,0,,,,VITTHAL SAHEBRAO SHELKE,,Ambedkarite Party of India,1066259,,8,S13,Maharashtra,S13,4587,0.430195665,2014,#363636,API,1066259,0.43
9,Jalna,18,0,,,,KAKARWAL PRATAPSING MAHAJAN,,Independent,1066259,,9,S13,Maharashtra,S13,4237,0.39737062,2014,#CEB58C,IND,1066259,0.4
11,Jalna,18,0,,,,AGRAWAL KUNJBIHARI JUGALKISHOR,,Samajwadi Party,1066259,,11,S13,Maharashtra,S13,3469,0.325343092,2014,#0E6D37,SP,1066259,0.33
12,Jalna,18,0,,,,RAMBHAU HARIBHAU UGLE,,Rashtriya Sant Sandesh Party,1066259,,12,S13,Maharashtra,S13,3283,0.307898925,2014,,,1066259,0.31
13,Jalna,18,0,,,,KARANDE GANESH NAVNATHRAO,,Independent,1066259,,13,S13,Maharashtra,S13,2874,0.269540515,2014,#CEB58C,IND,1066259,0.27
14,Jalna,18,0,,,,MIRZA AFSAR BEG,,Welfare Party Of India,1066259,,14,S13,Maharashtra,S13,2467,0.231369677,2014,#363636,WPI,1066259,0.23
15,Jalna,18,0,,,,RATHOD RAMESH LALSING,,Bahujan Mukti Party,1066259,,15,S13,Maharashtra,S13,2462,0.230900747,2014,#363636,BMP,1066259,0.23
16,Jalna,18,0,,,,UNGE RAMBHAU KUNDLIK,,Independent,1066259,,16,S13,Maharashtra,S13,2240,0.21008029,2014,#CEB58C,IND,1066259,0.21
17,Jalna,18,0,,,,AD. MAHESH VITTHALRAO KHARAT,,Independent,1066259,,17,S13,Maharashtra,S13,1967,0.184476755,2014,#CEB58C,IND,1066259,0.18
18,Jalna,18,0,,,,ASHOK VITTHAL SONWANE,,Independent,1066259,,18,S13,Maharashtra,S13,1894,0.177630388,2014,#CEB58C,IND,1066259,0.18
19,Jalna,18,0,,,,SANJAY NIVRUTTI HIVRALE,,Ambedkar National Congress,1066259,,19,S13,Maharashtra,S13,1821,0.170784022,2014,#363636,ANC,1066259,0.17
20,Jalna,18,0,,,,SAYYAD HUSAIN AHMAD,,Independent,1066259,,20,S13,Maharashtra,S13,1655,0.155215571,2014,#CEB58C,IND,1066259,0.16
21,Jalna,18,0,,,,MOHAMMAD ASAD SHAIKH AHEMAD,,Minorities Democratic Party,1066259,,21,S13,Maharashtra,S13,1342,0.125860602,2014,#363636,MDP,1066259,0.13
22,Jalna,18,0,,,,RAMBHAU VITTHAL CHINCHORE,,Independent,1066259,,22,S13,Maharashtra,S13,1120,0.105040145,2014,#CEB58C,IND,1066259,0.11
23,Jalna,18,0,,,,SAPKAL LILABAI DHARMA,,Independent,1066259,,23,S13,Maharashtra,S13,1110,0.104102287,2014,#CEB58C,IND,1066259,0.1
10,Jalna,18,0,,,,None of the Above,,None of the Above,1066259,,10,S13,Maharashtra,S13,4128,0.387147963,2014,#DDD1CA,NOTA,1066259,0.39
1,Aurangabad,19,1,,,,CHANDRAKANT BHAURAO KHAIRE,,Shivsena,982933,,1,S13,Maharashtra,S13,520902,52.99465986,2014,#FD6A1D,SS,1769207,29.44
2,Aurangabad,19,1,,,,PATIL NITIN SURESH,,Indian National Congress,982933,,2,S13,Maharashtra,S13,358902,36.51337375,2014,#3498DB,INC,1769207,20.29
3,Aurangabad,19,0,,,,JEVRIKAR INDRAKUMAR DNYANOBA,,Bahujan Samaj Party,982933,,3,S13,Maharashtra,S13,37419,3.806871882,2014,#22409A,BSP,1769207,2.12
4,Aurangabad,19,0,,,,SUBHASH KALYANRAO LOMTE,,Aam Aadmi Party,982933,,4,S13,Maharashtra,S13,11974,1.218190863,2014,#0080C0,AAP,1769207,0.68
6,Aurangabad,19,0,,,,TRIBHUVAN MADHUKAR PADMAKAR,,Independent,982933,,6,S13,Maharashtra,S13,6135,0.624152409,2014,#CEB58C,IND,1769207,0.35
7,Aurangabad,19,0,,,,DANDGE NANASAHEB DAMODHAR,,Independent,982933,,7,S13,Maharashtra,S13,5901,0.600346107,2014,#CEB58C,IND,1769207,0.33
8,Aurangabad,19,0,,,,ABDUL KHUDUS ABDUL SAMAD SHAIKH,,Bahujan Mukti Party,982933,,8,S13,Maharashtra,S13,3775,0.384054661,2014,#363636,BMP,1769207,0.21
9,Aurangabad,19,0,,,,NADEEM RANA,,Independent,982933,,9,S13,Maharashtra,S13,2922,0.297273568,2014,#CEB58C,IND,1769207,0.17
10,Aurangabad,19,0,,,,SAYYAD SHAFIYODDIN VAHIYODDIN,,Welfare Party Of India,982933,,10,S13,Maharashtra,S13,2885,0.293509324,2014,#363636,WPI,1769207,0.16
11,Aurangabad,19,0,,,,GAYAKE SADASHIV AMBADAS,,Samajwadi Party,982933,,11,S13,Maharashtra,S13,2646,0.26919434,2014,#0E6D37,SP,1769207,0.15
12,Aurangabad,19,0,,,,PHULARE SURESH ASARAM,,Independent,982933,,12,S13,Maharashtra,S13,2520,0.256375562,2014,#CEB58C,IND,1769207,0.14
13,Aurangabad,19,0,,,,KAILAS CHANDRABHAN THENGDE,,Independent,982933,,13,S13,Maharashtra,S13,2123,0.215986237,2014,#CEB58C,IND,1769207,0.12
14,Aurangabad,19,0,,,,ANKUSH MUNJAJI TUPSAMUNDRE,,Independent,982933,,14,S13,Maharashtra,S13,2019,0.205405658,2014,#CEB58C,IND,1769207,0.11
15,Aurangabad,19,0,,,,BANSODE UDHAV GOVARDHAN,,Independent,982933,,15,S13,Maharashtra,S13,1795,0.18261672,2014,#CEB58C,IND,1769207,0.1
16,Aurangabad,19,0,,,,SHAIK SAYYAD SHAIK MAHMOOD,,Independent,982933,,16,S13,Maharashtra,S13,1581,0.160845144,2014,#CEB58C,IND,1769207,0.09
17,Aurangabad,19,0,,,,AHAMAD AZIZ AHAMAD MATEEN,,Independent,982933,,17,S13,Maharashtra,S13,1572,0.159929517,2014,#CEB58C,IND,1769207,0.09
18,Aurangabad,19,0,,,,JAGDIP VISHWANATH SHINDE,,Independent,982933,,18,S13,Maharashtra,S13,1530,0.155656591,2014,#CEB58C,IND,1769207,0.09
19,Aurangabad,19,0,,,,NANDARKAR VISHAL UDDHAV,,Independent,982933,,19,S13,Maharashtra,S13,1306,0.132867652,2014,#CEB58C,IND,1769207,0.07
20,Aurangabad,19,0,,,,RAJU BABURAO DOLE,,Independent,982933,,20,S13,Maharashtra,S13,1238,0.125949582,2014,#CEB58C,IND,1769207,0.07
21,Aurangabad,19,0,,,,MOHMMAD KISMATWALA KASIM KISMATWALA,,Gareeb Aadmi Party,982933,,21,S13,Maharashtra,S13,1201,0.122185337,2014,,,1769207,0.07
22,Aurangabad,19,0,,,,JADHAV PUSHPA SHANTILAL,,Ambedkar National Congress,982933,,22,S13,Maharashtra,S13,1038,0.105602315,2014,#363636,ANC,1769207,0.06
23,Aurangabad,19,0,,,,DR. FEROZ KHAN MURTUZA KHAN,,Independent,982933,,23,S13,Maharashtra,S13,978,0.099498135,2014,#CEB58C,IND,1769207,0.06
