#,AC_NAME,AC_NO,Deposit Threshold,EVM Votes,Migrant Votes,Migrant Votes ,NAME,O.S.N.,party_code,Polled_Votes,Postal Votes,Rank,ST_CD,ST_NAME,State-code,VOTES,Vote %,YEAR,color_code,PARTY,polled_votes,vote_percent
6,Porbandar,11,0,7448,0,0,ASHOK NANJI SONDARVA,17,Independent,949947,9,6,S06,Gujarat,S06,7457,0.784991163,2019,#CEB58C,IND,949947,0.78
5,Porbandar,11,0,7675,0,0,NOTA,18,None of the Above,949947,165,5,S06,Gujarat,S06,7840,0.825309201,2019,#DDD1CA,NOTA,949947,0.83
2,Jamnagar,12,1,353199,0,0,KANDORIYA MULUBHAI RANMALBHAI,1,Indian National Congress,1010965,1585,2,S06,Gujarat,S06,354784,35.09359869,2019,#3498DB,INC,1010965,35.09
1,Jamnagar,12,1,587501,0,0,POONAMBEN HEMATBHAI MAADAM,2,Bharatiya Janata Party,1010965,4087,1,S06,Gujarat,S06,591588,58.51715935,2019,#ff7f0e,BJP,1010965,58.52
4,Jamnagar,12,0,8674,0,0,SUNIL JETHALAL VAGHELA,3,Bahujan Samaj Party,1010965,121,4,S06,Gujarat,S06,8795,0.869960879,2019,#22409A,BSP,1010965,0.87
19,Jamnagar,12,0,855,0,0,ALIMAMAD ISHAKBHAI PALANI,4,Independent,1010965,2,19,S06,Gujarat,S06,857,0.084770492,2019,#CEB58C,IND,1010965,0.08
24,Jamnagar,12,0,571,0,0,ASHOK CHAVDA,5,Independent,1010965,6,24,S06,Gujarat,S06,577,0.057074182,2019,#CEB58C,IND,1010965,0.06
27,Jamnagar,12,0,475,0,0,AAMIN MAMADBHAI SAFIYA,6,Independent,1010965,2,27,S06,Gujarat,S06,477,0.047182642,2019,#CEB58C,IND,1010965,0.05
28,Jamnagar,12,0,410,0,0,AMANDBHAI PATEL,7,Independent,1010965,3,28,S06,Gujarat,S06,413,0.040852057,2019,#CEB58C,IND,1010965,0.04
17,Jamnagar,12,0,918,0,0,KACHCHHI DAUD NATHA SUMARA,8,Independent,1010965,1,17,S06,Gujarat,S06,919,0.090903246,2019,#CEB58C,IND,1010965,0.09
13,Jamnagar,12,0,1417,0,0,RABARI KARSHANBHAI JESHABHAI,9,Independent,1010965,19,13,S06,Gujarat,S06,1436,0.142042504,2019,#CEB58C,IND,1010965,0.14
22,Jamnagar,12,0,760,0,0,CHAVDA SHAMJI BABUBHAI,10,Independent,1010965,8,22,S06,Gujarat,S06,768,0.075967022,2019,#CEB58C,IND,1010965,0.08
20,Jamnagar,12,0,768,0,0,CHAUHAN DHIRAJ KANTILAL,11,Independent,1010965,6,20,S06,Gujarat,S06,774,0.076560514,2019,#CEB58C,IND,1010965,0.08
15,Jamnagar,12,0,1245,0,0,JAHID AAVAD JAMI,12,Independent,1010965,1,15,S06,Gujarat,S06,1246,0.123248579,2019,#CEB58C,IND,1010965,0.12
9,Jamnagar,12,0,2485,0,0,DONGA JAYANTILAL ARJANBHAI,13,Independent,1010965,4,9,S06,Gujarat,S06,2489,0.246200412,2019,#CEB58C,IND,1010965,0.25
10,Jamnagar,12,0,2106,0,0,NAKUM NARMADABEN KHODALAL,14,Independent,1010965,7,10,S06,Gujarat,S06,2113,0.209008225,2019,#CEB58C,IND,1010965,0.21
3,Jamnagar,12,0,10025,0,0,DALVADI NAKUM RASIK LALJI,15,Independent,1010965,35,3,S06,Gujarat,S06,10060,0.995088851,2019,#CEB58C,IND,1010965,1
5,Jamnagar,12,0,8216,0,0,POPATPUTRA RAFIK ABUBAKAR,16,Independent,1010965,0,5,S06,Gujarat,S06,8216,0.812688867,2019,#CEB58C,IND,1010965,0.81
7,Jamnagar,12,0,5246,0,0,BATHVAR NANJI AMARSHI,17,Independent,1010965,3,7,S06,Gujarat,S06,5249,0.519206896,2019,#CEB58C,IND,1010965,0.52
8,Jamnagar,12,0,3106,0,0,BAXI MRUDUL ASHWINKUMAR,18,Independent,1010965,0,8,S06,Gujarat,S06,3106,0.30723121,2019,#CEB58C,IND,1010965,0.31
16,Jamnagar,12,0,921,0,0,BHARAT RAMJIBHAI DAGARA,19,Independent,1010965,0,16,S06,Gujarat,S06,921,0.091101077,2019,#CEB58C,IND,1010965,0.09
12,Jamnagar,12,0,1447,0,0,BHARKHANI KARABHAI JIVABHAI,20,Independent,1010965,1,12,S06,Gujarat,S06,1448,0.143229489,2019,#CEB58C,IND,1010965,0.14
18,Jamnagar,12,0,778,0,0,BHAVNABA JADEJA,21,Independent,1010965,86,18,S06,Gujarat,S06,864,0.085462899,2019,#CEB58C,IND,1010965,0.09
29,Jamnagar,12,0,395,0,0,BHANDERI AMARSHIBHAI CHHAGANBHAI,22,Independent,1010965,1,29,S06,Gujarat,S06,396,0.039170496,2019,#CEB58C,IND,1010965,0.04
26,Jamnagar,12,0,478,0,0,MAKRANI AJAZAHMED,23,Independent,1010965,1,26,S06,Gujarat,S06,479,0.047380473,2019,#CEB58C,IND,1010965,0.05
25,Jamnagar,12,0,529,0,0,VALABHBHAI CHANABHAI SOJITRA (V. C. PATEL),24,Independent,1010965,0,25,S06,Gujarat,S06,529,0.052326243,2019,#CEB58C,IND,1010965,0.05
23,Jamnagar,12,0,648,0,0,SAMA YUSUF,25,Independent,1010965,1,23,S06,Gujarat,S06,649,0.06419609,2019,#CEB58C,IND,1010965,0.06
14,Jamnagar,12,0,1238,0,0,SAHDEVSINH DILIPSINH CHUDASAMA,26,Independent,1010965,57,14,S06,Gujarat,S06,1295,0.128095434,2019,#CEB58C,IND,1010965,0.13
21,Jamnagar,12,0,770,0,0,SAPARIYA VIJAYKUMAR MANSUKHBHAI,27,Independent,1010965,2,21,S06,Gujarat,S06,772,0.076362683,2019,#CEB58C,IND,1010965,0.08
11,Jamnagar,12,0,1945,0,0,SUMBHANIA AAMIN ABASBHAI,28,Independent,1010965,1,11,S06,Gujarat,S06,1946,0.192489354,2019,#CEB58C,IND,1010965,0.19
6,Jamnagar,12,0,7656,0,0,NOTA,29,None of the Above,1010965,143,6,S06,Gujarat,S06,7799,0.771441148,2019,#DDD1CA,NOTA,1010965,0.77
1,Junagadh,13,1,543637,0,0,CHUDASAMA RAJESHBHAI NARANBHAI,1,Bharatiya Janata Party,1005224,4315,1,S06,Gujarat,S06,547952,54.51043747,2019,#ff7f0e,BJP,1005224,54.51
3,Junagadh,13,0,25467,0,0,DEVEN GOVINDBHAI VANVI,2,Bahujan Samaj Party,1005224,243,3,S06,Gujarat,S06,25710,2.557638894,2019,#22409A,BSP,1005224,2.56
2,Junagadh,13,1,394907,0,0,VANSH PUNJABHAI BHIMABHAI,3,Indian National Congress,1005224,2860,2,S06,Gujarat,S06,397767,39.56998639,2019,#3498DB,INC,1005224,39.57
7,Junagadh,13,0,3257,0,0,BHUT ASHOKBHAI BHIMJIBHAI,4,Rashtriya Samajwadi Party  (Secular),1005224,3,7,S06,Gujarat,S06,3260,0.324305826,2019,#363636,RSP(S),1005224,0.32
12,Junagadh,13,0,910,0,0,RATHOD NATHABHAI VASHARAMBHAI,5,Vyavastha Parivartan Party,1005224,6,12,S06,Gujarat,S06,916,0.091123968,2019,#363636,VPP,1005224,0.09
13,Junagadh,13,0,881,0,0,KARIA DHIRENBHAI AMRUTLAL,6,Independent,1005224,4,13,S06,Gujarat,S06,885,0.088040079,2019,#CEB58C,IND,1005224,0.09
9,Junagadh,13,0,1293,0,0,ZALA MUKESHBHAI BHARAMALBHAI,7,Independent,1005224,17,9,S06,Gujarat,S06,1310,0.130319212,2019,#CEB58C,IND,1005224,0.13
10,Junagadh,13,0,1202,0,0,PANCHABHAI BHAYABHAI DAMANIYA,8,Independent,1005224,8,10,S06,Gujarat,S06,1210,0.120371181,2019,#CEB58C,IND,1005224,0.12
11,Junagadh,13,0,1133,0,0,PRADIPBHAI MAVJIBHAI TANK,9,Independent,1005224,7,11,S06,Gujarat,S06,1140,0.113407559,2019,#CEB58C,IND,1005224,0.11
8,Junagadh,13,0,1801,0,0,MAKWANA DHARMENDRA VAJUBHAI,10,Independent,1005224,5,8,S06,Gujarat,S06,1806,0.179661449,2019,#CEB58C,IND,1005224,0.18
5,Junagadh,13,0,4133,0,0,VALA JAYPALSINH HAJABHAI,11,Independent,1005224,35,5,S06,Gujarat,S06,4168,0.414633952,2019,#CEB58C,IND,1005224,0.41
6,Junagadh,13,0,3480,0,0,HARESH MANUBHAI SARDHARA,12,Independent,1005224,12,6,S06,Gujarat,S06,3492,0.347385259,2019,#CEB58C,IND,1005224,0.35
4,Junagadh,13,0,15405,0,0,NOTA,13,None of the Above,1005224,203,4,S06,Gujarat,S06,15608,1.552688754,2019,#DDD1CA,NOTA,1005224,1.55
1,Amreli,14,1,527593,0,0,Kachhadiya Naranbhai Bhikhabhai,1,Bharatiya Janata Party,909167,1442,1,S06,Gujarat,S06,529035,58.18897958,2019,#ff7f0e,BJP,909167,58.19
4,Amreli,14,0,9664,0,0,Chauhan Ravjibhai Mulabhai,2,Bahujan Samaj Party,909167,27,4,S06,Gujarat,S06,9691,1.065920782,2019,#22409A,BSP,909167,1.07
2,Amreli,14,1,326781,0,0,Paresh Dhanani,3,Indian National Congress,909167,823,2,S06,Gujarat,S06,327604,36.033424,2019,#3498DB,INC,909167,36.03
7,Amreli,14,0,4731,0,0,Dhapa Dharamshibhai Ramjibhai,4,Vyavastha Parivartan Party,909167,16,7,S06,Gujarat,S06,4747,0.522126298,2019,#363636,VPP,909167,0.52
10,Amreli,14,0,1762,0,0,R.S. Gosai,5,Independent,909167,1,10,S06,Gujarat,S06,1763,0.193913769,2019,#CEB58C,IND,909167,0.19
11,Amreli,14,0,1551,0,0,Chauhan Dayabhai Bhagvanbhai,6,Independent,909167,2,11,S06,Gujarat,S06,1553,0.170815703,2019,#CEB58C,IND,909167,0.17
13,Amreli,14,0,982,0,0,Jerambhai R. Parmar,7,Independent,909167,4,13,S06,Gujarat,S06,986,0.108450923,2019,#CEB58C,IND,909167,0.11
12,Amreli,14,0,1411,0,0,Dayala Shubhashbhai Parabatbhai,8,Independent,909167,2,12,S06,Gujarat,S06,1413,0.155416992,2019,#CEB58C,IND,909167,0.16
9,Amreli,14,0,2204,0,0,Nathalal Sukhadiya,9,Independent,909167,3,9,S06,Gujarat,S06,2207,0.242749682,2019,#CEB58C,IND,909167,0.24
8,Amreli,14,0,2332,0,0,Mehta Nanalal Kalidas,10,Independent,909167,4,8,S06,Gujarat,S06,2336,0.256938494,2019,#CEB58C,IND,909167,0.26
5,Amreli,14,0,5331,0,0,Valodara Vrajlal Jivabhai,11,Independent,909167,1,5,S06,Gujarat,S06,5332,0.586470912,2019,#CEB58C,IND,909167,0.59
6,Amreli,14,0,4926,0,0,Himmat Bagda,12,Independent,909167,7,6,S06,Gujarat,S06,4933,0.542584586,2019,#CEB58C,IND,909167,0.54
3,Amreli,14,0,17513,0,0,NOTA,13,None of the Above,909167,54,3,S06,Gujarat,S06,17567,1.932208274,2019,#DDD1CA,NOTA,909167,1.93
2,Bhavnagar,15,1,329131,0,0,PATEL MANHARBHAI NAGJIBHAI (VASANI),1,Indian National Congress,1041279,2623,2,S06,Gujarat,S06,331754,31.86024111,2019,#3498DB,INC,1041279,31.86
1,Bhavnagar,15,1,655272,0,0,DR.BHARATIBEN DHIRUBHAI SHIYAL,2,Bharatiya Janata Party,1041279,6001,1,S06,Gujarat,S06,661273,63.50584233,2019,#ff7f0e,BJP,1041279,63.51
5,Bhavnagar,15,0,6882,0,0,VIJAYKUMAR RAMABHAI MAKADIYA,3,Bahujan Samaj Party,1041279,59,5,S06,Gujarat,S06,6941,0.666584076,2019,#22409A,BSP,1041279,0.67
4,Bhavnagar,15,0,7756,0,0,DHAPA DHARAMSHIBHAI RAMJIBHAI,4,Vyavastha Parivartan Party,1041279,80,4,S06,Gujarat,S06,7836,0.752536064,2019,#363636,VPP,1041279,0.75
8,Bhavnagar,15,0,2402,0,0,RAMDEVSINH BHARATSINH ZALA,5,Jan Sangharsh Virat Party,1041279,107,8,S06,Gujarat,S06,2509,0.240953673,2019,#363636,JSVP,1041279,0.24
11,Bhavnagar,15,0,1362,0,0,SONDHARVA BHARATBHAI KANJIBHAI,6,Sardar Vallabhbhai Patel Party,1041279,1,11,S06,Gujarat,S06,1363,0.130896715,2019,#363636,SVPP,1041279,0.13
10,Bhavnagar,15,0,1557,0,0,CHAUHAN AJAYKUMAR RAMRATANSINH (AMIT CHAUHAN),7,Independent,1041279,4,10,S06,Gujarat,S06,1561,0.149911791,2019,#CEB58C,IND,1041279,0.15
9,Bhavnagar,15,0,1822,0,0,CHAMPABEN ZAVERBHAI CHAUHAN,8,Independent,1041279,6,9,S06,Gujarat,S06,1828,0.175553334,2019,#CEB58C,IND,1041279,0.18
7,Bhavnagar,15,0,3766,0,0,SITAPARA SAGARBHAI BHURABHAI,9,Independent,1041279,9,7,S06,Gujarat,S06,3775,0.362534921,2019,#CEB58C,IND,1041279,0.36
6,Bhavnagar,15,0,6055,0,0,HARESHBHAI BABUBHAI VEGAD (HARABHAI),10,Independent,1041279,1,6,S06,Gujarat,S06,6056,0.581592445,2019,#CEB58C,IND,1041279,0.58
3,Bhavnagar,15,0,16115,0,0,NOTA,11,None of the Above,1041279,268,3,S06,Gujarat,S06,16383,1.573353539,2019,#DDD1CA,NOTA,1041279,1.57
1,Anand,16,1,631581,0,0,PATEL MITESH RAMESHBHAI (BAKABHAI),1,Bharatiya Janata Party,1108661,1516,1,S06,Gujarat,S06,633097,57.10465147,2019,#ff7f0e,BJP,1108661,57.1
2,Anand,16,1,434006,0,0,BHARATBHAI MADHAVSINH SOLANKI,2,Indian National Congress,1108661,1373,2,S06,Gujarat,S06,435379,39.27070583,2019,#3498DB,INC,1108661,39.27
5,Anand,16,0,5935,0,0,VANKAR RAMESHBHAI VALJIBHAI,3,Bahujan Samaj Party,1108661,24,5,S06,Gujarat,S06,5959,0.537495231,2019,#22409A,BSP,1108661,0.54
10,Anand,16,0,1032,0,0,BHATT ASHISHKUMAR MANOJKUMAR,4,Akhil Bharatiya Jan Sangh,1108661,2,10,S06,Gujarat,S06,1034,0.09326566,2019,#363636,ABJS,1108661,0.09
8,Anand,16,0,1154,0,0,BHATT SUNILKUMAR NARENDRABHAI,5,Right to Recall Party,1108661,1,8,S06,Gujarat,S06,1155,0.104179727,2019,#363636,RTRP,1108661,0.1
11,Anand,16,0,966,0,0,KEYUR PRAVINBHAI PATEL (BAKABHAI),6,Independent,1108661,0,11,S06,Gujarat,S06,966,0.087132135,2019,#CEB58C,IND,1108661,0.09
9,Anand,16,0,1063,0,0,CHAVDA KAUSHIKKUMAR,7,Independent,1108661,1,9,S06,Gujarat,S06,1064,0.095971627,2019,#CEB58C,IND,1108661,0.1
6,Anand,16,0,2451,0,0,BHARATBHAI SOLANKI,8,Independent,1108661,9,6,S06,Gujarat,S06,2460,0.221889288,2019,#CEB58C,IND,1108661,0.22
7,Anand,16,0,2300,0,0,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),9,Independent,1108661,1,7,S06,Gujarat,S06,2301,0.207547663,2019,#CEB58C,IND,1108661,0.21
4,Anand,16,0,6854,0,0,HITENDRASINH MOHANSINH PARMAR,10,Independent,1108661,0,4,S06,Gujarat,S06,6854,0.618223244,2019,#CEB58C,IND,1108661,0.62
3,Anand,16,0,18365,0,0,NOTA,11,None of the Above,1108661,27,3,S06,Gujarat,S06,18392,1.658938124,2019,#DDD1CA,NOTA,1108661,1.66
1,Kheda,17,1,711757,0,0,Chauhan Devusinh,1,Bharatiya Janata Party,1098633,2815,1,S06,Gujarat,S06,714572,65.04192028,2019,#ff7f0e,BJP,1098633,65.04
2,Kheda,17,1,345804,0,0,Bimal Shah,2,Indian National Congress,1098633,1623,2,S06,Gujarat,S06,347427,31.6235722,2019,#3498DB,INC,1098633,31.62
4,Kheda,17,0,7400,0,0,Bhailalbhai Kalubhai Pandav,3,Bahujan Samaj Party,1098633,61,4,S06,Gujarat,S06,7461,0.679116684,2019,#22409A,BSP,1098633,0.68
7,Kheda,17,0,2093,0,0,Chauhan Parsottambhai Babarbhai,4,Yuva Jan Jagriti Party,1098633,7,7,S06,Gujarat,S06,2100,0.191146634,2019,#363636,VJJP,1098633,0.19
8,Kheda,17,0,1759,0,0,Patel Kamleshkumar Ratilal,5,Hindusthan Nirman Dal,1098633,5,8,S06,Gujarat,S06,1764,0.160563173,2019,#363636,HND,1098633,0.16
6,Kheda,17,0,2171,0,0,Pathan Ayashabanu,6,Ambedkar National Congress,1098633,5,6,S06,Gujarat,S06,2176,0.198064322,2019,#363636,ANC,1098633,0.2
5,Kheda,17,0,4853,0,0,Pathan Imtiyazkhan Saeedkhan,7,Apna Desh Party,1098633,3,5,S06,Gujarat,S06,4856,0.442003836,2019,#363636,ADP,1098633,0.44
3,Kheda,17,0,18201,0,0,NOTA,8,None of the Above,1098633,76,3,S06,Gujarat,S06,18277,1.663612872,2019,#DDD1CA,NOTA,1098633,1.66
2,Panchmahal,18,1,301046,0,0,Khant Vechatbhai Kuberbhai,1,Indian National Congress,1083676,2549,2,S06,Gujarat,S06,303595,28.01529239,2019,#3498DB,INC,1083676,28.02
1,Panchmahal,18,1,727301,0,0,Ratansinh Magansinh Rathod,2,Bharatiya Janata Party,1083676,4835,1,S06,Gujarat,S06,732136,67.56041474,2019,#ff7f0e,BJP,1083676,67.56
4,Panchmahal,18,0,9809,0,0,Virendra Parsottamdas Patel,3,Nationalist Congress Party,1083676,17,4,S06,Gujarat,S06,9826,0.906728579,2019,#EAECF0,NCP,1083676,0.91
7,Panchmahal,18,0,3892,0,0,Shaikh Kalim Abdul Latif,4,Bahujan Samaj Party,1083676,13,7,S06,Gujarat,S06,3905,0.360347558,2019,#22409A,BSP,1083676,0.36
6,Panchmahal,18,0,4827,0,0,Rathod Vijaysinh Mohansinh,5,Hindusthan Nirman Dal,1083676,42,6,S06,Gujarat,S06,4869,0.449304036,2019,#363636,HND,1083676,0.45
5,Panchmahal,18,0,9196,0,0,Lalabhai Gadhvi,6,Independent,1083676,16,5,S06,Gujarat,S06,9212,0.850069578,2019,#CEB58C,IND,1083676,0.85
3,Panchmahal,18,0,20066,0,0,NOTA,7,None of the Above,1083676,67,3,S06,Gujarat,S06,20133,1.857843119,2019,#DDD1CA,NOTA,1083676,1.86
2,Dahod,19,1,431312,0,0,KATARA BABUBHAI KHIMABHAI,1,Indian National Congress,1063212,2852,2,S06,Gujarat,S06,434164,40.83512978,2019,#3498DB,INC,1063212,40.84
1,Dahod,19,1,558977,0,0,JASHVANTSINH SUMANBHAI BHABHOR,2,Bharatiya Janata Party,1063212,2783,1,S06,Gujarat,S06,561760,52.83612299,2019,#ff7f0e,BJP,1063212,52.84
4,Dahod,19,0,11329,0,0,BHABHOR DHULABHAI DITABHAI,3,Bahujan Samaj Party,1063212,10,4,S06,Gujarat,S06,11339,1.066485329,2019,#22409A,BSP,1063212,1.07
7,Dahod,19,0,3835,0,0,KALARA RAMSINGBHAI NANJIBHAI,4,Hindusthan Nirman Dal,1063212,1,7,S06,Gujarat,S06,3836,0.36079352,2019,#363636,HND,1063212,0.36
8,Dahod,19,0,3821,0,0,JAGDISHBHAI MANILAL MEDA,5,Bharatiya National Janta Dal,1063212,3,8,S06,Gujarat,S06,3824,0.359664865,2019,#363636,BNJD,1063212,0.36
6,Dahod,19,0,5204,0,0,DAMOR MANABHAI BHAVSINGBHAI,6,Independent,1063212,7,6,S06,Gujarat,S06,5211,0.490118622,2019,#CEB58C,IND,1063212,0.49
5,Dahod,19,0,11135,0,0,DEVDHA SAMSUBHAI KHATARABHAI,7,Independent,1063212,7,5,S06,Gujarat,S06,11142,1.047956569,2019,#CEB58C,IND,1063212,1.05
3,Dahod,19,0,31873,0,0,NOTA,8,None of the Above,1063212,63,3,S06,Gujarat,S06,31936,3.003728325,2019,#DDD1CA,NOTA,1063212,3
2,Vadodara,20,1,293080,0,0,PRASHANT PATEL (TIKO),1,Indian National Congress,1222348,1462,2,S06,Gujarat,S06,294542,24.09641117,2019,#3498DB,INC,1222348,24.1
4,Vadodara,20,0,7429,0,0,ROHIT MADHUSUDAN MOHANBHAI,2,Bahujan Samaj Party,1222348,29,4,S06,Gujarat,S06,7458,0.610137211,2019,#22409A,BSP,1222348,0.61
1,Vadodara,20,1,880905,0,0,RANJANBEN BHATT,3,Bharatiya Janata Party,1222348,2814,1,S06,Gujarat,S06,883719,72.29684182,2019,#ff7f0e,BJP,1222348,72.3
6,Vadodara,20,0,3805,0,0,GOHIL RINKU,4,Yuva Jan Jagriti Party,1222348,6,6,S06,Gujarat,S06,3811,0.311777006,2019,#363636,VJJP,1222348,0.31
10,Vadodara,20,0,1093,0,0,JAT SUBHAS SINGH BRIJLAL,5,All India Hindustan Congress Party,1222348,4,10,S06,Gujarat,S06,1097,0.08974531,2019,,,1222348,0.09
12,Vadodara,20,0,888,0,0,TAPAN DASGUPTA,6,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1222348,1,12,S06,Gujarat,S06,889,0.072728879,2019,#363636,SUCI,1222348,0.07
13,Vadodara,20,0,871,0,0,MOHSIMMIYA (SAIYAD MOHSIN BAPU),7,Bahujan Mukti Party,1222348,1,13,S06,Gujarat,S06,872,0.071338113,2019,#363636,BMP,1222348,0.07
8,Vadodara,20,0,1791,0,0,LION DR. YASINALI POLRA,8,New All India Congress Party,1222348,4,8,S06,Gujarat,S06,1795,0.146848524,2019,#363636,NAICP,1222348,0.15
14,Vadodara,20,0,856,0,0,SANTOSH S. SOLANKI,9,Bhartiya Manavadhikaar Federal Party,1222348,2,14,S06,Gujarat,S06,858,0.070192777,2019,#363636,BMFP,1222348,0.07
11,Vadodara,20,0,947,0,0,NIMESH PATEL (KAMROL),10,Independent,1222348,16,11,S06,Gujarat,S06,963,0.078782802,2019,#CEB58C,IND,1222348,0.08
9,Vadodara,20,0,1429,0,0,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),11,Independent,1222348,2,9,S06,Gujarat,S06,1431,0.117069771,2019,#CEB58C,IND,1222348,0.12
7,Vadodara,20,0,3457,0,0,DR. RAHUL VASUDEVBHAI VYAS,12,Independent,1222348,0,7,S06,Gujarat,S06,3457,0.28281635,2019,#CEB58C,IND,1222348,0.28
5,Vadodara,20,0,4454,0,0,SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),13,Independent,1222348,3,5,S06,Gujarat,S06,4457,0.364626113,2019,#CEB58C,IND,1222348,0.36
3,Vadodara,20,0,16901,0,0,NOTA,14,None of the Above,1222348,98,3,S06,Gujarat,S06,16999,1.390684159,2019,#DDD1CA,NOTA,1222348,1.39
1,Chhota Udaipur,21,1,761472,0,0,RATHVA GITABEN VAJESINGBHAI,1,Bharatiya Janata Party,1232459,2973,1,S06,Gujarat,S06,764445,62.02599843,2019,#ff7f0e,BJP,1232459,62.03
4,Chhota Udaipur,21,0,14948,0,0,RATHVA FURKANBHAI BALAJIBHAI,2,Bahujan Samaj Party,1232459,16,4,S06,Gujarat,S06,14964,1.214158037,2019,#22409A,BSP,1232459,1.21
2,Chhota Udaipur,21,1,384059,0,0,RATHAVA RANJITSINH MOHANSINH,3,Indian National Congress,1232459,2443,2,S06,Gujarat,S06,386502,31.36023186,2019,#3498DB,INC,1232459,31.36
5,Chhota Udaipur,21,0,10519,0,0,VASAVA RAJESH SOMABHAI,4,Bhartiya Tribal Party,1232459,113,5,S06,Gujarat,S06,10632,0.862665614,2019,#363636,BTP,1232459,0.86
8,Chhota Udaipur,21,0,3699,0,0,UMESH JANGUBHAI RATHAWA,5,Independent,1232459,11,8,S06,Gujarat,S06,3710,0.301024213,2019,#CEB58C,IND,1232459,0.3
9,Chhota Udaipur,21,0,3664,0,0,PRAVINBHAI DHURSINGBHAI RATHVA,6,Independent,1232459,5,9,S06,Gujarat,S06,3669,0.29769753,2019,#CEB58C,IND,1232459,0.3
7,Chhota Udaipur,21,0,6884,0,0,RATHVA BHAVSINGBHAI NAMARSINGBHAI,7,Independent,1232459,3,7,S06,Gujarat,S06,6887,0.55880155,2019,#CEB58C,IND,1232459,0.56
6,Chhota Udaipur,21,0,8781,0,0,RATHVA MAGANBHAI CHATHIYABHAI,8,Independent,1232459,1,6,S06,Gujarat,S06,8782,0.712559201,2019,#CEB58C,IND,1232459,0.71
3,Chhota Udaipur,21,0,32816,0,0,NOTA,9,None of the Above,1232459,52,3,S06,Gujarat,S06,32868,2.666863563,2019,#DDD1CA,NOTA,1232459,2.67
1,Bharuch,22,1,635374,0,0,Mansukhbhai Dhanjibhai Vasava,1,Bharatiya Janata Party,1149725,2421,1,S06,Gujarat,S06,637795,55.47370023,2019,#ff7f0e,BJP,1149725,55.47
8,Bharuch,22,0,6224,0,0,Vasava Rajeshbhai Chimanbhai,2,Bahujan Samaj Party,1149725,11,8,S06,Gujarat,S06,6235,0.542303594,2019,#22409A,BSP,1149725,0.54
2,Bharuch,22,1,302890,0,0,Sherkhan Abdulsakur Pathan,3,Indian National Congress,1149725,691,2,S06,Gujarat,S06,303581,26.40466198,2019,#3498DB,INC,1149725,26.4
3,Bharuch,22,0,143093,0,0,Chhotubhai Amarsinh Vasava,4,Bhartiya Tribal Party,1149725,990,3,S06,Gujarat,S06,144083,12.53195329,2019,#363636,BTP,1149725,12.53
12,Bharuch,22,0,2133,0,0,Pathan Salimkhan Sadikkhan,5,Sanyukt Vikas Party,1149725,2,12,S06,Gujarat,S06,2135,0.18569658,2019,,,1149725,0.19
18,Bharuch,22,0,808,0,0,Vashi Narendrasinh Randhirsinh,6,Yuva Jan Jagriti Party,1149725,0,18,S06,Gujarat,S06,808,0.070277675,2019,#363636,VJJP,1149725,0.07
17,Bharuch,22,0,826,0,0,Sabbirbhai Musabhai Patel,7,Apna Desh Party,1149725,0,17,S06,Gujarat,S06,826,0.071843267,2019,#363636,ADP,1149725,0.07
16,Bharuch,22,0,1218,0,0,Sukhdev Bhikhabhai Vasava,8,Bahujan Mukti Party,1149725,3,16,S06,Gujarat,S06,1221,0.106199309,2019,#363636,BMP,1149725,0.11
11,Bharuch,22,0,2845,0,0,Ashokchandra Bhikhubhai Parmar,9,Independent,1149725,6,11,S06,Gujarat,S06,2851,0.247972341,2019,#CEB58C,IND,1149725,0.25
15,Bharuch,22,0,1323,0,0,Jitendra Parmar (Jitu Chowkidar),10,Independent,1149725,4,15,S06,Gujarat,S06,1327,0.115418905,2019,#CEB58C,IND,1149725,0.12
14,Bharuch,22,0,1510,0,0,Patel Imran Umarjibhai,11,Independent,1149725,0,14,S06,Gujarat,S06,1510,0.131335754,2019,#CEB58C,IND,1149725,0.13
13,Bharuch,22,0,2067,0,0,Mukhtiyar Abdulrahim Shaikh (BansiMama),12,Independent,1149725,0,13,S06,Gujarat,S06,2067,0.179782122,2019,#CEB58C,IND,1149725,0.18
5,Bharuch,22,0,8148,0,0,Vasava Navinbhai Himmatbhai,13,Independent,1149725,7,5,S06,Gujarat,S06,8155,0.70930005,2019,#CEB58C,IND,1149725,0.71
9,Bharuch,22,0,3831,0,0,Vikramsinh Dalsukhbhai Gohil,14,Independent,1149725,2,9,S06,Gujarat,S06,3833,0.33338407,2019,#CEB58C,IND,1149725,0.33
10,Bharuch,22,0,3829,0,0,Sapa Rafikbhai Sulemanbhai,15,Independent,1149725,0,10,S06,Gujarat,S06,3829,0.333036161,2019,#CEB58C,IND,1149725,0.33
4,Bharuch,22,0,15110,0,0,Sindha Kiritsinh Alias Jalamsinh Nathubava,16,Independent,1149725,0,4,S06,Gujarat,S06,15110,1.314227315,2019,#CEB58C,IND,1149725,1.31
6,Bharuch,22,0,8037,0,0,Solanki Rajeshbhai Lallubhai,17,Independent,1149725,1,6,S06,Gujarat,S06,8038,0.699123703,2019,#CEB58C,IND,1149725,0.7
