PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
BJP,1991,Nettapakkam,Pondicherry,11,3,GEN,V. SUBRAMANIAN,M,,,119,12240,#ff7f0e
IND,1991,Nettapakkam,Pondicherry,11,4,GEN,VALARAMANI,F,,,95,12240,#bdc3c7
JP,1991,Nettapakkam,Pondicherry,11,5,GEN,P. RAJAVELU,M,,,48,12240,#222
IND,1991,Nettapakkam,Pondicherry,11,6,GEN,S. VAITHILINGAM,M,,,46,12240,#bdc3c7
IND,1991,Nettapakkam,Pondicherry,11,7,GEN,A. SIVA,M,,,32,12240,#bdc3c7
IND,1991,Nettapakkam,Pondicherry,11,8,GEN,V. AMURDHALINGAM,M,,,13,12240,#bdc3c7
IND,1991,Nettapakkam,Pondicherry,11,9,GEN,K. ARIKRISHNAN,M,,,10,12240,#bdc3c7
INC,1991,Kuruvinatham,Pondicherry,12,1,GEN,T. THIAGARAJAN,M,,,6765,13079,#2ecc71
DMK,1991,Kuruvinatham,Pondicherry,12,2,GEN,N. VENGADASAMY,M,,,4014,13079,#c0392b
PMK,1991,Kuruvinatham,Pondicherry,12,3,GEN,P. VENUGOPAL,M,,,2161,13079,#d35400
IND,1991,Kuruvinatham,Pondicherry,12,4,GEN,R. RAJENDIRAN ALIAS RAJ,M,,,56,13079,#bdc3c7
IND,1991,Kuruvinatham,Pondicherry,12,5,GEN,M. ARUMUGAM,M,,,50,13079,#bdc3c7
JP,1991,Kuruvinatham,Pondicherry,12,6,GEN,N. S. AZAGAPPAN,M,,,33,13079,#222
IND,1991,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,6377,13114,#bdc3c7
IND,1991,Bahour,Pondicherry,13,2,SC,E. RAJALINGAM,M,,,4454,13114,#bdc3c7
CPI,1991,Bahour,Pondicherry,13,3,SC,A. RAMAMURTHY,M,,,2074,13114,#ff5757
PMK,1991,Bahour,Pondicherry,13,4,SC,G. K. BASKARAN,M,,,183,13114,#d35400
JP,1991,Bahour,Pondicherry,13,5,SC,M. LOGANATHAN,M,,,26,13114,#222
ADMK,1991,Thirubuvanai,Pondicherry,14,1,SC,D. VISWANATHAN,M,,,7453,13384,#b2d33c
DMK,1991,Thirubuvanai,Pondicherry,14,2,SC,M. THANGAVELU,M,,,4939,13384,#c0392b
PMK,1991,Thirubuvanai,Pondicherry,14,3,SC,IRANIAN ALIAS ETHIRAJ,M,,,829,13384,#d35400
TMM,1991,Thirubuvanai,Pondicherry,14,4,SC,N. SINGARAM,M,,,65,13384,#222
IND,1991,Thirubuvanai,Pondicherry,14,5,SC,C. GUEDJENDIRANF,M,,,58,13384,#bdc3c7
JP,1991,Thirubuvanai,Pondicherry,14,6,SC,GAJENDRA BASKARA,M,,,40,13384,#222
INC,1991,Mannadipeth,Pondicherry,15,1,GEN,N. RAJARAM,M,,,7771,14851,#2ecc71
DMK,1991,Mannadipeth,Pondicherry,15,2,GEN,D. RAMACHANDRAN,M,,,6874,14851,#c0392b
BJP,1991,Mannadipeth,Pondicherry,15,3,GEN,N. MURUGAIYAN,M,,,146,14851,#ff7f0e
TMM,1991,Mannadipeth,Pondicherry,15,4,GEN,S. PERUMAL,M,,,44,14851,#222
PMM,1991,Mannadipeth,Pondicherry,15,5,GEN,C. KESAVAN,M,,,16,14851,#222
INC,1991,Ossudu,Pondicherry,16,1,SC,N. MARIMUTHU,M,,,7293,11576,#2ecc71
JD,1991,Ossudu,Pondicherry,16,2,SC,S. BALARAMAN,M,,,4162,11576,#222
JP,1991,Ossudu,Pondicherry,16,3,SC,S. VIJAYAKUMAR,M,,,77,11576,#222
IND,1991,Ossudu,Pondicherry,16,4,SC,A. BALAKIRUSHMAN,M,,,44,11576,#bdc3c7
INC,1991,Villenour,Pondicherry,17,1,GEN,P. ANANDABASKARAN,M,,,8190,15141,#2ecc71
JD,1991,Villenour,Pondicherry,17,2,GEN,C. JAYAKUMAR,M,,,6740,15141,#222
JP,1991,Villenour,Pondicherry,17,3,GEN,M. ANGAPPAN,M,,,65,15141,#222
PMK,1991,Villenour,Pondicherry,17,4,GEN,S. A. AMARNATH,M,,,44,15141,#d35400
IND,1991,Villenour,Pondicherry,17,5,GEN,V. AROUNAGUIRY,M,,,20,15141,#bdc3c7
IND,1991,Villenour,Pondicherry,17,6,GEN,D. ARUL ARUMUGAM,M,,,19,15141,#bdc3c7
IND,1991,Villenour,Pondicherry,17,7,GEN,S. ANAND BASKARAN,M,,,18,15141,#bdc3c7
TMM,1991,Villenour,Pondicherry,17,8,GEN,J. PITHA,M,,,17,15141,#222
IND,1991,Villenour,Pondicherry,17,9,GEN,G. PALANI,M,,,13,15141,#bdc3c7
IND,1991,Villenour,Pondicherry,17,10,GEN,G. THIRUVENGADAM,M,,,8,15141,#bdc3c7
IND,1991,Villenour,Pondicherry,17,11,GEN,A. MSHEIK NAJUMUDEEN,M,,,4,15141,#bdc3c7
IND,1991,Villenour,Pondicherry,17,12,GEN,A. APPAVOO,M,,,3,15141,#bdc3c7
ADMK,1991,Ozhukarai,Pondicherry,18,1,GEN,K. NATARAJAN,M,,,8566,15077,#b2d33c
DMK,1991,Ozhukarai,Pondicherry,18,2,GEN,M. RASAN ALIAS VAZHUMUNI,M,,,6279,15077,#c0392b
IND,1991,Ozhukarai,Pondicherry,18,3,GEN,A. MOHAMED YOUSUF,M,,,87,15077,#bdc3c7
JP,1991,Ozhukarai,Pondicherry,18,4,GEN,P. PERUMAL,M,,,69,15077,#222
TMM,1991,Ozhukarai,Pondicherry,18,5,GEN,M. P. MATHI MAHARAJA,M,,,39,15077,#222
IND,1991,Ozhukarai,Pondicherry,18,6,GEN,V. MURUGESAN,M,,,8,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,7,GEN,M. MANI,M,,,7,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,7,GEN,V. RAJAMANI,M,,,7,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,9,GEN,J. VIJAYARANTAM,M,,,5,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,10,GEN,G. TAMILARASAN,M,,,4,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,11,GEN,T. G. RADHAKRISHNAN,M,,,3,15077,#bdc3c7
IND,1991,Ozhukarai,Pondicherry,18,11,GEN,M. MUNIAN ALIAS DURAI,M,,,3,15077,#bdc3c7
INC,1991,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,12545,17996,#2ecc71
JD,1991,Thattanchavady,Pondicherry,19,2,GEN,V. PETHAPERUMAL,M,,,5285,17996,#222
PMK,1991,Thattanchavady,Pondicherry,19,3,GEN,S. RADHAKRISHNAN,M,,,113,17996,#d35400
IND,1991,Thattanchavady,Pondicherry,19,4,GEN,L. KANNAN,M,,,38,17996,#bdc3c7
TMM,1991,Thattanchavady,Pondicherry,19,5,GEN,LATHUMIRAJ ALIAS GUNASEGARAN,M,,,15,17996,#222
CPI,1991,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,13134,20522,#ff5757
ADMK,1991,Reddiarpalayam,Pondicherry,20,2,GEN,INDIRA MUNUSAMY,F,,,6517,20522,#b2d33c
BJP,1991,Reddiarpalayam,Pondicherry,20,3,GEN,M. KRISHNAMURTHY,M,,,470,20522,#ff7f0e
PMK,1991,Reddiarpalayam,Pondicherry,20,4,GEN,G. RAMAMURTHY,M,,,316,20522,#d35400
TMM,1991,Reddiarpalayam,Pondicherry,20,5,GEN,G. GOPU,M,,,85,20522,#222
INC,1991,Lawspet,Pondicherry,21,1,GEN,P. KANANN,M,,,13475,21906,#2ecc71
CPM,1991,Lawspet,Pondicherry,21,2,GEN,P. SANKARAN,M,,,8088,21906,#ff5757
PMK,1991,Lawspet,Pondicherry,21,3,GEN,V. P. RAGHUPATHY,M,,,186,21906,#d35400
IND,1991,Lawspet,Pondicherry,21,4,GEN,R. JAGADEESAN,M,,,74,21906,#bdc3c7
IND,1991,Lawspet,Pondicherry,21,5,GEN,P. SUBRAMANI,M,,,58,21906,#bdc3c7
IND,1991,Lawspet,Pondicherry,21,6,GEN,R. ARUMUGAM,M,,,25,21906,#bdc3c7
IND,1991,Cotchery,Pondicherry,22,1,GEN,R. NALAMAHARAJAN,M,,,5051,13649,#bdc3c7
INC,1991,Cotchery,Pondicherry,22,2,GEN,M. VAITHILINGAM,M,,,4592,13649,#2ecc71
DMK,1991,Cotchery,Pondicherry,22,3,GEN,G. PANJAVARNAM,M,,,3921,13649,#c0392b
JP,1991,Cotchery,Pondicherry,22,4,GEN,S. DHISMASS,M,,,85,13649,#222
DMK,1991,Karaikal,Pondicherry,23,1,GEN,A. M. H. NAZEEM,M,,,6809,11480,#c0392b
ADMK,1991,Karaikal,Pondicherry,23,2,GEN,M. GNANADESIGAN,M,,,4389,11480,#b2d33c
BJP,1991,Karaikal,Pondicherry,23,3,GEN,T. THRUNAVUKKARASU,M,,,157,11480,#ff7f0e
JP,1991,Karaikal,Pondicherry,23,4,GEN,MOHANRAJ M.,M,,,78,11480,#222
IND,1991,Karaikal,Pondicherry,23,5,GEN,M. TIROUVENDUIDAME,M,,,38,11480,#bdc3c7
IND,1991,Karaikal,Pondicherry,23,6,GEN,A. ABDUL JABBER,M,,,9,11480,#bdc3c7
INC,1991,Karaikal South,Pondicherry,24,1,GEN,A. V. SUBRAMANIAN,M,,,6189,10130,#2ecc71
DMK,1991,Karaikal South,Pondicherry,24,2,GEN,S. SAVARIRAJAN,M,,,3724,10130,#c0392b
IND,1991,Karaikal South,Pondicherry,24,3,GEN,S. M. VAPPU MARICAR,M,,,91,10130,#bdc3c7
PMM,1991,Karaikal South,Pondicherry,24,4,GEN,M. MANI,M,,,79,10130,#222
IND,1991,Karaikal South,Pondicherry,24,5,GEN,R. SOUPRAMANIANE,M,,,40,10130,#bdc3c7
IND,1991,Karaikal South,Pondicherry,24,6,GEN,K. S. MANIMARAN,M,,,7,10130,#bdc3c7
ADMK,1991,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. M. C. V. GANAPATHY,M,,,6384,12854,#b2d33c
DMK,1991,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V. M. C. SIVAKOUMAR,M,,,6145,12854,#c0392b
PMM,1991,Neravy-Grand Aldee,Pondicherry,25,3,GEN,S. GUNASEGARAN,M,,,219,12854,#222
BJP,1991,Neravy-Grand Aldee,Pondicherry,25,4,GEN,V. A. KANNAIYAN,M,,,66,12854,#ff7f0e
IND,1991,Neravy-Grand Aldee,Pondicherry,25,5,GEN,M. HASSAN KUTHOOS,M,,,30,12854,#bdc3c7
IND,1991,Neravy-Grand Aldee,Pondicherry,25,6,GEN,P. AMULDOSS,M,,,5,12854,#bdc3c7
IND,1991,Neravy-Grand Aldee,Pondicherry,25,6,GEN,A. ANBAZHAGAN,M,,,5,12854,#bdc3c7
DMK,1991,Tirunallar,Pondicherry,26,1,GEN,A. SOUNDARARENGAN,M,,,4401,10639,#c0392b
IND,1991,Tirunallar,Pondicherry,26,2,GEN,R. KAMALAKKANNAN,M,,,2994,10639,#bdc3c7
INC,1991,Tirunallar,Pondicherry,26,3,GEN,S. P. SELVASHANMUGHAM,M,,,2357,10639,#2ecc71
PMK,1991,Tirunallar,Pondicherry,26,4,GEN,S. AMBALAVANAN,M,,,782,10639,#d35400
IND,1991,Tirunallar,Pondicherry,26,5,GEN,D. K. DURAIRAJ,M,,,50,10639,#bdc3c7
IND,1991,Tirunallar,Pondicherry,26,6,GEN,A. SOUNDIRASAMY,M,,,41,10639,#bdc3c7
IND,1991,Tirunallar,Pondicherry,26,7,GEN,A. HAJ MOHAMED,M,,,14,10639,#bdc3c7
INC,1991,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5955,10779,#2ecc71
DMK,1991,Neduncadu,Pondicherry,27,2,SC,S. A. MARIMUTHU,M,,,4824,10779,#c0392b
INC,1991,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5099,8143,#2ecc71
CPM,1991,Mahe,Pondicherry,28,2,GEN,K. V. RAGHAVAN,M,,,2421,8143,#ff5757
BJP,1991,Mahe,Pondicherry,28,3,GEN,P. CHANDRAN,M,,,542,8143,#ff7f0e
IND,1991,Mahe,Pondicherry,28,4,GEN,C. P. HAMZA,M,,,53,8143,#bdc3c7
IND,1991,Mahe,Pondicherry,28,5,GEN,M. J. RAZARIO,M,,,28,8143,#bdc3c7
INC,1991,Palloor,Pondicherry,29,1,GEN,A. V. SREEDHARAN,M,,,4922,8340,#2ecc71
JD,1991,Palloor,Pondicherry,29,2,GEN,K. M. RAJU MASTER,M,,,2620,8340,#222
BJP,1991,Palloor,Pondicherry,29,3,GEN,C. P. GANESHAN,M,,,798,8340,#ff7f0e
INC,1991,Yanam,Pondicherry,30,1,GEN,VELAGA RAJESWARA RAO,M,,,6331,11132,#2ecc71
DMK,1991,Yanam,Pondicherry,30,2,GEN,RAKSHA HART KRISHNA,M,,,4704,11132,#c0392b
IND,1991,Yanam,Pondicherry,30,3,GEN,SIRAJUDDIN MOHAMMED AHAMMED,M,,,51,11132,#bdc3c7
IND,1991,Yanam,Pondicherry,30,4,GEN,MAROJU VEERA NAGESWARA RAO,M,,,27,11132,#bdc3c7
IND,1991,Yanam,Pondicherry,30,5,GEN,PAMPANA BHASKARA ADINARAYANA,M,,,13,11132,#bdc3c7
IND,1991,Yanam,Pondicherry,30,6,GEN,MALLADI KRISHNA RAO,M,,,6,11132,#bdc3c7
ADMK,1996,Muthialpet,Pondicherry,1,1,GEN,S. ANANDAVELU,M,,,11009,19567,#b2d33c
DMK,1996,Muthialpet,Pondicherry,1,2,GEN,G. PALANIRAJA,M,,,8098,19567,#c0392b
MDMK,1996,Muthialpet,Pondicherry,1,3,GEN,S. RAJAMANICKAM @ ELANGO,M,,,157,19567,#9b59b6
IND,1996,Muthialpet,Pondicherry,1,4,GEN,N. EZHILARASAN,M,,,95,19567,#bdc3c7
JP,1996,Muthialpet,Pondicherry,1,5,GEN,V. SELVAKUMAR,M,,,81,19567,#222
IND,1996,Muthialpet,Pondicherry,1,6,GEN,P. BASKAR,M,,,45,19567,#bdc3c7
IND,1996,Muthialpet,Pondicherry,1,7,GEN,K. ARUMUGAM,M,,,37,19567,#bdc3c7
IND,1996,Muthialpet,Pondicherry,1,8,GEN,N. VIJAYAKUMAR,M,,,18,19567,#bdc3c7
IND,1996,Muthialpet,Pondicherry,1,9,GEN,R. KRISHNAN,M,,,17,19567,#bdc3c7
IND,1996,Muthialpet,Pondicherry,1,10,GEN,JANAKIRAMAN,M,,,10,19567,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,6501,10285,#bdc3c7
INC,1996,Cassicade,Pondicherry,2,2,GEN,S. NARAYANASAMY,M,,,3195,10285,#2ecc71
BJP,1996,Cassicade,Pondicherry,2,3,GEN,S. THIAGARAJAN,M,,,304,10285,#ff7f0e
AIIC(T),1996,Cassicade,Pondicherry,2,4,GEN,PANNEERSELVAM,M,,,125,10285,#222
JP,1996,Cassicade,Pondicherry,2,5,GEN,DEVATHA OUPENDRAN,M,,,49,10285,#222
IND,1996,Cassicade,Pondicherry,2,6,GEN,K.S. RANGADURAI,M,,,27,10285,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,7,GEN,GOVINDAMMAL,F,,,22,10285,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,8,GEN,A. SRIKANTH,M,,,20,10285,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,9,GEN,K. MANAVALAN,M,,,16,10285,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,10,GEN,N.R. JANAKIRAMAN,M,,,14,10285,#bdc3c7
IND,1996,Cassicade,Pondicherry,2,11,GEN,V. RAMAMOORTHY,M,,,12,10285,#bdc3c7
DMK,1996,Raj Bhavan,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,,,2697,4607,#c0392b
INC,1996,Raj Bhavan,Pondicherry,3,2,GEN,A. GANDHIRASU,M,,,1159,4607,#2ecc71
IND,1996,Raj Bhavan,Pondicherry,3,3,GEN,LOUIE PRAGASSA KANNAIYA,M,,,559,4607,#bdc3c7
BJP,1996,Raj Bhavan,Pondicherry,3,4,GEN,M. VISWESWARAN,M,,,105,4607,#ff7f0e
IND,1996,Raj Bhavan,Pondicherry,3,5,GEN,G. RAJMOHAN YADAV,M,,,39,4607,#bdc3c7
AIIC(T),1996,Raj Bhavan,Pondicherry,3,6,GEN,D. RAMAJAYAM,M,,,28,4607,#222
IND,1996,Raj Bhavan,Pondicherry,3,7,GEN,G. KRISHNARAJU,M,,,8,4607,#bdc3c7
IND,1996,Raj Bhavan,Pondicherry,3,7,GEN,A. SAMY AROKIASAMY,M,,,8,4607,#bdc3c7
JP,1996,Raj Bhavan,Pondicherry,3,9,GEN,V. AMIRTHALINGAM @ BABU,M,,,4,4607,#222
INC,1996,Bussy,Pondicherry,4,1,GEN,C.M. ACHRAFF,M,,,2208,4773,#2ecc71
CPI,1996,Bussy,Pondicherry,4,2,GEN,ABDUL RACHIDE,M,,,1378,4773,#ff5757
JD,1996,Bussy,Pondicherry,4,3,GEN,R. RAVINDIRAN,M,,,954,4773,#222
IND,1996,Bussy,Pondicherry,4,4,GEN,M. ARUMAISELVAM,M,,,118,4773,#bdc3c7
BJP,1996,Bussy,Pondicherry,4,5,GEN,"RAJALAKSHMI, PA",F,,,46,4773,#ff7f0e
IND,1996,Bussy,Pondicherry,4,6,GEN,B. IRUDAYA RAJ @ B. IDAYAVENDHANE,M,,,25,4773,#bdc3c7
IND,1996,Bussy,Pondicherry,4,7,GEN,D. VEERAPPAN,M,,,21,4773,#bdc3c7
IND,1996,Bussy,Pondicherry,4,8,GEN,KAREEM,M,,,12,4773,#bdc3c7
IND,1996,Bussy,Pondicherry,4,9,GEN,H. RAJA MOHAMMED,M,,,6,4773,#bdc3c7
IND,1996,Bussy,Pondicherry,4,10,GEN,S. INDIRA,F,,,5,4773,#bdc3c7
TMC(M),1996,Oupalam,Pondicherry,5,1,GEN,S. RATHINAM @ MANOHAR,M,,,6866,13519,#4747ff
ADMK,1996,Oupalam,Pondicherry,5,2,GEN,U.C. ARUMUGHAM,M,,,5866,13519,#b2d33c
MGRK,1996,Oupalam,Pondicherry,5,3,GEN,P.K. LOGANATHAN,M,,,226,13519,#222
IND,1996,Oupalam,Pondicherry,5,4,GEN,V.M. MURUGAN,M,,,158,13519,#bdc3c7
MDMK,1996,Oupalam,Pondicherry,5,5,GEN,A. GABRIAL,M,,,141,13519,#9b59b6
BSP,1996,Oupalam,Pondicherry,5,6,GEN,T. KALAIMARAN,M,,,102,13519,#222
IND,1996,Oupalam,Pondicherry,5,7,GEN,M. ANANDHAN,M,,,26,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,7,GEN,K. DHANARAJ,M,,,26,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,9,GEN,K. RAJA,M,,,22,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,10,GEN,R. KUPPUSAMY,M,,,17,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,10,GEN,MASILAMANI @ V.K. MANI,M,,,17,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,10,GEN,M. KALIAPERUMAL,M,,,17,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,13,GEN,P. KALIDASS,M,,,11,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,14,GEN,V. KAMARAJ,M,,,10,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,15,GEN,M. MATHIAZHAGAN,M,,,8,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,16,GEN,P.N. ANTOINE,M,,,3,13519,#bdc3c7
IND,1996,Oupalam,Pondicherry,5,16,GEN,S. VEERAMUTHU,M,,,3,13519,#bdc3c7
DMK,1996,Orleampeth,Pondicherry,6,1,GEN,R. SIVA,M,,,8105,16488,#c0392b
ADMK,1996,Orleampeth,Pondicherry,6,2,GEN,"K. PARASURAMAN, B.A.B.L.",M,,,5107,16488,#b2d33c
MDMK,1996,Orleampeth,Pondicherry,6,3,GEN,C. PANDOURANGAM,M,,,2925,16488,#9b59b6
IND,1996,Orleampeth,Pondicherry,6,4,GEN,V. MOHANRAJ,M,,,135,16488,#bdc3c7
IND,1996,Orleampeth,Pondicherry,6,5,GEN,K. MOTTOU,M,,,69,16488,#bdc3c7
JP,1996,Orleampeth,Pondicherry,6,6,GEN,D. SHIVARRAJI,M,,,44,16488,#222
MGRK,1996,Orleampeth,Pondicherry,6,7,GEN,M.V. LAKSHMANAN,M,,,41,16488,#222
IND,1996,Orleampeth,Pondicherry,6,8,GEN,S.G. RAJA NARAYANAN,M,,,19,16488,#bdc3c7
IND,1996,Orleampeth,Pondicherry,6,9,GEN,N. LOGANATHAN,M,,,18,16488,#bdc3c7
IND,1996,Orleampeth,Pondicherry,6,10,GEN,P. SEZHIAN,M,,,14,16488,#bdc3c7
IND,1996,Orleampeth,Pondicherry,6,11,GEN,S. KANNIAPPAN,M,,,6,16488,#bdc3c7
IND,1996,Orleampeth,Pondicherry,6,12,GEN,N. KANNIAYAKUMARAN,M,,,5,16488,#bdc3c7
DMK,1996,Nellithope,Pondicherry,7,1,GEN,R.V. JANAKIRAMAN,M,,,8803,16828,#c0392b
ADMK,1996,Nellithope,Pondicherry,7,2,GEN,D. RAMACHANDIREN,M,,,7354,16828,#b2d33c
JD,1996,Nellithope,Pondicherry,7,3,GEN,K. ARUNAGIRI,M,,,364,16828,#222
BJP,1996,Nellithope,Pondicherry,7,4,GEN,S. RAJA,M,,,204,16828,#ff7f0e
IND,1996,Nellithope,Pondicherry,7,5,GEN,J. PETER,M,,,48,16828,#bdc3c7
IND,1996,Nellithope,Pondicherry,7,6,GEN,K. BALASUBRAMANIAN,M,,,27,16828,#bdc3c7
IND,1996,Nellithope,Pondicherry,7,7,GEN,A. ALEXANDAR,M,,,21,16828,#bdc3c7
IND,1996,Nellithope,Pondicherry,7,8,GEN,P. SELVAM,M,,,7,16828,#bdc3c7
CPI,1996,Modeliarpeth,Pondicherry,8,1,GEN,M. MANJINI,M,,,11380,22902,#ff5757
INC,1996,Modeliarpeth,Pondicherry,8,2,GEN,V. KOTHANDARAMAN SABABATHY,M,,,8278,22902,#2ecc71
PMK,1996,Modeliarpeth,Pondicherry,8,3,GEN,G. THIRUVARASAN,M,,,2506,22902,#d35400
IND,1996,Modeliarpeth,Pondicherry,8,4,GEN,"S. SIVARAMAN, B.SC.",M,,,263,22902,#bdc3c7
BJP,1996,Modeliarpeth,Pondicherry,8,5,GEN,P. JAYAKUMAR,M,,,153,22902,#ff7f0e
CPI(ML)(L),1996,Modeliarpeth,Pondicherry,8,6,GEN,K. SUBRAMANIAN @ K.S. MANI,M,,,123,22902,#222
IND,1996,Modeliarpeth,Pondicherry,8,7,GEN,JACOB,M,,,79,22902,#bdc3c7
IND,1996,Modeliarpeth,Pondicherry,8,8,GEN,"RAMALINGAM, B.A.",M,,,56,22902,#bdc3c7
IND,1996,Modeliarpeth,Pondicherry,8,9,GEN,K. SHANKAR @ DHANAKODI,M,,,32,22902,#bdc3c7
IND,1996,Modeliarpeth,Pondicherry,8,10,GEN,M. SUNDARAPANDIAN,M,,,17,22902,#bdc3c7
IND,1996,Modeliarpeth,Pondicherry,8,11,GEN,G. SAKKARAVARTHY,M,,,15,22902,#bdc3c7
PMK,1996,Ariankuppam,Pondicherry,9,1,GEN,S. RAMSINGH,M,,,7382,19496,#d35400
DMK,1996,Ariankuppam,Pondicherry,9,2,GEN,T. JAYAMOORTHY,M,,,6329,19496,#c0392b
ADMK,1996,Ariankuppam,Pondicherry,9,3,GEN,S. SREEDHARAN,M,,,3770,19496,#b2d33c
IND,1996,Ariankuppam,Pondicherry,9,4,GEN,P. PURUSOTHAMAN,M,,,1754,19496,#bdc3c7
IND,1996,Ariankuppam,Pondicherry,9,5,GEN,V. DEAVARAJAN,M,,,81,19496,#bdc3c7
IND,1996,Ariankuppam,Pondicherry,9,6,GEN,P. JAYA,F,,,67,19496,#bdc3c7
BJP,1996,Ariankuppam,Pondicherry,9,7,GEN,R. ASHOK,M,,,57,19496,#ff7f0e
IND,1996,Ariankuppam,Pondicherry,9,8,GEN,M. ADHINARAYANANE,M,,,23,19496,#bdc3c7
IND,1996,Ariankuppam,Pondicherry,9,9,GEN,J. JAYAMOORTHY,M,,,22,19496,#bdc3c7
IND,1996,Ariankuppam,Pondicherry,9,10,GEN,K. RAMESH,M,,,11,19496,#bdc3c7
JD,1996,Embalom,Pondicherry,10,1,SC,R. RAJARAMAN,M,,,8311,13248,#222
INC,1996,Embalom,Pondicherry,10,2,SC,K. PAKKIRIAMMAL,F,,,3454,13248,#2ecc71
DMK,1996,Embalom,Pondicherry,10,3,SC,P. MUTHUKRISHNAN,M,,,1043,13248,#c0392b
JP,1996,Embalom,Pondicherry,10,4,SC,S. PARGUNAN,M,,,140,13248,#222
IND,1996,Embalom,Pondicherry,10,5,SC,A. THIAGARAJAN,M,,,104,13248,#bdc3c7
IND,1996,Embalom,Pondicherry,10,6,SC,P. KATHIRAVAN,M,,,90,13248,#bdc3c7
IND,1996,Embalom,Pondicherry,10,7,SC,M. MALLIGA,F,,,32,13248,#bdc3c7
AIIC(T),1996,Embalom,Pondicherry,10,7,SC,D. JANAKIRAMAN,M,,,32,13248,#222
IND,1996,Embalom,Pondicherry,10,9,SC,G. KOGILA,F,,,20,13248,#bdc3c7
IND,1996,Embalom,Pondicherry,10,10,SC,R. KUMARASELVAN,M,,,16,13248,#bdc3c7
IND,1996,Embalom,Pondicherry,10,11,SC,S. BALARAMAN,M,,,6,13248,#bdc3c7
INC,1996,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,7563,13785,#2ecc71
IND,1996,Nettapakkam,Pondicherry,11,2,GEN,V. MUTHUNARAYANA REDDIAR,M,,,5036,13785,#bdc3c7
DMK,1996,Nettapakkam,Pondicherry,11,3,GEN,P.M. MATHY @ SUBBARAYAN,M,,,567,13785,#c0392b
IND,1996,Nettapakkam,Pondicherry,11,4,GEN,P. JAYARAMAN,M,,,224,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,5,GEN,S. KUMAR,M,,,84,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,6,GEN,M. RAJU,M,,,67,13785,#bdc3c7
AIIC(T),1996,Nettapakkam,Pondicherry,11,7,GEN,C. CHINNASAMY,M,,,64,13785,#222
IND,1996,Nettapakkam,Pondicherry,11,8,GEN,K. LAKSHMINARAYANAN,M,,,47,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,9,GEN,P. SENGALVARAYAN,M,,,37,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,10,GEN,K. EZHILARASI,F,,,36,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,11,GEN,P. RAJAVELU,M,,,35,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,12,GEN,S. MURUGESAN,M,,,19,13785,#bdc3c7
IND,1996,Nettapakkam,Pondicherry,11,13,GEN,S. PUNNIAKODY,M,,,6,13785,#bdc3c7
INC,1996,Kuruvinatham,Pondicherry,12,1,GEN,T. THIAGARAJAN,M,,,7209,14758,#2ecc71
MDMK,1996,Kuruvinatham,Pondicherry,12,2,GEN,R. RAMANATHAN,M,,,7022,14758,#9b59b6
DMK,1996,Kuruvinatham,Pondicherry,12,3,GEN,A. ANNAPOORNI,F,,,305,14758,#c0392b
