PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
PMK,1990,Modeliarpeth,Pondicherry,8,3,GEN,G. THIRUVARASAN,M,,,2633,19620,#d35400
IND,1990,Modeliarpeth,Pondicherry,8,4,GEN,V. VIJAYAN,M,,,33,19620,#bdc3c7
JD,1990,Ariankuppam,Pondicherry,9,1,GEN,A. BAKTHKAVACHALAM,M,,,5950,17563,#222
ADMK,1990,Ariankuppam,Pondicherry,9,2,GEN,GOPALUSAMY ALIAS G. D. CHANDRAN,M,,,5265,17563,#b2d33c
PMK,1990,Ariankuppam,Pondicherry,9,3,GEN,S. RAMSING,M,,,5238,17563,#d35400
IND,1990,Ariankuppam,Pondicherry,9,4,GEN,ARUMUGAM ALIAS P. CHINNATHAMBI,M,,,888,17563,#bdc3c7
JNP,1990,Ariankuppam,Pondicherry,9,5,GEN,A. KARTHIKEYAN,M,,,175,17563,#9A9E56
IND,1990,Ariankuppam,Pondicherry,9,6,GEN,D. SIVARAJ,M,,,18,17563,#bdc3c7
IND,1990,Ariankuppam,Pondicherry,9,7,GEN,K. CHANDRASEKARAN,M,,,17,17563,#bdc3c7
TMM,1990,Ariankuppam,Pondicherry,9,8,GEN,M. P. MADHIMAHARAJA,M,,,12,17563,#222
JD,1990,Embalom,Pondicherry,10,1,SC,K. DEIVANAYAGAM,M,,,4669,12634,#222
IND,1990,Embalom,Pondicherry,10,2,SC,K. SIVALOGANATHAN,M,,,3563,12634,#bdc3c7
ADMK,1990,Embalom,Pondicherry,10,3,SC,K. ANBALAGAN,M,,,3265,12634,#b2d33c
PMK,1990,Embalom,Pondicherry,10,4,SC,M. P. DATCHANAMURTHY,M,,,797,12634,#d35400
JNP,1990,Embalom,Pondicherry,10,5,SC,T. KATHAVARAYAN,M,,,168,12634,#9A9E56
LKD(B),1990,Embalom,Pondicherry,10,6,SC,S. ARIMUTHU,M,,,92,12634,#222
IND,1990,Embalom,Pondicherry,10,7,SC,C. SAMINATHAN,M,,,80,12634,#bdc3c7
INC,1990,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,7332,13250,#2ecc71
DMK,1990,Nettapakkam,Pondicherry,11,2,GEN,N. DEVADASS,M,,,3193,13250,#c0392b
JD,1990,Nettapakkam,Pondicherry,11,3,GEN,R. SUBBARAYAKCOUNDER,M,,,2027,13250,#222
PMK,1990,Nettapakkam,Pondicherry,11,4,GEN,KOTHANDAPANI COUNDER,M,,,268,13250,#d35400
BSP,1990,Nettapakkam,Pondicherry,11,5,GEN,M. DHANAM MUNUSAMY,F,,,117,13250,#222
BJP,1990,Nettapakkam,Pondicherry,11,6,GEN,V. SUBRAMANIAN,M,,,98,13250,#ff7f0e
IND,1990,Nettapakkam,Pondicherry,11,7,GEN,P. M. SUBBARAYAN,M,,,88,13250,#bdc3c7
JNP,1990,Nettapakkam,Pondicherry,11,8,GEN,K. PARTHIBAN,M,,,58,13250,#9A9E56
IND,1990,Nettapakkam,Pondicherry,11,9,GEN,S. NARA REDDIAR,M,,,33,13250,#bdc3c7
IND,1990,Nettapakkam,Pondicherry,11,10,GEN,V. AMURTHALINGAM,M,,,18,13250,#bdc3c7
IND,1990,Nettapakkam,Pondicherry,11,11,GEN,V. SENGANY,M,,,11,13250,#bdc3c7
IND,1990,Nettapakkam,Pondicherry,11,12,GEN,K. ARIKRISHNAN,M,,,7,13250,#bdc3c7
DMK,1990,Kuruvinatham,Pondicherry,12,1,GEN,R. RAMANATHAN,M,,,6072,13802,#c0392b
ADMK,1990,Kuruvinatham,Pondicherry,12,2,GEN,P. PURUSHOTHAMAN,M,,,4307,13802,#b2d33c
PMK,1990,Kuruvinatham,Pondicherry,12,3,GEN,C. SUBRAMANIAN,M,,,3373,13802,#d35400
JNP,1990,Kuruvinatham,Pondicherry,12,4,GEN,R. ARANGANATHAN,M,,,50,13802,#9A9E56
JD,1990,Bahour,Pondicherry,13,1,SC,P. RAJAVELU,M,,,8223,14229,#222
INC,1990,Bahour,Pondicherry,13,2,SC,M. RAJAGOPALAN,M,,,5179,14229,#2ecc71
PMK,1990,Bahour,Pondicherry,13,3,SC,K. THIAGARAJAN,M,,,774,14229,#d35400
JNP,1990,Bahour,Pondicherry,13,4,SC,M. LOGANATHAN,M,,,36,14229,#9A9E56
IND,1990,Bahour,Pondicherry,13,5,SC,C. MUNIAMMAI,F,,,17,14229,#bdc3c7
ADMK,1990,Thirubuvanai,Pondicherry,14,1,SC,D. VISWANATHAN,M,,,6743,14522,#b2d33c
DMK,1990,Thirubuvanai,Pondicherry,14,2,SC,N. VEERAPPAN,M,,,5219,14522,#c0392b
PMK,1990,Thirubuvanai,Pondicherry,14,3,SC,R. PERUMAL,M,,,2360,14522,#d35400
JNP,1990,Thirubuvanai,Pondicherry,14,4,SC,N. BALARAMAN,M,,,97,14522,#9A9E56
TMM,1990,Thirubuvanai,Pondicherry,14,5,SC,K. K. SEKAR,M,,,38,14522,#222
IND,1990,Thirubuvanai,Pondicherry,14,5,SC,N. SINGARAM,M,,,38,14522,#bdc3c7
BSP,1990,Thirubuvanai,Pondicherry,14,7,SC,P. RAVI,M,,,27,14522,#222
DMK,1990,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDIRAN,M,,,7802,15299,#c0392b
ADMK,1990,Mannadipeth,Pondicherry,15,2,GEN,R. SOMASUNDARAM,M,,,6210,15299,#b2d33c
PMK,1990,Mannadipeth,Pondicherry,15,3,GEN,M. KRISHNASAMY ALIAS SOORAM,M,,,1201,15299,#d35400
TMM,1990,Mannadipeth,Pondicherry,15,4,GEN,S. PERUMAL,M,,,49,15299,#222
BSP,1990,Mannadipeth,Pondicherry,15,5,GEN,M. LATCHUMANAN,M,,,25,15299,#222
IND,1990,Mannadipeth,Pondicherry,15,6,GEN,KRISHNAMURTHY,M,,,12,15299,#bdc3c7
INC,1990,Ossudu,Pondicherry,16,1,SC,N. MARIMUTHU,M,,,5242,12857,#2ecc71
JD,1990,Ossudu,Pondicherry,16,2,SC,P. SUNDARARASU,M,,,3514,12857,#222
IND,1990,Ossudu,Pondicherry,16,3,SC,P. MURTHY,M,,,2058,12857,#bdc3c7
PMK,1990,Ossudu,Pondicherry,16,4,SC,C. RAJENDIRAN,M,,,1957,12857,#d35400
IND,1990,Ossudu,Pondicherry,16,5,SC,P. ILANGO,M,,,50,12857,#bdc3c7
IND,1990,Ossudu,Pondicherry,16,6,SC,N. ARIKRISHNAN,M,,,30,12857,#bdc3c7
IND,1990,Ossudu,Pondicherry,16,7,SC,A. VIJAYAVEERAN,M,,,6,12857,#bdc3c7
INC,1990,Villenour,Pondicherry,17,1,GEN,P. ANANDA BASKARAN,M,,,8442,15546,#2ecc71
DMK,1990,Villenour,Pondicherry,17,2,GEN,M. VENUGOPAL,M,,,4706,15546,#c0392b
PMK,1990,Villenour,Pondicherry,17,3,GEN,R. THULASIDASAN,M,,,2252,15546,#d35400
BSP,1990,Villenour,Pondicherry,17,4,GEN,NARAYANAN,M,,,71,15546,#222
TMM,1990,Villenour,Pondicherry,17,5,GEN,V. GNASEKARAN,M,,,41,15546,#222
IND,1990,Villenour,Pondicherry,17,6,GEN,G. THIRUVENGADAM,M,,,34,15546,#bdc3c7
DMK,1990,Ozhukarai,Pondicherry,18,1,GEN,M. RASAN ALIAS VAZHUMUNI,M,,,8749,16178,#c0392b
ADMK,1990,Ozhukarai,Pondicherry,18,2,GEN,M. PADMANABHAN,M,,,6956,16178,#b2d33c
PMK,1990,Ozhukarai,Pondicherry,18,3,GEN,ABDUL RAYUB ALIAS SYED CHAND,M,,,438,16178,#d35400
TMM,1990,Ozhukarai,Pondicherry,18,4,GEN,M. P. MATHI MAHARAJA ALIAS DHANARAU,M,,,35,16178,#222
JD,1990,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,9503,18522,#222
INC,1990,Thattanchavady,Pondicherry,19,2,GEN,N. RANGASAMY,M,,,8521,18522,#2ecc71
PMK,1990,Thattanchavady,Pondicherry,19,3,GEN,T. GOVINDASAMY,M,,,401,18522,#d35400
JNP,1990,Thattanchavady,Pondicherry,19,4,GEN,S. GUNASEGARAN,M,,,35,18522,#9A9E56
TMM,1990,Thattanchavady,Pondicherry,19,5,GEN,N. RAJENDIRAN,M,,,28,18522,#222
IND,1990,Thattanchavady,Pondicherry,19,6,GEN,P. BALASUNDARAM,M,,,19,18522,#bdc3c7
IND,1990,Thattanchavady,Pondicherry,19,7,GEN,J. MOHAN,M,,,15,18522,#bdc3c7
CPI,1990,Reddiarpalayam,Pondicherry,20,1,GEN,R. VISWANATHAN,M,,,11153,21946,#ff5757
INC,1990,Reddiarpalayam,Pondicherry,20,2,GEN,V. BALAJI,M,,,8482,21946,#2ecc71
PMK,1990,Reddiarpalayam,Pondicherry,20,3,GEN,G. RAMAMURTHY,M,,,1221,21946,#d35400
BJP,1990,Reddiarpalayam,Pondicherry,20,4,GEN,M. KRISHNAMURTHY,M,,,326,21946,#ff7f0e
IND,1990,Reddiarpalayam,Pondicherry,20,5,GEN,N. MADURAI,M,,,276,21946,#bdc3c7
IND,1990,Reddiarpalayam,Pondicherry,20,6,GEN,D. PURUSHOTHAMAN,M,,,241,21946,#bdc3c7
LKD(B),1990,Reddiarpalayam,Pondicherry,20,7,GEN,P. A. ARULDOSS,M,,,94,21946,#222
JNP,1990,Reddiarpalayam,Pondicherry,20,8,GEN,S. KAMARAJ,M,,,93,21946,#9A9E56
BSP,1990,Reddiarpalayam,Pondicherry,20,9,GEN,N. SUBRAMANIAN,M,,,37,21946,#222
IND,1990,Reddiarpalayam,Pondicherry,20,10,GEN,A. RAJA DEIVASING,M,,,23,21946,#bdc3c7
INC,1990,Lawspet,Pondicherry,21,1,GEN,M. O. H. FAROOK,M,,,12637,23842,#2ecc71
CPM,1990,Lawspet,Pondicherry,21,2,GEN,P. SANKARAN,M,,,9738,23842,#ff5757
PMK,1990,Lawspet,Pondicherry,21,3,GEN,P. RAGHUPATHY,M,,,1099,23842,#d35400
JNP,1990,Lawspet,Pondicherry,21,4,GEN,B. ILANGOVAN,M,,,125,23842,#9A9E56
IND,1990,Lawspet,Pondicherry,21,5,GEN,P. GNANAOLI,M,,,55,23842,#bdc3c7
IND,1990,Lawspet,Pondicherry,21,6,GEN,R. JAGADHEESAN,M,,,51,23842,#bdc3c7
LKD(B),1990,Lawspet,Pondicherry,21,7,GEN,A. ARIPUTHIRAN,M,,,42,23842,#222
TMM,1990,Lawspet,Pondicherry,21,8,GEN,M. P. MADHIMAHARAJA,M,,,40,23842,#222
IND,1990,Lawspet,Pondicherry,21,9,GEN,M. VINAYAGAM,M,,,33,23842,#bdc3c7
IND,1990,Lawspet,Pondicherry,21,10,GEN,N. SURENDIRAN,M,,,22,23842,#bdc3c7
INC,1990,Cotchery,Pondicherry,22,1,GEN,M. VAITHILINGAM,M,,,5189,14417,#2ecc71
IND,1990,Cotchery,Pondicherry,22,2,GEN,G. PANJAVARNAM,M,,,5049,14417,#bdc3c7
DMK,1990,Cotchery,Pondicherry,22,3,GEN,R. NALAMAGARAJAN,M,,,3858,14417,#c0392b
PMK,1990,Cotchery,Pondicherry,22,4,GEN,I. PANNEERSELVAM,M,,,222,14417,#d35400
AMI,1990,Cotchery,Pondicherry,22,5,GEN,KASDURI,F,,,44,14417,#222
TMM,1990,Cotchery,Pondicherry,22,6,GEN,N. S. ANANTHAKRISHNAN,M,,,35,14417,#222
IND,1990,Cotchery,Pondicherry,22,7,GEN,"AROCHIASAMY, M. A.",M,,,20,14417,#bdc3c7
INC,1990,Karaikal,Pondicherry,23,1,GEN,S. M. THAVASU,M,,,5394,12996,#2ecc71
JD,1990,Karaikal,Pondicherry,23,2,GEN,G. RANGAYEN,M,,,3783,12996,#222
IND,1990,Karaikal,Pondicherry,23,3,GEN,M. G. JAFFAR,M,,,3532,12996,#bdc3c7
IND,1990,Karaikal,Pondicherry,23,4,GEN,A. RAMAKRISHNAN,M,,,78,12996,#bdc3c7
BJP,1990,Karaikal,Pondicherry,23,5,GEN,T. THIRUNAVUKKARASU,M,,,65,12996,#ff7f0e
PMK,1990,Karaikal,Pondicherry,23,6,GEN,T. SELVAM,M,,,46,12996,#d35400
IND,1990,Karaikal,Pondicherry,23,7,GEN,K. S. MANIMARAN,M,,,43,12996,#bdc3c7
IND,1990,Karaikal,Pondicherry,23,8,GEN,AJA MAIDEEN M.S.,M,,,22,12996,#bdc3c7
IND,1990,Karaikal,Pondicherry,23,8,GEN,M. I. ZACKARIA MARICAN,M,,,22,12996,#bdc3c7
IND,1990,Karaikal,Pondicherry,23,10,GEN,P. SHANMUGAM,M,,,11,12996,#bdc3c7
ADMK,1990,Karaikal South,Pondicherry,24,1,GEN,S. RAMASSAMY,M,,,6012,10674,#b2d33c
DMK,1990,Karaikal South,Pondicherry,24,2,GEN,S. SAVARIRAJAN,M,,,4228,10674,#c0392b
IND,1990,Karaikal South,Pondicherry,24,3,GEN,M. MURUGAN,M,,,246,10674,#bdc3c7
TMM,1990,Karaikal South,Pondicherry,24,4,GEN,RAJA ALIAS S. GULMOHAMED ALI,M,,,69,10674,#222
PMK,1990,Karaikal South,Pondicherry,24,5,GEN,K. ANBUMANI,M,,,46,10674,#d35400
IND,1990,Karaikal South,Pondicherry,24,6,GEN,A. HAJA AHAMED TAMBY MARICAN,M,,,41,10674,#bdc3c7
JNP,1990,Karaikal South,Pondicherry,24,7,GEN,S. DHISMASS,M,,,32,10674,#9A9E56
ADMK,1990,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. GANAPATHY,M,,,7102,13732,#b2d33c
DMK,1990,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V. M. C. SIVAKUMAR,M,,,6258,13732,#c0392b
PMK,1990,Neravy-Grand Aldee,Pondicherry,25,3,GEN,V. RAMALINGAM,M,,,239,13732,#d35400
IND,1990,Neravy-Grand Aldee,Pondicherry,25,4,GEN,K. S. M. AMEED SULTAN,M,,,74,13732,#bdc3c7
IND,1990,Neravy-Grand Aldee,Pondicherry,25,5,GEN,R. AYYAMPERUMAL,M,,,40,13732,#bdc3c7
IND,1990,Neravy-Grand Aldee,Pondicherry,25,6,GEN,S. GUNASEGARAN,M,,,10,13732,#bdc3c7
IND,1990,Neravy-Grand Aldee,Pondicherry,25,7,GEN,K. M. RASANCAM,M,,,9,13732,#bdc3c7
IND,1990,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKKANNAN,M,,,4124,11553,#bdc3c7
DMK,1990,Tirunallar,Pondicherry,26,2,GEN,A. SOUNDARARENGAN,M,,,3698,11553,#c0392b
ADMK,1990,Tirunallar,Pondicherry,26,3,GEN,P. SATHIADASAN,M,,,2487,11553,#b2d33c
PMK,1990,Tirunallar,Pondicherry,26,4,GEN,S. AMBALAVANAN,M,,,1095,11553,#d35400
JNP,1990,Tirunallar,Pondicherry,26,5,GEN,PON. SELVARAJ,M,,,135,11553,#9A9E56
IND,1990,Tirunallar,Pondicherry,26,6,GEN,D. K. DURAIRAJ,M,,,14,11553,#bdc3c7
INC,1990,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASSU,M,,,6174,11089,#2ecc71
IND,1990,Neduncadu,Pondicherry,27,2,SC,R. KUPPUSAMY,M,,,2591,11089,#bdc3c7
CPI,1990,Neduncadu,Pondicherry,27,3,SC,P. THANGARASU,M,,,1265,11089,#ff5757
PMK,1990,Neduncadu,Pondicherry,27,4,SC,G. RAJA,M,,,590,11089,#d35400
IND,1990,Neduncadu,Pondicherry,27,5,SC,R. GURUSAMY,M,,,424,11089,#bdc3c7
AMI,1990,Neduncadu,Pondicherry,27,6,SC,N. PANDIAN,M,,,45,11089,#222
INC,1990,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5142,9174,#2ecc71
CPM,1990,Mahe,Pondicherry,28,2,GEN,MUKKATH JAYAN,M,,,3304,9174,#ff5757
BJP,1990,Mahe,Pondicherry,28,3,GEN,C. P. GANESHAN,M,,,556,9174,#ff7f0e
IND,1990,Mahe,Pondicherry,28,4,GEN,M. SIDHARTHAN,M,,,125,9174,#bdc3c7
IND,1990,Mahe,Pondicherry,28,5,GEN,P. CHANDRAN,M,,,30,9174,#bdc3c7
IND,1990,Mahe,Pondicherry,28,6,GEN,BADARUDDEEN,M,,,17,9174,#bdc3c7
INC,1990,Palloor,Pondicherry,29,1,GEN,A. V. SREEDHARAN,M,,,5288,9048,#2ecc71
IND,1990,Palloor,Pondicherry,29,2,GEN,K. GANGADHARAN,M,,,2576,9048,#bdc3c7
BJP,1990,Palloor,Pondicherry,29,3,GEN,K. P. CHANDRAN,M,,,698,9048,#ff7f0e
JD,1990,Palloor,Pondicherry,29,4,GEN,P. SREEDHARAN NAMBIAR,M,,,476,9048,#222
IND,1990,Palloor,Pondicherry,29,5,GEN,KUNIYIL KUMARAN ALIAS PURUSHU,M,,,10,9048,#bdc3c7
DMK,1990,Yanam,Pondicherry,30,1,GEN,RAKSHA HARIKRISHNA,M,,,4632,10775,#c0392b
INC,1990,Yanam,Pondicherry,30,2,GEN,VELAGA RAJESHWARA RAO,M,,,3027,10775,#2ecc71
IND,1990,Yanam,Pondicherry,30,3,GEN,KAMICHETTY VENKATA VENU,M,,,2955,10775,#bdc3c7
BSP,1990,Yanam,Pondicherry,30,4,GEN,KAMUJU SRINIVASA RAO,M,,,121,10775,#222
IND,1990,Yanam,Pondicherry,30,5,GEN,"GOPALA RAO NAIDU BAPANNA, M.",M,,,27,10775,#bdc3c7
IND,1990,Yanam,Pondicherry,30,6,GEN,MOHAMED BEN SALEHA,M,,,13,10775,#bdc3c7
ADMK,1991,Muthialpet,Pondicherry,1,1,GEN,M. BALASUBRAMANIAM,M,,,9175,17515,#b2d33c
DMK,1991,Muthialpet,Pondicherry,1,2,GEN,S. ANANDAVEDLU,M,,,8060,17515,#c0392b
IND,1991,Muthialpet,Pondicherry,1,3,GEN,D. SIVARAJ,M,,,167,17515,#bdc3c7
IND,1991,Muthialpet,Pondicherry,1,4,GEN,K. KARUNAKARAN,M,,,40,17515,#bdc3c7
IND,1991,Muthialpet,Pondicherry,1,5,GEN,A. ARULRAJI,M,,,38,17515,#bdc3c7
IND,1991,Muthialpet,Pondicherry,1,6,GEN,S. MANJINI,M,,,15,17515,#bdc3c7
IND,1991,Muthialpet,Pondicherry,1,7,GEN,D. PURHOTHAMAN,M,,,14,17515,#bdc3c7
IND,1991,Muthialpet,Pondicherry,1,8,GEN,S. PERUMAL,M,,,6,17515,#bdc3c7
JD,1991,Cassicade,Pondicherry,2,1,GEN,M. ELANGO,M,,,4927,9859,#222
INC,1991,Cassicade,Pondicherry,2,2,GEN,P. SHANMUGAN,M,,,4478,9859,#2ecc71
BJP,1991,Cassicade,Pondicherry,2,3,GEN,BALAVENGATRAMAN,M,,,243,9859,#ff7f0e
IND,1991,Cassicade,Pondicherry,2,4,GEN,MAHAVIR JAIN,M,,,85,9859,#bdc3c7
IND,1991,Cassicade,Pondicherry,2,5,GEN,DEVADOSS,M,,,34,9859,#bdc3c7
PMK,1991,Cassicade,Pondicherry,2,6,GEN,ARIMAVALAVAN ALIAS THULASI GOPALAKRISHNAN,M,,,25,9859,#d35400
TMM,1991,Cassicade,Pondicherry,2,7,GEN,OM PRAKASH,M,,,24,9859,#222
IND,1991,Cassicade,Pondicherry,2,8,GEN,SEZHIAN ALIAS PERUMAL,M,,,22,9859,#bdc3c7
IND,1991,Cassicade,Pondicherry,2,9,GEN,D. RAMAMURTHY,M,,,12,9859,#bdc3c7
IND,1991,Cassicade,Pondicherry,2,10,GEN,M. GANESAN,M,,,9,9859,#bdc3c7
IND,1991,Cassicade,Pondicherry,2,11,GEN,R. SEGAR,M,,,0,9859,#bdc3c7
INC,1991,Raj Bhavan,Pondicherry,3,1,GEN,A. GANDHIRAJ,M,,,2381,4914,#2ecc71
DMK,1991,Raj Bhavan,Pondicherry,3,2,GEN,S. P. SIVAKUMAR,M,,,2332,4914,#c0392b
BJP,1991,Raj Bhavan,Pondicherry,3,3,GEN,S. DAMODARAN,M,,,136,4914,#ff7f0e
IND,1991,Raj Bhavan,Pondicherry,3,4,GEN,R. GOTAHNDARAMAN,M,,,29,4914,#bdc3c7
ICS(SCS),1991,Raj Bhavan,Pondicherry,3,5,GEN,L. VENGATARAMAN,M,,,17,4914,#222
IND,1991,Raj Bhavan,Pondicherry,3,6,GEN,V. NARAYANASAMY,M,,,6,4914,#bdc3c7
JP,1991,Raj Bhavan,Pondicherry,3,6,GEN,R. BASKARAN,M,,,6,4914,#222
TMM,1991,Raj Bhavan,Pondicherry,3,8,GEN,G. KRISHNARAJ,M,,,5,4914,#222
IND,1991,Raj Bhavan,Pondicherry,3,9,GEN,AROKIAMARI AMATHA SELVI,F,,,2,4914,#bdc3c7
INC,1991,Bussy,Pondicherry,4,1,GEN,C. M.K ACHRAFF,M,,,3083,5243,#2ecc71
DMK,1991,Bussy,Pondicherry,4,2,GEN,G. PERULARAJA,M,,,2042,5243,#c0392b
BJP,1991,Bussy,Pondicherry,4,3,GEN,ANDRE ZEGANADEN ASHOK,M,,,45,5243,#ff7f0e
IND,1991,Bussy,Pondicherry,4,4,GEN,SELVI EMATHE AROKIAMARIU,F,,,20,5243,#bdc3c7
IND,1991,Bussy,Pondicherry,4,5,GEN,J. SHANKARALIAS SUBRAMANIYEN,M,,,15,5243,#bdc3c7
IND,1991,Bussy,Pondicherry,4,6,GEN,M. LONGANATHAN,M,,,14,5243,#bdc3c7
PMM,1991,Bussy,Pondicherry,4,7,GEN,M. S. RAJENDIRAN,M,,,12,5243,#222
IND,1991,Bussy,Pondicherry,4,8,GEN,B. IDAYAVENDANE,M,,,6,5243,#bdc3c7
IND,1991,Bussy,Pondicherry,4,9,GEN,M. ARUMAISELVAM,M,,,3,5243,#bdc3c7
IND,1991,Bussy,Pondicherry,4,9,GEN,V. AMIRTHALINGAM,M,,,3,5243,#bdc3c7
ADMK,1991,Oupalam,Pondicherry,5,1,GEN,U. C. ARUMUGAN,M,,,7352,12838,#b2d33c
DMK,1991,Oupalam,Pondicherry,5,2,GEN,N. NATHAMUTHU,M,,,5283,12838,#c0392b
PMK,1991,Oupalam,Pondicherry,5,3,GEN,GOPI ALIAS GOPALAKRISHNAN,M,,,73,12838,#d35400
PMM,1991,Oupalam,Pondicherry,5,4,GEN,A. SELVAM,M,,,40,12838,#222
IND,1991,Oupalam,Pondicherry,5,5,GEN,C. ANGAPPAM ALIAS ROUSSEAU ANGAPPAN,M,,,30,12838,#bdc3c7
IND,1991,Oupalam,Pondicherry,5,6,GEN,M. ARUMAISELVAM,M,,,22,12838,#bdc3c7
IND,1991,Oupalam,Pondicherry,5,7,GEN,A. DURAIRAJ,M,,,14,12838,#bdc3c7
TMM,1991,Oupalam,Pondicherry,5,8,GEN,G. PARI,M,,,13,12838,#222
IND,1991,Oupalam,Pondicherry,5,9,GEN,M. PUSHPARAJ,M,,,7,12838,#bdc3c7
IND,1991,Oupalam,Pondicherry,5,10,GEN,R. DATCHNAMURTHY,M,,,4,12838,#bdc3c7
ADMK,1991,Orleampeth,Pondicherry,6,1,GEN,K.PARASURAMAN,M,,,8697,14631,#b2d33c
DMK,1991,Orleampeth,Pondicherry,6,2,GEN,N. MANIMARAN,M,,,5613,14631,#c0392b
JP,1991,Orleampeth,Pondicherry,6,3,GEN,T. HARIKRISHNAN,M,,,215,14631,#222
IND,1991,Orleampeth,Pondicherry,6,4,GEN,V. DHANDAPANI,M,,,45,14631,#bdc3c7
BKUS,1991,Orleampeth,Pondicherry,6,5,GEN,MADURA MANIMARAN,M,,,29,14631,#222
IND,1991,Orleampeth,Pondicherry,6,6,GEN,R. SEGAR,M,,,13,14631,#bdc3c7
IND,1991,Orleampeth,Pondicherry,6,7,GEN,N. KALYANAKUMARAN,M,,,10,14631,#bdc3c7
IND,1991,Orleampeth,Pondicherry,6,8,GEN,MOURALIDAREN A. G.,M,,,9,14631,#bdc3c7
DMK,1991,Nellithope,Pondicherry,7,1,GEN,R. V. JANAKIRAMAN,M,,,7067,14407,#c0392b
ADMK,1991,Nellithope,Pondicherry,7,2,GEN,N. R. SHANMUGAM,M,,,6988,14407,#b2d33c
BJP,1991,Nellithope,Pondicherry,7,3,GEN,G. VENGATESAN,M,,,190,14407,#ff7f0e
IND,1991,Nellithope,Pondicherry,7,4,GEN,P. VIJAYAKUMAR,M,,,65,14407,#bdc3c7
IND,1991,Nellithope,Pondicherry,7,5,GEN,R. SALAMON,M,,,31,14407,#bdc3c7
TMM,1991,Nellithope,Pondicherry,7,6,GEN,D. JOSEPH RAJ,M,,,22,14407,#222
IND,1991,Nellithope,Pondicherry,7,7,GEN,N. RADHAKRISHNAN,M,,,16,14407,#bdc3c7
IND,1991,Nellithope,Pondicherry,7,8,GEN,A. SEGAR,M,,,12,14407,#bdc3c7
IND,1991,Nellithope,Pondicherry,7,9,GEN,I. SEKAR,M,,,8,14407,#bdc3c7
IND,1991,Nellithope,Pondicherry,7,9,GEN,P. REJENDIRAN,M,,,8,14407,#bdc3c7
IND,1991,Modeliarpeth,Pondicherry,8,1,GEN,V. KOTHANDARAMAN ALIAS SABAPATHY,M,,,8230,18109,#bdc3c7
CPI,1991,Modeliarpeth,Pondicherry,8,2,GEN,M. MANJINI,M,,,4295,18109,#ff5757
INC,1991,Modeliarpeth,Pondicherry,8,3,GEN,V. BHALAN,M,,,3597,18109,#2ecc71
PMK,1991,Modeliarpeth,Pondicherry,8,4,GEN,G. THIRUVARASAN,M,,,1331,18109,#d35400
JP,1991,Modeliarpeth,Pondicherry,8,5,GEN,A. AMMANATHAN,M,,,411,18109,#222
BJP,1991,Modeliarpeth,Pondicherry,8,6,GEN,V. SELVAM,M,,,133,18109,#ff7f0e
IND,1991,Modeliarpeth,Pondicherry,8,7,GEN,G. BALARAMAN,M,,,101,18109,#bdc3c7
IND,1991,Modeliarpeth,Pondicherry,8,8,GEN,S. REJENDIRAN,M,,,11,18109,#bdc3c7
DMK,1991,Ariankuppam,Pondicherry,9,1,GEN,P. SUBBURAYAN,M,,,5794,16279,#c0392b
PMK,1991,Ariankuppam,Pondicherry,9,2,GEN,S. RAMSING,M,,,4624,16279,#d35400
IND,1991,Ariankuppam,Pondicherry,9,3,GEN,P. PURUSHOTHAMAN,M,,,2873,16279,#bdc3c7
ADMK,1991,Ariankuppam,Pondicherry,9,4,GEN,V. KALIVARADHAN,M,,,2271,16279,#b2d33c
JP,1991,Ariankuppam,Pondicherry,9,5,GEN,K. CHANDRASHEKHARAN,M,,,635,16279,#222
PMM,1991,Ariankuppam,Pondicherry,9,6,GEN,P. KAILASANTHAN,M,,,48,16279,#222
TMM,1991,Ariankuppam,Pondicherry,9,7,GEN,M. ADUBARAYANAN,M,,,34,16279,#222
INC,1991,Embalom,Pondicherry,10,1,SC,K. PAKKIRI AMMAL,F,,,4171,11102,#2ecc71
JD,1991,Embalom,Pondicherry,10,2,SC,R. RAJARAMAN,M,,,2587,11102,#222
IND,1991,Embalom,Pondicherry,10,3,SC,R. KUMARSELVAN,M,,,2189,11102,#bdc3c7
IND,1991,Embalom,Pondicherry,10,4,SC,SIVALOGANATHAN,M,,,1309,11102,#bdc3c7
PMK,1991,Embalom,Pondicherry,10,5,SC,M. A. MALLIKA,F,,,735,11102,#d35400
JP,1991,Embalom,Pondicherry,10,6,SC,S. PARKUNAN,M,,,111,11102,#222
INC,1991,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,8095,12240,#2ecc71
DMK,1991,Nettapakkam,Pondicherry,11,2,GEN,R. SUBBARAYA COUNDER,M,,,3782,12240,#c0392b
