AC_NAME,PARTY,YEAR,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,District
Chidambaram,IND,1967,Tamil Nadu,62,4,GEN,P. NATARAJAN,M,0,,834,70982,#bdc3c7,Cuddalore
Vridhachalam,INC,1967,Tamil Nadu,63,1,GEN,G. BHUVARAGHAN,M,0,,42230,77100,#2ecc71,Cuddalore
Vridhachalam,DMK,1967,Tamil Nadu,63,2,GEN,M. SELVARAJ,M,0,,33363,77100,#c0392b,Cuddalore
Vridhachalam,IND,1967,Tamil Nadu,63,3,GEN,M. MOUCHI,M,0,,826,77100,#bdc3c7,Cuddalore
Vridhachalam,IND,1967,Tamil Nadu,63,4,GEN,A. MANGAN,M,0,,681,77100,#bdc3c7,Cuddalore
Mangalur,DMK,1967,Tamil Nadu,64,1,SC,A. KRISHNAN,M,0,,34538,60943,#c0392b,
Mangalur,INC,1967,Tamil Nadu,64,2,SC,P. VEDAMANICKAM,M,0,,21669,60943,#2ecc71,
Mangalur,IND,1967,Tamil Nadu,64,3,SC,M. KATTIMUTH,M,0,,2204,60943,#bdc3c7,
Mangalur,IND,1967,Tamil Nadu,64,4,SC,V. KRISHNAN,M,0,,845,60943,#bdc3c7,
Mangalur,IND,1967,Tamil Nadu,64,5,SC,K. RAYAR,M,0,,654,60943,#bdc3c7,
Mangalur,IND,1967,Tamil Nadu,64,6,SC,V. DURAISAMY,M,0,,562,60943,#bdc3c7,
Mangalur,IND,1967,Tamil Nadu,64,7,SC,P. MUTHUKANNU,M,0,,471,60943,#bdc3c7,
Ulundurpet,INC,1967,Tamil Nadu,65,1,GEN,M. K. PADAYATCHI,M,0,,26796,56739,#2ecc71,Villupuram
Ulundurpet,DMK,1967,Tamil Nadu,65,2,GEN,V. S. PADAYACHI,M,0,,25236,56739,#c0392b,Villupuram
Ulundurpet,IND,1967,Tamil Nadu,65,3,GEN,A. P. RAMASAMY,M,0,,4707,56739,#bdc3c7,Villupuram
Tirukkoyilur,INC,1967,Tamil Nadu,66,1,GEN,E. M. SUBRAMANIAM,M,0,,34259,66845,#2ecc71,Villupuram
Tirukkoyilur,DMK,1967,Tamil Nadu,66,2,GEN,A. S. KUMARASAMY,M,0,,32586,66845,#c0392b,Villupuram
Mugaiyur,DMK,1967,Tamil Nadu,67,1,GEN,A. GOVINDASAMY,M,0,,37598,66637,#c0392b,
Mugaiyur,INC,1967,Tamil Nadu,67,2,GEN,N. K GANAPATHY,M,0,,25555,66637,#2ecc71,
Mugaiyur,IND,1967,Tamil Nadu,67,3,GEN,A. ANTONISWAMY,M,0,,2674,66637,#bdc3c7,
Mugaiyur,IND,1967,Tamil Nadu,67,4,GEN,S. N. KANDER,M,0,,810,66637,#bdc3c7,
Rishivandiyam,DMK,1967,Tamil Nadu,68,1,SC,M. ANANDAN,M,0,,26491,53414,#c0392b,Villupuram
Rishivandiyam,INC,1967,Tamil Nadu,68,2,SC,L. ANANDAN,M,0,,26173,53414,#2ecc71,Villupuram
Rishivandiyam,IND,1967,Tamil Nadu,68,3,SC,N. T. SINGARAM,M,0,,750,53414,#bdc3c7,Villupuram
Sankarapuram,DMK,1967,Tamil Nadu,69,1,GEN,S. P. PACHAIYAPPAN,M,0,,28292,51679,#c0392b,Villupuram
Sankarapuram,INC,1967,Tamil Nadu,69,2,GEN,D. MUTHUSAMI,M,0,,22774,51679,#2ecc71,Villupuram
Sankarapuram,IND,1967,Tamil Nadu,69,3,GEN,U. YOUNUS,M,0,,613,51679,#bdc3c7,Villupuram
Kallakurichi,DMK,1967,Tamil Nadu,70,1,GEN,D. K. NAIDU,M,0,,39175,69487,#c0392b,Villupuram
Kallakurichi,INC,1967,Tamil Nadu,70,2,GEN,V. T. ELAYAPILLAI,M,0,,28642,69487,#2ecc71,Villupuram
Kallakurichi,IND,1967,Tamil Nadu,70,3,GEN,M. MUTHUVEL,M,0,,1261,69487,#bdc3c7,Villupuram
Kallakurichi,IND,1967,Tamil Nadu,70,4,GEN,K. K. V. RAO,M,0,,409,69487,#bdc3c7,Villupuram
Hosur,SWA,1967,Tamil Nadu,71,1,GEN,B. VENKATASWAMI,M,0,,21530,40859,#222,Krishnagiri
Hosur,INC,1967,Tamil Nadu,71,2,GEN,K. A. PILLAI,M,0,,19329,40859,#2ecc71,Krishnagiri
Uddanapalle,SWA,1967,Tamil Nadu,72,1,GEN,K. S. KOTHANDRAMIAH,M,0,,29391,44704,#222,
Uddanapalle,INC,1967,Tamil Nadu,72,2,GEN,D. C. VIJENDRIAH,M,0,,15313,44704,#2ecc71,
Krishnagiri,INC,1967,Tamil Nadu,73,1,GEN,P. M. M. GOUNDER,M,0,,24220,51192,#2ecc71,Krishnagiri
Krishnagiri,DMK,1967,Tamil Nadu,73,2,GEN,C. MANNIAPPAN,M,0,,24035,51192,#c0392b,Krishnagiri
Krishnagiri,IND,1967,Tamil Nadu,73,3,GEN,P. CHETTI,M,0,,2937,51192,#bdc3c7,Krishnagiri
Kaveripattinam,INC,1967,Tamil Nadu,74,1,GEN,P. NAIDU,M,0,,32953,62485,#2ecc71,
Kaveripattinam,DMK,1967,Tamil Nadu,74,2,GEN,P. V. SEERAMULU,M,0,,29532,62485,#c0392b,
Uthangarai,INC,1967,Tamil Nadu,75,1,GEN,T. T. GOUNDER,M,0,,31791,64798,#2ecc71,Krishnagiri
Uthangarai,DMK,1967,Tamil Nadu,75,2,GEN,K. R. KRISHNAN,M,0,,29751,64798,#c0392b,Krishnagiri
Uthangarai,IND,1967,Tamil Nadu,75,3,GEN,T. NAIDU,M,0,,3256,64798,#bdc3c7,Krishnagiri
Harur,INC,1967,Tamil Nadu,76,1,SC,N. THEERTHAGIRI,M,0,,27565,57318,#2ecc71,Dharmapuri
Harur,DMK,1967,Tamil Nadu,76,2,SC,N. ARUMUGAM,M,0,,27017,57318,#c0392b,Dharmapuri
Harur,RPI,1967,Tamil Nadu,76,3,SC,P. V. KARIYAMAL,M,0,,2488,57318,#222,Dharmapuri
Harur,BJS,1967,Tamil Nadu,76,4,SC,C. THEERTHAGIRI,M,0,,248,57318,#222,Dharmapuri
Dharmapuri,DMK,1967,Tamil Nadu,77,1,GEN,M. S. GOUNTER,M,0,,36258,68391,#c0392b,Dharmapuri
Dharmapuri,INC,1967,Tamil Nadu,77,2,GEN,D. N. VADIVEL,M,0,,29567,68391,#2ecc71,Dharmapuri
Dharmapuri,IND,1967,Tamil Nadu,77,3,GEN,D. M. THANGAVELU,M,0,,1397,68391,#bdc3c7,Dharmapuri
Dharmapuri,IND,1967,Tamil Nadu,77,4,GEN,T. V. A. CHETTIAR,M,0,,676,68391,#bdc3c7,Dharmapuri
Dharmapuri,BJS,1967,Tamil Nadu,77,5,GEN,J. A. K. M. MUDALIAR,M,0,,493,68391,#222,Dharmapuri
Palacodu,INC,1967,Tamil Nadu,78,1,GEN,K. MURUGESAN,M,0,,29186,58310,#2ecc71,Dharmapuri
Palacodu,DMK,1967,Tamil Nadu,78,2,GEN,M. B. MUNUSAMY,M,0,,26096,58310,#c0392b,Dharmapuri
Palacodu,IND,1967,Tamil Nadu,78,3,GEN,K. K. GOUNDER,M,0,,1135,58310,#bdc3c7,Dharmapuri
Palacodu,IND,1967,Tamil Nadu,78,4,GEN,P. NANJAPPAN,M,0,,996,58310,#bdc3c7,Dharmapuri
Palacodu,IND,1967,Tamil Nadu,78,5,GEN,S. A. PANDIT,M,0,,897,58310,#bdc3c7,Dharmapuri
Pennagaram,INC,1967,Tamil Nadu,79,1,GEN,P. K. C. MUTHUSAMY,M,0,,27913,56729,#2ecc71,Dharmapuri
Pennagaram,DMK,1967,Tamil Nadu,79,2,GEN,N. MANICKAM,M,0,,26570,56729,#c0392b,Dharmapuri
Pennagaram,CPI,1967,Tamil Nadu,79,3,GEN,R. P. GOUNDER,M,0,,2246,56729,#ff5757,Dharmapuri
Mettur,PSP,1967,Tamil Nadu,80,1,GEN,M. SURENDRAN,M,0,,30635,62801,#222,Salem
Mettur,INC,1967,Tamil Nadu,80,2,GEN,K. K. GOUNDER,M,0,,24597,62801,#2ecc71,Salem
Mettur,IND,1967,Tamil Nadu,80,3,GEN,R. S. KANDASAMI,M,0,,5950,62801,#bdc3c7,Salem
Mettur,IND,1967,Tamil Nadu,80,4,GEN,M. ARULSAMI,M,0,,1619,62801,#bdc3c7,Salem
Taramangalam,DMK,1967,Tamil Nadu,81,1,GEN,GOVINDAN,M,0,,33222,57481,#c0392b,
Taramangalam,INC,1967,Tamil Nadu,81,2,GEN,M. S. KRISHNAN,M,0,,24259,57481,#2ecc71,
Omalur,DMK,1967,Tamil Nadu,82,1,SC,C. PALANI,M,0,,28121,50063,#c0392b,Salem
Omalur,INC,1967,Tamil Nadu,82,2,SC,C. GOVINDAN,M,0,,17876,50063,#2ecc71,Salem
Omalur,CPI,1967,Tamil Nadu,82,3,SC,A. RAJAGOOPAL,M,0,,2871,50063,#ff5757,Salem
Omalur,IND,1967,Tamil Nadu,82,4,SC,C. NALLAPPAN,M,0,,1195,50063,#bdc3c7,Salem
Salem-I,DMK,1967,Tamil Nadu,83,1,GEN,K. JAYARAMAN,M,0,,46776,80753,#c0392b,
Salem-I,INC,1967,Tamil Nadu,83,2,GEN,P. THIAGARAJAN,M,0,,32710,80753,#2ecc71,
Salem-I,BJS,1967,Tamil Nadu,83,3,GEN,N. P. VASUDEVAN,M,0,,835,80753,#222,
Salem-I,IND,1967,Tamil Nadu,83,4,GEN,S. C. GOPAL,M,0,,432,80753,#bdc3c7,
Salem-Ii,DMK,1967,Tamil Nadu,84,1,GEN,E. R. KRISHNAN,M,0,,38781,66865,#c0392b,
Salem-Ii,INC,1967,Tamil Nadu,84,2,GEN,A. R. GOUNDER,M,0,,27285,66865,#2ecc71,
Salem-Ii,BJS,1967,Tamil Nadu,84,3,GEN,S. S. R. RAO,M,0,,799,66865,#222,
Yercaud,DMK,1967,Tamil Nadu,85,1,ST,V. CHINNASAMY,M,0,,25124,44661,#c0392b,Salem
Yercaud,INC,1967,Tamil Nadu,85,2,ST,PONNUDURAI,M,0,,19537,44661,#2ecc71,Salem
Panamarathupatti,DMK,1967,Tamil Nadu,86,1,GEN,T. PONNUMALAI,M,0,,34597,64430,#c0392b,
Panamarathupatti,DMK,1967,Tamil Nadu,86,2,GEN,C. SEPPERUMAL,M,0,,26870,64430,#c0392b,
Panamarathupatti,CPI,1967,Tamil Nadu,86,3,GEN,K. K. KARUPPANNAN,M,0,,2269,64430,#ff5757,
Panamarathupatti,IND,1967,Tamil Nadu,86,4,GEN,K. S. AYYASAMY,M,0,,694,64430,#bdc3c7,
Veerapandi,DMK,1967,Tamil Nadu,87,1,GEN,S. ARUMUGAM,M,0,,42681,64557,#c0392b,Salem
Veerapandi,INC,1967,Tamil Nadu,87,2,GEN,N. S. SUNDARARAJAN,M,0,,21876,64557,#2ecc71,Salem
Edappadi,DMK,1967,Tamil Nadu,88,1,GEN,A. ARUMUGAM,M,0,,36935,67528,#c0392b,Salem
Edappadi,INC,1967,Tamil Nadu,88,2,GEN,K. S. S. GOUNDER,M,0,,30593,67528,#2ecc71,Salem
Sankari,DMK,1967,Tamil Nadu,89,1,SC,R. NALLAMUTHU,M,0,,30112,48804,#c0392b,Salem
Sankari,INC,1967,Tamil Nadu,89,2,SC,A. RAJENDRAN,M,0,,17174,48804,#2ecc71,Salem
Sankari,IND,1967,Tamil Nadu,89,3,SC,K. KANDASAMY,M,0,,765,48804,#bdc3c7,Salem
Sankari,BJS,1967,Tamil Nadu,89,4,SC,P. RAJU,M,0,,753,48804,#222,Salem
Tiruchengodu,DMK,1967,Tamil Nadu,90,1,GEN,T. A. RAJAVELU,M,0,,42479,65622,#c0392b,Namakkal
Tiruchengodu,INC,1967,Tamil Nadu,90,2,GEN,T. P. NATESAN,M,0,,22131,65622,#2ecc71,Namakkal
Tiruchengodu,IND,1967,Tamil Nadu,90,3,GEN,R. RAJAN,M,0,,1012,65622,#bdc3c7,Namakkal
Kapilamalai,DMK,1967,Tamil Nadu,91,1,GEN,C. V. VELAPPAN,M,0,,41026,78517,#c0392b,
Kapilamalai,INC,1967,Tamil Nadu,91,2,GEN,R. S. GOUNDER,M,0,,32733,78517,#2ecc71,
Kapilamalai,IND,1967,Tamil Nadu,91,3,GEN,P. GOUNDER,M,0,,2223,78517,#bdc3c7,
Kapilamalai,IND,1967,Tamil Nadu,91,4,GEN,P. P. NAICKER,M,0,,1945,78517,#bdc3c7,
Kapilamalai,IND,1967,Tamil Nadu,91,5,GEN,K. R. ARUMUGAM,M,0,,590,78517,#bdc3c7,
Namakkal,DMK,1967,Tamil Nadu,92,1,GEN,M. MUTHUSWAMY,M,0,,39510,72671,#c0392b,Namakkal
Namakkal,INC,1967,Tamil Nadu,92,2,GEN,V. R. K. GOUNDER,M,0,,31651,72671,#2ecc71,Namakkal
Namakkal,IND,1967,Tamil Nadu,92,3,GEN,R. K. M. P. PANDARAM,M,0,,849,72671,#bdc3c7,Namakkal
Namakkal,IND,1967,Tamil Nadu,92,4,GEN,RADHIKRISHNAN,M,0,,661,72671,#bdc3c7,Namakkal
Senthamangalam,INC,1967,Tamil Nadu,93,1,ST,A. S. GOUNDER,M,0,,31308,61845,#2ecc71,Namakkal
Senthamangalam,CPM,1967,Tamil Nadu,93,2,ST,S. T. DORAISWAMY,M,0,,30537,61845,#ff5757,Namakkal
Rasipuram,DMK,1967,Tamil Nadu,94,1,GEN,P. PERIASAMY,M,0,,38402,73108,#c0392b,Namakkal
Rasipuram,INC,1967,Tamil Nadu,94,2,GEN,K. M. GOUNDER,M,0,,30873,73108,#2ecc71,Namakkal
Rasipuram,IND,1967,Tamil Nadu,94,3,GEN,K. V. K. RAMASWAMY,M,0,,2142,73108,#bdc3c7,Namakkal
Rasipuram,IND,1967,Tamil Nadu,94,4,GEN,S. BALU,M,0,,1001,73108,#bdc3c7,Namakkal
Rasipuram,BJS,1967,Tamil Nadu,94,5,GEN,O. GOVINDRAJU,M,0,,440,73108,#222,Namakkal
Rasipuram,IND,1967,Tamil Nadu,94,6,GEN,P. DAIVANAYAGAM,M,0,,250,73108,#bdc3c7,Namakkal
Attur,DMK,1967,Tamil Nadu,95,1,GEN,K.N. SIVAPERUMAL,M,0,,40456,70708,#c0392b,Salem
Attur,INC,1967,Tamil Nadu,95,2,GEN,M. P. SUBRAMANYAM,M,0,,30252,70708,#2ecc71,Salem
Talavasal,DMK,1967,Tamil Nadu,96,1,SC,M. MARIMUTHU,M,0,,33289,60101,#c0392b,
Talavasal,INC,1967,Tamil Nadu,96,2,SC,A. DORAISAMY,M,0,,24448,60101,#2ecc71,
Talavasal,IND,1967,Tamil Nadu,96,3,SC,K. MUTHUSAMY,M,0,,1687,60101,#bdc3c7,
Talavasal,IND,1967,Tamil Nadu,96,4,SC,M. VAJJIRAVEL,M,0,,353,60101,#bdc3c7,
Talavasal,IND,1967,Tamil Nadu,96,5,SC,S. ARUMUGAM,M,0,,324,60101,#bdc3c7,
Gudalur,INC,1967,Tamil Nadu,97,1,SC,C. NANJAM,M,0,,20675,41988,#2ecc71,Nilgiris
Gudalur,SWA,1967,Tamil Nadu,97,2,SC,BOMMAN,M,0,,20047,41988,#222,Nilgiris
Gudalur,IND,1967,Tamil Nadu,97,3,SC,MADASWAMY,M,0,,1266,41988,#bdc3c7,Nilgiris
Udhagamandalam,SWA,1967,Tamil Nadu,98,1,GEN,K. BOJAN,M,0,,37525,55161,#222,Nilgiris
Udhagamandalam,INC,1967,Tamil Nadu,98,2,GEN,T. K. GOWDER,M,0,,17636,55161,#2ecc71,Nilgiris
Coonoor,DMK,1967,Tamil Nadu,99,1,GEN,B. GOWDER,M,0,,31855,54235,#c0392b,Nilgiris
Coonoor,INC,1967,Tamil Nadu,99,2,GEN,M.K.N. GOWDER,M,0,,22380,54235,#2ecc71,Nilgiris
Mettuppalayam,INC,1967,Tamil Nadu,100,1,GEN,T.T.S. THIPPIAH,M,0,,29709,65412,#2ecc71,Coimbatore
Mettuppalayam,DMK,1967,Tamil Nadu,100,2,GEN,THOOYAMANI,M,0,,26736,65412,#c0392b,Coimbatore
Mettuppalayam,CPI,1967,Tamil Nadu,100,3,GEN,K. VEELLINGIRI,M,0,,8967,65412,#ff5757,Coimbatore
Avanashi,SWA,1967,Tamil Nadu,101,1,GEN,R. K. GOUNDER,M,0,,31927,58735,#222,Tiruppur
Avanashi,INC,1967,Tamil Nadu,101,2,GEN,K. M. GOUNDER,M,0,,26808,58735,#2ecc71,Tiruppur
Thondamuthur,DMK,1967,Tamil Nadu,102,1,GEN,R. MANICKAVACHAKAM,M,0,,42261,71457,#c0392b,Coimbatore
Thondamuthur,INC,1967,Tamil Nadu,102,2,GEN,V. E. NAIDU,M,0,,26842,71457,#2ecc71,Coimbatore
Thondamuthur,IND,1967,Tamil Nadu,102,3,GEN,R. K. GOUNDER,M,0,,2354,71457,#bdc3c7,Coimbatore
Singanallur,PSP,1967,Tamil Nadu,103,1,GEN,P. VELUSAMY,M,0,,38378,69861,#222,Coimbatore
Singanallur,INC,1967,Tamil Nadu,103,2,GEN,V.K.L. GOUNDER,M,0,,25115,69861,#2ecc71,Coimbatore
Singanallur,SSP,1967,Tamil Nadu,103,3,GEN,P.S. CHINNADURAI,M,0,,5721,69861,#222,Coimbatore
Singanallur,IND,1967,Tamil Nadu,103,4,GEN,K.R.G. NAIDU,M,0,,647,69861,#bdc3c7,Coimbatore
Perur,CPM,1967,Tamil Nadu,104,1,SC,N. MARUDACHALAM,M,0,,43740,71130,#ff5757,
Perur,INC,1967,Tamil Nadu,104,2,SC,R. RAYAPPAN,M,0,,26548,71130,#2ecc71,
Perur,IND,1967,Tamil Nadu,104,3,SC,V. NARAYANASAMI,M,0,,842,71130,#bdc3c7,
Coimbatore North,DMK,1967,Tamil Nadu,105,1,GEN,"J, GOVINDARAJULU",M,0,,41059,64310,#c0392b,Coimbatore
Coimbatore North,INC,1967,Tamil Nadu,105,2,GEN,S.R.P.P. CHETTIAR,M,0,,23251,64310,#2ecc71,Coimbatore
Coimbatore South,CPM,1967,Tamil Nadu,106,1,GEN,M. BHUPATHY,M,0,,33122,65194,#ff5757,Coimbatore
Coimbatore South,INC,1967,Tamil Nadu,106,2,GEN,G.R. DAMODARAN,M,0,,27477,65194,#2ecc71,Coimbatore
Coimbatore South,CPI,1967,Tamil Nadu,106,3,GEN,R. RANGASWAMY,M,0,,4595,65194,#ff5757,Coimbatore
Kinathukkadavu,DMK,1967,Tamil Nadu,107,1,GEN,KANNAPPAN,M,0,,40645,62887,#c0392b,Coimbatore
Kinathukkadavu,INC,1967,Tamil Nadu,107,2,GEN,S. GOUNDER,M,0,,20691,62887,#2ecc71,Coimbatore
Kinathukkadavu,IND,1967,Tamil Nadu,107,3,GEN,A.C. MYLSWAMY,M,0,,1249,62887,#bdc3c7,Coimbatore
Kinathukkadavu,IND,1967,Tamil Nadu,107,4,GEN,RAMALINGAM,M,0,,302,62887,#bdc3c7,Coimbatore
Pollachi,DMK,1967,Tamil Nadu,108,1,GEN,A.P.S. GOUNDER,M,0,,37480,63908,#c0392b,Coimbatore
Pollachi,INC,1967,Tamil Nadu,108,2,GEN,E. GOUNDER,M,0,,25688,63908,#2ecc71,Coimbatore
Pollachi,IND,1967,Tamil Nadu,108,3,GEN,BALU,M,0,,740,63908,#bdc3c7,Coimbatore
Valparai,DMK,1967,Tamil Nadu,109,1,SC,E. RAMASAMI,M,0,,40945,61813,#c0392b,Coimbatore
Valparai,INC,1967,Tamil Nadu,109,2,SC,N. NACHIMUTHU,M,0,,20868,61813,#2ecc71,Coimbatore
Udumalpet,DMK,1967,Tamil Nadu,110,1,GEN,S.J.S. PASHA,M,0,,39796,68414,#c0392b,Tiruppur
Udumalpet,INC,1967,Tamil Nadu,110,2,GEN,K. RAMASAMI,M,0,,25778,68414,#2ecc71,Tiruppur
Udumalpet,IND,1967,Tamil Nadu,110,3,GEN,M. D. THEVAR,M,0,,2840,68414,#bdc3c7,Tiruppur
Dharapuram,DMK,1967,Tamil Nadu,111,1,SC,PALANIAMMAL,F,0,,42433,65285,#c0392b,Tiruppur
Dharapuram,INC,1967,Tamil Nadu,111,2,SC,P. VELUSAMY,M,0,,21800,65285,#2ecc71,Tiruppur
Dharapuram,IND,1967,Tamil Nadu,111,3,SC,S. GURUNATHAN,M,0,,1052,65285,#bdc3c7,Tiruppur
Vellakoil,DMK,1967,Tamil Nadu,112,1,GEN,K. N. S. GOUNDER,M,0,,46009,73688,#c0392b,
Vellakoil,INC,1967,Tamil Nadu,112,2,GEN,D. P. GOUNDER,M,0,,26578,73688,#2ecc71,
Vellakoil,IND,1967,Tamil Nadu,112,3,GEN,L. GOUNDER,M,0,,1101,73688,#bdc3c7,
Kangayam,INC,1967,Tamil Nadu,113,1,GEN,A. S. GOUNDER,M,0,,24800,68119,#2ecc71,Tiruppur
Kangayam,DMK,1967,Tamil Nadu,113,2,GEN,VELUSAMI,M,0,,24654,68119,#c0392b,Tiruppur
Kangayam,CPI,1967,Tamil Nadu,113,3,GEN,N.K. PALANISWAMY,M,0,,17691,68119,#ff5757,Tiruppur
Kangayam,IND,1967,Tamil Nadu,113,4,GEN,K. GOUNDER,M,0,,974,68119,#bdc3c7,Tiruppur
Pongalur,DMK,1967,Tamil Nadu,114,1,GEN,P.N.P. GOUNDER,M,0,,38371,62136,#c0392b,
Pongalur,INC,1967,Tamil Nadu,114,2,GEN,P.S. RANGASWAMY,M,0,,22414,62136,#2ecc71,
Pongalur,IND,1967,Tamil Nadu,114,3,GEN,S. GOPALSWAMY,M,0,,788,62136,#bdc3c7,
Pongalur,IND,1967,Tamil Nadu,114,4,GEN,R. GOUNDER,M,0,,563,62136,#bdc3c7,
Palladam,PSP,1967,Tamil Nadu,115,1,GEN,K.N.K. GOUNDER,M,0,,31977,68048,#222,Tiruppur
Palladam,INC,1967,Tamil Nadu,115,2,GEN,R. SENGALIAPPAN,M,0,,24421,68048,#2ecc71,Tiruppur
Palladam,IND,1967,Tamil Nadu,115,3,GEN,M.V. GOUNDER,M,0,,11650,68048,#bdc3c7,Tiruppur
Tiruppur,DMK,1967,Tamil Nadu,116,1,GEN,S. DURAISAMY,M,0,,35518,70964,#c0392b,
Tiruppur,INC,1967,Tamil Nadu,116,2,GEN,K.N.P. GOUNDER,M,0,,21373,70964,#2ecc71,
Tiruppur,CPI,1967,Tamil Nadu,116,3,GEN,P. MURUGESAN,M,0,,14073,70964,#ff5757,
Modakkurichi,SSP,1967,Tamil Nadu,117,1,GEN,K.R. NALLASIVAM,M,0,,45303,73992,#222,Erode
Modakkurichi,INC,1967,Tamil Nadu,117,2,GEN,C. KULANDIAMMAL,M,0,,25444,73992,#2ecc71,Erode
Modakkurichi,RPI,1967,Tamil Nadu,117,3,GEN,S. GOBU,M,0,,3245,73992,#222,Erode
Perundurai,SSP,1967,Tamil Nadu,118,1,GEN,S. BALASUBRAMANIAN,M,0,,33164,69955,#222,Erode
Perundurai,INC,1967,Tamil Nadu,118,2,GEN,N.N.S. NANDRADIAR,M,0,,30030,69955,#2ecc71,Erode
Perundurai,CPI,1967,Tamil Nadu,118,3,GEN,N.T. RAJU,M,0,,6761,69955,#ff5757,Erode
Erode,DMK,1967,Tamil Nadu,119,1,GEN,M. CHINNASAMY,M,0,,45471,76886,#c0392b,
Erode,INC,1967,Tamil Nadu,119,2,GEN,P. ARJUNAN,F,0,,25808,76886,#2ecc71,
Erode,CPI,1967,Tamil Nadu,119,3,GEN,R.C. PALANIAPPAN,M,0,,4687,76886,#ff5757,
Erode,RPI,1967,Tamil Nadu,119,4,GEN,M. GURUSAMY,M,0,,920,76886,#222,
Bhavani,DMK,1967,Tamil Nadu,120,1,GEN,A.M. RAJA,M,0,,43353,66529,#c0392b,Erode
Bhavani,INC,1967,Tamil Nadu,120,2,GEN,P.K. MUDALIAR,M,0,,21999,66529,#2ecc71,Erode
Bhavani,IND,1967,Tamil Nadu,120,3,GEN,C.V.V. SAMY,M,0,,1177,66529,#bdc3c7,Erode
Andhiyur,DMK,1967,Tamil Nadu,121,1,GEN,E.M. NATARAJAN,M,0,,34877,62286,#c0392b,Tiruppur
Andhiyur,INC,1967,Tamil Nadu,121,2,GEN,GURUMURTHI,M,0,,27409,62286,#2ecc71,Tiruppur
Gobichettipalayam,SWA,1967,Tamil Nadu,122,1,GEN,K.M.R. GOUNDER,M,0,,31974,60779,#222,Tiruppur
Gobichettipalayam,INC,1967,Tamil Nadu,122,2,GEN,M. GOUNDER,M,0,,27403,60779,#2ecc71,Tiruppur
Gobichettipalayam,RPI,1967,Tamil Nadu,122,3,GEN,CHELLAIAN,M,0,,1402,60779,#222,Tiruppur
Sathyamangalam,INC,1967,Tamil Nadu,123,1,GEN,P.G. KARUTHIRUMAN,M,0,,25484,51773,#2ecc71,
Sathyamangalam,CPM,1967,Tamil Nadu,123,2,GEN,S.M. MARAPPAN,M,0,,24278,51773,#ff5757,
Sathyamangalam,IND,1967,Tamil Nadu,123,3,GEN,RAJAMANICKAM,M,0,,2011,51773,#bdc3c7,
Bhavanisagar,DMK,1967,Tamil Nadu,124,1,SC,RAMARASAN,M,0,,26980,52121,#c0392b,Erode
Bhavanisagar,INC,1967,Tamil Nadu,124,2,SC,M. VELUSAMY,M,0,,22187,52121,#2ecc71,Erode
Bhavanisagar,RPI,1967,Tamil Nadu,124,3,SC,V. KURAVAN,M,0,,2954,52121,#222,Erode
Oddamchatram,DMK,1967,Tamil Nadu,125,1,GEN,N. GOUNDER,M,0,,39817,71680,#c0392b,Dindigul
Oddamchatram,INC,1967,Tamil Nadu,125,2,GEN,A.P. PALANIAPPAN,M,0,,30953,71680,#2ecc71,Dindigul
Oddamchatram,IND,1967,Tamil Nadu,125,3,GEN,V.S.M. GOUNDER,M,0,,910,71680,#bdc3c7,Dindigul
Palani,DMK,1967,Tamil Nadu,126,1,SC,KRISHNAMOORTHY,M,0,,47671,72451,#c0392b,Dindigul
Palani,INC,1967,Tamil Nadu,126,2,SC,BALAKRISHNAN,M,0,,24780,72451,#2ecc71,Dindigul
Periyakulam,DMK,1967,Tamil Nadu,127,1,SC,M. METHA,M,0,,36023,65671,#c0392b,Theni
Periyakulam,INC,1967,Tamil Nadu,127,2,SC,R.S. SUBRAMANIAM,M,0,,29648,65671,#2ecc71,Theni
Bodinayakkanur,INC,1967,Tamil Nadu,128,1,GEN,S.SRINIVASAN,M,0,,34671,69583,#2ecc71,Theni
Bodinayakkanur,CPM,1967,Tamil Nadu,128,2,GEN,P.V. DURAIRAJ,M,0,,33905,69583,#ff5757,Theni
Bodinayakkanur,IND,1967,Tamil Nadu,128,3,GEN,P.R. CHETTY,M,0,,1007,69583,#bdc3c7,Theni
Cumbum,DMK,1967,Tamil Nadu,129,1,GEN,RAJANGAM,M,0,,41440,69465,#c0392b,Theni
Cumbum,INC,1967,Tamil Nadu,129,2,GEN,N.S.K.S. PANDIARAJ,M,0,,28025,69465,#2ecc71,Theni
Theni,DMK,1967,Tamil Nadu,130,1,GEN,P. RAJAN,M,0,,42111,71708,#c0392b,
Theni,INC,1967,Tamil Nadu,130,2,GEN,M. MALAICHAMI,M,0,,29597,71708,#2ecc71,
Andipatti,SWA,1967,Tamil Nadu,131,1,GEN,S. PARAMASIVAM,M,0,,35351,64442,#222,Theni
Andipatti,INC,1967,Tamil Nadu,131,2,GEN,A. THIRUVENKIDASAMY,M,0,,29091,64442,#2ecc71,Theni
Sedapatti,SWA,1967,Tamil Nadu,132,1,GEN,V.T.THEVAR,M,0,,41167,64483,#222,
Sedapatti,INC,1967,Tamil Nadu,132,2,GEN,T. A. NADAR,M,0,,21553,64483,#2ecc71,
