AC_NAME,AC_NO,AC_TYPE,AGE,CATEGORY,NAME,PARTY,SEX,ST_NAME,VOTES,YEAR,polled_votes,rank
Vilapil,3,GEN,,,K. P. VIJAYAN,IND,M,Kerala,308,1960,53363,4
Nemom,4,GEN,,,VISWAMBARAN,PSP,M,Kerala,28573,1960,51784,1
Nemom,4,GEN,,,A. SADASIVAN,CPI,M,Kerala,22918,1960,51784,2
Nemom,4,GEN,,,LEKSHMANAN NADAR,IND,M,Kerala,293,1960,51784,3
Trivandrum I,5,GEN,,,B. P. EAPEN,PSP,M,Kerala,27328,1960,52751,1
Trivandrum I,5,GEN,,,KRISHNAN NAIR,CPI,M,Kerala,20385,1960,52751,2
Trivandrum I,5,GEN,,,BALAKRISHNAN,IND,M,Kerala,5038,1960,52751,3
Trivandrum I I,6,GEN,,,PATTOM THANUPILLAI,PSP,M,Kerala,35175,1960,61092,1
Trivandrum I I,6,GEN,,,K. ANIRUDHAN,CPI,M,Kerala,25917,1960,61092,2
Ullur,7,GEN,,,M. ALIKUNJU SASTRI,PSP,M,Kerala,30269,1960,55712,1
Ullur,7,GEN,,,K. P. ALIKUNJU,CPI,M,Kerala,24939,1960,55712,2
Ullur,7,GEN,,,MARIAM BEEVI,IND,F,Kerala,504,1960,55712,3
Arianad,8,GEN,,,ANTONY DCRUZ,PSP,M,Kerala,25351,1960,49610,1
Arianad,8,GEN,,,K. C. GEORGE,CPI,M,Kerala,22258,1960,49610,2
Arianad,8,GEN,,,ABUBACKER,IND,M,Kerala,2001,1960,49610,3
Nedumangad,9,GEN,,,N. NEELAKANDARU PANDARATHIL,CPI,M,Kerala,27797,1960,53482,1
Nedumangad,9,GEN,,,P. S. NATARAJA PILLAI,PSP,M,Kerala,25685,1960,53482,2
Attingal,10,GEN,,,N. KUNJURAMAN,INC,M,Kerala,28050,1960,58368,1
Attingal,10,GEN,,,R. PRAKASAM,CPI,M,Kerala,27920,1960,58368,2
Attingal,10,GEN,,,K. PANKAJAKSHAN,IND,M,Kerala,2398,1960,58368,3
Varkala,11,GEN,,,SHAMSUDDIN,INC,M,Kerala,50231,1960,201312,1
Varkala,11,GEN,,,BALAKRISHNAN,CPI,M,Kerala,50114,1960,201312,2
Varkala,11,GEN,,,KANJGA,PSP,M,Kerala,49989,1960,201312,3
Varkala,11,GEN,,,ABDUL MAJEED,CPI,M,Kerala,49862,1960,201312,4
Varkala,11,GEN,,,V. NEELA KANTAN,IND,M,Kerala,641,1960,201312,5
Varkala,11,GEN,,,U. NEELAKANTAN,IND,M,Kerala,475,1960,201312,6
Eraviporam,12,GEN,,,RAVINDRAN,CPI,M,Kerala,25548,1960,53974,1
Eraviporam,12,GEN,,,BHASKARA PILLAI,PSP,M,Kerala,23689,1960,53974,2
Eraviporam,12,GEN,,,VISWAMBARAN,IND,M,Kerala,4260,1960,53974,3
Eraviporam,12,GEN,,,MOHAMMAD BASHIR,IND,M,Kerala,477,1960,53974,4
Quilon,13,GEN,,,A. A. RAHIM,INC,M,Kerala,25083,1960,57879,1
Quilon,13,GEN,,,P. K. SUKUMARAN,CPI,M,Kerala,18791,1960,57879,2
Quilon,13,GEN,,,T. K. DIVAKARAN,IND,M,Kerala,13734,1960,57879,3
Quilon,13,GEN,,,THANKAMMA MALIK,IND,M,Kerala,271,1960,57879,4
Thrikkadavur,14,GEN,,,C. M. STEPHEN,INC,M,Kerala,48618,1960,207405,1
Thrikkadavur,14,GEN,,,KRISHNAN,INC,M,Kerala,46244,1960,207405,2
Thrikkadavur,14,GEN,,,V. GANGADHARAN NAIR,CPI,M,Kerala,39719,1960,207405,3
Thrikkadavur,14,GEN,,,NANOO,CPI,M,Kerala,38860,1960,207405,4
Thrikkadavur,14,GEN,,,SANKARAN UNNI,IND,M,Kerala,17309,1960,207405,5
Thrikkadavur,14,GEN,,,CHANDRASEKHARAN,IND,M,Kerala,16655,1960,207405,6
Karunagapally,15,GEN,,,BABY JOHN,IND,M,Kerala,21238,1960,58005,1
Karunagapally,15,GEN,,,KUNJUKRISHNAN,INC,M,Kerala,21030,1960,58005,2
Karunagapally,15,GEN,,,ABDUL RAZZAQUE,CPI,M,Kerala,15737,1960,58005,3
Krishnapuram,16,GEN,,,P. K. KUNJU,PSP,M,Kerala,28247,1960,55830,1
Krishnapuram,16,GEN,,,KARTHIKEYAN,CPI,M,Kerala,27583,1960,55830,2
Kayamkulam,17,GEN,,,AYSHA BAI,CPI,F,Kerala,30727,1960,60194,1
Kayamkulam,17,GEN,,,HEMACHANDRAN,INC,M,Kerala,29467,1960,60194,2
Karthigapally,18,GEN,,,R. SUGATHAN,CPI,M,Kerala,30832,1960,59265,1
Karthigapally,18,GEN,,,A. ACHUTHAN,PSP,M,Kerala,28433,1960,59265,2
Haripad,19,GEN,,,N. S. KRISHNA PILLAI,INC,M,Kerala,31389,1960,52469,1
Haripad,19,GEN,,,RAMAKRISHNA PILLAI,IND,M,Kerala,21080,1960,52469,2
Movelikara,20,GEN,,,GOPALA KURUP,CPI,M,Kerala,54340,1960,209214,1
Movelikara,20,GEN,,,KUNJACHAN,CPI,M,Kerala,54042,1960,209214,2
Movelikara,20,GEN,,,CHELLAPPAN PILLAI,INC,M,Kerala,50662,1960,209214,3
Movelikara,20,GEN,,,RAMACHANDRA DAS,INC,M,Kerala,50170,1960,209214,4
Kunnathur,21,GEN,,,G. CANDRAS EKHARA PILLAI,INC,M,Kerala,51101,1960,209591,1
Kunnathur,21,GEN,,,P. C. ADICHEN,CPI,M,Kerala,49253,1960,209591,2
Kunnathur,21,GEN,,,P. R. MADHAVAN PILLAI,CPI,M,Kerala,48931,1960,209591,3
Kunnathur,21,GEN,,,C. C. PRASAD,PSP,M,Kerala,48805,1960,209591,4
Kunnathur,21,GEN,,,P. RAGHAVAN PILLAI,IND,M,Kerala,5295,1960,209591,5
Kunnathur,21,GEN,,,CHANDRAN,IND,M,Kerala,4563,1960,209591,6
Kunnathur,21,GEN,,,K. S. KRISHNA SASTRI,IND,M,Kerala,973,1960,209591,7
Kunnathur,21,GEN,,,P. P. LAZAR,IND,M,Kerala,425,1960,209591,8
Kunnathur,21,GEN,,,KUNJUKUNJU,IND,M,Kerala,245,1960,209591,9
Kottarakara,22,SC,,,DAMODARAN POTT,PSP,M,Kerala,27909,1960,57529,1
Kottarakara,22,SC,,,CHANDRASEKHARAN NAIR,CPI,M,Kerala,25741,1960,57529,2
Kottarakara,22,SC,,,RAMCHANDRAN NAIR,IND,M,Kerala,3216,1960,57529,3
Kottarakara,22,SC,,,LUKOSE,IND,M,Kerala,663,1960,57529,4
Chadayamangalam,23,GEN,,,K. BHARGAVAN,CPI,M,Kerala,25412,1960,52107,1
Chadayamangalam,23,GEN,,,M. ABDUL MAJEED,PSP,M,Kerala,25290,1960,52107,2
Chadayamangalam,23,GEN,,,T. M. PRABHA,IND,M,Kerala,1405,1960,52107,3
Pathanapuram,24,GEN,,,BALAKRISHNA PILLAI,INC,M,Kerala,35136,1960,66830,1
Pathanapuram,24,GEN,,,RAJAGOPALAN NAIR,CPI,M,Kerala,30601,1960,66830,2
Pathanapuram,24,GEN,,,KRISHNAN NAIR,IND,M,Kerala,751,1960,66830,3
Pathanapuram,24,GEN,,,KOCHUKUNJU,IND,M,Kerala,342,1960,66830,4
Punalur,25,GEN,,,K. KRISHNA PILLAI,CPI,M,Kerala,26415,1960,50695,1
Punalur,25,GEN,,,SATHIBHAI,INC,F,Kerala,23042,1960,50695,2
Punalur,25,GEN,,,ACHUTHAN PILLAI,IND,M,Kerala,1238,1960,50695,3
Ranni,26,GEN,,,VAYALA IDICULA,INC,M,Kerala,34560,1960,59339,1
Ranni,26,GEN,,,E. M. THOMAS,CPI,M,Kerala,24426,1960,59339,2
Ranni,26,GEN,,,K. G. GEORGE,IND,M,Kerala,353,1960,59339,3
Pathanamthitta,27,GEN,,,C. K. HARICHANDRAN NAIR,PSP,M,Kerala,36660,1960,65374,1
Pathanamthitta,27,GEN,,,K. KARUNAKARAN NAIR,CPI,M,Kerala,28194,1960,65374,2
Pathanamthitta,27,GEN,,,V. K. GOPINATHAN PILLAI,IND,M,Kerala,520,1960,65374,3
Aranmula,28,GEN,,,K. GOPINATHAN PILLAI,INC,M,Kerala,31899,1960,52194,1
Aranmula,28,GEN,,,R. GOPALAKRISHNA PILLAI,CPI,M,Kerala,20295,1960,52194,2
Kalloppera,29,GEN,,,M. M. MATHAI,INC,M,Kerala,32270,1960,46285,1
Kalloppera,29,GEN,,,VIWANATHAN NAIR,IND,M,Kerala,14015,1960,46285,2
Thiruvalla,30,GEN,,,P. CHACKO,INC,M,Kerala,36092,1960,56118,1
Thiruvalla,30,GEN,,,PADMANABHAN THAMPI,CPI,M,Kerala,20026,1960,56118,2
Chengannur,31,GEN,,,K. R. SARASWATHY AMMA,INC,F,Kerala,31964,1960,51027,1
Chengannur,31,GEN,,,R. RAJASEKHARAN THAMPI,CPI,M,Kerala,19063,1960,51027,2
Alleppey,32,GEN,,,NABISATH BEEVI,INC,F,Kerala,33443,1960,63093,1
Alleppey,32,GEN,,,T. V. THOMAS,CPI,M,Kerala,29650,1960,63093,2
Mararikulam,33,GEN,,,S. KUMARAN,CPI,M,Kerala,31826,1960,56302,1
Mararikulam,33,GEN,,,DEVAKI KRISHNAN,INC,F,Kerala,24476,1960,56302,2
Sherthala,34,GEN,,,K. R. GOURI,CPI,F,Kerala,29883,1960,58260,1
Sherthala,34,GEN,,,SUBRAMANIA PILLAI,INC,M,Kerala,28377,1960,58260,2
Arur,35,GEN,,,KARTHIKEYAN,INC,M,Kerala,29403,1960,56668,1
Arur,35,GEN,,,SADASIVAN,CPI,M,Kerala,27265,1960,56668,2
Thakashi,36,GEN,,,THOMAS JOHN,INC,M,Kerala,33079,1960,54040,1
Thakashi,36,GEN,,,GOPALAKRISHNA PILLAI,IND,M,Kerala,20961,1960,54040,2
Changancherry,37,GEN,,,N. BHASKARAN NAIR,INC,M,Kerala,31935,1960,54477,1
Changancherry,37,GEN,,,A. M. KALYANSKRISHNAN NAIR,CPI,M,Kerala,22542,1960,54477,2
Vazhoor,38,GEN,,,VELAPPAN,INC,M,Kerala,27566,1960,48070,1
Vazhoor,38,GEN,,,PURUSHOTHAMAN PILLAI,CPI,M,Kerala,20504,1960,48070,2
Kanjirapally,39,GEN,,,K. T. THOMAS,INC,M,Kerala,28310,1960,49732,1
Kanjirapally,39,GEN,,,K. S. MUSTAFAZ KAMAL,IND,M,Kerala,21422,1960,49732,2
Puthupally,40,GEN,,,P. C. CHERIAN,INC,M,Kerala,30260,1960,52609,1
Puthupally,40,GEN,,,M. THOMAS,CPI,M,Kerala,22349,1960,52609,2
Kottayam,41,GEN,,,M. P. GOVINDAN NAIR,INC,M,Kerala,29020,1960,57029,1
Kottayam,41,GEN,,,N. RAGHAVA KURUP,CPI,M,Kerala,27863,1960,57029,2
Kottayam,41,GEN,,,PALATHINGAL GEORGE ISSAC,IND,M,Kerala,146,1960,57029,3
Ettumanoor,42,GEN,,,GEORGE JOSEPH PODIPARA,INC,M,Kerala,30925,1960,53422,1
Ettumanoor,42,GEN,,,SANKUNNY MENON,CPI,M,Kerala,22367,1960,53422,2
Ettumanoor,42,GEN,,,KURLEN (JOSEPH FENN),IND,M,Kerala,130,1960,53422,3
Meenachil,43,GEN,,,P. T. CHACKO (THOMAS),INC,M,Kerala,30745,1960,46389,1
Meenachil,43,GEN,,,JACOB CHERIAN,CPI,M,Kerala,15644,1960,46389,2
Vaikom,44,GEN,,,SREENIVASAN,CPI,M,Kerala,32707,1960,63345,1
Vaikom,44,GEN,,,PAVITHRAN,INC,M,Kerala,30638,1960,63345,2
Kaduthuruthy,45,GEN,,,ABRAHAM CHUMMAR,INC,M,Kerala,32615,1960,49931,1
Kaduthuruthy,45,GEN,,,UMADEVI ANTHARJANAM,CPI,F,Kerala,17316,1960,49931,2
Ramamangalam,46,GEN,,,E. P. POULOSE,INC,M,Kerala,32448,1960,53067,1
Ramamangalam,46,GEN,,,P. V. ABRAHAM,CPI,M,Kerala,19871,1960,53067,2
Ramamangalam,46,GEN,,,PAUL KUNNIL,IND,M,Kerala,748,1960,53067,3
Muvattupuzha,47,GEN,,,K. M. GEORGE,INC,M,Kerala,33520,1960,54427,1
Muvattupuzha,47,GEN,,,K. C. ABRAHAM,IND,M,Kerala,20907,1960,54427,2
Devicolam,48,GEN,,,MURUGESAN THIRUVENGADAN,INC,M,Kerala,75141,1960,298915,1
Devicolam,48,GEN,,,SUNDARAM MURUKANDY,CPI,M,Kerala,72801,1960,298915,2
Devicolam,48,GEN,,,ROSAMMA PUNNOSE,CPI,F,Kerala,71936,1960,298915,3
Devicolam,48,GEN,,,SUBBIAH ADICHA PILLAI,PSP,M,Kerala,71361,1960,298915,4
Devicolam,48,GEN,,,DEVASSYKUTTY ANTONY,IND,M,Kerala,4198,1960,298915,5
Devicolam,48,GEN,,,VELAYUDHAN SUDALAIMUTHU,IND,M,Kerala,1642,1960,298915,6
Devicolam,48,GEN,,,SANKARA KARNAVAR,IND,M,Kerala,1023,1960,298915,7
Devicolam,48,GEN,,,GANAPATHY,IND,M,Kerala,813,1960,298915,8
Thodupuzha,49,GEN,,,MATHEW,INC,M,Kerala,34156,1960,48322,1
Thodupuzha,49,GEN,,,JOSE ABRAHAM,CPI,M,Kerala,13899,1960,48322,2
Thodupuzha,49,GEN,,,AUGUSTINE,IND,M,Kerala,267,1960,48322,3
Karikode,50,GEN,,,KOSUMOM JOSEPH,INC,F,Kerala,29907,1960,44525,1
Karikode,50,GEN,,,SAIDU MONAMMAD SAHIB,IND,M,Kerala,13621,1960,44525,2
Karikode,50,GEN,,,PETER THOMAS,IND,M,Kerala,997,1960,44525,3
Poonjar,51,GEN,,,T. A. THOMMAN,INC,M,Kerala,35722,1960,50086,1
Poonjar,51,GEN,,,KUMARA MENON,CPI,M,Kerala,14364,1960,50086,2
Puliyannur,52,GEN,,,K. M. JOSEPH CHAZHIKATTU,PSP,M,Kerala,34781,1960,49284,1
Puliyannur,52,GEN,,,ULAHANAN,CPI,M,Kerala,14503,1960,49284,2
Palluruthy,53,GEN,,,ALEXANDER PARAMBITHARA,INC,M,Kerala,33541,1960,60358,1
Palluruthy,53,GEN,,,KERALA VARMA THAMPURAN,IND,M,Kerala,26304,1960,60358,2
Palluruthy,53,GEN,,,THOMAS FRANCIS,IND,M,Kerala,513,1960,60358,3
Mattancherry,54,GEN,,,K. K. VISWANATHAN,INC,M,Kerala,32997,1960,51910,1
Mattancherry,54,GEN,,,RATNAM RANGANATH RAI,IND,F,Kerala,18411,1960,51910,2
Mattancherry,54,GEN,,,JOHN MANJOORAN,IND,M,Kerala,502,1960,51910,3
Neenakkal,55,GEN,,,K. C. ABRAHAM,INC,M,Kerala,31212,1960,59693,1
Neenakkal,55,GEN,,,P. R. LEGHNAN,CPI,M,Kerala,28322,1960,59693,2
Neenakkal,55,GEN,,,P. R. LEKSHMANAN,IND,M,Kerala,159,1960,59693,3
Ernakulam,56,GEN,,,A. L. JACOB,INC,M,Kerala,32001,1960,58717,1
Ernakulam,56,GEN,,,V. VISWANATHA MENON,CPI,M,Kerala,25108,1960,58717,2
Ernakulam,56,GEN,,,MATHAI MANIOORAN,IND,M,Kerala,1608,1960,58717,3
Kanayannour,57,GEN,,,T. K. RAMAKRISHNAN,CPI,M,Kerala,31582,1960,61112,1
Kanayannour,57,GEN,,,K. R. NARAYANAN,INC,M,Kerala,29101,1960,61112,2
Kanayannour,57,GEN,,,M. A. PRABHAKARAN,IND,M,Kerala,429,1960,61112,3
Alwaye,58,GEN,,,T. O. CHACKO,INC,M,Kerala,34484,1960,63351,1
Alwaye,58,GEN,,,M. M. ABDUL KADIR,CPI,M,Kerala,28867,1960,63351,2
Perumbavoor,59,GEN,,,K. M. CHACKO,INC,M,Kerala,31718,1960,57806,1
Perumbavoor,59,GEN,,,GOVINDA PILLAI,CPI,M,Kerala,25918,1960,57806,2
Perumbavoor,59,GEN,,,D. SUKUMARAN,IND,M,Kerala,170,1960,57806,3
Kothakulangars,60,GEN,,,M. A. ANTONY,INC,M,Kerala,38681,1960,58668,1
Kothakulangars,60,GEN,,,KURIAN,CPI,M,Kerala,19872,1960,58668,2
Kothakulangars,60,GEN,,,STEPHAN,IND,M,Kerala,115,1960,58668,3
Perur,61,GEN,,,K. A. DAMODARA MENON,INC,M,Kerala,30369,1960,56740,1
Perur,61,GEN,,,N. SIRAN PILLAI,CPI,M,Kerala,26371,1960,56740,2
Vadakkekara,62,GEN,,,K. R. VIJAYAN,INC,M,Kerala,27200,1960,53321,1
Vadakkekara,62,GEN,,,K. A. BALAN,CPI,M,Kerala,26121,1960,53321,2
Cranganore,63,GEN,,,P. K. ABDUL KADIR,INC,M,Kerala,33679,1960,59843,1
Cranganore,63,GEN,,,E. GOPALAKRISHNA MENON,CPI,M,Kerala,26164,1960,59843,2
Chalakudy,64,GEN,,,C. G. JANARDHANAN,PSP,M,Kerala,66618,1960,232665,1
Chalakudy,64,GEN,,,K. K. BALAKRISHNAN,INC,M,Kerala,66454,1960,232665,2
Chalakudy,64,GEN,,,C. JANARDHANAN,CPI,M,Kerala,49825,1960,232665,3
Chalakudy,64,GEN,,,P. K. CHATHAN,CPI,M,Kerala,49768,1960,232665,4
Irinjalakuda,65,GEN,,,C. ACHUTHA MENON,CPI,M,Kerala,29069,1960,57777,1
Irinjalakuda,65,GEN,,,P. ACHUTHA MENON,PSP,M,Kerala,28708,1960,57777,2
Manalur,66,GEN,,,KURUINEELAKANTAN NAMBOOTHIRIPAD,INC,M,Kerala,30291,1960,58264,1
Manalur,66,GEN,,,JOSEPH MUNDASSARI,CPI,M,Kerala,27677,1960,58264,2
Manalur,66,GEN,,,R. K. CHUMAR,IND,M,Kerala,296,1960,58264,3
Trichur,67,GEN,,,T. A. DHARMARAJA IYER,INC,M,Kerala,30277,1960,60091,1
Trichur,67,GEN,,,K. BALAKRISHNA MENON,IND,M,Kerala,29814,1960,60091,2
Ollur,68,GEN,,,P. R. FRANCIS,INC,M,Kerala,29950,1960,57259,1
Ollur,68,GEN,,,V. V. RAGHAVAN,CPI,M,Kerala,27091,1960,57259,2
Ollur,68,GEN,,,SOOLAPANI WARRIAR,IND,M,Kerala,218,1960,57259,3
Kunnamkulam,69,GEN,,,P. R. KRISHNAN,INC,M,Kerala,29450,1960,56572,1
Kunnamkulam,69,GEN,,,T. K. KRISHNAN,CPI,M,Kerala,26878,1960,56572,2
Kunnamkulam,69,GEN,,,CHAKRAPANI WARRIAR,IND,M,Kerala,244,1960,56572,3
Wadhamcherry,70,GEN,,,K. BALAKRISHNA MENON,PSP,M,Kerala,46052,1960,185113,1
Wadhamcherry,70,GEN,,,KOCHUKUTTAN,INC,M,Kerala,45726,1960,185113,2
Wadhamcherry,70,GEN,,,NARAYAN NAIR,CPI,M,Kerala,44844,1960,185113,3
Wadhamcherry,70,GEN,,,AYYAPPAN,CPI,M,Kerala,44199,1960,185113,4
Wadhamcherry,70,GEN,,,KOCHUNNY,IND,M,Kerala,1653,1960,185113,5
Wadhamcherry,70,GEN,,,RAMANKUTTY MENON,IND,M,Kerala,1595,1960,185113,6
Wadhamcherry,70,GEN,,,VALAUDHAN,IND,M,Kerala,1044,1960,185113,7
Nattika,71,GEN,,,K. T. ACHUTHAN,INC,M,Kerala,29235,1960,58031,1
Nattika,71,GEN,,,T. K. RAMAN,CPI,M,Kerala,28796,1960,58031,2
Guruvayur,72,GEN,,,K. G. KARUNAKARA,INC,M,Kerala,26083,1960,52944,1
Guruvayur,72,GEN,,,K. DAMODARAN,CPI,M,Kerala,25075,1960,52944,2
Guruvayur,72,GEN,,,BHARATHAN,BJS,M,Kerala,1786,1960,52944,3
Andathodu,73,GEN,,,B. V. SEETHI THANGAL,ML,M,Kerala,26615,1960,51503,1
Andathodu,73,GEN,,,K. GOVINDA KUTTY MENON,CPI,M,Kerala,22621,1960,51503,2
Andathodu,73,GEN,,,VANCHEESWARA IYER,BJS,M,Kerala,2267,1960,51503,3
Ponnani,74,GEN,,,KUNHAMBU KALLEN,INC,M,Kerala,45326,1960,170944,1
Ponnani,74,GEN,,,CHERUKOYA THANGAL,ML,M,Kerala,43360,1960,170944,2
Ponnani,74,GEN,,,E. T. KUNHAN,CPI,M,Kerala,41316,1960,170944,3
Ponnani,74,GEN,,,UNNI KRISHNA WARRIER,CPI,M,Kerala,40942,1960,170944,4
Kushalmannam,75,GEN,,,KUDUVAKOTTU JOHN,CPI,M,Kerala,28817,1960,46950,1
Kushalmannam,75,GEN,,,T. A. BALAKRISHNAN,INC,M,Kerala,17785,1960,46950,2
Kushalmannam,75,GEN,,,KANNI,IND,M,Kerala,348,1960,46950,3
Alathur,76,GEN,,,R. KRISHNAN,CPI,M,Kerala,31159,1960,53094,1
Alathur,76,GEN,,,A. SUNNA SAHIB,INC,M,Kerala,21935,1960,53094,2
Chittur,77,GEN,,,P. BALACHANDRA MENON,CPI,M,Kerala,48241,1960,176050,1
Chittur,77,GEN,,,NARAYANAN THANDAN,CPI,M,Kerala,48156,1960,176050,2
Chittur,77,GEN,,,BACHARAN,INC,M,Kerala,40028,1960,176050,3
Chittur,77,GEN,,,SIVARAMA BHARATHI,PSP,M,Kerala,39625,1960,176050,4
Elapully,78,GEN,,,A. K. RAMANKUTTY NAIR,CPI,M,Kerala,24958,1960,43077,1
Elapully,78,GEN,,,T. K. KELUKUTTY,INC,M,Kerala,18119,1960,43077,2
Palghat,79,GEN,,,R. RANGHAVA MENON,INC,M,Kerala,26546,1960,51334,1
Palghat,79,GEN,,,K. C. GOPALANUNNI,CPI,M,Kerala,24788,1960,51334,2
Parli,80,GEN,,,A. R. MENON,CPI,M,Kerala,33605,1960,50150,1
Parli,80,GEN,,,A. S. DIVAKARAN,PSP,M,Kerala,16545,1960,50150,2
Mannarghat,81,GEN,,,KRISHNAN KONGASERI,CPI,M,Kerala,25060,1960,44858,1
Mannarghat,81,GEN,,,M. P. GOVINDA MENON,PSP,M,Kerala,18999,1960,44858,2
Mannarghat,81,GEN,,,RANGAN,IND,M,Kerala,799,1960,44858,3
Perintalmanna,82,GEN,,,E. P. GOPALAN,CPI,M,Kerala,24866,1960,45205,1
Perintalmanna,82,GEN,,,MOIDEENKUTTY MELEVOSTTI,ML,M,Kerala,20339,1960,45205,2
Ottapalam,83,GEN,,,KUNHUNNI NAYAR,CPI,M,Kerala,24741,1960,42859,1
Ottapalam,83,GEN,,,CHANDRASEKHARA KURUP,PSP,M,Kerala,18118,1960,42859,2
Pattambi,84,GEN,,,E. M. SANKARAN NAMBOODIRIPAD,CPI,M,Kerala,26478,1960,45634,1
Pattambi,84,GEN,,,A. RAGHAVAN NAIR,INC,M,Kerala,19156,1960,45634,2
Mankada,85,GEN,,,P. ABDUL MAJEED,ML,M,Kerala,24343,1960,44380,1
Mankada,85,GEN,,,POOKUNHI KOYA THANGAL,CPI,M,Kerala,20037,1960,44380,2
Tirur,86,GEN,,,K. MOIDEENKUTTY HAJI,ML,M,Kerala,28518,1960,45121,1
Tirur,86,GEN,,,K. P. BAVAKUTTY,CPI,M,Kerala,16603,1960,45121,2
Tanur,87,GEN,,,C. H. MOHAMMAD KOYA,ML,M,Kerala,27893,1960,36338,1
Tanur,87,GEN,,,NADUKKANDY MOHAMMAD KOYA,CPI,M,Kerala,8445,1960,36338,2
Kuttipuram,88,GEN,,,SEETHI SAHIB,ML,M,Kerala,29073,1960,41503,1
Kuttipuram,88,GEN,,,KUNHIKRISHNAN THORAKKADU,CPI,M,Kerala,12430,1960,41503,2
Thirurangady,89,GEN,,,AVUKKADARKUTTY HAJEE NAHA,ML,M,Kerala,34749,1960,52798,1
Thirurangady,89,GEN,,,M. KOYA KUNHI NAHA HAJEE,CPI,M,Kerala,18049,1960,52798,2
Malappuram,90,GEN,,,K. HASSAN GANI,ML,M,Kerala,32947,1960,45065,1
Malappuram,90,GEN,,,SADHU P. AHAMMAD KUTTY,CPI,M,Kerala,12118,1960,45065,2
Manjeri,91,GEN,,,P. P. UMMER KOYA,INC,M,Kerala,69700,1960,200443,1
Manjeri,91,GEN,,,CHANDAYAN MUNIADAN,ML,M,Kerala,66028,1960,200443,2
Manjeri,91,GEN,,,K. V. CHEKKUTTY HAJI,IND,M,Kerala,32593,1960,200443,3
Manjeri,91,GEN,,,ACHUTHANANDAN,CPI,M,Kerala,32122,1960,200443,4
Kandotty,92,GEN,,,M. P. M. AHAMMAD KURIKKAL,ML,M,Kerala,33167,1960,45027,1
Kandotty,92,GEN,,,MOMUKUTTY MOULAVI,IND,M,Kerala,11860,1960,45027,2
Kozhikode I,93,GEN,,,O. T. SARADA KRISHNAN,INC,F,Kerala,30638,1960,56594,1
Kozhikode I,93,GEN,,,KRISHNAN KALLAT,CPI,M,Kerala,24732,1960,56594,2
Kozhikode I,93,GEN,,,KARTUNAKARAN,BJS,M,Kerala,1224,1960,56594,3
Kozhikode I I,94,GEN,,,P. KUMARAN,INC,M,Kerala,33587,1960,54200,1
Kozhikode I I,94,GEN,,,APPU ADIUOLIL,IND,M,Kerala,20613,1960,54200,2
Chevayour,95,GEN,,,RAGHAVAN NAIR,CPI,M,Kerala,29063,1960,57420,1
Chevayour,95,GEN,,,A. BALAGOPALAN,INC,M,Kerala,28357,1960,57420,2
Kunnamangalam,96,GEN,,,LEELA DAMODARA MENON,INC,F,Kerala,34539,1960,57147,1
Kunnamangalam,96,GEN,,,CHATHUNNI,CPI,M,Kerala,22608,1960,57147,2
Koduvally,97,GEN,,,GOPALAKUTTY NAIR,INC,M,Kerala,37483,1960,53697,1
Koduvally,97,GEN,,,M. V. ALIKOYA,IND,M,Kerala,16214,1960,53697,2
Balussery,98,GEN,,,M. NARAYANA KURUF,PSP,M,Kerala,32423,1960,55406,1
