party,state,constituency,poll_date,name,age,gender,education,category,assets,criminal_cases,color,party_name
AAP,Chhattisgarh,Bilaspur,24-04-2014,anandmishra,68,Male,Post Graduate,GEN,4685783,0,,Aam Aadmi Party
INC,Madhya Pradesh,Mandsour,24-04-2014,meenakshinatarajan,40,Female,Post Graduate,GEN,4682146,1,#019733,Indian National Congress
CPIM,Rajasthan,Sikar,17-04-2014,amararam,58,Male,Post Graduate,GEN,4681929,0,#DE0000,Communist Party of India  (Marxist)
CPIM,Kerala,Palakkad,10-04-2014,mbrajesh,43,Male,Graduate Professional,GEN,4676316,11,#DE0000,Communist Party of India  (Marxist)
INC,Jharkhand,Kodarma,10-04-2014,tilakdhariprasadsingh,69,Male,Graduate,GEN,4666034,0,#019733,Indian National Congress
AAP,Madhya Pradesh,Mandsour,24-04-2014,parasdadasaklecha,59,Male,Post Graduate,GEN,4657101,2,,Aam Aadmi Party
BJP,Kerala,Thrissur,10-04-2014,kpsreesan,60,Male,12th,GEN,4653270,1,#FB7B0D,Bharatiya Janata Party
IUML,Andhra Pradesh,Secunderabad,30-04-2014,mohdimtiazhussain,35,Male,Post Graduate,GEN,4650000,0,,Indian Union Muslim League
BJP,West Bengal,Bardhaman-Durgapur,30-04-2014,debasreechaudhuri,42,Female,Post Graduate,GEN,4636550,0,#FB7B0D,Bharatiya Janata Party
SP,Jharkhand,Kodarma,10-04-2014,jaideochoudhary,52,Male,10th,GEN,4620269,2,#B15928,Samajwadi Party
INC,Bihar,Kishanganj,24-04-2014,mohammadasrarulhaque,67,Male,Post Graduate,GEN,4616629,2,#019733,Indian National Congress
IND,Assam,Lakhimpur,07-04-2014,ranjitsinghgorh,45,Male,Graduate,GEN,4611700,0,,Independent
SP,Uttar Pradesh,Lalganj,12-05-2014,bechai,43,Male,Graduate,GEN,4594861,1,#B15928,Samajwadi Party
AAP,Maharashtra,Pune,17-04-2014,waresubhashshankarrao,50,Male,Graduate Professional,GEN,4586646,2,,Aam Aadmi Party
IND,Tamil Nadu,Kanniyakumari,24-04-2014,padmanabhans,39,Male,Post Graduate,GEN,4575197,0,,Independent
BJP,Orissa,Mayurbhanj,17-04-2014,drnepoleraghumurmu,39,Male,Doctorate,GEN,4573490,0,#FB7B0D,Bharatiya Janata Party
IND,Uttar Pradesh,Rae Bareli,30-04-2014,pramodkureel,47,Male,Post Graduate,GEN,4550140,0,,Independent
CPIM,West Bengal,Bangaon,12-05-2014,debeshdas,54,Male,Graduate Professional,GEN,4546171,0,#DE0000,Communist Party of India  (Marxist)
AAP,Kerala,Wayanad,10-04-2014,advppasageer,35,Male,Graduate Professional,GEN,4539401,0,,Aam Aadmi Party
IND,Uttar Pradesh,Gonda,07-05-2014,brijnandantiwari,36,Male,12th,GEN,4518000,0,,Independent
AAP,Uttar Pradesh,Sitapur,30-04-2014,shefalimishra,39,Female,Post Graduate,GEN,4503611,0,,Aam Aadmi Party
IND,Maharashtra,Jalgaon,24-04-2014,ashoktarachandpatil,55,Male,Literate,GEN,4501297,0,,Independent
IND,Bihar,Jahanabad,17-04-2014,sudayyadav,26,Male,10th,GEN,4495000,0,,Independent
AAP,Tamil Nadu,Madurai,24-04-2014,mkamacis,43,Male,Graduate Professional,GEN,4494623,0,,Aam Aadmi Party
CPI,Goa,North Goa,12-04-2014,suhasnaik,47,Male,Graduate Professional,GEN,4483000,1,#DE0000,Communist Party of India
INC,West Bengal,Mathurapur,12-05-2014,shrimanoranjanhalder,70,Male,Post Graduate,GEN,4470000,0,#019733,Indian National Congress
AAP,Rajasthan,Dausa,24-04-2014,sanjeetkumar,40,Male,Doctorate,GEN,4465861,0,,Aam Aadmi Party
IUML,Maharashtra,Nanded,17-04-2014,altafahamadiqbalahmad,48,Male,Graduate,GEN,4462742,0,,Indian Union Muslim League
AAP,Kerala,Vadakara,10-04-2014,aliakbar,50,Male,12th,GEN,4448946,0,,Aam Aadmi Party
BJP,West Bengal,Balurghat,24-04-2014,biswapriyaroychoudhury,53,Male,Graduate Professional,GEN,4440487,5,#FB7B0D,Bharatiya Janata Party
INC,West Bengal,Bangaon,12-05-2014,ilamondal,42,Female,Graduate,GEN,4432000,0,#019733,Indian National Congress
INC,Chhattisgarh,Janjgir-Champa,24-04-2014,premchandjayasi,40,Male,Post Graduate,GEN,4422744,0,#019733,Indian National Congress
INC,West Bengal,Howrah,30-04-2014,manojkumarpandey,42,Male,Graduate,GEN,4421059,2,#019733,Indian National Congress
IND,Tamil Nadu,Kallakurichi,24-04-2014,ashajahan,65,Male,Graduate Professional,GEN,4402000,0,,Independent
JDS,Maharashtra,Sangli,17-04-2014,advkdshinde,60,Male,Post Graduate,GEN,4387851,0,#8064a2,Janata Dal  (Secular)
IND,Uttarakhand,Almora,07-05-2014,sajjanlaltamta,47,Male,Graduate,GEN,4383896,0,,Independent
AIUDF,West Bengal,Maldaha Uttar,24-04-2014,abdulkhaleque,46,Male,Graduate,GEN,4367584,0,,All India United Democratic Front
AITC,Orissa,Balasore,17-04-2014,kartikeswarpatra,72,Male,Not Given,GEN,4365951,1,#0C6965,All India Trinamool Congress
JDU,Bihar,Araria,24-04-2014,vijaykumarmandal,51,Male,10th,GEN,4326107,1,#8064a2,Janata Dal  (United)
AAP,Kerala,Mavelikkara,10-04-2014,nsadanandan,67,Male,Graduate Professional,GEN,4309529,0,,Aam Aadmi Party
IND,Jharkhand,Singhbhum,17-04-2014,rupsinghhembrom,34,Male,10th,GEN,4305000,0,,Independent
IND,Madhya Pradesh,Gwalior,17-04-2014,captanbabulalgoswami,63,Male,Graduate,GEN,4300000,0,,Independent
INC,Tamil Nadu,Karur,24-04-2014,jothimani-s,38,Female,Post Graduate,GEN,4293910,0,#019733,Indian National Congress
BJP,Bihar,Araria,24-04-2014,pradeepkumarsingh,48,Male,10th,GEN,4291479,4,#FB7B0D,Bharatiya Janata Party
BJP,Andhra Pradesh,Hyderabad,30-04-2014,drbhagavanthrao,61,Male,Graduate Professional,GEN,4274998,0,#FB7B0D,Bharatiya Janata Party
IND,West Bengal,Uluberia,30-04-2014,ashiskumardas,41,Male,Graduate,GEN,4266900,0,,Independent
INC,Tamil Nadu,Nagapattinam,24-04-2014,senthilpandianthalaitap,46,Male,Graduate Professional,GEN,4240000,0,#019733,Indian National Congress
SP,Maharashtra,Raigad,24-04-2014,azizabdulkadirmukadam,50,Male,5th,GEN,4228000,0,#B15928,Samajwadi Party
AAP,Uttar Pradesh,Ghosi,12-05-2014,manishkumarrai,38,Male,Post Graduate,GEN,4227325,0,,Aam Aadmi Party
CPIM,Andaman Nicobar Islands,Andaman Nicobar Islands,10-04-2014,kgdas,70,Male,12th,GEN,4221392,0,#DE0000,Communist Party of India  (Marxist)
IND,Uttar Pradesh,Domariyaganj,12-05-2014,diwakarprasad,63,Male,Graduate,GEN,4212000,0,,Independent
SP,Bihar,Gaya,10-04-2014,mamtakumari,33,Female,12th,GEN,4195976,0,#B15928,Samajwadi Party
IND,Tamil Nadu,Sivaganga,24-04-2014,speriyakaruppan,43,Male,10th,GEN,4190000,0,,Independent
IND,Uttar Pradesh,Jhansi,30-04-2014,kuldeepkumar,38,Male,Graduate,GEN,4185617,0,,Independent
IND,Uttar Pradesh,Fatehpur,30-04-2014,arvindkumar,51,Male,Graduate,GEN,4181000,0,,Independent
CPIM,Bihar,Ujiarpur,07-05-2014,ramdeoverma,67,Male,Graduate,GEN,4179608,3,#DE0000,Communist Party of India  (Marxist)
INC,Rajasthan,Rajsamand,17-04-2014,gopalsinghshekhawat,63,Male,Graduate Professional,GEN,4157012,0,#019733,Indian National Congress
BJP,West Bengal,Diamond Harbour,12-05-2014,abhijitdasbobby,44,Male,Post Graduate,GEN,4153000,2,#FB7B0D,Bharatiya Janata Party
REVOLUTIONARY SOCIALIST PARTY,West Bengal,Jaynagar,12-05-2014,subhasnaskar,62,Male,Graduate,GEN,4135709,0,,Revolutionary Socialist Party
CPIM,Tamil Nadu,Coimbatore,24-04-2014,natarajan-pr,63,Male,12th,GEN,4126060,1,#DE0000,Communist Party of India  (Marxist)
BJP,Uttar Pradesh,Fatehpur,30-04-2014,sadhaviniranjanjyoti,47,Female,12th,GEN,4123779,1,#FB7B0D,Bharatiya Janata Party
AAP,Kerala,Thrissur,10-04-2014,sarahjoseph,67,Female,Post Graduate,GEN,4122398,0,,Aam Aadmi Party
IND,Assam,Autonomous District,12-04-2014,chomangkro,48,Male,Graduate,GEN,4122196,0,,Independent
CPI,Maharashtra,Parbhani,17-04-2014,comraderajankshirsagar,47,Male,Graduate,GEN,4099277,7,#DE0000,Communist Party of India
CPI,Uttar Pradesh,Banda,30-04-2014,ramchandrasaras,52,Male,Graduate,GEN,4090000,0,#DE0000,Communist Party of India
SP,Gujarat,Anand,30-04-2014,mahidamahendrasinhsahebsinh,42,Male,12th,GEN,4085000,0,#B15928,Samajwadi Party
CPIM,Maharashtra,Hingoli,17-04-2014,dbnaik,47,Male,Graduate,GEN,4071000,1,#DE0000,Communist Party of India  (Marxist)
INC,Jharkhand,Khunti,17-04-2014,kalicharanmunda,52,Male,12th,GEN,4069525,0,#019733,Indian National Congress
BJP,Rajasthan,Banswara,17-04-2014,manshankarninama,58,Male,8th,GEN,4040285,0,#FB7B0D,Bharatiya Janata Party
AAP,Rajasthan,Tonk-Sawai Madhopur,24-04-2014,mukesh,41,Male,Post Graduate,GEN,4035502,0,,Aam Aadmi Party
IND,West Bengal,Barasat,12-05-2014,kalyanbasak,37,Male,12th,GEN,4026359,1,,Independent
CPI,Uttar Pradesh,Ghosi,12-05-2014,atulkumarsinghanjan,59,Male,Graduate Professional,GEN,4026121,0,#DE0000,Communist Party of India
IND,Uttar Pradesh,Hathras,24-04-2014,niranjansingh,67,Male,10th,GEN,4023000,0,,Independent
INC,Maharashtra,Latur,17-04-2014,bansodedattatraygunderao,68,Male,Post Graduate,GEN,4006396,0,#019733,Indian National Congress
JMM,Orissa,Mayurbhanj,17-04-2014,debashismarndi,37,Male,Doctorate,GEN,3993858,0,,Jharkhand Mukti Morcha
IND,Uttar Pradesh,Aonla,17-04-2014,arshadurrazakhan,25,Male,Post Graduate,GEN,3973500,0,,Independent
SP,Maharashtra,Yavatmal-Washim,10-04-2014,ahmadparveziqbalahmadnurmohammad,44,Male,Graduate,GEN,3957500,1,#B15928,Samajwadi Party
IND,Uttar Pradesh,Hardoi,24-04-2014,sarvesh,37,Male,10th,GEN,3956424,0,,Independent
AITC,Uttar Pradesh,Azamgarh,12-05-2014,madan,46,Male,10th,GEN,3955000,0,#0C6965,All India Trinamool Congress
CPI,Maharashtra,Bhiwandi,24-04-2014,patilmadhukarvitthal,61,Male,5th,GEN,3897131,0,#DE0000,Communist Party of India
NCP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,janiabhaickhulat,58,Male,8th,GEN,3873077,0,,Nationalist Congress Party
IND,Punjab,Jalandhar,30-04-2014,manjeetkaurwosukhdevsingh,37,Female,5th,GEN,3857563,0,,Independent
AAP,Rajasthan,Ganganagar,17-04-2014,drbalkrishanbawari,55,Male,Graduate Professional,GEN,3855000,0,,Aam Aadmi Party
AAP,Haryana,Sirsa,10-04-2014,poonamchand,58,Male,12th,GEN,3825442,0,,Aam Aadmi Party
INC,Manipur,Inner Manipur,17-04-2014,drthokchommeinya,69,Male,Doctorate,GEN,3825200,0,#019733,Indian National Congress
AAP,Jharkhand,Jamshedpur,17-04-2014,kumarchandramardi,65,Male,8th,GEN,3820000,2,,Aam Aadmi Party
IND,Tamil Nadu,Chidambaram,24-04-2014,rajkumar-s,38,Male,12th,GEN,3811500,0,,Independent
INC,Andhra Pradesh,Karimnagar,30-04-2014,ponnamprabhakar,47,Male,Post Graduate,GEN,3806747,1,#019733,Indian National Congress
IND,Uttar Pradesh,Banda,30-04-2014,narendrakumarshrivastava,64,Male,10th,GEN,3803936,0,,Independent
AITC,Jharkhand,Godda,24-04-2014,damodarsingh,46,Male,12th,GEN,3802143,0,#0C6965,All India Trinamool Congress
AAP,Maharashtra,Solapur,17-04-2014,lalitbabar,58,Male,Graduate,GEN,3798836,0,,Aam Aadmi Party
AAP,Gujarat,Kachchh,30-04-2014,danichagovindbhaipunamchand,46,Male,Graduate Professional,GEN,3777000,0,,Aam Aadmi Party
IND,Uttar Pradesh,Shrawasti,07-05-2014,ramadhar,66,Male,12th,GEN,3772459,0,,Independent
BJP,West Bengal,Jangipur,24-04-2014,samratghosh,29,Male,Graduate Professional,GEN,3771352,0,#FB7B0D,Bharatiya Janata Party
IND,Karnataka,Hassan,17-04-2014,snmallappa,50,Male,12th,GEN,3765750,0,,Independent
INC,Kerala,Attingal,10-04-2014,advbindhukrishna,41,Female,Post Graduate,GEN,3764729,2,#019733,Indian National Congress
AAP,Maharashtra,Shirdi,17-04-2014,nitinnavnathudmale,35,Male,Graduate,GEN,3756000,0,,Aam Aadmi Party
AAP,Kerala,Ponnani,10-04-2014,shylockpv,36,Male,Graduate,GEN,3748638,1,,Aam Aadmi Party
IND,Maharashtra,Ratnagiri Sindhudurg,17-04-2014,arunharishchandramanjrekar,59,Male,10th,GEN,3745087,0,,Independent
AAP,Andhra Pradesh,Warangal,30-04-2014,chinthaswamy,44,Male,Graduate,GEN,3730000,0,,Aam Aadmi Party
AAP,Jharkhand,Kodarma,10-04-2014,vijaykumarchourasiya,42,Male,Graduate,GEN,3704548,1,,Aam Aadmi Party
IND,Madhya Pradesh,Indore,24-04-2014,ramchandvasaini,57,Male,10th,GEN,3703000,0,,Independent
SP,Maharashtra,Bhandara-Gondiya,10-04-2014,thakarerameshwarrameshwarsundarlal,59,Male,10th,GEN,3700102,0,#B15928,Samajwadi Party
AIADMK,Tamil Nadu,Tiruvannamalai,24-04-2014,vanarojar,55,Female,Post Graduate,GEN,3700000,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
BJP,Uttar Pradesh,Sant Kabir Nagar,07-05-2014,sharadtripathi,42,Male,Post Graduate,GEN,3697671,0,#FB7B0D,Bharatiya Janata Party
CPI,Kerala,Wayanad,10-04-2014,sathyanmokeri,60,Male,Graduate,GEN,3697322,2,#DE0000,Communist Party of India
BJP,Uttar Pradesh,Robertsganj,12-05-2014,chhotelal,41,Male,5th,GEN,3687361,0,#FB7B0D,Bharatiya Janata Party
BJP,West Bengal,Bolpur,30-04-2014,kaminimohansarkar,66,Male,Graduate,GEN,3675833,0,#FB7B0D,Bharatiya Janata Party
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Secunderabad,30-04-2014,syedsajidali,44,Male,Graduate Professional,GEN,3671549,1,,Yuvajana Sramika Rythu Congress Party
INC,Uttar Pradesh,Machhlishahr,12-05-2014,tufaninishad,42,Male,10th,GEN,3658000,0,#019733,Indian National Congress
AAP,Orissa,Dhenkanal,17-04-2014,jimutaprasadmishra,43,Male,Post Graduate,GEN,3657868,0,,Aam Aadmi Party
AAP,Chhattisgarh,Korba,24-04-2014,amarnathpandey,48,Male,Graduate Professional,GEN,3656000,2,,Aam Aadmi Party
BJD,Orissa,Mayurbhanj,17-04-2014,ramachandrahansdah,39,Male,Graduate,GEN,3630888,0,#000000,Biju Janata Dal
AAP,Madhya Pradesh,Guna,17-04-2014,shailendrasinghkushwah,40,Male,Graduate,GEN,3626314,0,,Aam Aadmi Party
CPIM,Uttarakhand,Tehri Garhwal,07-05-2014,shivprasaddeoli,61,Male,Graduate,GEN,3614705,0,#DE0000,Communist Party of India  (Marxist)
SHS,Punjab,Jalandhar,30-04-2014,subhashgoria,40,Male,10th,GEN,3611885,0,#F05A00,Shivsena
IND,Chhattisgarh,Surguja,24-04-2014,kumaitramsandil,69,Male,Post Graduate,GEN,3610829,0,,Independent
IND,Bihar,Araria,24-04-2014,syedalamdarhussain,38,Male,12th,GEN,3610000,0,,Independent
IND,Uttar Pradesh,Sultanpur,07-05-2014,varungandhi,30,Male,Graduate,GEN,3605200,0,,Independent
INC,Chhattisgarh,Bastar,10-04-2014,deepakkarma,36,Male,Graduate,GEN,3601587,0,#019733,Indian National Congress
AAP,Gujarat,Rajkot,30-04-2014,ankuramrutkumardhameliya,30,Male,12th,GEN,3592268,0,,Aam Aadmi Party
IND,Uttar Pradesh,Etah,24-04-2014,rakeshgandhi,47,Male,Graduate,GEN,3578000,0,,Independent
INC,Tamil Nadu,Nilgiris,24-04-2014,gandhi-p,54,Male,Graduate,GEN,3575000,0,#019733,Indian National Congress
AITC,West Bengal,Alipurduars,17-04-2014,dasrathtirkey,47,Male,Graduate,GEN,3550353,0,#0C6965,All India Trinamool Congress
CPIM,West Bengal,Ranaghat,12-05-2014,archanabiswas,43,Female,Graduate,GEN,3550053,12,#DE0000,Communist Party of India  (Marxist)
SP,Madhya Pradesh,Vidisha,24-04-2014,manojkumaryadav,33,Male,Post Graduate,GEN,3545837,0,#B15928,Samajwadi Party
BJD,Orissa,Aska,10-04-2014,ladukishoreswain,66,Male,Graduate,GEN,3488390,0,#000000,Biju Janata Dal
IND,Rajasthan,Nagaur,17-04-2014,mularam,59,Male,Literate,GEN,3470000,0,,Independent
IND,Bihar,Khagaria,30-04-2014,satishprasadsingh,41,Male,Graduate,GEN,3462200,1,,Independent
AAP,Madhya Pradesh,Gwalior,17-04-2014,neelamagrwal,38,Female,12th,GEN,3461200,0,,Aam Aadmi Party
SP,Jharkhand,Chatra,10-04-2014,keshwaryadav,50,Male,5th,GEN,3450487,16,#B15928,Samajwadi Party
AAP,Karnataka,Haveri,17-04-2014,hasanalisirquazi,61,Male,Post Graduate,GEN,3439291,0,,Aam Aadmi Party
IND,Maharashtra,Beed,17-04-2014,drowhaljitendramahadev,30,Male,Graduate Professional,GEN,3438256,0,,Independent
CPI,West Bengal,Ghatal,12-05-2014,santoshrana,66,Male,Graduate,GEN,3432124,0,#DE0000,Communist Party of India
JMM,Bihar,Jahanabad,17-04-2014,rahulranjan,27,Male,Graduate,GEN,3431000,0,,Jharkhand Mukti Morcha
IND,Madhya Pradesh,Sidhi,10-04-2014,bhagawaticharanpandeyneelu,36,Male,Graduate,GEN,3425500,0,,Independent
IND,Tamil Nadu,Dindigul,24-04-2014,chandramohanp,60,Male,10th,GEN,3422000,0,,Independent
IND,Maharashtra,Chandrapur,10-04-2014,atulashokmunginwar,33,Male,12th,GEN,3400000,1,,Independent
SP,Bihar,Nawada,10-04-2014,surendrarajvanshi,35,Male,Graduate,GEN,3385189,0,#B15928,Samajwadi Party
AAP,Uttar Pradesh,Kaiserganj,07-05-2014,rizwanahmad,28,Male,Others,GEN,3369357,0,,Aam Aadmi Party
CPI,Kerala,Mavelikkara,10-04-2014,chengarasurendran,46,Male,Graduate,GEN,3363470,1,#DE0000,Communist Party of India
BJP,Assam,Kaliabor,07-04-2014,mrinalkumarsaikia,46,Male,Post Graduate,GEN,3360000,0,#FB7B0D,Bharatiya Janata Party
AAP,Maharashtra,Kolhapur,17-04-2014,narayangundupowar,41,Male,12th,GEN,3352800,6,,Aam Aadmi Party
IND,Karnataka,Uttara Kannada,17-04-2014,sadananddeshbhandari,64,Male,Graduate,GEN,3348114,0,,Independent
CPI,Maharashtra,Gadchiroli-Chimur,10-04-2014,namdeoanandraokannake,55,Male,Graduate,GEN,3322000,0,#DE0000,Communist Party of India
INC,Andhra Pradesh,Hindupur,07-05-2014,gutturuchinnavenkataramudu,54,Male,10th,GEN,3320000,1,#019733,Indian National Congress
AITC,Tripura,Tripura West,07-04-2014,ratanchakraborti,63,Male,Graduate,GEN,3314729,0,#0C6965,All India Trinamool Congress
IND,Rajasthan,Jaipur,17-04-2014,munnadassdabodia,64,Male,12th,GEN,3312954,0,,Independent
BJP,West Bengal,Murshidabad,24-04-2014,sujitkumarghosh,72,Male,Graduate,GEN,3292077,0,#FB7B0D,Bharatiya Janata Party
IND,Karnataka,Tumkur,17-04-2014,govindarjug,58,Male,10th,GEN,3285000,0,,Independent
BJP,Kerala,Attingal,10-04-2014,girijakumary,48,Female,12th,GEN,3279941,0,#FB7B0D,Bharatiya Janata Party
CPI,Uttarakhand,Garhwal,07-05-2014,narendrasinghnegi,62,Male,Post Graduate,GEN,3273000,0,#DE0000,Communist Party of India
AITC,West Bengal,Arambag,30-04-2014,aparupapoddarafrinali,28,Female,Post Graduate,GEN,3271869,0,#0C6965,All India Trinamool Congress
SP,Chhattisgarh,Janjgir-Champa,24-04-2014,noharsinghsonwani,34,Male,Graduate,GEN,3270000,0,#B15928,Samajwadi Party
AAP,Uttar Pradesh,Chandauli,12-05-2014,drirshad,42,Male,Post Graduate,GEN,3255000,0,,Aam Aadmi Party
CPIM,Kerala,Alathur,10-04-2014,pkbiju,39,Male,Post Graduate,GEN,3231047,0,#DE0000,Communist Party of India  (Marxist)
IND,Uttar Pradesh,Rampur,17-04-2014,jagmohan,49,Male,8th,GEN,3212000,0,,Independent
BJP,Chhattisgarh,Durg,24-04-2014,sushreesarojpandey,46,Male,Doctorate,GEN,3200925,0,#FB7B0D,Bharatiya Janata Party
BJP,West Bengal,Raiganj,24-04-2014,nimubhowmick,79,Male,10th,GEN,3200680,0,#FB7B0D,Bharatiya Janata Party
SP,Madhya Pradesh,Gwalior,17-04-2014,balwantsinghkushwahadvocate,62,Male,Graduate Professional,GEN,3200000,0,#B15928,Samajwadi Party
INC,West Bengal,Asansol,07-05-2014,indranimishra,31,Female,Post Graduate,GEN,3190926,0,#019733,Indian National Congress
AAP,Jharkhand,Giridih,17-04-2014,gurjeetsingh,50,Male,Post Graduate,GEN,3182920,0,,Aam Aadmi Party
CPI,Karnataka,Davanagere,17-04-2014,hkramachandrappa,73,Male,10th,GEN,3180981,0,#DE0000,Communist Party of India
AITC,Rajasthan,Ganganagar,17-04-2014,kartarsinghbains,67,Male,Post Graduate,GEN,3180703,0,#0C6965,All India Trinamool Congress
IND,Andhra Pradesh,Adilabad,30-04-2014,mosalichinnaiah,40,Male,12th,GEN,3167000,0,,Independent
AAP,Gujarat,Chhota Udaipur,30-04-2014,arjunbhaiversingbhairathva,40,Male,Post Graduate,GEN,3157543,0,,Aam Aadmi Party
AAP,Maharashtra,Kalyan,24-04-2014,naresharvindthakur,29,Male,Post Graduate,GEN,3157123,0,,Aam Aadmi Party
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Karimnagar,30-04-2014,meesalarajireddy,44,Male,5th,GEN,3150000,0,,Yuvajana Sramika Rythu Congress Party
IND,Gujarat,Amreli,30-04-2014,mehulbhaihimatbhaisukhadia,34,Male,Graduate Professional,GEN,3147975,0,,Independent
IUML,West Bengal,Maldaha Dakshin,24-04-2014,mdfaruquehossain,39,Male,Post Graduate,GEN,3143672,0,,Indian Union Muslim League
AAP,Punjab,Bathinda,30-04-2014,jasrajsinghlongia,40,Male,Graduate,GEN,3121648,0,,Aam Aadmi Party
IND,Rajasthan,Karauli-Dholpur,24-04-2014,kishorekumar,63,Male,Literate,GEN,3104400,0,,Independent
IND,Jharkhand,Palamau,10-04-2014,ashokram,34,Male,10th,GEN,3099116,0,,Independent
AAP,Bihar,Bhagalpur,24-04-2014,proyogendramahto,55,Male,Doctorate,GEN,3087000,0,,Aam Aadmi Party
CPI,Karnataka,Udupi Chikmagalur,17-04-2014,vijayakumar,41,Male,Others,GEN,3085000,0,#DE0000,Communist Party of India
AAP,Kerala,Idukki,10-04-2014,silvisunil,38,Female,Others,GEN,3080470,0,,Aam Aadmi Party
IND,Rajasthan,Alwar,24-04-2014,kishanlal,66,Male,8th,GEN,3061599,0,,Independent
CPI,Jharkhand,Dumka,24-04-2014,chhayakole,31,Female,8th,GEN,3061595,0,#DE0000,Communist Party of India
AAP,Gujarat,Bharuch,30-04-2014,ranajayendrasunhjitsinh,46,Male,Post Graduate,GEN,3059717,0,,Aam Aadmi Party
IND,Jharkhand,Dumka,24-04-2014,shrilalkisku,55,Male,Graduate Professional,GEN,3050000,0,,Independent
AAP,Rajasthan,Nagaur,17-04-2014,hanumanram,59,Male,Graduate Professional,GEN,3023141,0,,Aam Aadmi Party
CPI,Tamil Nadu,Nagapattinam,24-04-2014,palanisamyg,67,Male,5th,GEN,3022631,0,#DE0000,Communist Party of India
SHS,Kerala,Chalakudy,10-04-2014,sajithuruthikunnel,41,Male,12th,GEN,3017995,3,#F05A00,Shivsena
JDU,Gujarat,Navsari,30-04-2014,patelbhupendrakumardhirubhai,34,Male,10th,GEN,3015000,0,#8064a2,Janata Dal  (United)
IND,Orissa,Sundargarh,10-04-2014,satishkumarminz,49,Male,Post Graduate,GEN,3008000,0,,Independent
AAP,Karnataka,Bagalkot,17-04-2014,kutubuddinkazi,54,Male,10th,GEN,3002000,0,,Aam Aadmi Party
AITC,Maharashtra,Madha,17-04-2014,sureshshamraoghadge,40,Male,Literate,GEN,3000000,0,#0C6965,All India Trinamool Congress
AAP,Rajasthan,Jaipur Rural,17-04-2014,anilkumar,38,Male,10th,GEN,2992554,0,,Aam Aadmi Party
SP,Haryana,Bhiwani-Mahendragarh,10-04-2014,nareshkumar,29,Male,Not Given,GEN,2992100,0,#B15928,Samajwadi Party
IND,Uttar Pradesh,Hamirpur,30-04-2014,vimlesh,42,Female,10th,GEN,2962000,0,,Independent
IND,Tamil Nadu,Kancheepuram,24-04-2014,srinivasanc,61,Male,Post Graduate,GEN,2957000,0,,Independent
BJP,Jharkhand,Dumka,24-04-2014,sunilsoren,35,Male,12th,GEN,2944200,1,#FB7B0D,Bharatiya Janata Party
IND,Rajasthan,Jhalawar-Baran,17-04-2014,baldar,44,Male,8th,GEN,2935000,0,,Independent
APNA DAL,Madhya Pradesh,Satna,10-04-2014,dadhibal,52,Male,Post Graduate,GEN,2933600,0,,Apna Dal
IUML,Punjab,Sangrur,30-04-2014,mahmoodahmedthind,38,Male,Graduate Professional,GEN,2930897,0,,Indian Union Muslim League
AIUDF,West Bengal,Jaynagar,12-05-2014,tarangamondal,79,Male,Others,GEN,2925569,0,,All India United Democratic Front
CPIM,Tamil Nadu,Dindigul,24-04-2014,pandin,56,Male,12th,GEN,2920205,1,#DE0000,Communist Party of India  (Marxist)
SHS,Madhya Pradesh,Khajuraho,17-04-2014,avnishtiwari,29,Male,Graduate Professional,GEN,2918424,0,#F05A00,Shivsena
INC,Uttar Pradesh,Hardoi,24-04-2014,sarveshkumar,39,Male,Graduate,GEN,2917101,2,#019733,Indian National Congress
CPIM,West Bengal,Bardhaman Purba,30-04-2014,iswarchandradas,53,Male,Post Graduate,GEN,2916023,2,#DE0000,Communist Party of India  (Marxist)
INC,Rajasthan,Karauli-Dholpur,24-04-2014,lakkhiram,44,Male,Post Graduate,GEN,2915000,0,#019733,Indian National Congress
JDU,Haryana,Faridabad,10-04-2014,nirmala,45,Female,Illiterate,GEN,2914700,0,#8064a2,Janata Dal  (United)
BJP,West Bengal,Ghatal,12-05-2014,mdalam,39,Male,8th,GEN,2913301,3,#FB7B0D,Bharatiya Janata Party
IND,Kerala,Palakkad,10-04-2014,abhimod,39,Male,Post Graduate,GEN,2908779,0,,Independent
IND,Andhra Pradesh,Amalapuram,07-05-2014,bungabhaskararao,65,Male,12th,GEN,2905000,0,,Independent
INC,Kerala,Alathur,10-04-2014,sheebaka,31,Female,Post Graduate,GEN,2903410,0,#019733,Indian National Congress
AAP,Jharkhand,Godda,24-04-2014,jaishankarjha,50,Male,Post Graduate,GEN,2890000,0,,Aam Aadmi Party
INC,Gujarat,Bhavnagar,30-04-2014,pravinbhaijinabhairathod,43,Male,10th,GEN,2888968,0,#019733,Indian National Congress
AAP,Karnataka,Raichur,17-04-2014,bhimaraya,62,Male,10th,GEN,2885000,0,,Aam Aadmi Party
AAP,Maharashtra,Wardha,10-04-2014,mohdalimpatelmohdwahid,37,Male,Post Graduate,GEN,2882200,0,,Aam Aadmi Party
