party,constituency,state,poll_date,name,age,gender,education,category,assets,criminal_cases,color,sub_name,constituency_name,party_name
AAP,Sriperumbudur,Tamil Nadu,24-04-2014,Vasigaran -san Thiru,50,Male,12th,GEN,259529,0,,vasigaran-santhiru,Sriperumbudur,Aam Aadmi Party
IND,Kota,Rajasthan,17-04-2014,Mahendra Kumar,35,Male,10th,GEN,259127,0,,mahendrakumar,Kota,Independent
IND,Hajipur,Bihar,07-05-2014,Upendra Ram,41,Male,12th,GEN,256500,0,,upendraram,Hajipur (Sc),Independent
IND,Kolkata Uttar,West Bengal,12-05-2014,Dr Devendra Pandey,49,Male,Others,GEN,256185,2,,drdevendrapandey,Kolkata Uttar,Independent
IND,Shrawasti,Uttar Pradesh,07-05-2014,Arjun Yadav,42,Male,8th,GEN,256000,0,,arjunyadav,Shrawasti,Independent
IND,Indore,Madhya Pradesh,24-04-2014,Ravi Sirwaiya,32,Male,12th,GEN,256000,0,,ravisirwaiya,Indore,Independent
IND,Madha,Maharashtra,17-04-2014,Jadhav Sunil Gunda,32,Male,8th,GEN,255987,0,,jadhavsunilgunda,Madha,Independent
IND,Kaliabor,Assam,07-04-2014,Rahmat Ullah,30,Male,Graduate Professional,GEN,255300,0,,rahmatullah,Kaliabor,Independent
IND,Aska,Orissa,10-04-2014,Kali Charana Nayak,53,Male,5th,GEN,255213,0,,kalicharananayak,Aska,Independent
JDU,Ludhiana,Punjab,30-04-2014,Akshaybar Nath Mishra,48,Male,Post Graduate,GEN,255200,1,#8064a2,akshaybarnathmishra,Ludhiana,Janata Dal  (United)
IND,Mayiladuthurai,Tamil Nadu,24-04-2014,Jeyaprakash B,34,Male,12th,GEN,255043,0,,jeyaprakashb,Mayiladuthurai,Independent
IND,Jalore,Rajasthan,17-04-2014,Tarun Kumar,33,Male,10th,GEN,255000,0,,tarunkumar,Jalore,Independent
IND,Banaskantha,Gujarat,30-04-2014,Madhu Nirupaben Natvarlal,40,Female,Graduate Professional,GEN,254630,0,,madhunirupabennatvarlal,Banaskantha,Independent
IND,Mahasamund,Chhattisgarh,17-04-2014,Chandu Lal Sahu So Late Nathu Ram,40,Male,5th,GEN,254500,0,,chandulalsahusolatenathuram,Mahasamund,Independent
IND,Nagaur,Rajasthan,17-04-2014,Sunil,31,Male,8th,GEN,254232,0,,sunil,Nagaur,Independent
IND,Indore,Madhya Pradesh,24-04-2014,Shakti Sudha,50,Female,Post Graduate,GEN,253032,0,,shaktisudha,Indore,Independent
IND,Nashik,Maharashtra,24-04-2014,Nathekar Pramod Gyaniram,48,Male,10th,GEN,253000,0,,nathekarpramodgyaniram,Nashik,Independent
IND,Viluppuram,Tamil Nadu,24-04-2014,Ksrinivasan,60,Male,Literate,GEN,253000,0,,ksrinivasan,Viluppuram,Independent
AAP,Jamui,Bihar,10-04-2014,Binod Kumar Das,34,Male,12th,GEN,252600,1,,binodkumardas,Jamui (Sc),Aam Aadmi Party
IND,Bilaspur,Chhattisgarh,24-04-2014,Manik Dahariya,58,Male,8th,GEN,251500,0,,manikdahariya,Bilaspur,Independent
IND,Arakkonam,Tamil Nadu,24-04-2014,Velu -r,30,Male,10th,GEN,251116,0,,velu-r,Arakkonam,Independent
IND,Vaishali,Bihar,12-05-2014,Jitendra Prasad,40,Male,10th,GEN,251000,0,,jitendraprasad,Vaishali,Independent
IND,Junagadh,Gujarat,30-04-2014,Saiyad Altafhusen Abdullahmiya,50,Male,5th,GEN,251000,0,,saiyadaltafhusenabdullahmiya,Junagadh,Independent
IND,Barpeta,Assam,24-04-2014,Bhadreswar Barman,40,Male,12th,GEN,251000,0,,bhadreswarbarman,Barpeta,Independent
IND,Raipur,Chhattisgarh,24-04-2014,Sayeed Javed Ali,26,Male,5th,GEN,250500,0,,sayeedjavedali,Raipur,Independent
CPI,Machhlishahr,Uttar Pradesh,12-05-2014,Subas Chandra,59,Male,10th,GEN,250000,0,#DE0000,subaschandra,Machhlishahr,Communist Party of India
IND,Supaul,Bihar,24-04-2014,Ramdev Sharma,55,Male,12th,GEN,250000,0,,ramdevsharma,Supaul,Independent
IND,Bilaspur,Chhattisgarh,24-04-2014,Lakhan Lal Sahu So Santram Sahu,50,Male,8th,GEN,250000,0,,lakhanlalsahusosantramsahu,Bilaspur,Independent
IND,Tirunelveli,Tamil Nadu,24-04-2014,Subramaniank,62,Male,5th,GEN,250000,0,,subramaniank,Tirunelveli,Independent
IND,Vellore,Tamil Nadu,24-04-2014,Govindan -c,44,Male,Illiterate,GEN,250000,0,,govindan-c,Vellore,Independent
IND,Yavatmal-Washim,Maharashtra,10-04-2014,Prakash Raghunath Raut,46,Male,10th,GEN,250000,0,,prakashraghunathraut,Yavatmal-Washim,Independent
IND,Dhanbad,Jharkhand,24-04-2014,Prem Prakash Paswan,30,Male,12th,GEN,248371,0,,premprakashpaswan,Dhanbad,Independent
CPIM,Sreerampur,West Bengal,30-04-2014,Tirthankar Ray,38,Male,Graduate,GEN,248091,0,#DE0000,tirthankarray,Srerampur,Communist Party of India  (Marxist)
IND,Visakhapatnam,Andhra Pradesh,07-05-2014,Uma Maheswara Rao Areti,33,Male,Post Graduate,GEN,248000,0,,umamaheswararaoareti,Visakhapatnam,Independent
IND,Chennai South,Tamil Nadu,24-04-2014,T Ponnusamy,48,Male,8th,GEN,247855,0,,tponnusamy,Chennai South,Independent
IND,Anandpur Sahib,Punjab,30-04-2014,Mandeep Singh Bittu,25,Male,Post Graduate,GEN,247000,0,,mandeepsinghbittu,Anandpur Sahib,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Ramesh P,33,Male,Others,GEN,247000,0,,rameshp,Tiruvannamalai,Independent
IND,Agra,Uttar Pradesh,24-04-2014,Amar Singh,38,Male,12th,GEN,247000,0,,amarsingh,Agra,Independent
IND,Chennai South,Tamil Nadu,24-04-2014,Kanthavel D,37,Male,8th,GEN,246000,0,,kanthaveld,Chennai South,Independent
AAP,Kasaragod,Kerala,10-04-2014,Ambalathara Kunhikrishnan,61,Male,10th,GEN,245690,0,,ambalatharakunhikrishnan,Kasaragod,Aam Aadmi Party
IND,Sreerampur,West Bengal,30-04-2014,Raju Dey Sarkar,39,Male,Graduate,GEN,245042,0,,rajudeysarkar,Srerampur,Independent
IND,Hassan,Karnataka,17-04-2014,Dr Banuprakashk,40,Male,Graduate Professional,GEN,244250,1,,drbanuprakashk,Hassan,Independent
IND,Azamgarh,Uttar Pradesh,12-05-2014,Ram Singh Chauhan,40,Male,8th,GEN,244000,2,,ramsinghchauhan,Azamgarh,Independent
IND,Baghpat,Uttar Pradesh,10-04-2014,Jaivindra Kumar,27,Male,Graduate,GEN,244000,0,,jaivindrakumar,Baghpat,Independent
IND,Salempur,Uttar Pradesh,12-05-2014,Sushant Raj Pathak,28,Male,Graduate,GEN,242471,0,,sushantrajpathak,Salempur,Independent
IND,Karimganj,Assam,12-04-2014,Goutam Malakar,30,Male,8th,GEN,242000,0,,goutammalakar,Karimganj,Independent
IND,Aurangabad,Maharashtra,24-04-2014,Ahamad Aziz Ahamad Mateen,53,Male,8th,GEN,240000,0,,ahamadazizahamadmateen,Aurangabad,Independent
IND,Theni,Tamil Nadu,24-04-2014,Mariappan -sk,45,Male,Graduate,GEN,240000,2,,mariappan-sk,Theni,Independent
IND,Thoothukkudi,Tamil Nadu,24-04-2014,Ramkumar V,49,Male,10th,GEN,240000,0,,ramkumarv,Thoothukkudi,Independent
IND,Kasaragod,Kerala,10-04-2014,Gothra Moopan Nellikadan Kannan,75,Male,Not Given,GEN,240000,0,,gothramoopannellikadankannan,Kasaragod,Independent
IND,Dhanbad,Jharkhand,24-04-2014,Ramesh Kumar Ray,35,Male,12th,GEN,239715,0,,rameshkumarray,Dhanbad,Independent
IND,Morena,Madhya Pradesh,17-04-2014,Satandra Singh Tony Tomar,30,Male,Literate,GEN,238000,0,,satandrasinghtonytomar,Morena,Independent
IND,Rajahmundry,Andhra Pradesh,07-05-2014,Palla Venkata Naidu,47,Male,12th,GEN,237877,0,,pallavenkatanaidu,Rajahmundry,Independent
JMM,Sheohar,Bihar,07-05-2014,Lakshman Paswan,47,Male,8th,GEN,237345,0,,lakshmanpaswan,Sheohar,Jharkhand Mukti Morcha
IND,East Delhi,National Capital Territory Of Delhi,10-04-2014,Deepak Kumar,31,Male,12th,GEN,236200,0,,deepakkumar,East Delhi,Independent
IND,Sivaganga,Tamil Nadu,24-04-2014,Palani S,41,Male,10th,GEN,236000,0,,palanis,Sivaganga,Independent
IND,Andaman Nicobar Islands,Andaman Nicobar Islands,10-04-2014,Saravanan,38,Male,Graduate,GEN,236000,0,,saravanan,Andaman & Nicobar Islands,Independent
IND,Kolar,Karnataka,17-04-2014,Khmadhusoodan,46,Male,12th,GEN,235000,0,,khmadhusoodan,Kolar,Independent
IND,Andaman Nicobar Islands,Andaman Nicobar Islands,10-04-2014,V V Khalid,46,Male,8th,GEN,235000,0,,vvkhalid,Andaman & Nicobar Islands,Independent
IND,Bhiwani-Mahendragarh,Haryana,10-04-2014,Sukhbir Singh,47,Male,10th,GEN,234171,0,,sukhbirsingh,Bhiwani-Mahendragarh,Independent
IND,Jalore,Rajasthan,17-04-2014,Bhanwar Lal Waghela,33,Male,12th,GEN,233675,0,,bhanwarlalwaghela,Jalore,Independent
IND,Malkajgiri,Andhra Pradesh,30-04-2014,Gajabinkar Bansilal,54,Male,12th,GEN,233000,0,,gajabinkarbansilal,Malkajgiri,Independent
IND,Medak,Andhra Pradesh,30-04-2014,Gajabheemkar Bansilal,54,Male,10th,GEN,233000,0,,gajabheemkarbansilal,Medak,Independent
IND,Malappuram,Kerala,10-04-2014,Dr Mv Ibraheem,36,Male,Graduate Professional,GEN,232700,3,,drmvibraheem,Malappuram,Independent
IND,Phulpur,Uttar Pradesh,07-05-2014,Mithilesh Kumar,46,Male,12th,GEN,232076,0,,mithileshkumar,Phulpur,Independent
SP,Mahesana,Gujarat,30-04-2014,Zala Indrajitsinh Mahendrasinh,36,Male,12th,GEN,232000,0,#B15928,zalaindrajitsinhmahendrasinh,Mahesana,Samajwadi Party
IND,Jhansi,Uttar Pradesh,30-04-2014,Tula Ram,49,Male,10th,GEN,231000,0,,tularam,Jhansi,Independent
IND,Faridkot,Punjab,30-04-2014,Paramjeet Kaur Wo Gurpreet Singh,30,Female,Literate,GEN,230466,0,,paramjeetkaurwogurpreetsingh,Faridkot,Independent
IND,Narsapuram,Andhra Pradesh,07-05-2014,Sekhar Babu Dorababu Addanki,44,Male,10th,GEN,230000,0,,sekharbabudorababuaddanki,Narsapuram,Independent
IND,Korba,Chhattisgarh,24-04-2014,Sr Anchal,44,Male,Post Graduate,GEN,230000,0,,sranchal,Korba,Independent
IND,Arani,Tamil Nadu,24-04-2014,Sramamoorthy,38,Male,10th,GEN,230000,0,,sramamoorthy,Arani,Independent
IND,Madurai,Tamil Nadu,24-04-2014,Sganesan,67,Male,10th,GEN,230000,0,,sganesan,Madurai,Independent
IND,Sivaganga,Tamil Nadu,24-04-2014,Murugan P,42,Male,12th,GEN,230000,1,,muruganp,Sivaganga,Independent
AAP,Nandyal,Andhra Pradesh,07-05-2014,Ullagi David Jaya Kumar,56,Male,Doctorate,GEN,229000,0,,ullagidavidjayakumar,Nandyal,Aam Aadmi Party
IND,Ahmedabad East,Gujarat,30-04-2014,Dashrath Misrilal Devda,51,Male,5th,GEN,227060,0,,dashrathmisrilaldevda,Ahmedabad East,Independent
IND,Solapur,Maharashtra,17-04-2014,Dattatraya Vitthal Thorat,32,Male,8th,GEN,227000,0,,dattatrayavitthalthorat,Solapur,Independent
IND,Thrissur,Kerala,10-04-2014,Jiju Cheenikkal,42,Male,10th,GEN,226394,0,,jijucheenikkal,Thrissur,Independent
IND,Wayanad,Kerala,10-04-2014,Sathyan Puthanveettil,37,Male,8th,GEN,226000,0,,sathyanputhanveettil,Wayanad,Independent
IND,Hisar,Haryana,10-04-2014,Kuldeep So Karan Singh,37,Male,8th,GEN,225700,0,,kuldeepsokaransingh,Hisar,Independent
CPIM,Howrah,West Bengal,30-04-2014,Sridip Bhattacharya,58,Male,Graduate Professional,GEN,225600,57,#DE0000,sridipbhattacharya,Howrah,Communist Party of India  (Marxist)
AAP,Jajpur,Orissa,17-04-2014,Kalandi Mallick,42,Male,12th,GEN,225518,0,,kalandimallick,Jajpur,Aam Aadmi Party
IND,Sasaram,Bihar,10-04-2014,Ravikant Chaudhary,32,Male,10th,GEN,225500,0,,ravikantchaudhary,Sasaram (Sc),Independent
IND,Anandpur Sahib,Punjab,30-04-2014,Baljit Kaur,47,Female,5th,GEN,225281,0,,baljitkaur,Anandpur Sahib,Independent
IND,Mandya,Karnataka,17-04-2014,Arunakumara,33,Male,8th,GEN,225000,0,,arunakumara,Mandya,Independent
IND,Beed,Maharashtra,17-04-2014,Arjun Hanmanta Nimbalkar,44,Male,10th,GEN,225000,0,,arjunhanmantanimbalkar,Beed,Independent
AITC,Pratapgarh,Uttar Pradesh,07-05-2014,Santosh Kumar Singh,31,Male,12th,GEN,224890,0,#0C6965,santoshkumarsingh,Pratapgarh,All India Trinamool Congress
IND,Kolkata Dakshin,West Bengal,12-05-2014,Ashoke Biswas,63,Male,12th,GEN,222901,0,,ashokebiswas,Kolkata Dakshin,Independent
CPIM,Thanjavur,Tamil Nadu,24-04-2014,Tamilselvis,42,Female,Post Graduate,GEN,221758,0,#DE0000,tamilselvis,Thanjavur,Communist Party of India  (Marxist)
IND,Vellore,Tamil Nadu,24-04-2014,Sugumar -k,62,Male,Graduate,GEN,221700,0,,sugumar-k,Vellore,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Sundar G,35,Male,5th,GEN,221000,0,,sundarg,Chennai North,Independent
IND,Ghazipur,Uttar Pradesh,12-05-2014,Lakshaman,71,Male,5th,GEN,220000,0,,lakshaman,Ghazipur,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Annadurai B,46,Male,Not Given,GEN,220000,0,,annaduraib,Tiruvannamalai,Independent
IND,Dharwad,Karnataka,17-04-2014,Anandaraj Dokka,63,Male,8th,GEN,220000,0,,anandarajdokka,Dharwad,Independent
IND,Morena,Madhya Pradesh,17-04-2014,Ram Naresh,46,Male,Literate,GEN,220000,0,,ramnaresh,Morena,Independent
AAP,Mangaldoi,Assam,24-04-2014,Namrata Sarma,34,Female,Post Graduate,GEN,219905,0,,namratasarma,Mangaldoi,Aam Aadmi Party
IND,Vellore,Tamil Nadu,24-04-2014,Eswaran -r,49,Male,Illiterate,GEN,219000,0,,eswaran-r,Vellore,Independent
IND,Mahasamund,Chhattisgarh,17-04-2014,Hemant Pradhan,53,Male,8th,GEN,219000,0,,hemantpradhan,Mahasamund,Independent
IND,Jammu,Jammu Kashmir,10-04-2014,Mohd Abbas Khan,53,Male,Graduate Professional,GEN,218316,0,,mohdabbaskhan,Jammu,Independent
IND,Surendranagar,Gujarat,30-04-2014,Parmar Vasharambhai Bavalbhai,47,Male,Literate,GEN,216851,0,,parmarvasharambhaibavalbhai,Surendranagar,Independent
IND,Amravati,Maharashtra,10-04-2014,Jyoti Sanjay Dewkar,35,Female,10th,GEN,216572,0,,jyotisanjaydewkar,Amravati,Independent
IND,Raipur,Chhattisgarh,24-04-2014,Teekam Kumar Tondre,27,Male,12th,GEN,215500,0,,teekamkumartondre,Raipur,Independent
IND,Osmanabad,Maharashtra,17-04-2014,Patil Manohar Anandrao,53,Male,12th,GEN,215000,0,,patilmanoharanandrao,Osmanabad,Independent
IND,Satara,Maharashtra,17-04-2014,Suhas Vishwasrao Deshmukh,31,Male,Graduate,GEN,214884,0,,suhasvishwasraodeshmukh,Satara,Independent
IND,Viluppuram,Tamil Nadu,24-04-2014,Krajamanickam,41,Male,12th,GEN,212500,0,,krajamanickam,Viluppuram,Independent
IND,Diamond Harbour,West Bengal,12-05-2014,Bijan Majumder,39,Male,10th,GEN,212446,0,,bijanmajumder,Diamond Harbour,Independent
IND,Faridkot,Punjab,30-04-2014,Seema Rani,30,Female,Graduate Professional,GEN,212286,0,,seemarani,Faridkot,Independent
IND,Tiruvallur,Tamil Nadu,24-04-2014,Suresh Kumar S,34,Male,8th,GEN,212000,0,,sureshkumars,Thiruvallur,Independent
IND,Viluppuram,Tamil Nadu,24-04-2014,Venkatesan S,42,Male,Graduate,GEN,210391,0,,venkatesans,Viluppuram,Independent
IND,Sangrur,Punjab,30-04-2014,Karam Singh,42,Male,8th,GEN,210000,0,,karamsingh,Sangrur,Independent
IND,Raipur,Chhattisgarh,24-04-2014,Smt Meera Sharma,33,Male,Post Graduate,GEN,210000,0,,smtmeerasharma,Raipur,Independent
IND,Chidambaram,Tamil Nadu,24-04-2014,Parvathi -s,36,Female,Not Given,GEN,210000,0,,parvathi-s,Chidambaram,Independent
IND,Bangalore Central,Karnataka,17-04-2014,Prashanthsm,34,Male,Post Graduate,GEN,210000,0,,prashanthsm,Bangalore Central,Independent
AAP,Mumbai North East,Maharashtra,24-04-2014,Medha Patkar,59,Female,Post Graduate,GEN,209226,9,,medhapatkar,Mumbai North East,Aam Aadmi Party
IND,Mahasamund,Chhattisgarh,17-04-2014,Chandu Lal Sahu So Balchand Sahu,0,Male,10th,GEN,209000,0,,chandulalsahusobalchandsahu,Mahasamund,Independent
JDU,Ahmedabad East,Gujarat,30-04-2014,Dutt Akashbhai Natwarbhai,41,Male,Graduate Professional,GEN,208392,5,#8064a2,duttakashbhainatwarbhai,Ahmedabad East,Janata Dal  (United)
CPI,Kheri,Uttar Pradesh,17-04-2014,Vipnesh,63,Male,Graduate Professional,GEN,207911,0,#DE0000,vipnesh,Kheri,Communist Party of India
IND,Warangal,Andhra Pradesh,30-04-2014,Kanakam Ramesh,34,Male,Post Graduate,GEN,207100,0,,kanakamramesh,Warangal,Independent
IND,Virudhunagar,Tamil Nadu,24-04-2014,Msatheesh,31,Male,Graduate,GEN,206911,0,,msatheesh,Virudhunagar,Independent
IND,Buldhana,Maharashtra,10-04-2014,Krushnarao Ingle,73,Male,Literate,GEN,206100,0,,krushnaraoingle,Buldhana,Independent
IND,Sagar,Madhya Pradesh,17-04-2014,Bharat Sen Advocate,40,Male,Graduate Professional,GEN,205966,0,,bharatsenadvocate,Sagar,Independent
IND,Jammu,Jammu Kashmir,10-04-2014,Perseen Singh,34,Male,12th,GEN,205959,0,,perseensingh,Jammu,Independent
IND,Chennai South,Tamil Nadu,24-04-2014,Loganathan,46,Male,5th,GEN,205500,0,,loganathan,Chennai South,Independent
IND,Sangli,Maharashtra,17-04-2014,Tanajirao Jagannath Jadhavchinchanikar,38,Male,Graduate,GEN,203614,0,,tanajiraojagannathjadhavchinchanikar,Sangli,Independent
IND,Araria,Bihar,24-04-2014,Pankaj Kishor Mandal,34,Male,10th,GEN,202412,2,,pankajkishormandal,Araria,Independent
IND,Kakinada,Andhra Pradesh,07-05-2014,Kunche Ramadas,69,Male,Post Graduate,GEN,202000,0,,kuncheramadas,Kakinada,Independent
IND,Kheri,Uttar Pradesh,17-04-2014,Rameshwari,0,Female,Literate,GEN,202000,0,,rameshwari,Kheri,Independent
CPI,Tumkur,Karnataka,17-04-2014,Chinnappav,33,Male,Graduate,GEN,201696,0,#DE0000,chinnappav,Tumkur,Communist Party of India
IND,Churu,Rajasthan,17-04-2014,Salim Gujar,56,Male,Literate,GEN,201000,0,,salimgujar,Churu,Independent
IND,Shirdi,Maharashtra,17-04-2014,Uddhavrao Balwant Gaikwad,55,Male,5th,GEN,200900,0,,uddhavraobalwantgaikwad,Shirdi,Independent
IND,Raipur,Chhattisgarh,24-04-2014,Yaasmin Beg,45,Female,10th,GEN,200500,0,,yaasminbeg,Raipur,Independent
IND,Karimganj,Assam,12-04-2014,Sujit Mallick,40,Male,10th,GEN,200042,0,,sujitmallick,Karimganj,Independent
JDU,Birbhum,West Bengal,30-04-2014,Nurul Islam,39,Male,Graduate,GEN,200038,0,#8064a2,nurulislam,Birbhum,Janata Dal  (United)
IND,Amritsar,Punjab,30-04-2014,Mohinder Singh,64,Male,Illiterate,GEN,200000,0,,mohindersingh,Amritsar,Independent
IND,Dindori,Maharashtra,24-04-2014,Gaikwad Abhijeet Kalyanrao,32,Male,Graduate Professional,GEN,200000,0,,gaikwadabhijeetkalyanrao,Dindori,Independent
IND,Kalyan,Maharashtra,24-04-2014,Khan Mohammed Ahmed,48,Male,10th,GEN,200000,5,,khanmohammedahmed,Kalyan,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Annadurai A,45,Male,Illiterate,GEN,200000,0,,annaduraia,Tiruvannamalai,Independent
IND,Bangalore Central,Karnataka,17-04-2014,Esalam,69,Male,5th,GEN,200000,0,,esalam,Bangalore Central,Independent
IND,Kolar,Karnataka,17-04-2014,K Narendra Babu,42,Male,Post Graduate,GEN,200000,0,,knarendrababu,Kolar,Independent
IND,Mandya,Karnataka,17-04-2014,Ncputtaraju,40,Male,12th,GEN,200000,0,,ncputtaraju,Mandya,Independent
IND,Beed,Maharashtra,17-04-2014,Sadulla Asdulla Inamdar,38,Male,10th,GEN,200000,0,,sadullaasdullainamdar,Beed,Independent
IND,Latur,Maharashtra,17-04-2014,Jaripatke Dnyanoba Sopanrao,55,Male,Graduate,GEN,200000,0,,jaripatkednyanobasopanrao,Latur,Independent
IND,Jodhpur,Rajasthan,17-04-2014,Jayda,54,Female,Illiterate,GEN,200000,0,,jayda,Jodhpur,Independent
IND,Palamau,Jharkhand,10-04-2014,Ravindra Kumar Ravi,30,Male,12th,GEN,200000,0,,ravindrakumarravi,Palamau,Independent
IND,Pathanamthitta,Kerala,10-04-2014,Mathew Parey,31,Male,Graduate Professional,GEN,200000,0,,mathewparey,Pathanamthitta,Independent
CPIM,Tiruchirappalli,Tamil Nadu,24-04-2014,Ssridhar,55,Male,Post Graduate,GEN,199925,0,#DE0000,ssridhar,Tiruchirappalli,Communist Party of India  (Marxist)
BJP,Alwar,Rajasthan,24-04-2014,Mahant Chand Nath Yogi,58,Male,Graduate,GEN,199653,0,#FB7B0D,mahantchandnathyogi,Alwar,Bharatiya Janata Party
IND,Patna Sahib,Bihar,17-04-2014,Anil Kumar,48,Male,Post Graduate,GEN,199542,0,,anilkumar,Patna Sahib,Independent
IND,Mysore,Karnataka,17-04-2014,Praveen M S,27,Male,Post Graduate,GEN,198500,0,,praveenms,Mysore,Independent
IND,Gopalganj,Bihar,12-05-2014,Ram Kumar Manjhi,34,Male,Graduate,GEN,198000,0,,ramkumarmanjhi,Gopalganj (Sc),Independent
IND,Osmanabad,Maharashtra,17-04-2014,Tupsundare Balaji Bapurao,40,Male,8th,GEN,198000,0,,tupsundarebalajibapurao,Osmanabad,Independent
SHS,North East Delhi,National Capital Territory Of Delhi,10-04-2014,Om Dutt Sharma,49,Male,12th,GEN,197000,2,#F05A00,omduttsharma,North East Delhi,Shivsena
AAP,Kanker,Chhattisgarh,17-04-2014,Santosh Kumar Dhruw,41,Male,Graduate,GEN,195543,0,,santoshkumardhruw,Kanker,Aam Aadmi Party
IND,Hingoli,Maharashtra,17-04-2014,Devji Gangaram Asole,60,Male,Graduate Professional,GEN,195500,0,,devjigangaramasole,Hingoli,Independent
AAP,Bastar,Chhattisgarh,10-04-2014,Soni Soree,39,Male,12th,GEN,195000,2,,sonisoree,Bastar,Aam Aadmi Party
IND,Tirupati,Andhra Pradesh,07-05-2014,Kattamanchi Prabhakar,46,Male,Post Graduate,GEN,194845,0,,kattamanchiprabhakar,Tirupati,Independent
IUML,Hazaribagh,Jharkhand,17-04-2014,Mo Shanul Haque,39,Male,12th,GEN,194500,0,,moshanulhaque,Hazaribagh,Indian Union Muslim League
IND,Shirdi,Maharashtra,17-04-2014,Gholap Sandeep Bhaskar,35,Male,8th,GEN,193600,0,,gholapsandeepbhaskar,Shirdi,Independent
CPIM,Viluppuram,Tamil Nadu,24-04-2014,G Anandhan,53,Male,10th,GEN,192800,1,#DE0000,ganandhan,Viluppuram,Communist Party of India  (Marxist)
IND,Bagalkot,Karnataka,17-04-2014,Bheemappa Dhoolappa Ajjodi,33,Male,Post Graduate,GEN,192646,0,,bheemappadhoolappaajjodi,Bagalkot,Independent
IND,Amethi,Uttar Pradesh,07-05-2014,Sanjay Kumar,31,Male,Graduate,GEN,192500,0,,sanjaykumar,Amethi,Independent
AAP,Sikkim,Sikkim,12-04-2014,Kaushal Rai,30,Male,Post Graduate,GEN,192000,0,,kaushalrai,Sikkim,Aam Aadmi Party
AAP,Lakhimpur,Assam,07-04-2014,Hiramoni Deka Sonowal,34,Female,Doctorate,GEN,192000,0,,hiramonidekasonowal,Lakhimpur,Aam Aadmi Party
IND,Sreerampur,West Bengal,30-04-2014,Kailash Naskar,37,Male,Graduate,GEN,191646,0,,kailashnaskar,Srerampur,Independent
IND,Nagapattinam,Tamil Nadu,24-04-2014,Mohan G,35,Male,Graduate Professional,GEN,191618,0,,mohang,Nagapattinam,Independent
IND,Bhandara-Gondiya,Maharashtra,10-04-2014,Mate Manohar Alias Mama,54,Male,8th,GEN,191077,0,,matemanoharaliasmama,Bhandara - Gondiya,Independent
IND,Chennai North,Tamil Nadu,24-04-2014,Senthil Kumar K,59,Male,Others,GEN,190500,0,,senthilkumark,Chennai North,Independent
IND,Bapatla,Andhra Pradesh,07-05-2014,Nakkala Veeranjaneyulu,39,Male,Post Graduate,GEN,190000,0,,nakkalaveeranjaneyulu,Bapatla,Independent
IND,Allahabad,Uttar Pradesh,07-05-2014,Ajeet Kumar,27,Male,12th,GEN,190000,0,,ajeetkumar,Allahabad,Independent
IND,Ahmedabad West,Gujarat,30-04-2014,Parmar Harjivanbhai Kalabhai,55,Male,10th,GEN,190000,0,,parmarharjivanbhaikalabhai,Ahmedabad West,Independent
IND,Tirunelveli,Tamil Nadu,24-04-2014,Selvaganapathyg,32,Male,Graduate,GEN,190000,0,,selvaganapathyg,Tirunelveli,Independent
SHS,Jamui,Bihar,10-04-2014,Vishun Chaudhary,56,Male,8th,GEN,190000,0,#F05A00,vishunchaudhary,Jamui (Sc),Shivsena
IND,Chandrapur,Maharashtra,10-04-2014,Kartik Gajanan Kodape,45,Male,Others,GEN,190000,0,,kartikgajanankodape,Chandrapur,Independent
IND,Patan,Gujarat,30-04-2014,Molapiya Abdulkudus Abdulmajid,39,Male,5th,GEN,189000,0,,molapiyaabdulkudusabdulmajid,Patan,Independent
IND,Theni,Tamil Nadu,24-04-2014,Ramaya -r,37,Male,5th,GEN,188926,0,,ramaya-r,Theni,Independent
IND,Barpeta,Assam,24-04-2014,Md Dilir Khan,45,Male,Graduate,GEN,187306,0,,mddilirkhan,Barpeta,Independent
IND,Bharuch,Gujarat,30-04-2014,Sapa Rafikbhai Sulemanbhai,51,Male,5th,GEN,186000,5,,saparafikbhaisulemanbhai,Bharuch,Independent
IND,Mahasamund,Chhattisgarh,17-04-2014,Rupanand Soi,38,Male,12th,GEN,185433,0,,rupanandsoi,Mahasamund,Independent
IND,Sivaganga,Tamil Nadu,24-04-2014,Selvaraj A,58,Male,8th,GEN,185400,0,,selvaraja,Sivaganga,Independent
IND,Rajkot,Gujarat,30-04-2014,Basirbhai Sulemanbhai Sama,55,Male,5th,GEN,185149,0,,basirbhaisulemanbhaisama,Rajkot,Independent
IND,Tenkasi,Tamil Nadu,24-04-2014,Ganesans,31,Male,Post Graduate,GEN,185000,0,,ganesans,Tenkasi,Independent
CPIM,Gwalior,Madhya Pradesh,17-04-2014,Akhilesh,38,Male,Graduate,GEN,184700,1,#DE0000,akhilesh,Gwalior,Communist Party of India  (Marxist)
CPI,Balaghat,Madhya Pradesh,10-04-2014,Ashok Kumar Masih,58,Male,5th,GEN,184000,0,#DE0000,ashokkumarmasih,Balaghat,Communist Party of India
