tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***76329,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,236,NR,65 RAMEAU DR,,,ON
***84200,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,236,AT,3 NAVY WHARF CRT,,,ON
***97240,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,236,NR,23 HOLLYWOOD AVE,,,ON
***03777,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,236,OPP,70 GARDEN AVE,,,ON
***06035,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,236,NR,75 WILLIAM CRAGG DR,,,ON
***40686,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,237,Other,15 OXFORD DR,,,ON
***31391,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,237,NR,18 VIA CASSIA DR,,,ON
***32744,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,237,NR,121 RAJAH ST,,,ON
***87885,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,237,NR,81 RIDGEVALE DR,,,ON
***50637,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,238,Other,720 TRETHEWEY DR,,,ON
***34210,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,238,Other,91 CARROLL ST,,,ON
***62290,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,238,NR,52 KNIGHTON DR,,,ON
***31392,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,239,NR,64 TOUCHSTONE DR,,,ON
***72615,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,239,S/S,SHELBORNE AVE,W/O,BATHURST ST,ON
***84201,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,239,AT,10 NAVY WHARF CRT,,,ON
***50638,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,241,Other,720 TRETHEWEY DR,,,ON
***65672,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,241,NR,82 FAIRVIEW AVE,,,ON
***48154,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,241,NR,145 LINSMORE CRES,,,ON
***68722,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,241,OPP,33 SWORD ST,,,ON
***86214,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,241,NR,273 BINGHAM AVE,,,ON
***30593,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,242,Other,331 TRUDELLE ST,,,ON
***11978,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,242,NR,1 FOUNTAINHEAD RD,,,ON
***86215,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,242,NR,269 BINGHAM AVE,,,ON
***06036,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,242,OPP,120 FRED YOUNG DR,,,ON
***50639,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,243,Other,720 TRETHEWEY DR,,,ON
***65673,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,243,NR,130 FAIRVIEW AVE,,,ON
***76330,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,243,OPP,60 CASTLEBURY CRES,,,ON
***85587,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,244,NR,17 WATERLOO AVE,,,ON
***11979,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,244,NR,35 FOUNTAINHEAD RD,,,QC
***76331,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,244,OPP,90 CASTLEBURY CRES,,,ON
***50640,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,245,Other,720 TRETHEWEY DR,,,ON
***75450,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,245,NR,12 RAINSWOOD CRT,,,ON
***32745,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,245,NR,72 ROBERTA DR,,,ON
***65674,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,246,NR,157 ST JOHN'S RD,,,ON
***11980,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,246,NR,35 FOUNTAINHEAD RD,,,QC
***11981,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,246,NR,35 FOUNTAINHEAD RD,,,ON
***68723,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,246,OPP,294 SUMACH ST,,,ON
***87886,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,246,NR,135 SULTANA AVE,,,ON
***75451,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,247,NR,28 LANTOS CRT,,,ON
***32746,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,247,NR,30 ROBERTA DR,,,MD
***72616,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,247,NR,44 ELWAY CRT,,,ON
***84202,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,247,AT,30 GRAND TRUNK CRES,,,ON
***06037,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,247,OPP,126 LOMAR DR,,,ON
***50641,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,248,Other,720 TRETHEWEY DR,,,ON
***75452,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,248,NR,18 LANTOS CRT,,,ON
***72617,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,248,NR,17 ELWAY CRT,,,ON
***97241,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,248,AT,10 NORTHTOWN WAY,,,ON
***03778,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,248,OPP,34 GLENDALE AVE,,,ON
***65675,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,249,NR,315 ST JOHN'S RD,,,ON
***97242,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,249,AT,10 NORTHTOWN WAY,,,ON
***03779,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,249,OPP,34 GLENDALE AVE,,,ON
***06038,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,249,NR,10 SNOWOOD CRT,,,ON
***85588,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,250,NR,2 FENNINGS ST,,,ON
***11982,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,250,OPP,393 SENTINEL RD,,,ON
***11983,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,250,OPP,393 SENTINEL RD,,,ON
***86216,20120103,336,PARK-FAIL TO DISPLAY PERMIT,30,250,NR,3 BINGHAM AVE,,,ON
***97243,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,250,AT,10 NORTHTOWN WAY,,,ON
***50642,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,251,Other,720 TRETHEWEY DR,,,ON
***11984,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,251,NR,390 SENTINEL RD,,,ON
***32747,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,251,OPP,52 PRINCE CHARLES DR,,,ON
***97244,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,251,AT,10 NORTHTOWN WAY,,,ON
***06039,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,251,NR,18 FENNIMORE CRES,,,ON
***75453,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,252,NR,34 MAURICE COULTER MEWS,,,ON
***76214,20120103,5,PARK HWY PROHIBED TIME/DAY,40,252,OPP,4 POPLAR PLAINS CRES,,,ON
***03780,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,252,OPP,84 MERRICK ST,,,ON
***50643,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,253,Other,720 TRETHEWEY DR,,,ON
***75454,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,253,NR,32 MAURICE COULTER MEWS,,,ON
***62291,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,253,NR,65 TISDALE AVE,,,ON
***11985,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,254,OPP,180 DERRYDOWN RD,,,ON
***50644,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,255,Other,720 TRETHEWEY DR,,,PQ
***65676,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,255,NR,15 WATSON AVE,,,ON
***32748,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,255,NR,30 COVINGTON RD,,,PA
***86217,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,255,NR,2330 QUEEN ST E,,,ON
***06040,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,255,NR,3 TONON DR,,,ON
***85589,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,256,NR,124 CRAWFORD ST,,,ON
***75455,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,11 MAURICE COULTER MEWS,,,ON
***75456,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,12 MAURICE COULTER MEWS,,,ON
***32749,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,30 COVINGTON RD,,,ON
***68724,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,256,OPP,380 SUMACH ST,,,ON
***97245,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,28 OLIVE AVE,,,NS
***97246,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,28 OLIVE AVE,,,ON
***06041,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,256,NR,14 TONON DR,,,ON
***65677,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,257,NR,25 WATSON AVE,,,AZ
***11986,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,257,NR,41 CONAMORE CRES,,,ON
***86218,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,257,NR,2441 QUEEN ST E,,,ON
***33400,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,258,Other,40 WAKUNDA PL,,,ON
***72618,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,258,NR,328 HILLMOUNT AVE,,,ON
***65678,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,259,NR,92 BROOKSIDE AVE,,,ON
***91000,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,259,NR,34 KIRKLAND BLVD,,,ON
***33401,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,300,Other,40 WAKUNDA PL,,,ON
***62292,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,300,NR,90 PARMA CRT,,,ON
***97247,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,300,NR,1 DUPLEX AVE,,,ON
***50645,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,301,Other,710 TRETHEWEY DR,,,ON
***65679,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,301,NR,108 BROOKSIDE AVE,,,ON
***48155,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,301,N/S,SELKIRK ST,W/O,EATON AVE,FL
***33402,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,302,Other,40 WAKUNDA PL,,,ON
***72619,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,302,E/S,DANESBURY AVE,N/O,BRIAR HILL AVE,ON
***76332,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,302,AT,2901 BAYVIEW AVE,,,ON
***11987,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,303,NR,35 BROADOAKS DR,,,ON
***06042,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,303,NR,48 BRADY CRES,,,ON
***33403,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,304,Other,40 WAKUNDA P,,,PQ
***50646,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,304,Other,710 TRETHEWEY DR,,,ON
***68725,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,304,NR,307 WELLESLEY ST E,,,ON
***06043,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,304,NR,48 BRADY CRES,,,AZ
***23861,20120103,2,PARK LONGER THAN 3 HOURS,15,305,NR,22 MARKET GARDEN MEWS,,,ON
***87887,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,305,AT,10 TANGREEN CRT,,,ON
***33404,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,306,Other,40 WAKUNDA PL,,,ON
***18836,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,306,Other,2512 JANE ST,,,ON
***34323,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,306,Other,15 VICORA LINKWAY,,,ON
***11988,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,306,OPP,25 BROADOAKS DR,,,ON
***86219,20120103,336,PARK-FAIL TO DISPLAY PERMIT,30,306,NR,188 SILVER BIRCH AVE,,,ON
***06044,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,306,NR,2 BRADY CRES,,,ON
***16305,20120103,58,STOP - WITHIN 9.0M OF XWALK,60,306,NR,1589 DUNDAS ST E,,,ON
***50647,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,307,Other,710 TRETHEWEY DR,,,ON
***65680,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,307,NR,2 JILLSON AVE,,,ON
***76215,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,307,NR,2 GORMLEY AVE,,,ON
***87888,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,307,AT,10 TANGREEN CRT,,,ON
***97248,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,307,NR,35 CEDARCROFT BLVD,,,ON
***11569,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,307,NR,421 BROADVIEW AVE,,,ON
***33405,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,308,Other,40 WAKUNDA PL,,,ON
***65681,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,308,NR,2 JILLSON AVE,,,ON
***23862,20120103,2,PARK LONGER THAN 3 HOURS,15,308,NR,48 MARKET GARDEN MEWS,,,ON
***91001,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,308,NR,66 MARMION AVE,,,ON
***06045,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,308,NR,56 CHARRINGTON CRES,,,ON
***50648,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,309,Other,710 TRETHEWEY DR,,,ON
***65682,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,309,NR,5 MORLAND RD,,,ON
***62293,20120103,2,PARK LONGER THAN 3 HOURS,15,309,NR,101 TIAGO AVE,,,ON
***06046,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,309,NR,56 CHARRINGTON CRES,,,ON
***67294,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,310,NR,961 ST CLARENS AVE,,,ON
***86220,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,310,OPP,323 WILLOW AVE,,,ON
***97249,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,310,NR,285 ANTIBES DR,,,ON
***65683,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,311,NR,2 JILLSON AVE,,,ON
***62294,20120103,2,PARK LONGER THAN 3 HOURS,15,311,NR,87 TIAGO AVE,,,ON
***91002,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,311,W/S,FALKIRK ST,S/O,ST GERMAIN AVE,ON
***16306,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,311,NR,1 AUDLEY AVE,,,ON
***33406,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,312,Other,30 WAKUNDA PL,,,ON
***50649,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,312,Other,710 TRETHEWEY DR,,,ON
***62295,20120103,2,PARK LONGER THAN 3 HOURS,15,312,NR,73 TIAGO AVE,,,ON
***62296,20120103,2,PARK LONGER THAN 3 HOURS,15,312,NR,63 TIAGO AVE,,,ON
***06047,20120103,338,PARK - BETWEEN ROAD & SIDEWALK,50,312,NR,129 SPENVALLEY DR,,,ON
***21000,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,312,E/S,TORRESDALE AVE,S/O,ANTIBES DR,ON
***65684,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,313,NR,2 JILLSON AVE,,,ON
***62297,20120103,2,PARK LONGER THAN 3 HOURS,15,313,NR,59 TIAGO AVE,,,ON
***67295,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,313,NR,967 ST CLARENS AVE,,,ON
***99991,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,313,AT,88 CORPORATE DR,,,ON
***14536,20120103,5,PARK HWY PROHIBED TIME/DAY,40,313,S/S,RIDELLE AVE,W/O,BATHURST ST,ON
***33407,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,314,Other,30 WAKUNDA PL,,,ON
***65685,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,314,NR,2 JILLSON AVE,,,ON
***85590,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,314,NR,828 RICHMOND ST W,,,ON
***48156,20120103,2,PARK LONGER THAN 3 HOURS,15,314,W/S,CADORNA AVE,N/O,O'CONNOR DR,ON
***62298,20120103,2,PARK LONGER THAN 3 HOURS,15,314,NR,57 TIAGO AVE,,,ON
***76216,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,314,NR,21 ORIOLE CRES,,,ON
***99992,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,314,AT,88 CORPORATE DR,,,ON
***67296,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,315,NR,1003 ST CLARENS AVE,,,ON
***86221,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,315,NR,109 BEECH AVE,,,ON
***91003,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,315,NR,532 BROOKDALE AVE,,,ON
***33408,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,316,Other,30 WAKUNDA PL,,,ON
***65686,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,316,NR,799 WINDERMERE AVE,,,ON
***23863,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,316,AT,185 LEGION RD N,,,ON
***62299,20120103,2,PARK LONGER THAN 3 HOURS,15,316,NR,25 TIAGO AVE,,,ON
***62300,20120103,2,PARK LONGER THAN 3 HOURS,15,316,NR,23 TIAGO AVE,,,ON
***85591,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,317,OPP,149 STRACHAN AVE,,,ON
***50650,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,318,Other,1570 JANE ST,,,ON
***65687,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,318,NR,755 WINDERMERE AVE,,,ON
***48157,20120103,2,PARK LONGER THAN 3 HOURS,15,318,W/S,CADORNA AVE,N/O,O'CONNOR DR,ON
***62301,20120103,2,PARK LONGER THAN 3 HOURS,15,318,OPP,16 TIAGO AVE,,,ON
***67297,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,318,NR,1023 ST CLARENS AVE,,,ON
***91004,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,318,NR,381 BEDFORD PARK AVE,,,ON
***99993,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,318,AT,36 LEE CENTRE DR,,,ON
***06048,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,318,NR,46 FULWELL CRES,,,ON
***11570,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,318,NR,1 BOWDEN ST,,,ON
***14537,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,318,S/S,RIDELLE AVE,E/O,DUFFERIN ST,ON
***21001,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,318,NR,3 LEVITT CRT,,,ON
***48158,20120103,2,PARK LONGER THAN 3 HOURS,15,319,W/S,CADORNA AVE,N/O,O'CONNOR DR,ON
***91281,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,319,AT,80 ALTON TOWERS CRCL,,,ON
***99994,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,319,AT,36 LEE CENTRE DR,,,ON
***99995,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,319,AT,36 LEE CENTRE DR,,,ON
***33409,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,320,Other,30 WAKUNDA PL,,,ON
***48159,20120103,2,PARK LONGER THAN 3 HOURS,15,320,W/S,CADORNA AVE,N/O,O'CONNOR DR,ON
***91005,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,320,NR,412 BEDFORD PARK AVE,,,ON
***99996,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,320,AT,36 LEE CENTRE DR,,,ON
***21002,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,320,NR,11 IVAN NELSON DR,,,ON
***28762,20120103,2,PARK LONGER THAN 3 HOURS,15,320,NR,45 SILVERSTONE DR,,,ON
***86222,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,321,NR,201 BALSAM AVE,,,ON
***06049,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,321,NR,65 KEEGAN CRES,,,ON
***16307,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,321,NR,49 BROOKLYN AVE,,,ON
***21003,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,321,NR,20 HENRY WELSH DR,,,ON
***34324,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,322,Other,16 DALLIMORE CIR,,,ON
***28763,20120103,2,PARK LONGER THAN 3 HOURS,15,322,NR,45 SILVERSTONE DR,,,ON
***50651,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,323,Other,1570 JANE ST,,,ON
***65688,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,323,NR,380 DURIE ST,,,ON
***11989,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,323,NR,51 BROOKWELL DR,,,ON
***48160,20120103,2,PARK LONGER THAN 3 HOURS,15,323,NR,147 CADORNA AVE,,,ON
***87889,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,323,AT,188 DORIS AVE,,,ON
***91006,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,323,NR,427 DOUGLAS AVE,,,ON
***91282,20120103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,323,NR,44 ALTON TOWERS CRCL,,,ON
***06050,20120103,338,PARK - BETWEEN ROAD & SIDEWALK,50,323,NR,14 CANDLEWOOD CRES,,,ON
***21004,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,323,NR,30 HENRY WELSH DR,,,ON
***28764,20120103,2,PARK LONGER THAN 3 HOURS,15,323,NR,45 SILVERSTONE DR,,,ON
***33410,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,324,Other,30 WAKUNDA PL,,,ON
***11990,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,324,NR,41 BROOKWELL DR,,,ON
***23864,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,324,AT,250 MANITOBA DR,,,ON
***48161,20120103,2,PARK LONGER THAN 3 HOURS,15,324,NR,147 CADORNA AVE,,,ON
***68726,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,324,OPP,359 SACKVILLE ST,,,AB
***86223,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,324,NR,37 DUART PARK RD,,,ON
***28765,20120103,2,PARK LONGER THAN 3 HOURS,15,324,NR,55 SILVERSTONE DR,,,MA
***28820,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,325,Other,43 GOLDWIN AVE,,,ON
***34325,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,325,Other,16 DALLIMORE CIR,,,ON
***65689,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,325,NR,529 DURIE ST,,,ON
***85592,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,325,OPP,50 WESTERN BATTERY RD,,,ON
***23865,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,325,AT,250 MANITOBA DR,,,ON
***06051,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,325,NR,29 GAMBELLO CRES,,,ON
***21005,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,325,NR,220 ROBERT HICKS DR,,,ON
***28766,20120103,2,PARK LONGER THAN 3 HOURS,15,325,NR,55 SILVERSTONE DR,,,ON
***33411,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,326,Other,30 WAKUNDA PL,,,ON
***23866,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,326,AT,250 MANITOBA DR,,,ON
***31393,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,326,NR,39 PARKCHESTER RD,,,ON
***68727,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,326,OPP,357 SACKVILLE ST,,,SK
***76333,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,327,AT,18 KENASTON GDNS,,,ON
***91007,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,327,NR,464 FAIRLAWN AVE,,,ON
***21006,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,327,NR,172 ROBERT HICKS DR,,,ON
***21007,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,327,NR,172 ROBERT HICKS DR,,,ON
***28767,20120103,2,PARK LONGER THAN 3 HOURS,15,327,NR,55 SILVERSTONE DR,,,ON
***28821,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,328,Other,46 GOLDWIN AVE,,,ON
***11991,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,328,NR,21 BENJAMIN BOAKE TRL,,,ON
***06052,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,328,N/S,HUCKNALL RD,E/O,SENTINEL RD,ON
***21008,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,328,OPP,137 ROBERT HICKS DR,,,ON
***33413,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,329,Other,30 WAKUNDA PL,,,ON
***84203,20120103,5,PARK HWY PROHIBED TIME/DAY,40,329,W/S,ST NICHOLAS ST,N/O,WELLESLEY ST W,ON
***85593,20120103,5,PARK HWY PROHIBED TIME/DAY,40,330,OPP,38 JOE SHUSTER WAY,,,ON
***91008,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,330,NR,395 FAIRLAWN AVE,,,ON
***06053,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,330,NR,70 HUCKNALL RD,,,ON
***28768,20120103,2,PARK LONGER THAN 3 HOURS,15,330,NR,128 SILVERSTONE DR,,,ON
***11992,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,331,NR,167 STILECROFT DR,,,ON
***76334,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,331,NR,1 REAN DR,,,ON
***06054,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,331,NR,70 HUCKNALL RD,,,ON
***31394,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,332,NR,20 SAM FRUSTAGLIO DR,,,ON
***67298,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,332,NR,1 MACKAY AVE,,,NY
***85594,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,333,NR,12 LAIDLAW ST,,,ON
***91009,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,333,NR,457 ST GERMAIN AVE,,,ON
