tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***03763,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,135,NR,2 SILVER AVE,,,ON
***31377,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,136,NR,12 MARSHALL BLVD,,,ON
***68715,20120103,5,PARK HWY PROHIBED TIME/DAY,40,136,NR,103 SUMACH ST,,,ON
***84197,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,136,NR,26 OXFORD ST,,,ON
***14532,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,136,NR,104 MARCHMOUNT RD,,,ON
***33393,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,137,Other,2950 LAWRENCE AVE E,,,ON
***85578,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,138,NR,61 CLAREMONT ST,,,ON
***67280,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,138,OPP,40 GEARY AVE,,,ON
***86202,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,138,OPP,20 DEVON RD,,,ON
***11565,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,138,NR,68 DINGWALL AVE,,,ON
***50623,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,139,Other,58 WATERTON RD,,,ON
***65660,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,139,NR,152 FRANKLIN AVE,,,ON
***23858,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,139,NR,8 HILL HEIGHTS RD,,,ON
***03764,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,139,NR,24 PARKWAY AVE,,,ON
***31378,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,140,OPP,89 GREENDALE AVE,,,ON
***68716,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,140,OPP,97 SACKVILLE ST,,,ON
***76203,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,140,S/S,SUSSEX AVE,E/O,MAJOR ST,ON
***86203,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,140,NR,21 BURGESS AVE,,,ON
***50624,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,141,Other,58 WATERTON RD,,,ON
***85579,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,141,NR,127 CLAREMONT ST,,,ON
***84198,20120103,5,PARK-HWY DRNG PROH TIMES/DAYS,40,141,NR,360 SPADINA AVE,,,ON
***16302,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,141,NR,885 GERRARD ST E,,,ON
***65661,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,142,NR,373 PERTH AVE,,,ON
***31379,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,142,NR,60 GREENDALE AVE,,,ON
***76204,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,142,W/S,ROBERT ST,S/O,SUSSEX AVE,ON
***14533,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,142,NR,324 MELITA AVE,,,ON
***50625,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,143,Other,58 WATERTON RD,,,ON
***31380,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,143,NR,52 GREENDALE AVE,,,ON
***76205,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,143,W/S,ROBERT ST,S/O,SUSSEX AVE,ON
***85580,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,144,NR,163 CLAREMONT ST,,,ON
***31381,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,144,NR,44 GREENDALE AVE,,,ON
***50626,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,145,Other,58 WATERTON RD,,,ON
***65662,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,145,NR,143 PERTH AVE,,,ON
***76206,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,145,W/S,ROBERT ST,S/O,SUSSEX AVE,AB
***11133,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,146,Other,280 ST GEORGE ST,,,ON
***34203,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,146,Other,50 EAST LIBERTY ST,,,ON
***67281,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,146,NR,1196 DOVERCOURT RD,,,ON
***72606,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,146,W/S,CHAMBERLAIN AVE,S/O,BOWIE AVE,ON
***11566,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,146,E/S,KISWICK ST,S/O,BOULTBEE AVE,ON
***33394,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,147,Other,400 MCCOWAN RD,,,ON
***34204,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,147,Other,50 EAST LIBERTY ST,,,ON
***32736,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,147,NR,351 GREER RD,,,ON
***16303,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,147,NR,105 BOSTON AVE,,,NS
***34205,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,148,Other,50 EAST LIBERTY ST,,,ON
***85581,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,148,NR,138 MANNING AVE,,,ON
***67282,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,148,NR,1202 DOVERCOURT RD,,,ON
***28758,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,148,NR,700 HUMBERWOOD BLVD,,,ON
***34206,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,149,Other,50 EAST LIBERTY ST,,,ON
***34207,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,149,Other,50 EAST LIBERTY ST,,,ON
***03765,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,149,NR,37 LYND AVE,,,ON
***11567,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,149,NR,41 POUCHER ST,,,ON
***28759,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,149,NR,700 HUMBERWOOD BLVD,,,ON
***33395,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,150,Other,400 MCCOWAN RD,,,ON
***50628,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,150,Other,58 WATERTON RD,,,ON
***65663,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,150,NR,136 CAMPBELL AVE,,,ON
***85582,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,150,NR,98 MANNING AVE,,,ON
***31382,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,150,NR,60 CHRYESSA AVE,,,ON
***28760,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,150,NR,700 HUMBERWOOD BLVD,,,ON
***67283,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,151,NR,1195 DOVERCOURT RD,,,ON
***76207,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,151,NR,71 SUSSEX AVE,,,ON
***86204,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,151,NR,4 COSTAIN AVE,,,ON
***03766,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,151,NR,55 LYND AVE,,,ON
***31383,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,152,NR,22 CHRYESSA AVE,,,ON
***28761,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,152,NR,700 HUMBERWOOD BLVD,,,ON
***67284,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,153,NR,1189 DOVERCOURT RD,,,ON
***68717,20120103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,153,NR,149 BERKELEY ST,,,ON
***72607,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,153,NR,213 LIVINGSTON RD,,,ON
***11568,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,153,NR,219 LANGLEY AVE,,,ON
***16304,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,154,NR,53 PAPE AVE,,,NY
***33396,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,155,Other,400 MCCOWAN RD,,,ON
***50629,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,156,Other,58 WATERTON RD,,,ON
***14296,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,156,Other,70 MORNELLE COURT,,,ON
***31384,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,156,NR,38 BEECHWOOD AVE,,,ON
***72608,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,156,NR,53 LIVINGSTON RD,,,ON
***03767,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,157,OPP,48 GRENADIER RD,,,ON
***50630,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,158,Other,58 WATERTON RD,,,ON
***72609,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,158,NR,51 LIVINGSTON RD,,,CT
***11962,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,159,AT,4645 JANE ST,,,ON
***85134,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,201,Other,65 EMMETT AVE,,,ON
***31385,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,202,NR,37 BEXLEY CRES,,,MI
***76208,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,202,NR,174 BORDEN ST,,,ON
***34208,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,203,Other,60 BATHURST ST,,,ON
***65664,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,203,NR,44 JEROME ST,,,ON
***85583,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,203,NR,669 QUEEN ST W,,,ON
***67285,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,203,NR,395 WESTMORELAND AVE N,,,ON
***34209,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,204,Other,60 BATHURST ST,,,ON
***32935,20120103,6,PARK HWY IN EXCESS PRMTD TIME,30,205,NEAR,19 PAULSON RD,,,ON
***33397,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,205,Other,410 MCCOWAN RD,,,ON
***67286,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,205,NR,413 WESTMORELAND AVE N,,,ON
***76209,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,205,NR,66 ULSTER ST,,,ON
***06025,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,205,NR,76 MCADAM AVE,,,ON
***85135,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,206,Other,65 EMMETT AVE,,,ON
***85584,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,206,NR,955 QUEEN ST W,,,ON
***62279,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,206,NR,1 VENDOME PL,,,ON
***87880,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,206,NR,10 WESTDALE DR,,,ON
***33398,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,207,Other,410 MCCOWAN RD,,,ON
***72610,20120103,5,PARK HWY PROHIBED TIME/DAY,40,207,NR,214 LONSMOUNT DR,,,ON
***86205,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,207,NR,9 NORWOOD RD,,,ON
***87881,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,207,NR,9 WESTDALE DR,,,ON
***97229,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,207,E/S,DORIS AVE,S/O,GREENFIELD AVE,ON
***97230,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,207,E/S,DORIS AVE,S/O,GREENFIELD AVE,ON
***65665,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,208,NR,54 GLENLAKE AVE,,,QC
***62280,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,208,NR,1 DEAUVILLE LANE,,,ON
***68718,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,208,NR,12 HAHN PL,,,ON
***76324,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,208,NR,100 ROWENA DR,,,ON
***65666,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,209,NR,34 GLENLAKE AVE,,,ON
***11963,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,209,OPP,294 GRANDRAVINE DR,,,ON
***11964,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,209,OPP,294 GRANDRAVINE DR,,,ON
***75442,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,209,NR,18 SKIPTON CRT,,,ON
***32737,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,209,NR,36 YORKMINSTER RD,,,ON
***48152,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,209,NR,120 DALLIMORE CRCL,,,ON
***03768,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,209,NR,95 SEAFORTH AVE,,,ON
***85136,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,210,Other,65 EMMETT AVE,,,ON
***72442,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,210,Other,20 SOUTHPORT ST,,,ON
***32563,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,210,Other,,,,ON
***11965,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,210,NR,294 GRANDRAVINE DR,,,ON
***62281,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,210,N/S,ROCHEFORT DR,W/O,DEAUVILLE LANE,ON
***67287,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,210,NR,1273 DAVENPORT RD,,,ON
***76210,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,210,NR,157 MAJOR ST,,,ON
***76325,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,210,NR,24 WELSFORD GDNS,,,ON
***86206,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,210,NR,20 SWANWICK AVE,,,ON
***65667,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,211,NR,35 PRINCE RUPERT AVE,,,ON
***11966,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,211,NR,303 GRANDRAVINE DR,,,ON
***75443,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,211,NR,18 SKIPTON CRT,,,ON
***75444,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,211,NR,18 SKIPTON CRT,,,ON
***23859,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,211,NR,1 EIGHTH ST,,,ON
***67288,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,211,NR,1275 DAVENPORT RD,,,ON
***03769,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,211,NR,95 SEAFORTH AVE,,,ON
***03770,20120103,16,PARK 9M OF INTERSCTING HIGHWAY,40,211,NR,95 SEAFORTH AVE,,,ON
***06026,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,211,NR,128 GILLEY RD,,,ON
***11967,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,212,NR,303 GRANDRAVINE DR,,,ON
***86207,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,212,NR,26 ENDERBY RD,,,ON
***97231,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,212,NR,37 AVONDALE AVE,,,ON
***11968,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,213,NR,303 GRANDRAVINE DR,,,ON
***11969,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,213,NR,303 GRANDRAVINE DR,,,ON
***76211,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,213,OPP,145 BRUNSWICK AVE,,,QC
***06027,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,213,NR,147 SPALDING RD,,,ON
***50631,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,214,Other,720 TRETHEWEY DR,,,ON
***75445,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,214,NR,10 SKIPTON CRT,,,ON
***72611,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,214,OPP,10 PRUE AVE,,,ON
***85137,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,215,Other,65 EMMETT AVE,,,ON
***75446,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,215,NR,111 WHITBURN CRES,,,ON
***32738,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,215,OPP,96 ESGORE DR,,,ON
***67289,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,215,NR,485 SALEM AVE,,,ON
***68719,20120103,5,PARK HWY PROHIBED TIME/DAY,40,215,N/S,SCADDING AVE,W/O,PRINCESS ST,ON
***03771,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,215,NR,28 SAUNDERS AVE,,,ON
***75447,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,216,NR,111 WHITBURN CRES,,,ON
***67290,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,216,NR,481 SALEM AVE,,,ON
***76212,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,216,NR,53 ROBERT ST,,,ON
***86208,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,216,NR,7 KIMBERLEY AVE,,,ON
***97232,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,216,AT,30 HARRISON GARDEN BLVD,,,ON
***06028,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,216,NR,31 PAXTONIA BLVD,,,ON
***32739,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,217,NR,140 JOICEY BLVD,,,SK
***50632,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,218,Other,720 TRETHEWEY DR,,,ON
***97233,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,218,NR,78 HARRISON GARDEN BLVD,,,ON
***03772,20120103,5,PARK HWY PROHIBED TIME/DAY,40,218,NR,12 SAUNDERS AVE,,,ON
***06029,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,218,OPP,5 AGATE RD,,,ON
***16687,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,219,Other,1 REIDMOUNT AVE,,,ON
***85585,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,219,NR,135 LISGAR ST,,,ON
***11970,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,219,NR,19 LONDON GREEN CRT,,,ON
***75448,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,219,NR,32 WHITBURN CRES,,,ON
***62282,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,219,NR,1 ECCLESTON DR,,,ON
***67291,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,219,OPP,436 SALEM AVE,,,ON
***86209,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,219,NR,67 OSBORNE AVE,,,ON
***32740,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,220,NR,274 JOICEY BLVD,,,ON
***62283,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,220,NR,11 ECCLESTON DR,,,ON
***72612,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,220,E/S,SHERMOUNT AVE,N/O,VIEWMOUNT AVE,ON
***76326,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,220,NR,19 PARKWAY FOREST DR,,,ON
***14534,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,220,NR,95 CHALKFARM DR,,,ON
***50633,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,221,Other,720 TRETHEWEY DR,,,ON
***11971,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,221,NR,19 LONDON GREEN CRT,,,ON
***62284,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,221,NR,3 SWIFT DR,,,ON
***67292,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,221,NR,425 SALEM AVE,,,ON
***86210,20120103,336,PARK-FAIL TO DISPLAY PERMIT,30,221,NR,80 WAYLAND AVE,,,ON
***68720,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,222,NR,24 DOUVILLE CRT,,,MI
***87882,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,222,NR,38 MEADOWBROOK RD,,,ON
***03773,20120103,16,PARK 9M OF INTERSCTING HIGHWAY,40,222,OPP,30 VIRTUE ST,,,ON
***50634,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,223,Other,720 TRETHEWEY DR,,,ON
***34322,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,223,Other,56 ARCHIBALD MEWS,,,ON
***72613,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,223,N/S,VIEWMOUNT AVE,W/O,MARLEE AVE,ON
***14535,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,223,NR,14 HEAVITREE DR,,,ON
***65668,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,224,NR,513 QUEBEC AVE,,,ON
***32741,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,224,NR,193 CARMICHAEL AVE,,,ON
***62285,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,224,NR,20 TINDER CRES,,,ON
***97234,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,224,E/S,DORIS AVE,N/O,SHEPPARD AVE E,ON
***11972,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,225,NR,17 POTSDAM RD,,,ON
***62286,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,225,NR,18 TINDER CRES,,,ON
***68721,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,225,NR,22 PORTNEUF CRT,,,NY
***06030,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,225,NR,338 FALSTAFF AVE,,,ON
***50635,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,226,Other,720 TRETHEWEY DR,,,ON
***11973,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,226,NR,21 POTSDAM RD,,,ON
***86211,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,226,W/S,WAYLAND AVE,S/O,GERRARD ST E,ON
***85138,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,227,Other,65 EMMETT AVE,,,ON
***31386,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,227,OPP,9 TEDDER ST,,,ON
***72614,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,227,NR,123 HILLMOUNT AVE,,,ON
***97235,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,227,NR,100 HARRISON GARDEN BLVD,,,ON
***50636,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,228,Other,720 TRETHEWEY DR,,,ON
***11974,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,228,NR,21 POTSDAM RD,,,ON
***86212,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,228,NR,159 HANNAFORD ST,,,QC
***87883,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,228,NR,141 SHELBORNE AVE,,,ON
***97236,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,228,NR,105 HARRISON GARDEN BLVD,,,SK
***03774,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,228,OPP,251 SORAUREN AVE,,,ON
***65669,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,229,NR,40 EVELYN AVE,,,ON
***85586,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,229,OPP,175 BEACONSFIELD AVE,,,ON
***75449,20120103,347,PARK IN A FIRE ROUTE,250,229,AT,160 CHALKFARM DR,,,ON
***76327,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,229,OPP,6 ESTERBROOKE AVE,,,ON
***97237,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,229,NR,100 HARRISON GARDEN BLVD,,,ON
***06031,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,229,NR,18 FLORAL PKWY,,,ON
***33399,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,230,Other,2950 LAWRENCE AVE E,,,ON
***48153,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,230,NR,12 WREN CRT,,,ON
***62287,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,230,N/S,RUSCICA DR,W/O,VICTORIA PARK AVE,ON
***67293,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,230,NR,371 BARTLETT AVE,,,ON
***97238,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,230,NR,100 HARRISON GARDEN BLVD,,,ON
***97239,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,230,NR,100 HARRISON GARDEN BLVD,,,QC
***03775,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,230,OPP,63 FERMANAGH AVE,,,ON
***11975,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,231,NR,2 STONG CRT,,,ON
***23860,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,231,AT,225 SHERWAY GARDENS RD,,,ON
***32742,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,231,NR,112 DUNBLAINE AVE,,,ON
***65670,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,232,NR,190 EVELYN AVE,,,ON
***31387,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,232,E/S,ARENA ST,N/O,TRETHEWEY DR,ON
***06032,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,232,NR,188 EPSOM DOWNS DR,,,ON
***11976,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,NR,335 DRIFTWOOD AVE,,,ON
***31388,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,E/S,ARENA ST,N/O,TRETHEWEY DR,ON
***62288,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,OPP,3 BIGGIN CRT,,,ON
***62289,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,OPP,3 BIGGIN CRT,,,ON
***86213,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,233,NR,43 PICKERING ST,,,ON
***87884,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,NR,36 KIRKLAND BLVD,,,ON
***06033,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,233,NR,248 EPSOM DOWNS DR,,,ON
***31389,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,234,E/S,ARENA ST,N/O,TRETHEWEY DR,ON
***31390,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,234,W/S,ARENA ST,N/O,TRETHEWEY DR,ON
***76213,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,234,OPP,148 MADISON AVE,,,ON
***76328,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,234,NR,2 BRAHMS AVE,,,ON
***40685,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,235,Other,15 OXFORD DR,,,ON
***65671,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,235,NR,298 EVELYN AVE,,,ON
***32743,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,235,NR,119 RAJAH ST,,,ON
***84199,20120103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,235,AT,3 NAVY WHARF CRT,,,ON
***03776,20120103,29,PARK PROHIBITED TIME NO PERMIT,30,235,OPP,88 GARDEN AVE,,,ON
***06034,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,235,NR,75 WILLIAM CRAGG DR,,,ON
***11977,20120103,28,PARK ON   2AM-6AM DEC 1-MAR 31,30,236,NR,341 DRIFTWOOD AVE,,,ON
